n,alpha_n,method,time_sec_mean,time_sec_std,instance_gen_sec_mean,instance_gen_sec_std,metric_eval_sec_mean,metric_eval_sec_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_reconstruct_sec_mean,rp_reconstruct_sec_std,rp_small_eig_sec_mean,rp_small_eig_sec_std,rp_lift_sec_mean,rp_lift_sec_std,rp_kmeans_sec_mean,rp_kmeans_sec_std,algo_total_sec_mean,algo_total_sec_std,algo_step_sum_sec_mean,algo_step_sum_sec_std,algo_other_sec_mean,algo_other_sec_std,pipeline_total_sec_mean,pipeline_total_sec_std,rs_sample_mask_sec_mean,rs_sample_mask_sec_std,rs_build_sampled_matrix_sec_mean,rs_build_sampled_matrix_sec_std,rs_eig_sec_mean,rs_eig_sec_std,rs_reconstruct_sec_mean,rs_reconstruct_sec_std,rs_symmetrize_sec_mean,rs_symmetrize_sec_std,rs_kmeans_sec_mean,rs_kmeans_sec_std,nr_eig_sec_mean,nr_eig_sec_std,nr_kmeans_sec_mean,nr_kmeans_sec_std,nr_copy_sec_mean,nr_copy_sec_std,cs_draw_hash_sec_mean,cs_draw_hash_sec_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_reconstruct_sec_mean,cs_reconstruct_sec_std,cs_small_eig_sec_mean,cs_small_eig_sec_std,cs_lift_sec_mean,cs_lift_sec_std,cs_kmeans_sec_mean,cs_kmeans_sec_std,sign_draw_omega_sec_mean,sign_draw_omega_sec_std,sign_subspace_iter_sec_mean,sign_subspace_iter_sec_std,sign_reconstruct_sec_mean,sign_reconstruct_sec_std,sign_build_core_sec_mean,sign_build_core_sec_std,sign_small_eig_sec_mean,sign_small_eig_sec_std,sign_lift_sec_mean,sign_lift_sec_std,sign_kmeans_sec_mean,sign_kmeans_sec_std
600,0.08164965809277261,CountSketch,0.027526975050000145,0.0062165458287285575,0.004120585399988386,0.00021973830492362335,0.054864379199995025,0.0012244274853654732,,,,,,,,,,,,,,,,,0.027526975050000145,0.0062165458287285575,0.02820938725005817,0.006217956958746548,0.0,0.0,0.08651193964998356,0.006619986537550424,,,,,,,,,,,,,,,,,,,6.672300000900577e-05,2.6369469643427504e-06,0.0007104811500028063,1.8110620409838918e-05,0.0007104811500028063,1.8110620409838918e-05,0.0009289168500174582,0.00011850011792762953,0.0007299957000043378,0.00012302902334625053,0.0002776582500132463,3.4144742788220055e-05,0.0002989375000083783,2.8104926943520693e-05,0.00025676664999423336,4.553875869288306e-05,1.2589550004804551e-05,7.078225170030997e-06,0.024216837450001093,0.0061280289268512474,,,,,,,,,,,,,,
600,0.08164965809277261,Non-random,0.17195866040000282,0.002170257080313549,0.004120585399988386,0.00021973830492362335,0.058755741550027094,0.0009193041598385029,,,,,,,,,,,,,,,,,0.17195866040000282,0.002170257080313549,0.17195486460000212,0.0021700835892575036,3.7958000007165536e-06,7.531638105791886e-07,0.23483498735001831,0.002441411761934378,,,,,,,,,,,,,0.14920870199998718,0.0016976637606310743,0.022641106300011416,0.002015817917582597,0.00010505630000352539,4.019559360215338e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,0.08164965809277261,Random Projection,0.026497420850006392,0.0028218443785426425,0.004120585399988386,0.00021973830492362335,0.054555562399980315,0.0009051350753497626,9.138314999859176e-05,1.9574584861965365e-06,0.0011550812999985283,0.00010750938359241277,0.0007408854999994219,0.00012553908015036354,0.000271395900023208,3.1901618644291724e-05,0.0003149312999880749,3.248344875648264e-05,0.0002638437499911106,3.466162803551691e-05,1.4814500002557906e-05,7.813891732540105e-06,0.023638356249983873,0.002789599611178782,0.026497420850006392,0.0028218443785426425,0.026490691649985364,0.0028217641666994486,6.729200021027282e-06,1.0774521257165475e-06,0.08517356864997509,0.003212067541272409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,0.08164965809277261,Random Sampling,0.05829751045000649,0.003912629235578843,0.004120585399988386,0.00021973830492362335,0.07171767304998866,0.0015127589554119272,,,,,,,,,,,,,,,,,0.05829751045000649,0.003912629235578843,0.05829227919996356,0.003912121477636581,5.2312500429252395e-06,1.242785538060931e-06,0.13413576889998352,0.004353783383095501,0.0015364832999978262,0.00012101445960531861,0.0022941584499790225,1.7203275203156272e-05,0.021256385550003642,0.0022111836326147607,0.0002748582499805252,2.6257383154941768e-05,0.0006048729000099229,0.00013206230168908797,0.03232552074999262,0.002837801455176782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,0.08164965809277261,SIGN Bidirectional,0.03062555634999171,0.0028105931203446523,0.004120585399988386,0.00021973830492362335,0.055837879299991754,0.004396705571002435,,,,,,,,,,,,,,,,,0.03062555634999171,0.0028105931203446523,0.030618708299999752,0.0028106690990322256,6.84804999195876e-06,1.4208875099597063e-06,0.09058402104997185,0.005670723384484221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.972085001095366e-05,1.014664078970589e-05,0.0035782603999962247,0.0001793235781300178,0.0013202751000108038,0.00022397306081322658,0.0002702791499984869,3.330154346824552e-05,0.00023584785000139164,3.437811175992184e-05,1.0993749992849188e-05,4.131942948380048e-06,0.025103331199989042,0.0027354233436757023
800,0.07071067811865475,CountSketch,0.03165499574998876,0.002610973121228192,0.007529058350013429,0.0013317823367940882,0.09556740625001794,0.008415858374011376,,,,,,,,,,,,,,,,,0.03165499574998876,0.002610973121228192,0.03290296894999756,0.0026826802909420007,0.0,0.0,0.1347514603500201,0.007789300553136616,,,,,,,,,,,,,,,,,,,8.616669997536519e-05,2.6648155770761795e-05,0.0012840478999976313,0.00019456355977638437,0.0012840478999976313,0.00019456355977638437,0.0017668667500117864,0.000321964034014619,0.0010628980000035426,0.00016241747753510303,0.0005893812000010712,0.0001260420993057257,0.0006366728999978478,0.00011657913973303998,0.0003236292000110552,6.418874354363591e-05,1.8637599998783118e-05,5.794544702987109e-06,0.025850620800002843,0.0023701833068005473,,,,,,,,,,,,,,
800,0.07071067811865475,Non-random,0.2674243958499858,0.006015469288009569,0.007529058350013429,0.0013317823367940882,0.10720436030000542,0.00884274418440368,,,,,,,,,,,,,,,,,0.2674243958499858,0.006015469288009569,0.26742024589999003,0.006015293634180619,4.1499499957353695e-06,9.71980474463474e-07,0.38215781450000463,0.011014834485257781,,,,,,,,,,,,,0.24470683744999064,0.00610157353405983,0.02248864169999365,0.0018295164676373655,0.00022476675000575596,6.216542778218787e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,0.07071067811865475,Random Projection,0.02815721040000767,0.002090677351662691,0.007529058350013429,0.0013317823367940882,0.0903375874999881,0.005190629043054882,0.00012316244999510673,5.8866543315778284e-06,0.0017779270999938035,0.00017968709572073298,0.0010256085000037273,0.00013656505492225376,0.0004303895500015642,4.021335352177066e-05,0.0005052729999874828,3.9116146167342217e-05,0.0002776499500043883,3.87223995282509e-05,1.7274900005759265e-05,6.025831772577939e-06,0.02399245409998798,0.0019473963398490475,0.02815721040000767,0.002090677351662691,0.02814973954997981,0.0020897966542272554,7.470850027857523e-06,2.216055644149784e-06,0.1260238562500092,0.005980021250340134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,0.07071067811865475,Random Sampling,0.06561743734999936,0.0024435588537017783,0.007529058350013429,0.0013317823367940882,0.1132360103999929,0.005913953202128343,,,,,,,,,,,,,,,,,0.06561743734999936,0.0024435588537017783,0.06561126454998316,0.0024429958554877075,6.172800016202018e-06,1.28027548088769e-06,0.18638250610000567,0.007113772808832017,0.0026283873999886965,0.00013717685740032308,0.004262712699994608,3.793916820809924e-05,0.025112131200006615,0.0006585382059352105,0.00041039784999838955,5.771478194108438e-05,0.001195808399990028,0.0001821964355196435,0.032001827000004826,0.0024311131131628714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,0.07071067811865475,SIGN Bidirectional,0.037024410399999395,0.003242952683072222,0.007529058350013429,0.0013317823367940882,0.09011766680001188,0.0044123557699265485,,,,,,,,,,,,,,,,,0.037024410399999395,0.003242952683072222,0.037016148149984926,0.003242304776386712,8.26225001446801e-06,1.7589078951078416e-06,0.1346711355500247,0.004983492666716971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013256455000032474,1.989196262836616e-05,0.00538710200002015,0.0005776902902392899,0.002362085549970061,0.0004014891978650303,0.0005436293000002479,0.00013150571650248448,0.0002624062000052163,5.371221478260391e-05,1.4727199987873973e-05,4.211430497482913e-06,0.028313633350001054,0.0028063218486984046
1000,0.06324555320336758,CountSketch,0.0343760250500111,0.003542629724283326,0.01159377715000005,0.0010033738895689555,0.14192196880000552,0.014804684814418257,,,,,,,,,,,,,,,,,0.0343760250500111,0.003542629724283326,0.036207078950059216,0.0037149395387580816,0.0,0.0,0.18789177100001667,0.015322225913260415,,,,,,,,,,,,,,,,,,,9.251245001564711e-05,2.083731891270675e-05,0.0018726021500015122,0.000346049862865775,0.0018726021500015122,0.000346049862865775,0.002506293850012753,0.0005235772925500403,0.0015778769499831923,0.0002104866810844265,0.0008297999500086917,0.00017950480709764507,0.0009439435999979651,0.0002525109485095674,0.0003206834500019795,5.24270533630067e-05,2.0645750021230923e-05,5.888621466672703e-06,0.02617011865001473,0.002772643020854566,,,,,,,,,,,,,,
1000,0.06324555320336758,Non-random,0.35040846450000346,0.00799547271825222,0.01159377715000005,0.0010033738895689555,0.16535504369999784,0.01678774952222869,,,,,,,,,,,,,,,,,0.35040846450000346,0.00799547271825222,0.3504040894000127,0.007995301915481185,4.375099990738818e-06,8.606924907916265e-07,0.5273572853500014,0.015449128955954483,,,,,,,,,,,,,0.3275456186000042,0.007328265764977101,0.022483510399996475,0.0014626143778881608,0.00037496040001201437,9.841608589680094e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,0.06324555320336758,Random Projection,0.02925653545000273,0.0017586599591194053,0.01159377715000005,0.0010033738895689555,0.13664627914999983,0.010637978104103853,0.0001592646000062814,1.747164019695005e-05,0.002705091450002328,0.00042211233499339775,0.0014478937999911068,0.0001677988248165834,0.0006253310999795759,9.253861418633374e-05,0.0007541083500086643,7.587526890591774e-05,0.000279277100003128,5.107130169550592e-05,1.8904149987974962e-05,7.499318622644836e-06,0.023258504050011196,0.0017204915360669957,0.02925653545000273,0.0017586599591194053,0.029248374599990256,0.0017579795370554737,8.16085001247302e-06,2.262109345796568e-06,0.1774965917500026,0.011491943270500172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,0.06324555320336758,Random Sampling,0.07662396440000521,0.003676806649975443,0.01159377715000005,0.0010033738895689555,0.16670706240000185,0.011314235220253018,,,,,,,,,,,,,,,,,0.07662396440000521,0.003676806649975443,0.07661619335004843,0.003676130399752887,7.771049956772913e-06,2.006908958949011e-06,0.2549248039500071,0.01440736129369459,0.004035316550016432,0.0002411052206547877,0.0069308395500115695,0.0007910638022361066,0.03144017085000428,0.0019782226004475506,0.0005833437000035246,9.268068756088723e-05,0.0017276352000067164,0.00010214648643044652,0.03189888750000591,0.0018028224925035997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,0.06324555320336758,SIGN Bidirectional,0.03977014370001371,0.0031396806626474913,0.01159377715000005,0.0010033738895689555,0.13752863345000038,0.009524461002290043,,,,,,,,,,,,,,,,,0.03977014370001371,0.0031396806626474913,0.039760855949981536,0.0031396431626338358,9.28775003217197e-06,1.1930322783656345e-06,0.18889255430001411,0.010650367013079226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015114989997755401,1.8928851415528693e-06,0.007756031299999222,0.0007979051605999657,0.003399254100014559,0.00047042306694393556,0.0007843936500137261,0.00010607357521809391,0.0002768499499779864,3.095789772747644e-05,1.9352099985781025e-05,7.168658442176392e-06,0.027373824950012705,0.002653084537698424
1200,0.05773502691896257,CountSketch,0.03419944574998226,0.003025622090621624,0.015577962549991753,0.00018945074229500064,0.1931065290999868,0.012584157332850045,,,,,,,,,,,,,,,,,0.03419944574998226,0.003025622090621624,0.03670183599988945,0.0030719159080838544,0.0,0.0,0.2428839373999608,0.014845133504347208,,,,,,,,,,,,,,,,,,,8.912079999277012e-05,2.0526061032242336e-05,0.0025407396499815605,0.00016082197523743303,0.0025407396499815605,0.00016082197523743303,0.0028807166999683886,0.00044433090946857575,0.0015928166999913175,0.00018348822701541085,0.0008809980499904669,0.00010193137297565695,0.0009444979500131013,0.00011081199267426202,0.0001936125499867103,5.1732356039679346e-05,2.301894998595344e-05,9.033583155054813e-06,0.025015574999997625,0.0028149039966549427,,,,,,,,,,,,,,
1200,0.05773502691896257,Non-random,0.47919318524999993,0.014247700774944085,0.015577962549991753,0.00018945074229500064,0.21238680209998506,0.016528720829883665,,,,,,,,,,,,,,,,,0.47919318524999993,0.014247700774944085,0.4791888101000154,0.01424771282736657,4.375149984525706e-06,6.997372049740212e-07,0.7071579498999767,0.019896770985995186,,,,,,,,,,,,,0.45465726030000725,0.01400540666900316,0.02406615820000866,0.001308712820357915,0.0004653915999995206,0.00011170529070618497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,0.05773502691896257,Random Projection,0.033019264650005195,0.005011521053998757,0.015577962549991753,0.00018945074229500064,0.18948507500001027,0.0051721119945027415,0.00018454369998721631,1.0049405200247492e-05,0.0033425854500080733,0.00016416405788666812,0.0015825270499817633,0.00019569757551634855,0.0008266563000006499,9.66694881440908e-05,0.0009840375499948096,0.0001179827702888762,0.00021036245000800592,6.954574783117444e-05,2.4916650005479823e-05,1.1385525643729725e-05,0.02585400425001012,0.0047566431784393255,0.033019264650005195,0.005011521053998757,0.033009633399996116,0.005010957915566669,9.63125000907894e-06,2.5147791779682423e-06,0.23808230220000723,0.008510186232719106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,0.05773502691896257,Random Sampling,0.08399920005000468,0.0036243831070819567,0.015577962549991753,0.00018945074229500064,0.22127211255000248,0.0035804009048195523,,,,,,,,,,,,,,,,,0.08399920005000468,0.0036243831070819567,0.08398961929997313,0.003623494324924168,9.580750031545904e-06,2.336219575183846e-06,0.3208492751499989,0.005094190519952052,0.005707802149993313,0.0003915391747457395,0.009796314749979728,0.0014738451210601913,0.0338756230499996,0.0022779909954830564,0.000709593950011822,6.290354009782745e-05,0.0026873145999900317,0.00037469310422417145,0.03121297079999863,0.0015986794118212312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,0.05773502691896257,SIGN Bidirectional,0.045454937549988014,0.004968465247653428,0.015577962549991753,0.00018945074229500064,0.1905302415000051,0.004300647995324564,,,,,,,,,,,,,,,,,0.045454937549988014,0.004968465247653428,0.04544412485003022,0.004967678044217151,1.0812699957796213e-05,1.87340984331507e-06,0.2515631415999849,0.0077941060026661445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00018764600000054088,2.385343106879656e-05,0.009871562400013545,0.0005077887270709331,0.004591220699990117,0.0003706063694657719,0.0009136770500049352,0.0001235485985582379,0.0001846063000130016,5.959036947257832e-05,2.0477049997680296e-05,5.091092194406893e-06,0.029674935350010402,0.004589375894297688
