dataset,rep,method_i,method_j,ari
statisticians_citation,18,Random Sampling (p=0.8),SIGN Bidirectional,0.363482052714445
statisticians_citation,18,CountSketch,SIGN Bidirectional,0.507735451470452
statisticians_citation,19,Non-random,Random Projection,0.398034554889065
statisticians_citation,19,Non-random,Random Sampling (p=0.7),0.90081905987673
statisticians_citation,19,Non-random,Random Sampling (p=0.8),0.930445147470091
statisticians_citation,19,Non-random,CountSketch,0.367858692668181
statisticians_citation,19,Non-random,SIGN Bidirectional,0.371019709496737
statisticians_citation,19,Random Projection,Random Sampling (p=0.7),0.398277069096258
statisticians_citation,19,Random Projection,Random Sampling (p=0.8),0.371604292881089
statisticians_citation,19,Random Projection,CountSketch,0.905093038990334
statisticians_citation,19,Random Projection,SIGN Bidirectional,0.826670188134377
statisticians_citation,19,Random Sampling (p=0.7),Random Sampling (p=0.8),0.882404510155382
statisticians_citation,19,Random Sampling (p=0.7),CountSketch,0.356034223635534
statisticians_citation,19,Random Sampling (p=0.7),SIGN Bidirectional,0.370982443631871
statisticians_citation,19,Random Sampling (p=0.8),CountSketch,0.343183955554422
statisticians_citation,19,Random Sampling (p=0.8),SIGN Bidirectional,0.358204832366308
statisticians_citation,19,CountSketch,SIGN Bidirectional,0.855192777461462
statisticians_citation,20,Non-random,Random Projection,0.376548869888239
statisticians_citation,20,Non-random,Random Sampling (p=0.7),0.893113000048849
statisticians_citation,20,Non-random,Random Sampling (p=0.8),0.896038487189759
statisticians_citation,20,Non-random,CountSketch,0.989669321741542
statisticians_citation,20,Non-random,SIGN Bidirectional,0.317905854037151
statisticians_citation,20,Random Projection,Random Sampling (p=0.7),0.410615177502262
statisticians_citation,20,Random Projection,Random Sampling (p=0.8),0.420285352459002
statisticians_citation,20,Random Projection,CountSketch,0.375191123892317
statisticians_citation,20,Random Projection,SIGN Bidirectional,0.255521994716182
statisticians_citation,20,Random Sampling (p=0.7),Random Sampling (p=0.8),0.897624561130625
statisticians_citation,20,Random Sampling (p=0.7),CountSketch,0.902993643404567
statisticians_citation,20,Random Sampling (p=0.7),SIGN Bidirectional,0.309012158183296
statisticians_citation,20,Random Sampling (p=0.8),CountSketch,0.899525360544438
statisticians_citation,20,Random Sampling (p=0.8),SIGN Bidirectional,0.301327154326027
statisticians_citation,20,CountSketch,SIGN Bidirectional,0.316700307596903
