n,alpha_n,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
200,0.1414213562373095,19,Non-random,8.695021936911889,0.14,0.0118154024770408,0.0263084580074064,0.001427249982953,0.0044145419960841,,,,,,,,,0.0263084580074064,0.0263071679801214,1.2900272849947214e-06,0.0321502499864436,,,,,,,0.0051477089873515,0.0211452920048031,1.4166987966746092e-05,,,,,,,,,
200,0.1414213562373095,20,Random Projection,7.234702744084163,0.38,0.0153395517991973,0.0420717079832684,0.0006904999900143,0.0045246669906191,1.983300899155438e-05,0.0003151670098304,8.454199996776879e-05,7.162502151913941e-05,6.966700311750174e-05,5.204102490097284e-05,4.542001988738775e-06,0.0414517080062069,0.0420717079832684,0.042069125076523,2.5829067453742027e-06,0.0472868749639019,,,,,,,,,,,,,,,,,,
200,0.1414213562373095,20,Random Sampling,8.798427664369893,0.41,0.0082017327822633,0.0286008330003824,0.0006904999900143,0.00547808301053,,,,,,,,,0.0286008330003824,0.028596458985703,4.374014679342508e-06,0.0347694160009268,0.0002483330026734,0.0004269169876351,0.0027542920142877,4.2832980398088694e-05,5.9542013332247734e-05,0.0250645419873762,,,,,,,,,,,,
200,0.1414213562373095,20,Non-random,8.44985009794602,0.24,0.008019435798352,0.0512261660187505,0.0006904999900143,0.0014956670056562,,,,,,,,,0.0512261660187505,0.0512248330342117,1.3329845387488604e-06,0.0534123330144211,,,,,,,0.0076428750180639,0.0435751250188332,6.832997314631939e-06,,,,,,,,,
400,0.1,1,Random Projection,7.341483178050593,0.305,0.0118218038316527,0.0855269579915329,0.0073769169976003,0.0095382499857805,2.216699067503214e-05,0.0003326250007376,6.379099795594811e-05,8.150000940077007e-05,0.0001621250121388,3.2082985853776336e-05,2.874992787837982e-06,0.0848280419886577,0.0855269579915329,0.0855252079782076,1.7500133253633976e-06,0.1024421249749139,,,,,,,,,,,,,,,,,,
400,0.1,1,Random Sampling,9.41745447643036,0.235,0.0064896190530409,0.1815499580116011,0.0073769169976003,0.009693125000922,,,,,,,,,0.1815499580116011,0.1815449990099296,4.959001671522856e-06,0.1986200000101234,0.0011787499825004,0.0017032909963745,0.0076910000061616,0.0002517079992685,0.0003951250109821,0.1703251250146422,,,,,,,,,,,,
400,0.1,1,Non-random,10.478053876420567,0.065,0.0029606534566724,0.1118572080158628,0.0073769169976003,0.0167657909914851,,,,,,,,,0.1118572080158628,0.1118557089939713,1.499021891504526e-06,0.1359999160049483,,,,,,,0.0229731250146869,0.0888569999951869,2.5583984097465873e-05,,,,,,,,,
400,0.1,2,Random Projection,8.129707651621027,0.335,0.010802434569679,0.1287644580006599,0.0028751250065397,0.0092799580015707,4.237500252202153e-05,0.0013335410039871,0.0002041670086327,0.000157250004122,0.0001932079903781,0.0001142080000136,8.000002708286047e-06,0.1267083749989979,0.1287644580006599,0.1287611240113619,3.3339892979711294e-06,0.1409195410087704,,,,,,,,,,,,,,,,,,
400,0.1,2,Random Sampling,9.467370308312995,0.195,0.0077488489499478,0.1526247079891618,0.0028751250065397,0.0108940830104984,,,,,,,,,0.1526247079891618,0.1526199580694083,4.749919753521681e-06,0.1663939160062,0.0008561670256312,0.0052110830147285,0.0085118749993853,0.0001380409812554,0.0004123750259168,0.1374904170224908,,,,,,,,,,,,
400,0.1,2,Non-random,10.593953686857828,0.1149999999999999,0.0030363231227683,0.1038398749951738,0.0028751250065397,0.0109270829998422,,,,,,,,,0.1038398749951738,0.103838832990732,1.0420044418424368e-06,0.1176420830015558,,,,,,,0.0277864579984452,0.0760254579945467,2.691699774004519e-05,,,,,,,,,
