n,alpha_n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec
1000,0.06324555320336758,2,SIGN,0.10136616695672274,0.022365125128999352,0.13244524993933737,5.5541982874274254e-05,12,2,0.012698167003691196,0.008498916868120432,0.006202667020261288,9.874999523162842e-05,1.3042008504271507e-05,0.07379099982790649,0.10136616695672274,0.10135808470658958,8.082250133156776e-06,0.25617654202505946
1000,0.06324555320336758,3,SIGN,0.056662665912881494,0.018090832978487015,0.12338495790027082,8.954107761383057e-05,12,2,0.0060022498946636915,0.005455042002722621,0.0013205839786678553,0.00010020798072218895,1.4416174963116646e-05,0.04367358307354152,0.056662665912881494,0.056655624182894826,7.041729986667633e-06,0.19813845679163933
1000,0.06324555320336758,4,SIGN,0.06419979105703533,0.014875124907121062,0.14958070893771946,5.3541967645287514e-05,12,2,0.005102124996483326,0.008024459006264806,0.0006440000142902136,0.0001723750028759241,1.9416911527514458e-05,0.050175041891634464,0.06419979105703533,0.06419095979072154,8.831266313791275e-06,0.22865562490187585
1000,0.06324555320336758,5,SIGN,0.07170691597275436,0.01710133394226432,0.1204670830629766,5.7916855439543724e-05,12,2,0.00797008303925395,0.00707962503656745,0.005992500111460686,0.00010429113171994686,1.616682857275009e-05,0.05047862487845123,0.07170691597275436,0.07169920788146555,7.708091288805008e-06,0.20927533297799528
1000,0.06324555320336758,6,SIGN,0.07698283297941089,0.016385334078222513,0.13412491604685783,5.766679532825947e-05,12,2,0.0036719171330332756,0.006803457858040929,0.0007117500063031912,9.766686707735062e-05,1.3167038559913635e-05,0.06562183308415115,0.07698283297941089,0.07697745878249407,5.374196916818619e-06,0.22749308310449123
1000,0.06324555320336758,7,SIGN,0.06290054111741483,0.018233333015814424,0.12899316614493728,0.00010137492790818214,12,2,0.011706500081345439,0.00573775009252131,0.002420125063508749,7.333396933972836e-05,6.458023563027382e-06,0.042844542069360614,0.06290054111741483,0.06289008422754705,1.0456889867782593e-05,0.21012704027816653
1000,0.06324555320336758,8,SIGN,0.08371629100292921,0.01904341601766646,0.13187020807527006,7.116701453924179e-05,12,2,0.009001417085528374,0.007661791052669287,0.0026920000091195107,5.529192276299e-05,5.958136171102524e-06,0.06422249996103346,0.08371629100292921,0.08371012518182397,6.1658211052417755e-06,0.23462991509586573
1000,0.06324555320336758,9,SIGN,0.0895268339663744,0.021047624992206693,0.1441397920716554,9.02919564396143e-05,12,2,0.012755207950249314,0.006526124896481633,0.0012469999492168427,7.487507537007332e-05,6.041023880243301e-06,0.06881875009275973,0.0895268339663744,0.08951829094439745,8.543021976947784e-06,0.2547142510302365
1000,0.06324555320336758,10,SIGN,0.08200495806522667,0.016453000018373132,0.1489842920564115,5.495804361999035e-05,12,2,0.023002707865089178,0.004822874907404184,0.0033032919745892286,5.5167125537991524e-05,5.749985575675964e-06,0.05075462511740625,0.08200495806522667,0.0819993750192225,5.58304600417614e-06,0.2474422501400113
1000,0.06324555320336758,11,SIGN,0.07276337500661612,0.01471170806325972,0.11840266594663262,5.845795385539532e-05,12,2,0.005572333931922913,0.0077849579975008965,0.0020816668402403593,5.370797589421272e-05,6.166985258460045e-06,0.05720029096119106,0.07276337500661612,0.0727575826458633,5.792360752820969e-06,0.20587774901650846
1000,0.06324555320336758,12,SIGN,0.08413899992592633,0.012115000048652291,0.1179682498332113,5.287514068186283e-05,12,2,0.009116708999499679,0.004642582964152098,0.005898374831303954,0.00010283291339874268,1.612515188753605e-05,0.06430316716432571,0.08413899992592633,0.08413266716524959,6.3327606767416e-06,0.21422224980778992
1000,0.06324555320336758,13,SIGN,0.09049654216505587,0.015288375085219741,0.13110029115341604,5.608284845948219e-05,12,2,0.0019167079590260983,0.0038541669491678476,0.006135750096291304,6.587500683963299e-05,6.208894774317741e-06,0.07845499995164573,0.09049654216505587,0.09048979170620441,6.750458851456642e-06,0.23688520840369165
1000,0.06324555320336758,14,SIGN,0.07401687488891184,0.014454958029091358,0.134346375009045,9.41671896725893e-05,12,2,0.00769687513820827,0.003590499982237816,0.0021219169721007347,0.00010095792822539806,1.391698606312275e-05,0.06039095902815461,0.07401687488891184,0.07400929322466254,7.581664249300957e-06,0.2228182079270482
1000,0.06324555320336758,15,SIGN,0.09835962508805096,0.015954000176861882,0.12571837520226836,8.808402344584465e-05,12,2,0.009387166006490588,0.00875045801512897,0.0037467079237103462,6.579211913049221e-05,7.2498805820941925e-06,0.07630783412605524,0.09835962508805096,0.09835329209454358,6.332993507385254e-06,0.2400320004671812
1000,0.06324555320336758,16,SIGN,0.11061524995602667,0.013539791107177734,0.14143341686576605,6.620911881327629e-05,12,2,0.005092541920021176,0.01096012513153255,0.005334499990567565,6.454181857407093e-05,7.166992872953415e-06,0.08908295794390142,0.11061524995602667,0.11060804291628301,7.2070397436618805e-06,0.26558845792897046
1000,0.06324555320336758,17,SIGN,0.0689479170832783,0.02017458388581872,0.1040709160733968,5.4291216656565666e-05,12,2,0.005589541979134083,0.004242416936904192,0.0033213328570127487,6.420817226171494e-05,6.458023563027382e-06,0.05566420895047486,0.0689479170832783,0.06894245813600719,5.458947271108627e-06,0.19319341704249382
1000,0.06324555320336758,18,SIGN,0.0809669999871403,0.01588083291426301,0.1339708750601858,5.5541982874274254e-05,12,2,0.005673000123351812,0.003717124927788973,0.004525250056758523,0.00010058400221168995,1.2666918337345123e-05,0.06687612505629659,0.0809669999871403,0.0809602930676192,6.7069195210933685e-06,0.2308187079615891
1000,0.06324555320336758,19,SIGN,0.07246799999848008,0.014158374862745404,0.13044291688129306,0.0001032920554280281,12,2,0.007713250117376447,0.0062933750450611115,0.005640625022351742,0.0001247080508619547,2.150004729628563e-05,0.052562500117346644,0.07246799999848008,0.07245925045572221,8.749542757868767e-06,0.21706929174251854
1000,0.06324555320336758,20,SIGN,0.08488629199564457,0.019218459026888013,0.14273474994115531,6.745895370841026e-05,12,2,0.005616040900349617,0.008824583841487765,0.005569959059357643,7.699988782405853e-05,0.0012786670122295618,0.06344070797786117,0.08488629199564457,0.08487441763281822,1.1874362826347351e-05,0.2468395009636879
1200,0.05773502691896257,1,SIGN,0.06710424995981157,0.029212582856416702,0.21988229197449982,6.583402864634991e-05,12,2,0.006223957985639572,0.010822083102539182,0.0019497920293360949,0.0001113328617066145,7.833121344447136e-06,0.04791320790536702,0.06710424995981157,0.06709404103457928,1.0208925232291222e-05,0.3161991247907281
1200,0.05773502691896257,2,SIGN,0.12250762502662838,0.018827499821782112,0.19598091603256762,6.649992428719997e-05,12,2,0.0068272079806774855,0.007869374938309193,0.0005723750218749046,0.0001052499283105135,1.0458054021000862e-05,0.10704683396033943,0.12250762502662838,0.12249799980781972,9.62521880865097e-06,0.3373160408809781
1200,0.05773502691896257,3,SIGN,0.09459299989975989,0.018285792088136077,0.20085866609588265,7.379194721579552e-05,12,2,0.008172125089913607,0.007081540999934077,0.0026859170757234097,0.00015808292664587498,2.0333100110292435e-05,0.07639425015076995,0.09459299989975989,0.094586041290313,6.958609446883202e-06,0.3137374580837786
1200,0.05773502691896257,4,SIGN,0.07749724993482232,0.017705250065773726,0.21776800020597875,6.437511183321476e-05,12,2,0.0076885828748345375,0.00879950006492436,0.0036692090798169374,6.854208186268806e-05,6.9160014390945435e-06,0.05719345808029175,0.07749724993482232,0.07749058329500258,6.666639819741249e-06,0.3129705002065748
1200,0.05773502691896257,5,SIGN,0.0924032919574529,0.024686084128916264,0.21572541701607406,0.00010220799595117569,12,2,0.003840915858745575,0.008555749896913767,0.003558083903044462,0.00010462501086294651,9.665964171290398e-06,0.07622333313338459,0.0924032919574529,0.0923945817630738,8.710194379091263e-06,0.3328147931024432
1200,0.05773502691896257,6,SIGN,0.10613679210655391,0.023413583170622587,0.21423504198901355,6.345799192786217e-05,12,2,0.007718958891928196,0.005724000046029687,0.002198499860242009,9.637512266635895e-05,8.58306884765625e-06,0.09031995804980397,0.10613679210655391,0.10612983303144574,6.959075108170509e-06,0.34378541726619005
1200,0.05773502691896257,7,SIGN,0.07455254206433892,0.019737333059310913,0.2274560839869082,0.00011987495236098766,12,2,0.004474125104025006,0.006641250103712082,0.001951875165104866,6.308290176093578e-05,7.082941010594368e-06,0.06128841615281999,0.07455254206433892,0.07454570732079446,6.834743544459343e-06,0.32174595911055803
1200,0.05773502691896257,8,SIGN,0.08833250007592142,0.020226167049258947,0.15309649985283613,0.00014341715723276138,12,2,0.004724791971966624,0.005247167078778148,0.00220074993558228,0.00013612513430416584,1.8707942217588425e-05,0.07584962504915893,0.08833250007592142,0.0883205842692405,1.191580668091774e-05,0.2616551669780165
1200,0.05773502691896257,9,SIGN,0.08374537504278123,0.02880866709165275,0.22051124996505678,0.00010437518358230591,12,2,0.005311541026458144,0.005830541020259261,0.0008276249282062054,0.0001296659465879202,7.832888513803482e-06,0.07152266590856016,0.08374537504278123,0.0837342469021678,1.1128140613436699e-05,0.33306529209949076
1200,0.05773502691896257,10,SIGN,0.08071804093196988,0.022172958124428988,0.19399862503632903,7.433397695422173e-05,12,2,0.0028439578600227833,0.0074395001865923405,0.002951374975964427,6.758305244147778e-05,6.58305361866951e-06,0.06732741696760058,0.08071804093196988,0.0807107500731945,7.2908587753772736e-06,0.2968896240927279
1200,0.05773502691896257,11,SIGN,0.13092433311976492,0.017377249896526337,0.21548820799216628,7.333303801715374e-05,12,2,0.01642145891673863,0.02157791703939438,0.0013626660220324993,0.00010787509381771088,1.595797948539257e-05,0.09135750005953014,0.13092433311976492,0.1309167081490159,7.6249707490205765e-06,0.36378979100845754
1200,0.05773502691896257,12,SIGN,0.12780404184013605,0.021860959008336067,0.22541841608472168,6.433296948671341e-05,12,2,0.006185459205880761,0.008739457931369543,0.0005427501164376736,0.00011437502689659595,1.0249903425574303e-05,0.1121392089407891,0.12780404184013605,0.12779583409428596,8.207745850086212e-06,0.3750834169331938
1200,0.05773502691896257,13,SIGN,0.05730729107744992,0.02044604206457734,0.22546362481079996,8.445908315479755e-05,12,2,0.005466124974191189,0.005685833049938083,0.0008621669840067625,0.00010966602712869644,1.537497155368328e-05,0.045076374895870686,0.05730729107744992,0.0572999999858439,7.2910916060209274e-06,0.3032169579528272
1200,0.05773502691896257,14,SIGN,0.09541850001551211,0.026130874874070287,0.1941209170036018,6.574997678399086e-05,12,2,0.010571707971394062,0.010609207907691598,0.001419625012204051,0.00015408312901854515,2.27498821914196e-05,0.0725675409194082,0.09541850001551211,0.09541066479869187,7.83521682024002e-06,0.3156702918931842
1200,0.05773502691896257,15,SIGN,0.08169183298014104,0.01649374980479479,0.19321020902134478,6.554112769663334e-05,12,2,0.0037530420813709497,0.006591749843209982,0.0030700841452926397,5.8333855122327805e-05,7.207971066236496e-06,0.06813974981196225,0.08169183298014104,0.08168570883572102,6.124144420027733e-06,0.2913957918062806
1200,0.05773502691896257,16,SIGN,0.08559000003151596,0.02148350002244115,0.21511191711761057,6.987480446696281e-05,12,2,0.008705625077709556,0.00539066712372005,0.0011472080368548632,6.724987179040909e-05,6.749993190169334e-06,0.07019524998031557,0.08559000003151596,0.08558262488804758,7.375143468379974e-06,0.3221854171715677
1200,0.05773502691896257,17,SIGN,0.10319575015455484,0.02074504178017378,0.2074637080077082,6.52919989079237e-05,12,2,0.007443415932357311,0.00881979102268815,0.0022349159698933363,0.00011058291420340538,1.6083940863609314e-05,0.08449787506833673,0.10319575015455484,0.10318795684725046,7.793307304382324e-06,0.3314044999424368
1200,0.05773502691896257,18,SIGN,0.08329216693527997,0.015419665956869721,0.21974820806644857,6.400002166628838e-05,12,2,0.0042943330481648445,0.008821042021736503,0.0012725829146802425,6.645894609391689e-05,7.3749106377363205e-06,0.06876037502661347,0.08329216693527997,0.083286166889593,6.00004568696022e-06,0.31846004095859826
1200,0.05773502691896257,19,SIGN,0.08357016695663333,0.016691833967342973,0.20812999992631376,6.170803681015968e-05,12,2,0.006069999886676669,0.004805583041161299,0.0029967499431222677,9.504100307822227e-05,7.084105163812637e-06,0.06952741602435708,0.08357016695663333,0.08356358204036951,6.584916263818741e-06,0.30839200085029006
1200,0.05773502691896257,20,SIGN,0.06762891612015665,0.018109458032995462,0.2529165840242058,0.00013862503692507744,12,2,0.00545116700232029,0.005275291856378317,0.001788791036233306,0.00010216701775789261,1.454097218811512e-05,0.05484812497161329,0.06762891612015665,0.06761870789341629,1.020822674036026e-05,0.3386549581773579
