n,alpha_n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec
200,0.1414213562373095,14,SIGN,0.015436208108440042,0.00040975003503262997,0.0016620841342955828,0.00031520798802375793,12,2,0.0002858750522136688,0.00018208404071629047,3.995816223323345e-05,4.233303479850292e-05,2.2922176867723465e-06,0.014565167017281055,0.015436208108440042,0.015432917512953281,3.2905954867601395e-06,0.017508042277768254
200,0.1414213562373095,15,SIGN,0.021791958948597312,0.0007464170921593904,0.00380183313973248,1.9249971956014633e-05,12,2,0.0005294580478221178,0.00033237505704164505,7.491582073271275e-05,6.070802919566631e-05,4.458008334040642e-06,0.020767749985679984,0.021791958948597312,0.02178891492076218,3.0440278351306915e-06,0.026340209180489182
200,0.1414213562373095,16,SIGN,0.020627541933208704,0.0017147078178822994,0.0033146250061690807,1.587485894560814e-05,12,2,0.00025237491354346275,0.00014679203741252422,3.6665936931967735e-05,2.8209062293171883e-05,2.040993422269821e-06,0.02014333289116621,0.020627541933208704,0.020625290693715215,2.2512394934892654e-06,0.025656874757260084
200,0.1414213562373095,17,SIGN,0.026962875155732036,0.000811500009149313,0.0014175830874592066,1.2375181540846825e-05,12,2,0.0008415000047534704,0.00023308303207159042,3.658304922282696e-05,3.5084085538983345e-05,2.166023477911949e-06,0.025799540802836418,0.026962875155732036,0.026960332179442048,2.542976289987564e-06,0.029191958252340555
200,0.1414213562373095,18,SIGN,0.03913799999281764,0.00037212506867945194,0.024005125043913722,1.1375173926353455e-05,12,2,0.0002315840683877468,0.001044292002916336,0.00013533304445445538,0.00013145897537469864,8.95792618393898e-06,0.03757004183717072,0.03913799999281764,0.03913304302841425,4.956964403390884e-06,0.06351525010541081
200,0.1414213562373095,19,SIGN,0.029727624962106347,0.0007877498865127563,0.0012553329579532146,1.3750046491622925e-05,12,2,0.000279333908110857,0.0004574169870465994,0.00016137491911649704,0.00012425007298588753,7.958849892020226e-06,0.0286762909963727,0.029727624962106347,0.029720375780016184,7.249182090163231e-06,0.03177070780657232
200,0.1414213562373095,20,SIGN,0.013771750032901764,0.00038441712968051434,0.001534332986921072,1.1666910722851753e-05,12,2,0.00023483391851186752,0.00013691699132323265,3.0916882678866386e-05,2.6416033506393433e-05,2.0829029381275177e-06,0.013327165972441435,0.013771750032901764,0.013769999612122774,1.7504207789897919e-06,0.01569050014950335
400,0.1,1,SIGN,0.05158108286559582,0.0020558328833431005,0.013472165912389755,2.3624859750270844e-05,12,2,0.002575875027105212,0.0007252499926835299,0.00041258311830461025,7.487507537007332e-05,7.417052984237671e-06,0.047756790881976485,0.05158108286559582,0.05157641600817442,4.666857421398163e-06,0.06710908166132867
400,0.1,2,SIGN,0.05488408310338855,0.0017705841455608606,0.0119312081951648,2.02918890863657e-05,12,2,0.00545929092913866,0.0004005830269306898,0.0004295001272112131,5.066697485744953e-05,3.1669624149799347e-06,0.04851799993775785,0.05488408310338855,0.05488149984739721,2.5832559913396835e-06,0.06858587544411421
400,0.1,3,SIGN,0.08924016705714166,0.002933416049927473,0.01266766618937254,5.008396692574024e-05,12,2,0.0019554172176867723,0.0005449580494314432,0.0001374159473925829,3.483286127448082e-05,3.00002284348011e-06,0.08650933299213648,0.08924016705714166,0.08923504105769098,5.125999450683594e-06,0.10484124929644167
400,0.1,4,SIGN,0.05745662492699921,0.0020652918610721827,0.04220404103398323,2.170889638364315e-05,12,2,0.0037579170893877745,0.0038014170713722706,0.0007368330843746662,8.324999362230301e-05,4.37488779425621e-06,0.049045207910239697,0.05745662492699921,0.05745070893317461,5.915993824601173e-06,0.10172595782205462
400,0.1,5,SIGN,0.05940737505443394,0.0027183748316019773,0.01634724996984005,3.904104232788086e-05,12,2,0.008802666096016765,0.0011000419035553932,0.0030024999286979437,0.00014375010505318642,1.0417075827717781e-05,0.04630095814354718,0.05940737505443394,0.059399374295026064,8.000759407877922e-06,0.07847299985587597
400,0.1,6,SIGN,0.05939879082143307,0.002913291100412607,0.09605891699902713,4.116701893508434e-05,12,2,0.005463541019707918,0.00047087506391108036,0.00013183406554162502,3.320816904306412e-05,3.125052899122238e-06,0.05325108300894499,0.05939879082143307,0.05939483339898288,3.957422450184822e-06,0.1583709989208728
400,0.1,7,SIGN,0.05717770918272436,0.0027006249874830246,0.0185138750821352,2.5624874979257584e-05,12,2,0.0005700839683413506,0.0005799999926239252,0.0035828750114887953,4.470883868634701e-05,3.7499703466892242e-06,0.05236645904369652,0.05717770918272436,0.05717350170016289,4.207482561469078e-06,0.07839220925234258
400,0.1,8,SIGN,0.05753504089079797,0.005018959054723382,0.021754416869953275,4.1499966755509377e-05,12,2,0.005663624964654446,0.0010623750276863575,0.00018737511709332466,3.137486055493355e-05,2.7921050786972046e-06,0.050542459124699235,0.05753504089079797,0.0575315011665225,3.53972427546978e-06,0.08430841681547463
400,0.1,9,SIGN,0.09964000014588237,0.003206708002835512,0.014218082884326577,4.441710188984871e-05,12,2,0.004852375015616417,0.00047187507152557373,0.0002689170651137829,3.283401019871235e-05,3.00002284348011e-06,0.0939596660900861,0.09964000014588237,0.09963308437727392,6.91576860845089e-06,0.11706479103304446
400,0.1,10,SIGN,0.046310583129525185,0.0012949169613420963,0.016631833976134658,2.1208077669143677e-05,12,2,0.0009832910727709532,0.0004490420687943697,0.00018199998885393143,3.116694279015064e-05,2.874992787837982e-06,0.04463904188014567,0.046310583129525185,0.046308625023812056,1.9581057131290436e-06,0.06423733406700194
400,0.1,11,SIGN,0.05436320905573666,0.0015577080193907022,0.028701249975711107,2.1082814782857895e-05,12,2,0.001928415847942233,0.0019838749431073666,0.0008352089207619429,4.7208042815327644e-05,5.125068128108978e-06,0.049538916209712625,0.05436320905573666,0.05435983184725046,3.377208486199379e-06,0.08462216705083847
400,0.1,12,SIGN,0.0770428751129657,0.002756332978606224,0.016762375133112073,2.2999942302703857e-05,12,2,0.0035732919350266457,0.0005333328153938055,0.0002442088443785906,3.4250086173415184e-05,3.5830307751893997e-06,0.07262808294035494,0.0770428751129657,0.0770397495944053,3.125518560409546e-06,0.096561583224684
400,0.1,13,SIGN,0.07964983396232128,0.0027142500039190054,0.013772249920293689,2.195802517235279e-05,12,2,0.000563083216547966,0.0009689999278634787,9.16249118745327e-05,2.850010059773922e-05,2.8330832719802856e-06,0.07796999998390675,0.07964983396232128,0.0796469992492348,2.8347130864858627e-06,0.09613633388653398
400,0.1,14,SIGN,0.0547645001206547,0.0015586670488119125,0.009989083046093583,2.095801755785942e-05,12,2,0.0009544580243527889,0.0004516670014709234,0.0003029161598533392,3.2125040888786316e-05,2.9588118195533752e-06,0.05299616698175669,0.0547645001206547,0.05476125003769994,3.250082954764366e-06,0.0663122502155602
