dataset,rep,method,eval_mode,F1,NMI,ARI,time_rand_sec,time_post_sec,time_total_sec
statisticians_coauthor,1,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.08009479194879532
statisticians_coauthor,1,Random Sampling (p=0.7),relative_to_non_random,0.9204655390080912,0.8106342680236961,0.873941660097483,0.001153124962002039,0.05681766686029732,0.057998583070002496
statisticians_coauthor,1,Random Sampling (p=0.8),relative_to_non_random,0.9909162693291812,0.9671800998494051,0.9840979315835654,0.0012703330721706152,0.0549907919485122,0.05626841599587351
statisticians_coauthor,2,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.05164720898028463
statisticians_coauthor,2,Random Sampling (p=0.7),relative_to_non_random,0.8651678657074341,0.6548730122750266,0.7351781370952749,0.001003999961540103,0.05439075001049787,0.05539941694587469
statisticians_coauthor,2,Random Sampling (p=0.8),relative_to_non_random,0.3410274341075478,0.5192489373602885,0.5113939380975115,0.001047082943841815,0.02773612504824996,0.02878754201810807
statisticians_coauthor,3,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.053168874932453036
statisticians_coauthor,3,Random Sampling (p=0.7),relative_to_non_random,0.923489158998844,0.7847763353104213,0.8652812149631528,0.0010285000316798687,0.03563779196701944,0.03670245793182403
statisticians_coauthor,3,Random Sampling (p=0.8),relative_to_non_random,0.9521929933803599,0.8538711752397347,0.9206138068720067,0.0011275409488007426,0.04509991593658924,0.04623149998951703
statisticians_coauthor,4,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.05659062508493662
statisticians_coauthor,4,Random Sampling (p=0.7),relative_to_non_random,0.9617143416844464,0.8875369448755852,0.9374045475681162,0.0010118329664692283,0.06625012494623661,0.06726879102643579
statisticians_coauthor,4,Random Sampling (p=0.8),relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,0.001046834047883749,0.0451364170294255,0.04618783399928361
statisticians_coauthor,5,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.03293437499087304
statisticians_coauthor,5,Random Sampling (p=0.7),relative_to_non_random,0.982306663519786,0.942143270109968,0.968672346037863,0.0009335830109193921,0.04765708395279944,0.04859562497586012
statisticians_coauthor,5,Random Sampling (p=0.8),relative_to_non_random,0.9580347813106433,0.8921873760046605,0.9314009267944705,0.0009688750142231584,0.08270200004335493,0.08367520803585649
statisticians_coauthor,6,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.08670170803088695
statisticians_coauthor,6,Random Sampling (p=0.7),relative_to_non_random,0.9065979811486252,0.7888027789454826,0.8535181521711975,0.0008406250271946192,0.05168966588098556,0.05257800000254065
statisticians_coauthor,6,Random Sampling (p=0.8),relative_to_non_random,0.9813320716503146,0.9338248859736932,0.9677333876525449,0.0011183329625055194,0.047384541016072035,0.04850754200015217
statisticians_coauthor,7,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.04846883297432214
statisticians_coauthor,7,Random Sampling (p=0.7),relative_to_non_random,0.9646133270395721,0.887397408761064,0.9374004600400555,0.0012025419855490327,0.06728424993343651,0.06851187511347234
statisticians_coauthor,7,Random Sampling (p=0.8),relative_to_non_random,0.342816951809861,0.47343297734889134,0.45805204348629347,0.0011314160656183958,0.03832345886621624,0.03945962502621114
statisticians_coauthor,8,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.08426899998448789
statisticians_coauthor,8,Random Sampling (p=0.7),relative_to_non_random,0.3407282629612934,0.5283767299823181,0.5214433100198943,0.0010239999974146485,0.0863356658956036,0.0873652920126915
statisticians_coauthor,8,Random Sampling (p=0.8),relative_to_non_random,0.9727488079875437,0.9090376726572851,0.9523362379938006,0.0010507089318707585,0.032462666160427034,0.03351683297660202
statisticians_coauthor,9,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.050679042004048824
statisticians_coauthor,9,Random Sampling (p=0.7),relative_to_non_random,0.3410274341075478,0.5192489373602885,0.5113939380975115,0.0007351250387728214,0.040112749906256795,0.0408512920839712
statisticians_coauthor,9,Random Sampling (p=0.8),relative_to_non_random,0.9802428139714667,0.9397256267103581,0.9667345453594134,0.0011013749754056334,0.05476795800495893,0.05587391695007682
statisticians_coauthor,10,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.04131679201964289
statisticians_coauthor,10,Random Sampling (p=0.7),relative_to_non_random,0.34192337135662815,0.49467875878959433,0.48333595046376554,0.0010630839969962835,0.03282179101370275,0.03389224992133677
statisticians_coauthor,10,Random Sampling (p=0.8),relative_to_non_random,0.3410274341075478,0.5192489373602885,0.5113939380975115,0.0009484580950811505,0.0324470829218626,0.0333993750391528
statisticians_coauthor,11,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.050514041911810637
statisticians_coauthor,11,Random Sampling (p=0.7),relative_to_non_random,0.9190181145721613,0.8276718770789367,0.8740521032398002,0.0007228750037029386,0.04410987510345876,0.044837084016762674
statisticians_coauthor,11,Random Sampling (p=0.8),relative_to_non_random,0.34192337135662815,0.49467875878959433,0.48333595046376554,0.0011234169360250235,0.04098233301192522,0.04211095895152539
statisticians_coauthor,12,Random Projection,relative_to_non_random,0.9041653350378183,0.8071560607540919,0.8536535369862165,,,0.05402179097291082
statisticians_coauthor,12,Random Sampling (p=0.7),relative_to_non_random,0.9578711149781891,0.8832926069314339,0.9355546817176904,0.0008369169663637877,0.03215795801952481,0.032999415998347104
statisticians_coauthor,12,Random Sampling (p=0.8),relative_to_non_random,0.9802428139714667,0.9397256267103581,0.9667345453594134,0.0012060829903930426,0.044012376107275486,0.04522291698958725
statisticians_coauthor,13,Random Projection,relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,,,0.05270529200788587
statisticians_coauthor,13,Random Sampling (p=0.7),relative_to_non_random,0.9421610464491086,0.8268300431045132,0.9033333056364632,0.001060166978277266,0.04619137407280505,0.04726062505505979
statisticians_coauthor,13,Random Sampling (p=0.8),relative_to_non_random,0.3431142898868431,0.46694705227582123,0.4501706824663464,0.0009171250276267529,0.031792207970283926,0.032713791937567294
statisticians_coauthor,14,Random Projection,relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,,,0.040033958037383854
statisticians_coauthor,14,Random Sampling (p=0.7),relative_to_non_random,0.342816951809861,0.47343297734889134,0.45805204348629347,0.0009519589366391301,0.04026325012091547,0.04122029198333621
statisticians_coauthor,14,Random Sampling (p=0.8),relative_to_non_random,0.9190181145721613,0.8276718770789367,0.8740521032398002,0.0010209589963778853,0.04557216609828174,0.04659791698213667
statisticians_coauthor,15,Random Projection,relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,,,0.06020095804706216
statisticians_coauthor,15,Random Sampling (p=0.7),relative_to_non_random,0.9425659098412837,0.8332412833671177,0.8951629830358669,0.0009391669882461429,0.05584929196629673,0.05679387506097555
statisticians_coauthor,15,Random Sampling (p=0.8),relative_to_non_random,0.315979255098281,0.4206523149834366,0.43625976577556297,0.0009376669768244028,0.03127683303318918,0.03221837501041591
statisticians_coauthor,16,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.05073412507772446
statisticians_coauthor,16,Random Sampling (p=0.7),relative_to_non_random,0.8882178980590969,0.7869664056131684,0.8325562742137851,0.000642125029116869,0.08005108288489282,0.08073175000026822
statisticians_coauthor,16,Random Sampling (p=0.8),relative_to_non_random,0.9802428139714667,0.9397256267103583,0.9667345453594134,0.0011257079895585775,0.05220254207961261,0.05335895798634738
statisticians_coauthor,17,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.05643275007605553
statisticians_coauthor,17,Random Sampling (p=0.7),relative_to_non_random,0.9157677902621723,0.7816481897025275,0.8365268459712468,0.0011255829595029354,0.04184829199220985,0.04297841608058661
statisticians_coauthor,17,Random Sampling (p=0.8),relative_to_non_random,0.9580347813106433,0.8921873760046605,0.9314009267944705,0.0009394170483574271,0.03211037500295788,0.03305345808621496
statisticians_coauthor,18,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.04793866607360542
statisticians_coauthor,18,Random Sampling (p=0.7),relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,0.0009679578943178058,0.040565125993452966,0.041537375072948635
statisticians_coauthor,18,Random Sampling (p=0.8),relative_to_non_random,0.9909162693291812,0.9671800998494051,0.9840979315835654,0.0010051249992102385,0.053370501031167805,0.05438200000207871
statisticians_coauthor,19,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.0636482919799164
statisticians_coauthor,19,Random Sampling (p=0.7),relative_to_non_random,0.9802428139714667,0.9397256267103583,0.9667345453594134,0.0009785420261323452,0.053848665906116366,0.054831708082929254
statisticians_coauthor,19,Random Sampling (p=0.8),relative_to_non_random,0.990401502299329,0.9664835906545982,0.9836136127421897,0.001014667097479105,0.048583957948721945,0.049605124979279935
statisticians_coauthor,20,Random Projection,relative_to_non_random,1.0,1.0,1.0,,,0.04611787502653897
statisticians_coauthor,20,Random Sampling (p=0.7),relative_to_non_random,0.9156886197702524,0.7616476931826351,0.8614087859306687,0.0009684159886091948,0.049577333964407444,0.05055141600314528
statisticians_coauthor,20,Random Sampling (p=0.8),relative_to_non_random,0.9694730055312362,0.9152688271076042,0.9493388313431004,0.0010650419862940907,0.0461130840703845,0.04721300001256168
