dataset,alpha,tau_label,tau_value,group,group_n,method,rep,r,ell,k,q,test_matrix_scaling,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,rp_draw_omega_sec,rp_test_matrix_entry_std,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,eigen_decomposition_wall_sec,ARI_true,NMI_true,F1_macro_true,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Degree-stratified RP,9,20,38,18,1,by_dim,0.04583100000036211,0.6019883330000084,0.6478193330003705,,,,,,,,0.04550383400010105,0.035530383897391875,0.13649104291328837,0.19141889488544223,0.00022662499986836337,0.0027356659998076793,0.019339749999744527,0.02167595800028721,0.001273209000373754,0.00013566699999500997,0.00011695900002450799,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Degree-stratified RP,9,20,38,18,1,by_dim,0.04583100000036211,0.6019883330000084,0.6478193330003705,,,,,,,,0.04550383400010105,0.10924976528609236,0.2640262086123121,0.26747994441585676,0.00022662499986836337,0.0027356659998076793,0.019339749999744527,0.02167595800028721,0.001273209000373754,0.00013566699999500997,0.00011695900002450799,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Degree-stratified RP,9,20,38,18,1,by_dim,0.04583100000036211,0.6019883330000084,0.6478193330003705,,,,,,,,0.04550383400010105,0.4136210941026205,0.5556890426119648,0.385298290554156,0.00022662499986836337,0.0027356659998076793,0.019339749999744527,0.02167595800028721,0.001273209000373754,0.00013566699999500997,0.00011695900002450799,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Gaussian RP,10,20,38,18,1,by_dim,0.030391374999908294,0.6388265420000607,0.669217916999969,0.0011810840001089673,0.16222142113076254,0.0017157920001409366,0.023204667000300105,0.0017757499999788706,0.0001477089999752934,0.002036249999946449,0.030061252000450622,0.08842244166484575,0.17546755265027394,0.22536692570870887,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Gaussian RP,10,20,38,18,1,by_dim,0.030391374999908294,0.6388265420000607,0.669217916999969,0.0011810840001089673,0.16222142113076254,0.0017157920001409366,0.023204667000300105,0.0017757499999788706,0.0001477089999752934,0.002036249999946449,0.030061252000450622,0.033542589059871585,0.09338983954755667,0.1519162721329427,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Gaussian RP,10,20,38,18,1,by_dim,0.030391374999908294,0.6388265420000607,0.669217916999969,0.0011810840001089673,0.16222142113076254,0.0017157920001409366,0.023204667000300105,0.0017757499999788706,0.0001477089999752934,0.002036249999946449,0.030061252000450622,0.06223686597977921,0.15914038490610258,0.19812999606263718,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Gaussian RP,10,20,38,18,1,by_dim,0.030391374999908294,0.6388265420000607,0.669217916999969,0.0011810840001089673,0.16222142113076254,0.0017157920001409366,0.023204667000300105,0.0017757499999788706,0.0001477089999752934,0.002036249999946449,0.030061252000450622,0.32394964264766474,0.45375988480559754,0.36838203453451906,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Degree-stratified RP,10,20,38,18,1,by_dim,0.05073158400000466,0.6104629169999498,0.6611945009999545,,,,,,,,0.04921145999969667,0.14967780628689,0.27597734807509827,0.3189330569345733,0.000229374999889842,0.002087042000312067,0.023393749999740976,0.021856500000012602,0.001387208999858558,0.00013991700006954488,0.00011766699981308193,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Degree-stratified RP,10,20,38,18,1,by_dim,0.05073158400000466,0.6104629169999498,0.6611945009999545,,,,,,,,0.04921145999969667,0.05029346798227461,0.15305578755197238,0.21070125749472438,0.000229374999889842,0.002087042000312067,0.023393749999740976,0.021856500000012602,0.001387208999858558,0.00013991700006954488,0.00011766699981308193,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Degree-stratified RP,10,20,38,18,1,by_dim,0.05073158400000466,0.6104629169999498,0.6611945009999545,,,,,,,,0.04921145999969667,0.13573361132950215,0.2803532561619343,0.30157874159138787,0.000229374999889842,0.002087042000312067,0.023393749999740976,0.021856500000012602,0.001387208999858558,0.00013991700006954488,0.00011766699981308193,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
