K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec
2,11,SIGN,0.0554708749987185,0.017846709117293358,0.15198520803824067,6.212480366230011e-05,12,2,0.00672566588036716,0.0038066250272095203,0.00568962492980063,0.0001016668975353241,1.4709075912833214e-05,0.039064250187948346,0.0554708749987185,0.05546466680243611,6.20819628238678e-06,0.22530279215425253
2,12,SIGN,0.0587629999499768,0.021704333135858178,0.1783582919742912,6.483308970928192e-05,12,2,0.004857874941080809,0.010775832924991846,0.003564500017091632,0.00010516680777072906,1.650000922381878e-05,0.03936983295716345,0.0587629999499768,0.05875454074703157,8.459202945232391e-06,0.2588256250601262
2,13,SIGN,0.039522417122498155,0.02179691707715392,0.1843652909155935,0.0001129580195993185,12,2,0.006257625063881278,0.007580041186884046,0.0018620409537106752,0.00011058291420340538,1.5666941180825233e-05,0.023575334111228585,0.039522417122498155,0.03951424919068813,8.1679318100214e-06,0.24568462511524558
2,14,SIGN,0.04572600009851158,0.022460166830569506,0.15912062488496304,5.991710349917412e-05,12,2,0.004134208895266056,0.004488375037908554,0.0035542079713195562,0.00011533405631780624,1.5666941180825233e-05,0.0333511249627918,0.04572600009851158,0.04571883496828377,7.165130227804184e-06,0.22730679181404412
2,15,SIGN,0.050319290952757,0.022003917023539543,0.15692516695708036,7.337494753301144e-05,12,2,0.004694875096902251,0.008140667108818889,0.005861208075657487,0.00012029195204377174,1.5333062037825584e-05,0.03140554181300104,0.050319290952757,0.05031129205599427,7.998896762728691e-06,0.2292483749333769
2,16,SIGN,0.06565391691401601,0.017844957998022437,0.16066079097799957,7.229205220937729e-05,12,2,0.011719292029738426,0.009450415847823024,0.003119958098977804,9.6459174528718e-05,1.391698606312275e-05,0.04117495892569423,0.06565391691401601,0.0656472931150347,6.623798981308937e-06,0.244159665890038
2,17,SIGN,0.08558412501588464,0.01594424992799759,0.17355637508444488,6.0167163610458374e-05,12,2,0.003834791947156191,0.01109312498010695,0.0039214580319821835,0.0005579160060733557,1.4709075912833214e-05,0.06609591701999307,0.08558412501588464,0.08557808422483504,6.0407910495996475e-06,0.2750847500283271
2,18,SIGN,0.0776933329179883,0.023437832947820425,0.19908262509852648,0.00010812515392899513,12,2,0.006040417123585939,0.007235791999846697,0.000610999995842576,6.870809011161327e-05,7.0410314947366714e-06,0.06361412489786744,0.0776933329179883,0.077685208292678,8.12462531030178e-06,0.3002137909643352
2,19,SIGN,0.054567917017266154,0.018009457970038056,0.1321356249973178,7.462501525878906e-05,12,2,0.00394066609442234,0.0043094169814139605,0.004320499952882528,7.141707465052605e-05,6.541144102811813e-06,0.04183683288283646,0.054567917017266154,0.05455999914556742,7.917871698737144e-06,0.204712999984622
2,20,SIGN,0.06507145799696445,0.022295666858553886,0.17304858309216797,6.258394569158554e-05,12,2,0.004862667061388493,0.00886079203337431,0.0033414161298424006,7.220893166959286e-05,6.959075108170509e-06,0.04785741586238146,0.06507145799696445,0.06506404303945601,7.414957508444786e-06,0.2604157079476863
