n,method,rep,seed,K,m,rho_n,rho_n_multiplier,rho_n_base_equivalent,density_regime,num_hyperedges_total,theta_nnz,theta_density,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
3000,CountSketch random projection,3,320260509,3,3,16.0,4.0,4.0,rho_n_x4,60123,353406,0.039267333333333335,0.0,1.0,1.0,2.6041135000000395,0.22863008300009824,0.28342908299998726,0.011862624999935178,0,0.0,60.123,90.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0006053339999425589,163,8,29,0,0.005269042000008994,0.145991333999973,0.052438584000015,0.020762459000025046,0.007920082999930855,0.00013066600001820916,0.23317233399995985,0.00018604199999572302,0.050065541999970264,0.9999996377033041,0.6575237770563014,3.1161675010000636,6.4e-05,7.111111111111111e-06,sparse,6.665375999999924,3.678283040999986,34.382994651794434,556.65234375,556.7421875,0.08984375
3000,CountSketch random projection,4,320260510,3,3,16.0,4.0,4.0,rho_n_x4,60525,355750,0.03952777777777778,0.0,1.0,1.0,2.645762375000004,0.2256009999999833,0.28762220800001614,0.013113583000063045,0,0.0,60.525,86.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0005970000000843356,163,10,29,0,0.005313999999998487,0.1469830839999986,0.05408483300004718,0.020769917000052374,0.009296542000015506,0.00015829200003736332,0.2372742909999488,0.0002022080000187998,0.05014054200000828,0.9999995582022376,0.6563095904815017,3.158980415999963,6.4e-05,7.111111111111111e-06,sparse,6.796537000000171,3.7309759159999203,34.60472774505615,556.7421875,558.3359375,1.59375
3000,CountSketch random projection,5,320260511,3,3,16.0,4.0,4.0,rho_n_x4,60381,354850,0.03942777777777778,0.0,1.0,1.0,2.765821833000018,0.2351048750000473,0.31345441599989954,0.01263920799999596,0,0.0,60.381,85.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.000661000000036438,163,7,30,0,0.005362042000001566,0.16537687499999265,0.05838466700004119,0.020778500000005806,0.009988499999963096,0.00021537500003887544,0.26086754200002815,0.0003688749999355423,0.0522094590000961,0.9999996536624572,0.6556493922667777,3.3143725840001252,6.4e-05,7.111111111111111e-06,sparse,6.852200000000039,3.9040377080000326,34.52293300628662,558.3359375,558.3359375,0.0
3000,CountSketch random projection,6,320260512,3,3,16.0,4.0,4.0,rho_n_x4,60186,353796,0.03931066666666667,0.0,1.0,1.0,2.666295790999925,0.2231637080000155,0.2885144169999876,0.011877540999989833,0,0.0,60.186,91.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0005730420000418235,163,9,37,0,0.0061249159999761105,0.14837108400001853,0.05648429200005012,0.020560999999929663,0.00820104199999605,0.0001447500000040236,0.2405357920000597,0.00029599999993479287,0.047676291000016136,0.9999997062796739,0.6567787632998562,3.177967581999951,6.4e-05,7.111111111111111e-06,sparse,6.96601099999998,3.700030125000012,34.40929698944092,558.3359375,566.51953125,8.18359375
3000,CountSketch random projection,7,320260513,3,3,16.0,4.0,4.0,rho_n_x4,60380,354972,0.039441333333333335,0.0,1.0,1.0,2.6495830830000386,0.25002904200005105,0.2850810840000122,0.015812750000009146,0,0.0,60.38,88.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0006141659999912008,163,8,29,0,0.005056540999930803,0.1465932090000024,0.05360512499999004,0.021430583000096703,0.00765895899996849,0.00023295799996958522,0.2352493340000592,0.000194542000031106,0.04963208300000588,0.9999996018332266,0.6573440386870885,3.184688084000186,6.4e-05,7.111111111111111e-06,sparse,6.806401999999935,3.732546833000015,34.528822898864746,566.51953125,566.51953125,0.0
3000,CountSketch random projection,8,320260514,3,3,16.0,4.0,4.0,rho_n_x4,60803,357348,0.039705333333333336,0.0,1.0,1.0,2.6771400829999266,0.22941133400001945,0.2844372919998932,0.011845417000017733,0,0.0,60.803,86.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0006035410000322372,163,10,29,0,0.0050916249999772845,0.148397042000056,0.05340904199999841,0.020838667000020905,0.010075125000071239,0.0002230000000054133,0.2386994580000419,0.00021549999996750557,0.04551683400006823,0.9999996174422816,0.654852495271329,3.1909832090000236,6.4e-05,7.111111111111111e-06,sparse,7.019536000000016,3.7174219579999317,34.76012706756592,566.51953125,566.6015625,0.08203125
3000,CountSketch random projection,9,320260515,3,3,16.0,4.0,4.0,rho_n_x4,60416,355402,0.039489111111111114,0.0,1.0,1.0,2.7323150409999926,0.2261486249999507,0.2806196669999963,0.011713249999957043,0,0.0,60.416,92.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0006016250000584478,163,9,30,0,0.005049666999980218,0.14668283399998927,0.05417579200002365,0.020518000000038228,0.008672708000062812,0.000150374999975611,0.2359025409999731,0.00018254199994771625,0.04453016600007231,0.999999565236799,0.6542070081366527,3.2390789149999364,6.4e-05,7.111111111111111e-06,sparse,7.019936000000143,3.7646822080000675,34.56355571746826,566.6015625,566.6015625,0.0
3000,CountSketch random projection,10,320260516,3,3,16.0,4.0,4.0,rho_n_x4,60776,357012,0.039668,0.0,1.0,1.0,2.725341166000021,0.23297887500007164,0.31929758299997957,0.012052750000066226,0,0.0,60.776,92.0,60327.17511111111,20.10905837037037,60.32717511111111,0.11088886422225243,0.0006805419999409423,163,8,31,0,0.005057500000020809,0.1479073340000241,0.07310941599996568,0.02159229200003665,0.023123124999983702,0.00028029200007040345,0.271826707999935,0.0002227500000344662,0.04724279100003059,0.9999995754371073,0.6568030896902153,3.277612290000093,6.4e-05,7.111111111111111e-06,sparse,6.765331999999944,3.8505791659999886,34.738444328308105,566.6015625,566.6015625,0.0
4000,CountSketch random projection,1,420260507,3,3,16.0,4.0,4.0,rho_n_x4,80641,477428,0.02983925,0.0,1.0,1.0,3.5719312080000236,0.3015083330000152,0.37533362500005296,0.014826250000055552,0,0.0,60.48075,93.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006589170000097511,163,13,39,0,0.006909625000048436,0.2056492919999755,0.07473016699998425,0.027985416999968038,0.009064125000008971,0.00021716600008403475,0.3252780420000363,0.00020749999998770363,0.0498432499999808,0.9999995022861322,0.6539957651757372,4.248768333000044,3.6e-05,4e-06,sparse,8.907780000000002,4.997211875000062,46.437472343444824,566.6015625,566.78515625,0.18359375
4000,CountSketch random projection,2,420260508,3,3,16.0,4.0,4.0,rho_n_x4,81039,479760,0.029985,0.0,1.0,1.0,3.848373957999911,0.3259554160000562,0.37644187500006865,0.017012499999964348,0,0.0,60.77925,92.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.000658332999933009,163,13,38,0,0.0072354589999577,0.20571366600006513,0.07335937499999545,0.028731957999980295,0.009074000000055094,0.00024099999995996768,0.3251007080000363,0.00033800000005612674,0.050997542000004614,0.9999994394850504,0.6572326820271827,4.550765624000064,3.6e-05,4e-06,sparse,9.030455999999958,5.297378041999991,46.65625286102295,566.78515625,570.90625,4.12109375
4000,CountSketch random projection,3,420260509,3,3,16.0,4.0,4.0,rho_n_x4,80636,477362,0.029835125,0.0,1.0,1.0,3.6505765829999746,0.3334586249999347,0.3836666669999431,0.01799691700000494,0,0.0,60.477,89.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006681659999685508,163,13,40,0,0.007238458000074388,0.2132609999999886,0.07293316599998434,0.028781125000023167,0.007902833000002829,0.00022187500007930794,0.33109808300002896,0.00021604200003366714,0.05234795800004122,0.9999995068448304,0.657938906714862,4.367697291000013,3.6e-05,4e-06,sparse,8.901266999999962,5.097872791999976,46.43130397796631,570.90625,571.484375,0.578125
4000,CountSketch random projection,4,420260510,3,3,16.0,4.0,4.0,rho_n_x4,80523,476544,0.029784,0.0,1.0,1.0,3.6335719999999583,0.31287220900003376,0.4385223339999129,0.025401458000033017,0,0.0,60.39225,91.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006856659999812109,163,15,45,0,0.00691845899996224,0.22835858299993106,0.0918399170000157,0.03844800000001669,0.011900999999966189,0.00024029099995459546,0.378483416999984,0.0003751660000261836,0.05965712500005793,0.9999994660771989,0.655532781071028,4.38495991700006,3.6e-05,4e-06,sparse,8.546452999999929,5.166540291000047,46.360201835632324,571.484375,571.53515625,0.05078125
4000,CountSketch random projection,5,420260511,3,3,16.0,4.0,4.0,rho_n_x4,80407,476380,0.02977375,0.0,1.0,1.0,3.6838959169999725,0.3083341249999876,0.366393832999961,0.014472082999986924,0,0.0,60.30525,91.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006492499999239953,163,13,37,0,0.006784417000062604,0.2027928750000001,0.06990416700000424,0.027657625000074404,0.00784950000002027,0.0001564589999816235,0.31584729100006825,0.00020754100000885956,0.050334417000044596,0.9999993869735897,0.6553513280851516,4.358619291000082,3.6e-05,4e-06,sparse,8.845661000000064,5.0803075000000035,46.32639217376709,571.53515625,571.62890625,0.09375
4000,CountSketch random projection,6,420260512,3,3,16.0,4.0,4.0,rho_n_x4,80741,478044,0.02987775,0.0,1.0,1.0,3.567328959000065,0.30731458399998246,0.40963762500007306,0.015507208000030914,0,0.0,60.55575,89.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006331250000357613,163,13,45,0,0.006782917000009547,0.19816433300002245,0.11861012500003199,0.027516542000057598,0.007459707999942111,0.00014824999993834354,0.35936562500000946,0.0001942920000601589,0.05007366699999238,0.9999995162292865,0.6576851255673793,4.284277127000109,3.6e-05,4e-06,sparse,8.682141999999885,4.973238207999998,46.49648952484131,571.62890625,571.76953125,0.140625
4000,CountSketch random projection,7,420260513,3,3,16.0,4.0,4.0,rho_n_x4,80050,474194,0.029637125,0.0,1.0,1.0,3.523059042,0.3161683329999505,0.368908499999975,0.015751667000017733,0,0.0,60.0375,90.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006663330000264978,163,12,37,0,0.0067962919999899896,0.19962116600004265,0.06888008299995363,0.028382542000031208,0.009948666000013873,0.00017845800005034107,0.31453162499997234,0.0002171669999597725,0.0541552079999974,0.999999481314703,0.6598626828156146,4.20813137499988,3.6e-05,4e-06,sparse,8.607682999999952,4.927907166999944,46.10866069793701,571.76953125,572.47265625,0.703125
4000,CountSketch random projection,8,420260514,3,3,16.0,4.0,4.0,rho_n_x4,80572,476968,0.0298105,0.0,1.0,1.0,3.534951250000063,0.3426324160000149,0.39895225000009304,0.016083874999935688,0,0.0,60.429,92.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006455829999367779,163,15,40,0,0.007011375000047337,0.2027364169999828,0.08184645900007581,0.04312424999989162,0.010955707999983133,0.00025512499996693805,0.3466459579999537,0.0003675829999565394,0.05193070899997565,0.9999995214513209,0.6552389443041123,4.276527915999964,3.6e-05,4e-06,sparse,8.480178999999907,4.9963229169999295,46.39027690887451,572.47265625,572.93359375,0.4609375
4000,CountSketch random projection,9,420260515,3,3,16.0,4.0,4.0,rho_n_x4,80429,476392,0.0297745,0.0,1.0,1.0,3.4781600000000026,0.29500016600002255,0.3605465410000761,0.014607000000069092,0,0.0,60.32175,93.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0007001660000014454,163,14,42,0,0.006654916999991656,0.19857841700002155,0.06778333400006886,0.02759112500007177,0.007698417000028712,0.0001546250000501459,0.30921758299996327,0.00019979199998942931,0.0511247499999854,0.9999994718326826,0.6567659067563244,4.133702290999963,3.6e-05,4e-06,sparse,8.820355999999947,4.83315212499997,46.335055351257324,572.93359375,573.05078125,0.1171875
