n,method,rep,seed,K,m,rho_n,rho_n_multiplier,rho_n_base_equivalent,density_regime,num_hyperedges_total,theta_nnz,theta_density,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
4000,CountSketch random projection,10,420260516,3,3,16.0,4.0,4.0,rho_n_x4,80466,476392,0.0297745,0.0,1.0,1.0,3.5095773329999247,0.3054813749999994,0.36544741700004124,0.014565625000045657,0,0.0,60.3495,95.0,80475.321472,20.118830367999998,60.356491104,0.11094447223611806,0.0006134999999858337,163,14,41,0,0.006665542000064306,0.1990920839999717,0.06875366700000995,0.027921290999984194,0.009639915999969162,0.00029000000006362825,0.31303054099998917,0.00021249999997507985,0.05219995899994956,0.9999994429618274,0.6583478384803242,4.180501707999838,3.6e-05,4e-06,sparse,8.775961999999936,4.89874312500001,46.33340358734131,573.05078125,573.1640625,0.11328125
5000,CountSketch random projection,1,520260507,3,3,16.0,4.0,4.0,rho_n_x4,100242,596208,0.02384832,0.0,1.0,1.0,4.425627624999947,0.38484887499998877,0.46843024999998306,0.020587792000014815,0,0.0,60.1452,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0007156249999979991,163,17,47,0,0.008411415999944438,0.26271825000003446,0.09635283400007211,0.03646487499997875,0.009369915999968725,0.00021250000008876668,0.4143067920000476,0.0002461670000002414,0.05387299999995321,0.9999991663102391,0.6603493432637697,5.278902458999937,2.304e-05,2.56e-06,sparse,10.0569109999999,6.188838666000038,57.982306480407715,573.1640625,568.3515625,-4.8125
5000,CountSketch random projection,2,520260508,3,3,16.0,4.0,4.0,rho_n_x4,101023,600494,0.02401976,0.0,1.0,1.0,4.523004124999943,0.38148225000009006,0.4484002919999739,0.018858208000096965,0,0.0,60.6138,92.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0007084170000553058,163,19,45,0,0.008477458000015758,0.2538457500000959,0.08815216599998621,0.03504208300000755,0.00791558299999906,0.000200875000018641,0.39442041600000266,0.0003505829999994603,0.053622832999963066,0.9999993940672877,0.65769489940968,5.352880206999998,2.304e-05,2.56e-06,sparse,10.386420000000044,6.274473959000034,58.41055202484131,568.3515625,570.98046875,2.62890625
5000,CountSketch random projection,3,520260509,3,3,16.0,4.0,4.0,rho_n_x4,100869,599526,0.02398104,0.0,1.0,1.0,4.418695834000005,0.3814270839999381,0.44332683400000406,0.01707966700007546,0,0.0,60.5214,95.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006579170000122758,163,18,49,0,0.008433083999989321,0.24625287499998194,0.08747070800006895,0.03431179200003953,0.008769832999973914,0.00033758300003228214,0.38628729200002,0.0002339590000701719,0.05680166700005884,0.9999992708746815,0.6598469576663628,5.243445836000092,2.304e-05,2.56e-06,sparse,9.779250999999931,6.18687824999995,58.315978050231934,570.98046875,556.2421875,-14.73828125
5000,CountSketch random projection,4,520260510,3,3,16.0,4.0,4.0,rho_n_x4,101049,600892,0.02403568,0.0,1.0,1.0,4.74797116700006,0.40862924999998995,0.4512352499999679,0.018112458000018705,0,0.0,60.6294,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.000702584000009665,163,15,51,0,0.008596041000032528,0.2564360000000079,0.08725225000000592,0.03659250000009706,0.008880500000032043,0.00026270800003658223,0.39878441600001224,0.00023804199997812248,0.0522080419999611,0.9999993109720593,0.6573445666583493,5.607830917000001,2.304e-05,2.56e-06,sparse,10.58086900000012,6.5560422089999975,58.43787670135498,556.2421875,555.83203125,-0.41015625
5000,CountSketch random projection,5,520260511,3,3,16.0,4.0,4.0,rho_n_x4,99932,594332,0.02377328,0.0,1.0,1.0,4.442590583999959,0.37488170799997533,0.4666602500000181,0.017364499999985128,0,0.0,59.9592,91.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006706250001116132,163,16,48,0,0.008317541999986133,0.26740716599999814,0.09148945799995545,0.03421508400003859,0.0075343749999774445,0.00019029200007025793,0.40987654200000634,0.00022304200001599384,0.05655620900006397,0.9999991996662378,0.6581368650815175,5.28412808500002,2.304e-05,2.56e-06,sparse,10.044321999999966,6.169339374999936,57.80342769622803,555.83203125,548.9296875,-6.90234375
5000,CountSketch random projection,6,520260512,3,3,16.0,4.0,4.0,rho_n_x4,100637,598490,0.0239396,0.0,1.0,1.0,4.324258458000031,0.3764568749999171,0.45794133300000794,0.017213791000131096,0,0.0,60.3822,91.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0007650000000012369,163,16,44,0,0.008279124999944543,0.25210508400004983,0.08794254199983698,0.03559483399999408,0.00879854200002228,0.0002529999999296706,0.39386787500006903,0.0002476670001669845,0.06381975000022067,0.9999993478111066,0.6578053666047777,5.158650625000405,2.304e-05,2.56e-06,sparse,10.391622999999981,6.038983333000033,58.2069730758667,548.9296875,549.55859375,0.62890625
5000,CountSketch random projection,7,520260513,3,3,16.0,4.0,4.0,rho_n_x4,101084,601124,0.02404496,0.0,1.0,1.0,4.367056457999979,0.3913792089999788,0.4532326670000657,0.017381082999918362,0,0.0,60.6504,93.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006511669998872094,163,14,42,0,0.008725833999960741,0.25528458300004786,0.09022066600005019,0.03598258400006671,0.012096332999817605,0.0002793749999909778,0.40330050000011397,0.00025258300001951284,0.04967516599981536,0.9999992344987712,0.6579414044139084,5.211663915999907,2.304e-05,2.56e-06,sparse,9.782207000000199,6.078244416999951,58.45986080169678,549.55859375,552.01953125,2.4609375
5000,CountSketch random projection,8,520260514,3,3,16.0,4.0,4.0,rho_n_x4,100682,598742,0.02394968,0.0,1.0,1.0,4.519074083000078,0.3919297089998963,0.519883875000005,0.021424500000193802,0,0.0,60.4092,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0008570420000069134,163,16,52,0,0.00905004099990947,0.2870218749999367,0.09786675000009382,0.05795404199989207,0.010108457999876919,0.0005088329999125563,0.46346304199983024,0.00025325000001430453,0.05616295799995896,0.99999928040772,0.6584278530141401,5.430883041999778,2.304e-05,2.56e-06,sparse,9.79015400000003,6.430927874999952,58.235045433044434,552.01953125,520.1484375,-31.87109375
5000,CountSketch random projection,9,520260515,3,3,16.0,4.0,4.0,rho_n_x4,100696,598824,0.02395296,0.0,1.0,1.0,4.526772624999921,0.3893841249998786,0.4724794159999419,0.018018334000089453,0,0.0,60.4176,87.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.000747208000120736,163,14,44,0,0.008877541999936511,0.2645191659999,0.0969804579999618,0.036870209000198884,0.01045129200019801,0.0003691669999170699,0.41891000000009626,0.0002583749999303109,0.05330416700007845,0.9999994834129312,0.6560249769338439,5.388629291999905,2.304e-05,2.56e-06,sparse,9.784675000000107,6.2918454999999085,58.23993968963623,520.1484375,521.109375,0.9609375
5000,CountSketch random projection,10,520260516,3,3,16.0,4.0,4.0,rho_n_x4,100968,600520,0.0240208,0.0,1.0,1.0,4.432440832999873,0.417846499999996,0.5317573339998489,0.018899833999967086,0,0.0,60.5808,91.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0008768329998929403,163,16,62,0,0.008728125000061482,0.2844604580000123,0.10155883300012647,0.06851891700011947,0.011070125000060216,0.000275999999985288,0.47555720800005474,0.00027029199986827734,0.05592487500007337,0.9999992935214713,0.6544344650650824,5.382039707999866,2.304e-05,2.56e-06,sparse,8.904699000000164,6.3591012919998775,58.398505210876465,521.109375,520.55078125,-0.55859375
6000,CountSketch random projection,1,620260507,3,3,16.0,4.0,4.0,rho_n_x4,121170,722618,0.02007272222222222,0.0,1.0,1.0,5.356159917000014,0.5322333340000114,0.5338653329999943,0.020033041000033336,0,0.0,60.585,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0006806670000969461,163,23,53,0,0.010350957999889943,0.305595583000013,0.11024037499987571,0.042501082999933715,0.008946457999854829,0.00036183299994263507,0.47875924999993913,0.00041462499984845635,0.05468529099994157,0.9999991673062752,0.6565902116742863,6.422252416999754,1.6e-05,1.7777777777777777e-06,sparse,11.894452000000001,7.532039415999861,70.27345180511475,520.55078125,526.2421875,5.69140625
6000,CountSketch random projection,2,620260508,3,3,16.0,4.0,4.0,rho_n_x4,120991,721826,0.020050722222222223,0.0,1.0,1.0,5.373220290999825,0.5207583330000034,0.5389063329998862,0.020884875000092507,0,0.0,60.4955,90.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007083749999310385,163,21,53,0,0.010451541000065845,0.31195783300017865,0.10788400000001275,0.04290212500018242,0.009424459000001661,0.00024575000020377047,0.4836296250000487,0.00026750000006359187,0.05500470900005894,0.9999990052634862,0.6575893372624713,6.432880458,1.6e-05,1.7777777777777777e-06,sparse,11.72512800000004,7.565714667000066,70.18773174285889,526.2421875,530.85546875,4.61328125
6000,CountSketch random projection,3,620260509,3,3,16.0,4.0,4.0,rho_n_x4,120416,718294,0.019952611111111112,0.0,1.0,1.0,5.377363249999917,0.4978827919999276,0.5511411659999794,0.020513707999953112,0,0.0,60.208,91.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.000714249999873573,163,23,54,0,0.010615083000175218,0.3254481660001147,0.10478487499995026,0.045517042000028596,0.010285583000040788,0.00038241600009314425,0.4978120000000672,0.0002763330001016584,0.053048457999921084,0.9999990015887139,0.6564375780600568,6.426382832999934,1.6e-05,1.7777777777777777e-06,sparse,11.65090599999985,7.551436499999909,69.84652996063232,530.85546875,531.36328125,0.5078125
6000,CountSketch random projection,4,620260510,3,3,16.0,4.0,4.0,rho_n_x4,120395,717880,0.01994111111111111,0.0,1.0,1.0,5.313011333000077,0.4727666669998598,0.5495751250000467,0.021191583000018,0,0.0,60.1975,92.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007019170000148733,163,19,53,0,0.010842625000123007,0.3269531250000455,0.10382908299993687,0.046807250000028944,0.008839000000079977,0.0002310830000169517,0.4982652499998039,0.0002641670000684826,0.051041292000036265,0.9999991116911461,0.6561662374414924,6.335348708999845,1.6e-05,1.7777777777777777e-06,sparse,11.767221000000063,7.428241250000156,69.81419277191162,531.36328125,540.02734375,8.6640625
6000,CountSketch random projection,5,620260511,3,3,16.0,4.0,4.0,rho_n_x4,120461,718056,0.019946,0.0,1.0,1.0,5.367457166999884,0.46972600000003695,0.5269641669999601,0.020223999999871012,0,0.0,60.2305,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0006775000001653098,163,19,50,0,0.010251457999856939,0.3063545420000082,0.10115887500001008,0.04322708299991973,0.009574707999945531,0.0003403330001674476,0.4716512499999226,0.00028820800002904434,0.055019542000081856,0.99999902983444,0.6574102507413823,6.3641421669999545,1.6e-05,1.7777777777777777e-06,sparse,11.844839999999976,7.466388915999914,69.84717082977295,540.02734375,540.42578125,0.3984375
6000,CountSketch random projection,6,620260512,3,3,16.0,4.0,4.0,rho_n_x4,120748,720182,0.020005055555555557,0.0,1.0,1.0,5.4021689579999475,0.48238500000002205,0.6473802079999587,0.0252219999999852,0,0.0,60.374,94.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007569169999896985,163,16,55,0,0.010254458000190425,0.37985270900003343,0.11552991700000348,0.04658137500018711,0.011496625000063432,0.00031170900001598056,0.5648703749998276,0.0003445410000040283,0.08215883299999405,0.9999992558543699,0.6581061750739261,6.531927706999795,1.6e-05,1.7777777777777777e-06,sparse,11.620478999999932,7.778743500000019,70.03652095794678,540.42578125,540.57421875,0.1484375
6000,CountSketch random projection,7,620260513,3,3,16.0,4.0,4.0,rho_n_x4,120604,719108,0.01997522222222222,0.0,1.0,1.0,5.41938325000001,0.47062275000007503,0.5316388749999987,0.020498542000041198,0,0.0,60.302,93.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007422090000090975,163,23,58,0,0.010382375000062893,0.31277220900005887,0.10230058299998745,0.04328579200000604,0.008213916999920912,0.0004140420001021994,0.4781921250000778,0.00026779200015880633,0.05317424999998366,0.9999988894563382,0.6561364333946237,6.421640167000305,1.6e-05,1.7777777777777777e-06,sparse,11.93814599999996,7.555186916999901,69.93934917449951,540.57421875,540.15625,-0.41796875
6000,CountSketch random projection,8,620260514,3,3,16.0,4.0,4.0,rho_n_x4,120706,719896,0.01999711111111111,0.0,1.0,1.0,5.357169707999901,0.48465808300011304,0.5688390830000571,0.02031366699998216,0,0.0,60.353,89.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007842920001621678,163,20,58,0,0.010043250000080661,0.311518999999862,0.11672454100016694,0.04447495800013712,0.009548375000122178,0.00045766599987473455,0.49362108399986937,0.0002690829999210109,0.07494474999998602,0.9999990498280749,0.6572170761369713,6.410662707999791,1.6e-05,1.7777777777777777e-06,sparse,11.588903000000073,7.539472291000038,70.0066328048706,540.15625,547.72265625,7.56640625
6000,CountSketch random projection,9,620260515,3,3,16.0,4.0,4.0,rho_n_x4,121225,722920,0.020081111111111112,0.0,1.0,1.0,5.42194895800003,0.4790464999998676,0.6403514999999516,0.026357958000062354,0,0.0,60.6125,95.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0007747499998913554,163,20,53,0,0.010577750000038577,0.38524679099987225,0.11623583300001883,0.060342374999891035,0.01043100000015329,0.000460334000081275,0.5841982079998616,0.0005367910000586562,0.05560912500004633,0.9999990845304098,0.6573139663218911,6.541339581999864,1.6e-05,1.7777777777777777e-06,sparse,11.646592999999939,7.719447416999856,70.30510234832764,547.72265625,548.65234375,0.9296875
6000,CountSketch random projection,10,620260516,3,3,16.0,4.0,4.0,rho_n_x4,120848,720768,0.020021333333333332,0.0,1.0,1.0,5.311675999999807,0.46257775000003676,0.528687041000012,0.020849250000082975,0,0.0,60.424,98.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,0.0006835419999333681,163,21,51,0,0.01031812499991247,0.3107937499999025,0.10266524999997273,0.04276774999993904,0.00813141599996925,0.00023149999992710946,0.47567149999986214,0.0003910830000677379,0.05261870899994392,0.9999991228606248,0.6562286770431855,6.302935041999717,1.6e-05,1.7777777777777777e-06,sparse,11.756611999999905,7.402032416000111,70.09511089324951,548.65234375,549.4453125,0.79296875
7000,CountSketch random projection,1,720260507,3,3,16.0,4.0,4.0,rho_n_x4,140804,841454,0.0171725306122449,0.0,1.0,1.0,6.173414791999903,0.5667513339999459,0.6514477080002052,0.02674212500005524,0,0.0,60.34457142857143,93.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0007409999998344574,163,27,65,0,0.012325791999955982,0.39538341700017554,0.12317220799991446,0.05062533299997085,0.007841832999929466,0.0004966670001067541,0.5906770409999353,0.00044941699979972327,0.0603160000000571,0.9999990031614742,0.6581264858274648,7.391608583999641,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.40954099999999,8.71181604200001,81.82547664642334,549.4453125,565.296875,15.8515625
7000,CountSketch random projection,2,720260508,3,3,16.0,4.0,4.0,rho_n_x4,141118,843338,0.017210979591836734,0.0,1.0,1.0,6.196916166999927,0.5485442080000666,0.6217182089999369,0.022730207999984486,0,0.0,60.479142857142854,92.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0007158749999689462,163,26,63,0,0.01187587499998699,0.3711509169997953,0.12152512500006196,0.05107058299995515,0.009205833000123675,0.0004737910001040291,0.5660766659998444,0.00028920799991283275,0.05534754200016323,0.9999991061317826,0.6560117515505036,7.367173790999914,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.322839999999815,8.690872124999942,82.01347637176514,565.296875,566.4375,1.140625
7000,CountSketch random projection,3,720260509,3,3,16.0,4.0,4.0,rho_n_x4,141460,845402,0.017253102040816325,0.0,1.0,1.0,6.172311334000142,0.5682307499998842,0.6223274589999619,0.0232770420000179,0,0.0,60.62571428571429,96.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.000809667000112313,163,24,59,0,0.012187042000050496,0.3730937919999633,0.11987995800018325,0.050178209000023344,0.007715749999988475,0.00026862499998969724,0.564216917000067,0.00044016600008944806,0.057664791999968656,0.9999988072485736,0.6578377500608266,7.362863959000151,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.377330999999913,8.686920625000084,82.19864177703857,566.4375,565.54296875,-0.89453125
7000,CountSketch random projection,4,720260510,3,3,16.0,4.0,4.0,rho_n_x4,140886,841940,0.017182448979591838,0.0,1.0,1.0,6.1551227920001566,0.5531623340000351,0.6149522089999664,0.023052708000022903,0,0.0,60.379714285714286,93.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0007884999999987485,163,27,62,0,0.012186374999828331,0.36987454200016145,0.1189520419998189,0.04967891699993743,0.00807341700010511,0.00027554200005397433,0.5598875420000695,0.0002795410000544507,0.05477999999993699,0.9999988101085273,0.6577970906776824,7.323232209000253,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.271056999999928,8.635551832999909,81.87582683563232,565.54296875,567.53515625,1.9921875
7000,CountSketch random projection,5,720260511,3,3,16.0,4.0,4.0,rho_n_x4,140331,838622,0.017114734693877552,0.0,1.0,1.0,6.170742332999907,0.5730234999998629,0.6411611670000639,0.023050666000017372,0,0.0,60.14185714285714,95.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0008365410001260898,163,27,59,0,0.012217250000048807,0.39150962500002606,0.12083195900004284,0.051464124999938576,0.009377791000133584,0.00028654199991251517,0.5866120840000804,0.0003372500000295986,0.054206083000053695,0.9999988970187588,0.6562254739622639,7.384921249999934,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.327868999999964,8.713307666999981,81.55116176605225,567.53515625,566.609375,-0.92578125
7000,CountSketch random projection,6,720260512,3,3,16.0,4.0,4.0,rho_n_x4,140935,842120,0.01718612244897959,0.0,1.0,1.0,6.326261124999974,0.6584102500000881,0.6472368329998517,0.023724083000161045,0,0.0,60.40071428571429,96.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0007076249999045103,163,30,66,0,0.012167125000132728,0.3771184169997923,0.1306566670000393,0.05737487499982308,0.01074120899988884,0.0005579159999342664,0.5893863329999931,0.00030208299995138077,0.057543207999970036,0.9999989596761831,0.6552404586499226,7.631902998999976,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.277638999999908,8.980712708000055,81.89244747161865,566.609375,565.39453125,-1.21484375
7000,CountSketch random projection,7,720260513,3,3,16.0,4.0,4.0,rho_n_x4,140843,841528,0.017174040816326532,0.0,1.0,1.0,6.353796624999859,0.5843253339999137,0.6302226249999876,0.023185250000096858,0,0.0,60.361285714285714,89.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.000788332999945851,163,25,59,0,0.012310374999970009,0.38112008400003106,0.12223279199997705,0.05081308400008311,0.009387791000108336,0.00039366599980894534,0.5771475409999312,0.0004890000000159489,0.05257995800002391,0.9999990800812822,0.6574597312329313,7.568338457999744,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.298618000000033,8.845799250000027,81.84397315979004,564.39453125,565.4765625,1.08203125
7000,CountSketch random projection,8,720260514,3,3,16.0,4.0,4.0,rho_n_x4,140451,839458,0.017131795918367346,0.0,1.0,1.0,6.246139583000058,0.6438033750000614,0.678092000000106,0.024598958000069615,0,0.0,60.193285714285715,91.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0008345000001099834,163,25,62,0,0.0126350419998289,0.40243183300003693,0.13516883300007976,0.057360874999858424,0.0111524169999484,0.00044854199995825184,0.6201107919998776,0.00032050000004346657,0.05765583299989885,0.9999988625968735,0.6559417184230596,7.56803008299994,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.063705000000027,8.869012916999964,81.63697338104248,565.4765625,566.10546875,0.62890625
7000,CountSketch random projection,9,720260515,3,3,16.0,4.0,4.0,rho_n_x4,140378,838968,0.017121795918367346,0.0,1.0,1.0,6.208700958999998,0.5704614169999331,0.6222657079999863,0.023024999999961437,0,0.0,60.162,93.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.00077362499996525,163,30,58,0,0.012120165999931487,0.37409429199988153,0.11819362500000352,0.050725625000040964,0.009416166999926645,0.0002869590000500466,0.5656787919999715,0.00029312500009837095,0.05628862499997922,0.9999991213285371,0.6563014831103298,7.40142291799998,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.336319000000003,8.709145416999945,81.59058666229248,566.10546875,567.69921875,1.59375
7000,CountSketch random projection,10,720260516,3,3,16.0,4.0,4.0,rho_n_x4,140935,842326,0.017190326530612244,0.0,1.0,1.0,6.1712012909999885,0.5526955420000377,0.6223397500000374,0.023638707999907638,0,0.0,60.40071428571429,99.0,140919.73925616327,20.13139132230904,60.39417396692712,0.11101588208876005,0.0007950839999466552,163,26,60,0,0.012151707999919381,0.37573437500009277,0.1192066660000819,0.05053720799992334,0.00829479200001515,0.0002782080000542919,0.5670562499999505,0.00028820900001846894,0.05499012500013123,0.9999988300890221,0.6562162945485507,7.346231417000126,1.1755102040816326e-05,1.306122448979592e-06,sparse,13.282042000000047,8.673122542000101,81.90949535369873,567.69921875,574.1171875,6.41796875
8000,CountSketch random projection,1,820260507,3,3,16.0,4.0,4.0,rho_n_x4,160768,962298,0.01503590625,0.0,1.0,1.0,7.259028875000013,0.6746291250001377,0.7403866670001662,0.025586083999996845,0,0.0,60.288,89.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.000713542000084999,163,33,69,0,0.014287624999951731,0.4583538750000571,0.13747462500009533,0.06207912500008206,0.00915054200004306,0.0005689580000307615,0.6826902500001779,0.0003181670001595194,0.05737404199999219,0.9999986286169765,0.6582683828947347,8.67404045900048,9e-06,1e-06,sparse,14.929055999999946,10.209969333000117,93.574294090271,574.1171875,580.3671875,6.25
8000,CountSketch random projection,2,820260508,3,3,16.0,4.0,4.0,rho_n_x4,160816,962724,0.0150425625,0.0,1.0,1.0,7.30346099999997,0.6948628750001262,0.8221255839998776,0.030204541000102836,0,0.0,60.306,93.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0008199999999760621,163,31,73,0,0.014422209000031216,0.527042665999943,0.14680999999995947,0.061675540999885925,0.009777666999980283,0.0004667089999657037,0.7611387919998833,0.0004320000000461732,0.06054720800011637,0.9999986786299014,0.6556638368994799,8.820441875000142,9e-06,1e-06,sparse,14.90854000000013,10.413319957999875,93.60917949676514,580.3671875,578.57421875,-1.79296875
8000,CountSketch random projection,3,820260509,3,3,16.0,4.0,4.0,rho_n_x4,160826,962570,0.01504015625,0.0,1.0,1.0,7.370471041999963,0.6680591249998997,0.8629663749998144,0.03276066700004776,0,0.0,60.30975,91.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0009072079999441485,163,30,68,0,0.014190041999881942,0.5740444159998788,0.1433138750001035,0.06206408400021246,0.009359750000157874,0.0005263330001525901,0.8045130409998364,0.00034462500002518937,0.05810337499997331,0.999998848860997,0.6562927482659082,8.901491207999698,9e-06,1e-06,sparse,14.938360999999986,10.440759958999934,93.60250759124756,578.57421875,578.7265625,0.15234375
8000,CountSketch random projection,4,820260510,3,3,16.0,4.0,4.0,rho_n_x4,161417,966172,0.0150964375,0.0,1.0,1.0,7.155074332999902,0.6560109160000138,0.7367087499999343,0.025720874999933585,0,0.0,60.531375,90.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0007820420000825834,163,33,70,0,0.014199958000062907,0.44625170900008015,0.14681979200008755,0.05862704100013616,0.007668834000014613,0.0003063340000153403,0.6747199580001961,0.0003251250000175787,0.06165824999993674,0.9999989035525776,0.6576339068545124,8.547788582000067,9e-06,1e-06,sparse,14.922301000000061,10.068280541999911,93.9558744430542,578.7265625,578.6953125,-0.03125
8000,CountSketch random projection,5,820260511,3,3,16.0,4.0,4.0,rho_n_x4,161116,964188,0.0150654375,0.0,1.0,1.0,7.06959350000011,0.6714182499999879,0.7196942089999538,0.02598966699997618,0,0.0,60.4185,100.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0008841670000947488,163,34,71,0,0.01401570799998808,0.43819533300006697,0.13980329199989683,0.05987587499998881,0.00817658300002222,0.0005032090000440803,0.6615241670001524,0.0003188749999480933,0.05784591599990563,0.9999986406353156,0.6557962583595615,8.460700708000104,9e-06,1e-06,sparse,14.78085800000008,9.9898712910001,93.76809215545654,578.6953125,580.18359375,1.48828125
8000,CountSketch random projection,6,820260512,3,3,16.0,4.0,4.0,rho_n_x4,160238,959306,0.01498915625,0.0,1.0,1.0,7.041818165999985,0.6578267500001402,0.7137025419999645,0.026598124999964057,0,0.0,60.08925,89.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0008055000000695145,163,31,63,0,0.013968209000040588,0.43564883299995927,0.1372155000001385,0.059018165999987104,0.008720667000034155,0.0005685829999038106,0.6560135830000036,0.00033125000004474714,0.057353082999952676,0.9999987903370479,0.6592112913931252,8.413342832000126,9e-06,1e-06,sparse,14.82231899999988,9.929690749999963,93.27565288543701,580.18359375,581.546875,1.36328125
8000,CountSketch random projection,7,820260513,3,3,16.0,4.0,4.0,rho_n_x4,161279,965374,0.01508396875,0.0,1.0,1.0,7.187629833000074,0.6852556659998754,0.7451463330000934,0.027360957999917446,0,0.0,60.479625,89.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0007541249999576394,163,31,64,0,0.014381082999989303,0.46040945799995825,0.1390934579999339,0.06171304200006489,0.008131583000022147,0.0003135839999686141,0.684864042000072,0.0003207079998901463,0.059956083000088256,0.9999987380225351,0.6555152122567297,8.618026332,9e-06,1e-06,sparse,14.947443999999905,10.177930333999939,93.86945247650146,581.546875,581.18359375,-0.36328125
8000,CountSketch random projection,8,820260514,3,3,16.0,4.0,4.0,rho_n_x4,161155,964682,0.01507315625,0.0,1.0,1.0,7.273173209000106,0.6637026670000523,0.8049448750000465,0.02725245800002085,0,0.0,60.433125,91.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0008546250001018052,163,31,69,0,0.014187499999934516,0.5168174590000945,0.14591370800008008,0.06164641700001994,0.009263665999924342,0.00032399999986409966,0.7490766670000539,0.00031995799986361817,0.055544167000107336,0.9999986222616126,0.657360826306689,8.741816668000183,9e-06,1e-06,sparse,14.799499000000196,10.301290541000071,93.8006010055542,581.18359375,587.15234375,5.96875
