experiment,sweep,x_col,x_value,method,reps,non_random_spectral_sec_mean,spectral_speedup_vs_non_random,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,num_isolated_nodes_mean,num_isolated_nodes_std,isolated_fraction_mean,isolated_fraction_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_hyperedges_total_mean,expected_hyperedges_total_std,expected_hyperedges_per_n_mean,expected_hyperedges_per_n_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,misclassification_rate_mean,misclassification_rate_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,method_wall_sec_mean,method_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
K_compensated_reference_signal,K_compensated_reference_signal,K,3,Non-random eigs,5,0.0283299083333333,1,6000,0,3,0,4,0,36,0,4,0,32,0,4e-06,0,4.44444444444444e-07,0,30239.2,94.9273406348245,186742,565.825061304287,0.00518727777777778,1.57173628140077e-05,0,0,0,0,15.1196,0.0474636703174123,31,0.707106781186548,30192.8968888889,0,5.03214948148148,0,15.0964484444444,0,0.110999993830249,0,0.0163,0.00202210011841372,0.951695164230097,0.00591735825341077,0.914305373064851,0.00875931885131385,0.00641365,0.00418615009778028,0.00684499166666667,0.00161746962592767,0.00708015833333333,0.00577911998467087,8.0525e-05,3.55753991935126e-05,0.0211571666666667,0.00703984115865284,0.0283299083333333,0.0128468900246338,0.00141450833333333,0.00206099248703076,0.0283606416666667,0.0128526925927008,0.0415764916666667,0.0185977022546404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6.03005450638972e-16,0.694008349097486,0.00284179004892368
K_compensated_reference_signal,K_compensated_reference_signal,K,3,Gaussian RP,5,0.0283299083333333,0.219571139929647,6000,0,3,0,4,0,36,0,4,0,32,0,4e-06,0,4.44444444444444e-07,0,30239.2,94.9273406348245,186742,565.825061304287,0.00518727777777778,1.57173628140077e-05,0,0,0,0,15.1196,0.0474636703174123,31,0.707106781186548,30192.8968888889,0,5.03214948148148,0,15.0964484444444,0,0.110999993830249,0,0.518966666666667,0.0164162013470433,0.0517454307789272,0.00958798689768064,0.0453870970170685,0.00806022924569296,0.00641365,0.00418615009778028,0.00684499166666667,0.00161746962592767,0.00668084166666667,0.00346672764887769,6.6525e-05,3.97721374415138e-06,0.122264441666667,0.0293869460655944,0.129023825,0.0323799977585427,0.000775166666666667,0.000642911485991225,0.129057766666667,0.0323841798278694,0.14227045,0.0374682205250028,0.001940525,0.00100386051851091,0.00206705833333333,0.000577224897347694,0.000640925,4.13359206179484e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.753376966695959,0.0328737162311075,0.512643557041886,0.00205411773725095
K_compensated_reference_signal,K_compensated_reference_signal,K,3,Random sampling,5,0.0283299083333333,0.376090018514716,6000,0,3,0,4,0,36,0,4,0,32,0,4e-06,0,4.44444444444444e-07,0,30239.2,94.9273406348245,186742,565.825061304287,0.00518727777777778,1.57173628140077e-05,0,0,0,0,15.1196,0.0474636703174123,31,0.707106781186548,30192.8968888889,0,5.03214948148148,0,15.0964484444444,0,0.110999993830249,0,0.621766666666667,0.0252010251114249,0.00618856623922481,0.00546181217878748,0.0145007343551882,0.00904091585920882,0.00641365,0.00418615009778028,0.00684499166666667,0.00161746962592767,0.0136870916666667,0.00283569667188339,7.01333333333333e-05,7.24535291679355e-06,0.06155555,0.0122916095191256,0.0753274666666667,0.0129069063413417,0.000558858333333333,0.000144695149485815,0.075374575,0.0129145838416949,0.0885714166666667,0.0164138663602565,NaN,NaN,NaN,NaN,NaN,NaN,0.00201996666666667,0.000175436557166053,28833.8,160.778418949808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.49119349794219,0.0204946498787711,1.42330656218579,0.00703300746720496
K_compensated_reference_signal,K_compensated_reference_signal,K,3,CountSketch RP,5,0.0283299083333333,0.214397430653281,6000,0,3,0,4,0,36,0,4,0,32,0,4e-06,0,4.44444444444444e-07,0,30239.2,94.9273406348245,186742,565.825061304287,0.00518727777777778,1.57173628140077e-05,0,0,0,0,15.1196,0.0474636703174123,31,0.707106781186548,30192.8968888889,0,5.03214948148148,0,15.0964484444444,0,0.110999993830249,0,0.5269,0.0201555065539034,0.0515114428033969,0.00845020674960578,0.0466386130209632,0.00734221323425317,0.00641365,0.00418615009778028,0.00684499166666667,0.00161746962592767,0.00584876666666667,0.000510742508748837,6.7875e-05,3.79086529993116e-06,0.126209108333333,0.0271904497556989,0.13213735,0.0269285745844092,0.000522633333333333,8.59826492510101e-05,0.132178241666667,0.0269248514717126,0.145384391666667,0.0280126601475664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00134970833333333,3.8110345544222e-05,0.00116311666666667,0.000196284793005668,0.001853925,0.000165284795777705,0.000640716666666667,2.98322916484805e-05,33,0,0.73922469914639,0.0292553797176652,0.514502610882209,0.00363948569327658
K_compensated_reference_signal,K_compensated_reference_signal,K,4,Non-random eigs,5,0.0341838,1,6000,0,4,0,7.11111111111111,9.93013661298909e-16,36,0,4,0,32,0,7.11111111111111e-06,0,7.90123456790123e-07,0,42650.4,153.588085475404,260679.2,912.581612788686,0.00724108888888889,2.53494892441302e-05,0,0,0,0,21.3252,0.0767940427377024,39.6,1.51657508881031,42624.0142222222,0,7.10400237037037,9.93013661298909e-16,21.3120071111111,0,0.0624062552161495,0,0.0405,0.000589255650988811,0.894892875359678,0.00147484208536588,0.846252135240997,0.00161439829641204,0.00588801666666667,0.000549814713581615,0.00871588333333334,0.000857230113930423,0.00631240833333333,0.000876387822217171,8.38416666666667e-05,5.37188217066938e-06,0.0277753333333333,0.00218323911195391,0.0341838,0.00229572149103713,0.000809158333333333,0.000215503313892411,0.0342129,0.00229698238611402,0.0487754833333333,0.00273753316104344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4.04127281044027e-16,0.604939613067825,0.00147920293717253
K_compensated_reference_signal,K_compensated_reference_signal,K,4,Gaussian RP,5,0.0341838,0.176585823003756,6000,0,4,0,7.11111111111111,9.93013661298909e-16,36,0,4,0,32,0,7.11111111111111e-06,0,7.90123456790123e-07,0,42650.4,153.588085475404,260679.2,912.581612788686,0.00724108888888889,2.53494892441302e-05,0,0,0,0,21.3252,0.0767940427377024,39.6,1.51657508881031,42624.0142222222,0,7.10400237037037,9.93013661298909e-16,21.3120071111111,0,0.0624062552161495,0,0.683866666666667,0.00999194119722931,0.015555967419951,0.00322126710713917,0.0172474680540448,0.00351359553492068,0.00588801666666667,0.000549814713581615,0.00871588333333334,0.000857230113930423,0.00630043333333333,0.000409351679361198,0.000103141666666667,3.77772689406091e-05,0.187165491666667,0.0233927569560841,0.193581791666667,0.0230245070400541,0.000749358333333333,4.81538207351077e-05,0.193614383333333,0.0230233121510349,0.208172966666667,0.0221737670598302,0.00214761666666667,0.000157836760786439,0.00195418333333333,0.000129336214663995,0.000828466666666667,3.29408060221496e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.745008543880681,0.0246810015451893,0.468753742271818,0.000650701082208205
K_compensated_reference_signal,K_compensated_reference_signal,K,4,Random sampling,5,0.0341838,0.292385416881242,6000,0,4,0,7.11111111111111,9.93013661298909e-16,36,0,4,0,32,0,7.11111111111111e-06,0,7.90123456790123e-07,0,42650.4,153.588085475404,260679.2,912.581612788686,0.00724108888888889,2.53494892441302e-05,0,0,0,0,21.3252,0.0767940427377024,39.6,1.51657508881031,42624.0142222222,0,7.10400237037037,9.93013661298909e-16,21.3120071111111,0,0.0624062552161495,0,0.7276,0.00666312405874471,0.00216804421285331,0.00144144390941024,0.00392777272465423,0.00181071610353102,0.00588801666666667,0.000549814713581615,0.00871588333333334,0.000857230113930423,0.0198642833333333,0.00466522330510109,8.51083333333333e-05,4.10290801342983e-06,0.0969474416666667,0.00812962066729421,0.116913491666667,0.0106057724191239,0.000695066666666667,5.23563892285894e-05,0.116963491666667,0.0106065145788629,0.131500733333333,0.00983130671394428,NaN,NaN,NaN,NaN,NaN,NaN,0.00255858333333333,0.000168699557790206,39892.2,290.867151806456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.45480293629372,0.00554190364515541,1.35446887410558,0.0052050097984118
K_compensated_reference_signal,K_compensated_reference_signal,K,4,CountSketch RP,5,0.0341838,0.158327858321119,6000,0,4,0,7.11111111111111,9.93013661298909e-16,36,0,4,0,32,0,7.11111111111111e-06,0,7.90123456790123e-07,0,42650.4,153.588085475404,260679.2,912.581612788686,0.00724108888888889,2.53494892441302e-05,0,0,0,0,21.3252,0.0767940427377024,39.6,1.51657508881031,42624.0142222222,0,7.10400237037037,9.93013661298909e-16,21.3120071111111,0,0.0624062552161495,0,0.670033333333333,0.0189661247725751,0.017731427307525,0.00372839912912363,0.0196468541239989,0.00400038995215053,0.00588801666666667,0.000549814713581615,0.00871588333333334,0.000857230113930423,0.006310925,0.000310592766603903,0.000122408333333333,3.80740597753612e-05,0.209457891666667,0.0133579278738178,0.21590515,0.0135958262612544,0.000746783333333333,3.79790398151109e-05,0.2159555,0.0136035666870951,0.230495125,0.0137941158140714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00104580833333333,0.000154314314432877,0.00160676666666667,8.24946789108916e-05,0.00189138333333333,9.22758752479638e-05,0.000826783333333333,1.06775823054139e-05,34,0,0.795776356943927,0.027403047967736,0.469270829454728,0.000956931785882524
K_compensated_reference_signal,K_compensated_reference_signal,K,6,Non-random eigs,5,0.0627632083333333,1,6000,0,6,0,16,0,36,0,4,0,32,0,1.6e-05,0,1.77777777777778e-06,0,78131.6,237.752602509415,471214.4,1432.5204361544,0.0130892888888889,3.97922343376228e-05,0,0,0,0,39.0658,0.118876301254708,64.4,1.81659021245849,78147.5875555556,0,13.0245979259259,0,39.0737937777778,0,0.0277083526369656,3.87895961444886e-18,0.1241,0.00385429053854992,0.724238507427016,0.00785586852159527,0.680819152782097,0.00746525810114568,0.00995593333333334,0.000712322433161221,0.014510325,0.000676715597189223,0.0112607333333333,0.00121853720955759,0.000108083333333333,2.54100742816702e-05,0.0513806083333333,0.00460506849073282,0.0627632083333333,0.00525545126561062,0.00150566666666667,0.000327445432529944,0.0627933083333333,0.00525426407445063,0.0872156833333333,0.00498109855736608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2.5438405243138e-16,0.5036884554507,0.00119581486602997
K_compensated_reference_signal,K_compensated_reference_signal,K,6,Gaussian RP,5,0.0627632083333333,0.174829599065692,6000,0,6,0,16,0,36,0,4,0,32,0,1.6e-05,0,1.77777777777778e-06,0,78131.6,237.752602509415,471214.4,1432.5204361544,0.0130892888888889,3.97922343376228e-05,0,0,0,0,39.0658,0.118876301254708,64.4,1.81659021245849,78147.5875555556,0,13.0245979259259,0,39.0737937777778,0,0.0277083526369656,3.87895961444886e-18,0.807366666666667,0.00468508271004898,0.00268422816918343,0.00108105369076227,0.00494946630832293,0.00154282791201257,0.00995593333333334,0.000712322433161221,0.014510325,0.000676715597189223,0.00758185833333333,0.000413977492426957,0.000127866666666667,4.09792609302424e-05,0.351273433333333,0.0432055072774032,0.358996466666667,0.0430926823315931,0.00144190833333333,0.000279473440586141,0.359029433333333,0.043092932182571,0.383449416666667,0.0435052116661977,0.00275905833333333,0.00022255926489115,0.00219714166666667,0.000131122651843184,0.001057075,2.44809024207306e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.805240374328511,0.0220092509039773,0.418332234615707,0.000284578444429238
