K,method,rep,seed,n,m,rho_n,rho_n_multiplier,rho_n_base_equivalent,density_regime,num_hyperedges_total,theta_nnz,theta_density,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
4,CountSketch random projection,1,20660507,5000,3,32.0,4.0,8.0,rho_n_x4,159521,938478,0.03753912,0.0,1.0,1.0,7.380748458000028,0.6325009579999801,0.5683623749999924,0.0175368330000083,0,0.0,95.7126,134.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007828329999597372,164,18,44,0,0.015014291999989382,0.3480114580000304,0.08716866700001447,0.04698179199999686,0.008472374999996646,0.000246875000016189,0.5067363329999921,0.00025979200000847413,0.06136108300000842,0.9999996063982021,0.5624188330636715,8.581606624000017,4.608e-05,5.12e-06,sparse,14.481935000000021,10.095666291999976,91.43593883514404,739.14453125,742.55078125,3.40625
4,CountSketch random projection,2,20660508,5000,3,32.0,4.0,8.0,rho_n_x4,159674,938850,0.037554,0.0,1.0,1.0,7.365369292000025,0.6380602499999668,0.5635181659999944,0.017723750000016025,0,0.0,95.8044,132.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007200840000223252,164,15,47,0,0.015209625000011329,0.3457245839999814,0.08638366700000688,0.046818459000007806,0.00807195900000579,0.0002394159999994372,0.5032576250000034,0.0004414169999904516,0.05981366599996818,0.9999997112095091,0.5619891353644173,8.566942249999954,4.608e-05,5.12e-06,sparse,14.438392999999962,10.069919916999993,91.49131298065186,742.55078125,744.09375,1.54296875
4,CountSketch random projection,3,20660509,5000,3,32.0,4.0,8.0,rho_n_x4,160266,942444,0.03769776,0.0,1.0,1.0,7.347702207999987,0.6325796250000053,0.5717442079999842,0.01816208299999289,0,0.0,96.1596,131.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007343340000147691,164,19,43,0,0.014485540999999102,0.3477335409999682,0.0866665409999996,0.04734270899996318,0.008756958999981634,0.0005449169999565129,0.5063424169999848,0.0002826670000217746,0.06511395899997297,0.9999996313312226,0.5631394329038353,8.552020875999972,4.608e-05,5.12e-06,sparse,14.476724999999988,10.07013599999999,91.84328365325928,744.09375,743.6953125,-0.3984375
4,CountSketch random projection,4,20660510,5000,3,32.0,4.0,8.0,rho_n_x4,159582,938474,0.03753896,0.0,1.0,1.0,7.394327916999998,0.6598443329999668,0.5696759159999942,0.01805029199999808,0,0.0,95.7492,130.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007945000000404434,164,16,44,0,0.014711040999998204,0.3486199170000077,0.09084091599999056,0.04774429100001498,0.007925042000010762,0.00023387499999216743,0.5109301250000158,0.00024945800004161356,0.058490832999950726,0.999999605512548,0.5630197561401648,8.623842665999973,4.608e-05,5.12e-06,sparse,14.510544000000039,10.142340875000002,91.44311428070068,743.6953125,744.015625,0.3203125
4,CountSketch random projection,5,20660511,5000,3,32.0,4.0,8.0,rho_n_x4,159875,940244,0.03760976,0.0,1.0,1.0,7.416828582999983,0.6466793339999981,0.5702402499999835,0.02135804200003122,0,0.0,95.925,139.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007163750000245273,164,17,46,0,0.014726291999977548,0.348687874999996,0.08758179200003724,0.04904633300003525,0.010025542000050791,0.000284374999978354,0.5111651249999909,0.00035250000001951776,0.0587160409999683,0.9999996494052275,0.5633282887683166,8.63374158299996,4.608e-05,5.12e-06,sparse,13.824889999999982,10.215032957999995,91.62040996551514,744.015625,744.9140625,0.8984375
4,CountSketch random projection,6,20660512,5000,3,32.0,4.0,8.0,rho_n_x4,160659,944970,0.0377988,0.0,1.0,1.0,7.490572334000035,0.6388046250000343,0.5832272920000037,0.0204656669999963,0,0.0,96.3954,136.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007145420000256308,164,17,50,0,0.01465762499998391,0.3499152919999915,0.09434862499995234,0.049241875000006985,0.010539834000041992,0.00041695900000604524,0.5199304170000119,0.00040070800002922624,0.06288958300001468,0.9999996555413837,0.5615969159467895,8.712597667000125,4.608e-05,5.12e-06,sparse,14.18473499999999,10.210818542000027,92.07163906097412,743.9140625,743.01171875,-0.90234375
4,CountSketch random projection,7,20660513,5000,3,32.0,4.0,8.0,rho_n_x4,159008,935292,0.03741168,0.0,1.0,1.0,7.532024917000001,0.6420827910000071,0.5712754589999918,0.01809591599999294,0,0.0,95.4048,135.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0008742910000023585,164,17,43,0,0.014843332999987524,0.34774558300000535,0.08679749999998876,0.04703212499998699,0.010706416999994417,0.00043158400001175323,0.508541125000022,0.0003778340000053504,0.062348749999955544,0.9999996874096384,0.5615323481919237,8.745375416999991,4.608e-05,5.12e-06,sparse,14.591745999999944,10.257347083000013,91.13906574249268,743.01171875,746.76171875,3.75
4,CountSketch random projection,8,20660514,5000,3,32.0,4.0,8.0,rho_n_x4,159122,936132,0.03744528,0.0,1.0,1.0,7.345246499999973,0.6553465000000074,0.5729146250000099,0.018338042000038968,0,0.0,95.4732,131.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0006812080000031528,164,17,45,0,0.01460766700000704,0.35269375000001446,0.09009187500004145,0.04787087500000098,0.007571041000005607,0.0002443750000225009,0.5138203749999661,0.00024587500001871376,0.058844041999975616,0.9999996278929505,0.563072587411973,8.573503291999941,4.608e-05,5.12e-06,sparse,14.376438000000007,10.056847291999986,91.20569515228271,746.76171875,746.0390625,-0.72265625
4,CountSketch random projection,9,20660515,5000,3,32.0,4.0,8.0,rho_n_x4,160087,941376,0.03765504,0.0,1.0,1.0,7.386216417000014,0.6648701670000037,0.5749784999999861,0.017676917000017056,0,0.0,96.0522,131.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.0007877500000290638,164,15,46,0,0.014596541000003072,0.3515630420000093,0.0893451669999763,0.04803512499995577,0.007747666999989633,0.0002222500000357286,0.5123615000000541,0.00025333299998919756,0.0623588340000083,0.9999996205770736,0.5615349796771262,8.62606025100007,4.608e-05,5.12e-06,sparse,14.556662000000074,10.138319541999977,91.7345609664917,746.0390625,748.11328125,2.07421875
4,CountSketch random projection,10,20660516,5000,3,32.0,4.0,8.0,rho_n_x4,160202,942362,0.03769448,0.0,1.0,1.0,7.360407750000036,0.6455633749999947,0.5692442079999864,0.021108833999960552,0,0.0,96.1212,133.0,159808.0768,31.961615360000003,95.88484608,0.0623875075135075,0.000798874999986765,164,18,45,0,0.015021833999981027,0.3488837079999598,0.08562658300002113,0.04810287499998367,0.0074989159999745425,0.0002213750000237269,0.5062240409999959,0.00024524999997765917,0.06277020800001765,0.9999996848835218,0.5607475564125914,8.575210624000022,4.608e-05,5.12e-06,sparse,14.412457000000018,10.085995083,91.81562328338623,748.11328125,748.51171875,0.3984375
5,CountSketch random projection,1,20760507,5000,3,32.0,4.0,8.0,rho_n_x4,140213,829212,0.03316848,0.0068,0.9830601691494519,0.9706597154585701,6.603955790999976,0.5570520410000199,0.5964588329999856,0.020143625000002885,0,0.0,84.1278,117.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.000750958000026003,165,16,47,0,0.012600291000012476,0.3523575419999929,0.0882496250000031,0.0497912499999984,0.009349165999992692,0.00027225000002317756,0.5134551250000072,0.00046708399997896777,0.08252820800004201,0.9999996113226701,0.5003989294932182,7.757458249000024,4.608e-05,5.12e-06,sparse,13.480624000000034,9.066839707999975,80.72312259674072,748.51171875,748.68359375,0.171875
5,CountSketch random projection,2,20760508,5000,3,32.0,4.0,8.0,rho_n_x4,140755,832352,0.03329408,0.0076,0.9810916855910203,0.9671463572759671,6.618632832999992,0.5574843329999908,0.5934491669999602,0.01803245900003958,0,0.0,84.453,120.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007307909999667572,165,16,45,0,0.013020167000036054,0.3506870840000147,0.0890319169999998,0.047765625000010914,0.009389291999980287,0.00026841600003990607,0.5109569999999621,0.0002689160000386437,0.08221779100000504,0.9999996234286551,0.4989894168415157,7.769560872999989,4.608e-05,5.12e-06,sparse,13.707116999999926,9.097039334000044,81.02270030975342,747.68359375,747.5546875,-0.12890625
5,CountSketch random projection,3,20760509,5000,3,32.0,4.0,8.0,rho_n_x4,140583,831114,0.03324456,0.007,0.982567598381555,0.9689173684486526,6.614123250000034,0.5491159590000052,0.5908215000000041,0.017945042000008016,0,0.0,84.3498,118.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007574169999884361,165,17,45,0,0.01264237499998444,0.3508129159999953,0.08893995799996901,0.047406958999999915,0.008340374999988853,0.00025058299996771893,0.5092179170000009,0.0002610000000231594,0.08133800000001656,0.9999995944285888,0.49980066565289166,7.75405612600008,4.608e-05,5.12e-06,sparse,13.671289999999999,9.068319083000006,80.91226863861084,747.5546875,748.2421875,0.6875
5,CountSketch random projection,4,20760510,5000,3,32.0,4.0,8.0,rho_n_x4,140418,830290,0.0332116,0.0062,0.9845577364208868,0.9731137349225126,6.664526458999944,0.5574655419999885,0.5932183330000385,0.018291499999975258,0,0.0,84.2508,120.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007647499999734464,165,17,46,0,0.012594625000019732,0.35080641700000115,0.08965170900000885,0.04757045899998502,0.008037584000021525,0.00023687499998459316,0.5097222500000385,0.00026454200002490325,0.08322620899997446,0.9999995803586985,0.500998398253622,7.815205001999971,4.608e-05,5.12e-06,sparse,13.752021000000013,9.14668933300004,80.82388591766357,748.2421875,749.26953125,1.02734375
5,CountSketch random projection,5,20760511,5000,3,32.0,4.0,8.0,rho_n_x4,140075,828346,0.03313384,0.009,0.977619986836038,0.962230303555693,6.650907667000013,0.5466009159999885,0.5978980830000182,0.020731917000034628,0,0.0,84.045,120.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007208749999563224,165,18,46,0,0.01275420799998983,0.34945395800002643,0.09030087499996853,0.0472615420000011,0.008349416999976711,0.0002672090000146454,0.5091733749999889,0.0002617499999928441,0.08845883399999366,0.999999587602407,0.4976533644503683,7.795402541999977,4.608e-05,5.12e-06,sparse,13.77305299999989,9.127308749999997,80.6375846862793,749.26953125,750.21484375,0.9453125
5,CountSketch random projection,6,20760512,5000,3,32.0,4.0,8.0,rho_n_x4,139883,827112,0.03308448,0.007,0.9825789541757116,0.9699501534032359,6.592521833000035,0.5643925840000179,0.5926000829999793,0.017933957999957784,0,0.0,83.9298,120.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007144169999833139,165,12,46,0,0.012632957999983319,0.3520105000000058,0.0893712080000455,0.04735837500004436,0.008211582999990696,0.0002687909999963267,0.5106367909999676,0.0002660000000105356,0.08169245899995303,0.9999996227216124,0.4974997017940787,7.749509666999984,4.608e-05,5.12e-06,sparse,13.662534999999934,9.078017416000023,80.52677059173584,750.21484375,749.25,-0.96484375
5,CountSketch random projection,7,20760513,5000,3,32.0,4.0,8.0,rho_n_x4,140703,832254,0.03329016,0.0112,0.9721931043649822,0.9537093731578504,6.739114916999995,0.6131947500000479,0.6836197499999912,0.01911791700001686,0,0.0,84.4218,119.0,140633.67680000002,28.12673536,84.38020608000001,0.03990401921920999,0.0007092920000104641,165,17,52,0,0.013279291999992893,0.4320406659999776,0.09221774999997479,0.04812341600000991,0.010789708999993763,0.00039058400000158144,0.5976388330000191,0.00032662499995694816,0.08564920899999606,0.9999995234578891,0.4947273141332013,8.035924334000015,4.608e-05,5.12e-06,sparse,13.749137000000019,9.406124708999982,81.00754451751709,749.25,733.453125,-15.796875
