n,method,rep,seed,K,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
5000,Random sampling,6,520260432,3,3,4.0,25090,0.0516,0.8511386198835471,0.7830728738713225,0.8076472079847008,0.053374707931652665,0.0943436250090599,0.01758466602768749,0,0.0,15.054,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003961291979067028,0.007264999905601144,79931,55946,0.7,108352,0.011236916994675994,5.64999645575881e-05,0.08304679195862263,1.0658622022316422,0.7980366183356715,0.9553621248342097,5.76e-06,6.4e-07,sparse,3.45249800000002,1.1877289169933647,14.7381591796875,326.046875,326.09375,0.046875
5000,Random sampling,7,520260433,3,3,4.0,24849,0.053,0.8472384673933717,0.7789841852576762,0.7756042080000043,0.05211004090961069,0.09529345796909183,0.02205575001426041,0,0.0,14.9094,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0038538750959560275,0.009071707958355546,79233,55581,0.7,107653,0.012945540947839618,0.00025866704527288675,0.08208425005432218,1.0660657896871304,0.8011955467792833,0.9230027069570497,5.76e-06,6.4e-07,sparse,3.0547189999999773,1.180664375075139,14.61966609954834,326.09375,327.34375,1.25
5000,Random sampling,8,520260434,3,3,4.0,24912,0.0548,0.8423892208138092,0.7729455535260598,0.8066954590613022,0.054296249989420176,0.09274033294059336,0.021340333041734993,0,0.0,14.9472,31.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004011582932434976,0.007435415987856686,79409,55829,0.7,108086,0.011458707973361015,6.174994632601738e-05,0.08121616602875292,1.0715040026728204,0.7975752397913238,0.9537283329991624,5.76e-06,6.4e-07,sparse,3.2975179999999966,1.2094548750901595,14.654903411865234,327.34375,327.75,0.40625
5000,Random sampling,9,520260435,3,3,4.0,25141,0.0506,0.8539191695455394,0.7859565640763684,0.8451539169764146,0.053585082991048694,0.13191137497778982,0.017500583082437515,0,0.0,15.0846,31.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003761374973692,0.007445291033945978,80072,56199,0.7,108920,0.011225415975786746,0.00011620798613876104,0.12056512502022088,1.064423331564978,0.8003027749922699,1.0306457489496097,5.76e-06,6.4e-07,sparse,3.7438920000000167,1.2791920829331502,14.775217056274414,327.75,328.96875,1.21875
5000,Random sampling,10,520260436,3,3,4.0,25450,0.0472,0.863354894473598,0.7974079761350102,0.8054491659859195,0.05777116701938212,0.10445129196159542,0.024602874997071922,0,0.0,15.27,35.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0038617500104010105,0.007557207951322198,81022,56577,0.7,109664,0.011459250003099442,0.00018562504556030035,0.09280329197645187,1.0620530501874463,0.7977472925581544,0.9676685000304133,5.76e-06,6.4e-07,sparse,3.250103000000024,1.212408124934882,14.931253433227539,328.96875,329.0,0.03125
6000,Random sampling,1,620260427,3,3,4.0,29974,0.04683333333333333,0.8643947052781258,0.7984100079300684,0.96285845793318,0.06714049994479865,0.11348449997603893,0.030349082895554602,0,0.0,14.987,33.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004581332905218005,0.008807583013549447,95587,66948,0.7,129695,0.013439250062219799,6.77499920129776e-05,0.09997420897707343,1.063845453041274,0.8006569064093626,1.143480166909285,4e-06,4.4444444444444444e-07,sparse,3.5018990000000088,1.4490765000227839,17.629980087280273,329.0,329.890625,0.890625
6000,Random sampling,2,620260428,3,3,4.0,29878,0.04816666666666667,0.8606758581779377,0.7944163104241215,0.9435058750677854,0.06450333294924349,0.12621241703163832,0.025504332967102528,0,0.0,14.939,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004223041003569961,0.008643957902677357,95314,67040,0.7,129826,0.012922458932735026,6.470899097621441e-05,0.11322170798666775,1.069202900007754,0.799788615929223,1.1342180839274079,4e-06,4.4444444444444444e-07,sparse,3.894360000000006,1.4010961669264361,17.59669780731201,329.890625,329.9375,0.046875
6000,Random sampling,3,620260429,3,3,4.0,30106,0.05383333333333333,0.8449384587538663,0.7763498215299429,0.9473239160142839,0.06430349999573082,0.09752729104366153,0.021508208010345697,0,0.0,15.053,30.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.00437933299690485,0.00822837499435991,96012,66871,0.7,129548,0.012668375042267144,5.841604433953762e-05,0.0847975000506267,1.0593821187446661,0.7881422903599388,1.109151707147248,4e-06,4.4444444444444444e-07,sparse,3.638717000000014,1.3853436659555882,17.677913665771484,329.9375,330.1875,0.25
6000,Random sampling,4,620260430,3,3,4.0,29746,0.056666666666666664,0.8372133559525002,0.7670503025982901,0.9351103749359027,0.06903854198753834,0.10385100007988513,0.028630582964979112,1,0.00016666666666666666,14.873,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004855040926486254,0.009282166953198612,94934,66620,0.7,129021,0.014183499966748059,0.0002157499548047781,0.08944691705983132,1.0658750833557749,0.8008908637987332,1.1079950839048252,4e-06,4.4444444444444444e-07,sparse,3.5959580000000244,1.4043189589865506,17.51636028289795,330.1875,332.234375,2.046875
6000,Random sampling,5,620260431,3,3,4.0,30350,0.0575,0.8349059694664267,0.7636657334224067,0.9917180839693174,0.06552166596520692,0.11575404193717986,0.023513000109232962,0,0.0,15.175,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004623207962140441,0.008539458038285375,96710,67627,0.7,131068,0.0132085420191288,6.425008177757263e-05,0.10247649997472763,1.0631817535790746,0.7935834109178119,1.1729890420101583,4e-06,4.4444444444444444e-07,sparse,3.732042000000007,1.4417651670519263,17.8325834274292,331.5,330.71875,-0.78125
6000,Random sampling,6,620260432,3,3,4.0,30490,0.050333333333333334,0.8546591371816786,0.7870167841512354,0.9828414160292596,0.06899616704322398,0.1069370839977637,0.022401708061806858,0,0.0,15.245,32.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004524791031144559,0.019603250082582235,97135,68034,0.7,131814,0.024146458017639816,8.379202336072922e-05,0.08270329097285867,1.065509533140538,0.7994611417790064,1.1587711240863428,4e-06,4.4444444444444444e-07,sparse,3.281833000000006,1.475972583051771,17.921552658081055,330.71875,331.9375,1.21875
6000,Random sampling,7,620260433,3,3,4.0,30138,0.0545,0.8431893663587227,0.7739032186610196,0.9595077080884948,0.0643889169441536,0.11306491703726351,0.02228704106528312,0,0.0,15.069,32.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004440457909367979,0.008281916030682623,96093,67304,0.7,130475,0.012733833980746567,6.345903966575861e-05,0.10026433295570314,1.0611226741196214,0.791162034914699,1.136958251008764,4e-06,4.4444444444444444e-07,sparse,3.795389,1.4109350419603288,17.725799560546875,331.9375,331.9375,0.0
6000,Random sampling,8,620260434,3,3,4.0,30554,0.053,0.8472728871581643,0.7787703583108766,0.9900691671064124,0.06676087493542582,0.10308808297850192,0.024920250056311488,0,0.0,15.277,30.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004293957957997918,0.00859695894178003,97348,68190,0.7,132166,0.01290275005158037,6.745895370841026e-05,0.09011445892974734,1.0626067512182842,0.7918068253573597,1.1599147099768743,4e-06,4.4444444444444444e-07,sparse,3.446940999999981,1.4511232919758186,17.957332611083984,331.9375,332.171875,0.234375
6000,Random sampling,9,620260435,3,3,4.0,30184,0.05266666666666667,0.8482252842992333,0.7794329498259953,0.9798244589474052,0.06938208302017301,0.081049875007011,0.027748208958655596,0,0.0,15.092,30.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004682958009652793,0.009104665950872004,96229,67293,0.7,130428,0.013800790999084711,7.404200732707977e-05,0.0671715420903638,1.0593853208897857,0.7917532823831481,1.1302529170643538,4e-06,4.4444444444444444e-07,sparse,3.3144729999999925,1.438903916045092,17.744139671325684,332.171875,295.46875,-36.703125
6000,Random sampling,10,620260436,3,3,4.0,30448,0.05216666666666667,0.8495652606391946,0.7809802324034251,0.9437234160723165,0.06704866699874401,0.11475979199167341,0.026893624919466674,0,0.0,15.224,30.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.00447987497318536,0.00821304100099951,97032,67979,0.7,131808,0.01274587505031377,6.212503649294376e-05,0.10194808302912861,1.0604359793155231,0.793170673208216,1.1255281661869958,4e-06,4.4444444444444444e-07,sparse,3.5048439999999914,1.4171510830055922,17.900485038757324,295.3125,296.421875,1.109375
7000,Random sampling,1,720260427,3,3,4.0,35736,0.04914285714285714,0.8580011645961427,0.7912250180314625,1.132507124915719,0.07525991706643254,0.11592324997764081,0.031216875067912042,0,0.0,15.315428571428571,34.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.00553783297073096,0.009729416924528778,113895,79904,0.7,154858,0.015301082981750369,0.0001343749463558197,0.10048433300107718,1.0674826901783523,0.7987136438431264,1.323686832911335,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.7287640000000124,1.6379979589255527,21.02230930328369,296.421875,304.453125,8.03125
7000,Random sampling,2,720260428,3,3,4.0,34870,0.05671428571428572,0.8370593774590382,0.7662567818692113,1.1479932920774445,0.07361208298243582,0.13046166696585715,0.02484662493225187,0,0.0,14.944285714285714,33.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005173666984774172,0.00990912492852658,111283,77908,0.7,150947,0.015165457967668772,0.00013520801439881325,0.11515750002581626,1.0637170025632732,0.7940510053696208,1.3520635410677642,2.9387755102040816e-06,3.26530612244898e-07,sparse,4.09680400000002,1.6551991250598803,20.528182983398438,304.453125,284.203125,-20.25
7000,Random sampling,3,720260429,3,3,4.0,35319,0.05671428571428572,0.8370424170797749,0.7661035749249049,1.134919959004037,0.07623262493871152,0.11531337501946837,0.030881291953846812,0,0.0,15.136714285714286,32.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005271500092931092,0.009541917010210454,112642,79284,0.7,153527,0.014895666972734034,6.850005593150854e-05,0.100344332982786,1.0734700613960475,0.7990045999613541,1.3264610839542001,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.9494530000000054,1.6378962500020862,20.80766487121582,283.75,290.984375,7.234375
7000,Random sampling,4,720260430,3,3,4.0,35319,0.052142857142857144,0.8496875291797217,0.7814019705813404,1.1091765839373693,0.07376025000121444,0.10288504103664309,0.03008554200641811,0,0.0,15.136714285714286,34.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005149957956746221,0.009704416966997087,112590,78942,0.7,153028,0.014913917053490877,0.00012275006156414747,0.08784337504766881,1.0625967355211987,0.7932637856077775,1.2858168761013076,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.859275000000025,1.611098499968648,20.778533935546875,290.984375,296.96875,5.984375
7000,Random sampling,5,720260431,3,3,4.0,35157,0.054142857142857145,0.8442248519760046,0.7751817653977983,1.1169439998921007,0.07771262503229082,0.1269966249819845,0.029662375105544925,0,0.0,15.067285714285715,32.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005068207974545658,0.010832833941094577,112090,78654,0.7,152385,0.01597970793955028,7.645797450095415e-05,0.11093712504953146,1.0660219047928763,0.7955699708531724,1.3216499158879742,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.9756240000000105,1.6509035830385983,20.693106651306152,296.96875,297.046875,0.078125
7000,Random sampling,6,720260432,3,3,4.0,35350,0.053714285714285714,0.8453361993023368,0.7758619752546745,1.113545292057097,0.07373874995391816,0.09211724996566772,0.026184415910393,0,0.0,15.15,30.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005362208932638168,0.01003516698256135,112721,78969,0.7,152974,0.015433666994795203,6.725010462105274e-05,0.07661291700787842,1.0675404066511935,0.7970897914784205,1.2793978761183098,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.771557999999999,1.595701833954081,20.79392719268799,297.046875,297.296875,0.25
7000,Random sampling,7,720260433,3,3,4.0,35127,0.04857142857142857,0.8595683007790755,0.7930198187300243,1.1055619589751586,0.07338766707107425,0.09836958406958729,0.032684999983757734,0,0.0,15.054428571428572,30.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005196958081796765,0.009980166098102927,112010,78169,0.7,151451,0.015261666034348309,7.087504491209984e-05,0.08303379104472697,1.0616802192036503,0.7951803004662084,1.2773159581702203,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.8238350000000025,1.5971707080025226,20.64823341369629,297.296875,299.8125,2.515625
7000,Random sampling,8,720260434,3,3,4.0,35502,0.05342857142857143,0.8460821099078489,0.776809174845632,1.131614207988605,0.07435100001748651,0.1399010830791667,0.026067083002999425,0,0.0,15.215142857142856,33.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005088083096779883,0.009910042048431933,113199,79010,0.7,153071,0.015052665956318378,0.00021904101595282555,0.12462608399800956,1.0633501068338052,0.7929625027035222,1.3458629989763722,2.9387755102040816e-06,3.26530612244898e-07,sparse,4.243777000000023,1.6592575419927016,20.866162300109863,299.8125,302.265625,2.453125
7000,Random sampling,9,720260435,3,3,4.0,35029,0.054142857142857145,0.8441307962182952,0.7742941327827907,1.0971767499577254,0.07485420804005116,0.12734666699543595,0.029237500042654574,0,0.0,15.012428571428572,35.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005305333994328976,0.009721499984152615,111750,78198,0.7,151455,0.015087916981428862,7.308297790586948e-05,0.1121813750360161,1.064706008696874,0.7984436146540212,1.2993733329931274,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.9846839999999872,1.6238378749694675,20.610036849975586,302.265625,301.328125,-0.9375
7000,Random sampling,10,720260436,3,3,4.0,35050,0.05757142857142857,0.834718894584251,0.7635718456189499,1.1219986251089722,0.07853912503924221,0.13180270895827562,0.03170820896048099,0,0.0,15.021428571428572,34.0,35229.93481404082,5.03284783057726,15.09854349173178,0.11101588208876005,0.005448083044029772,0.009989499929361045,111804,78231,0.7,151565,0.015449417056515813,0.0002523750299587846,0.11609762499574572,1.0637036127363442,0.793448851104482,1.3323371672304347,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.8088369999999827,1.6612215830245987,20.61920166015625,301.328125,303.640625,2.3125
8000,Random sampling,1,820260427,3,3,4.0,40372,0.051625,0.8510762560480397,0.7825482417640991,1.3009811249794438,0.08963395794853568,0.10659820795990527,0.0324376659700647,0,0.0,15.1395,32.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.005994457984343171,0.011792458011768758,128779,90227,0.7,174851,0.017800250090658665,7.78749817982316e-05,0.08871662500314415,1.064129655385459,0.7949288223157785,1.4972098330035806,2.25e-06,2.5e-07,sparse,3.837122000000022,1.8701952920528129,23.768478393554688,303.640625,307.875,4.234375
8000,Random sampling,2,820260428,3,3,4.0,40007,0.0595,0.8294769879153451,0.7575199169711595,1.258732666959986,0.08642379206139594,0.09721783397253603,0.02850275009404868,0,0.0,15.002625,32.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.0062865000218153,0.011201250017620623,127696,89586,0.7,173504,0.0174997920403257,0.0002204999327659607,0.07949454092886299,1.0670890665564494,0.8015999760349055,1.4423712919233367,2.25e-06,2.5e-07,sparse,3.999775999999997,1.7969522499479353,23.567370414733887,307.46875,308.359375,0.890625
8000,Random sampling,3,820260429,3,3,4.0,40187,0.05975,0.8287469454492374,0.7564254943331092,1.257524749962613,0.08612129103858024,0.162454416975379,0.033561874995939434,0,0.0,15.070125,33.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.006080833962187171,0.010830915998667479,128209,89677,0.7,173767,0.01693045801948756,0.00015545799396932125,0.14536416600458324,1.0633979153377118,0.788144863474373,1.5060961230192333,2.25e-06,2.5e-07,sparse,4.4582169999999905,1.8548314169747755,23.6480073928833,308.359375,311.640625,3.28125
8000,Random sampling,4,820260430,3,3,4.0,39772,0.0575,0.8349545172920061,0.7640552440363837,1.2650853330269456,0.09318870806600899,0.11400404095184058,0.03455620794557035,0,0.0,14.9145,30.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.00673454103525728,0.011357708019204438,127006,89036,0.7,172488,0.018104957998730242,0.00016483396757394075,0.09573033300694078,1.064362209584292,0.7969513788261181,1.4722741660661995,2.25e-06,2.5e-07,sparse,4.035527999999999,1.8416799999540672,23.43688678741455,311.640625,311.375,-0.265625
8000,Random sampling,5,820260431,3,3,4.0,40068,0.050875,0.8531845045045856,0.7850396737628517,1.3418079999973997,0.08699937502387911,0.11585258401464671,0.025546416989527643,0,0.0,15.0255,31.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.006061958963982761,0.011090625077486038,127856,89449,0.7,173329,0.017187166027724743,0.00021158403251320124,0.09845054196193814,1.0627699836605295,0.7941892957725074,1.544656667043455,2.25e-06,2.5e-07,sparse,4.092498000000006,1.8979667910607532,23.585427284240723,311.375,309.8125,-1.5625
8000,Random sampling,6,820260432,3,3,4.0,40561,0.051125,0.8524900586079673,0.7842529825738996,1.3028934170724824,0.08927245903760195,0.1083905000705272,0.03277891699690372,0,0.0,15.210375,31.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.006052833050489426,0.011664666002616286,129382,90442,0.7,175263,0.01777920895256102,8.295802399516106e-05,0.09052295796573162,1.0639286369466063,0.7947908209690687,1.5005510010523722,2.25e-06,2.5e-07,sparse,4.078213000000005,1.8609564999351278,23.862133026123047,309.8125,308.140625,-1.671875
8000,Random sampling,7,820260433,3,3,4.0,40637,0.055375,0.8407388315163435,0.7703236095456842,1.3004362079082057,0.09405874996446073,0.14788116700947285,0.033995665959082544,0,0.0,15.238875,33.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.006885500042699277,0.01243483298458159,129575,91010,0.7,176382,0.01936295791529119,0.00010600010864436626,0.12840704200789332,1.065428788173266,0.7932337611445942,1.5423709579044953,2.25e-06,2.5e-07,sparse,4.129849999999976,1.9203489579958841,23.925060272216797,308.140625,309.3125,1.171875
8000,Random sampling,8,820260434,3,3,4.0,40236,0.052625,0.8483188728719956,0.7794825592531782,1.3033784589497373,0.09329591691493988,0.13149420800618827,0.037463749991729856,0,0.0,15.0885,31.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.006205667043104768,0.015423416043631732,128376,89671,0.7,173714,0.021676292060874403,7.76670640334487e-05,0.10973687493242323,1.0642130755556658,0.7998435620870035,1.5281652099220082,2.25e-06,2.5e-07,sparse,4.008746999999971,1.9145041659940034,23.670949935913086,309.3125,314.328125,5.015625
8000,Random sampling,9,820260435,3,3,4.0,40386,0.048875,0.858712139967612,0.7921482675079279,1.3116632910678163,0.08650400000624359,0.10646104102488607,0.03159795794636011,0,0.0,15.14475,33.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.005706834024749696,0.010945959016680717,128838,90231,0.7,174787,0.01666254096198827,0.00010974996257573366,0.08968537498731166,1.0669302408045116,0.7959742724018319,1.5046249569859356,2.25e-06,2.5e-07,sparse,4.066774000000009,1.8657572501106188,23.772330284118652,314.328125,298.890625,-15.4375
8000,Random sampling,10,820260436,3,3,4.0,40272,0.049125,0.858034530818298,0.7912296816111398,1.2997137500206009,0.08797474997118115,0.1357900840230286,0.033813999965786934,0,0.0,15.102,35.0,40266.970740000004,5.033371342500001,15.100114027500002,0.11102778472309038,0.005669165984727442,0.01111129205673933,128488,89843,0.7,174156,0.016793000046163797,8.02499707788229e-05,0.11891195795033127,1.061537303186853,0.7964464523200225,1.523473707959056,2.25e-06,2.5e-07,sparse,4.322794999999985,1.8779638330452144,23.696929931640625,298.890625,303.828125,4.9375
9000,Random sampling,1,920260427,3,3,4.0,45452,0.05277777777777778,0.8479223821070477,0.7791291737230902,1.4259313329821452,0.1017550410469994,0.11162495904136449,0.033337209024466574,0,0.0,15.150666666666666,32.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.006694166921079159,0.01285079203080386,145043,101416,0.7,196574,0.01959375001024455,7.091602310538292e-05,0.09195583395194262,1.0612117286463234,0.7928907015002626,1.6393068740144372,1.7777777777777777e-06,1.9753086419753087e-07,sparse,3.7568190000000072,2.172318666940555,26.756725311279297,303.828125,288.6875,-15.140625
9000,Random sampling,2,920260428,3,3,4.0,45339,0.05288888888888889,0.8475810246249231,0.7785089746023234,1.5571567920269445,0.09705762495286763,0.13601583300624043,0.03306541696656495,0,0.0,15.113,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.006696750060655177,0.013060999917797744,144687,101516,0.7,196777,0.019795792060904205,7.804203778505325e-05,0.11613833403680474,1.063790762578033,0.7936458805286688,1.790226585115306,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.559796000000006,2.1821057910565287,26.71382999420166,288.6875,294.25,5.5625
9000,Random sampling,3,920260429,3,3,4.0,45649,0.051,0.8528683861380563,0.7849476185584924,1.4525592499412596,0.09991641703527421,0.12006404192652553,0.04292645794339478,0,0.0,15.216333333333333,32.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.006751250009983778,0.01283187500666827,145600,101963,0.7,197617,0.019737833994440734,0.00011150003410875797,0.10020945803262293,1.0633076143117763,0.794459024047846,1.6725344590377063,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.4261169999999765,2.076530584017746,26.86726474761963,294.25,308.71875,14.46875
9000,Random sampling,4,920260430,3,3,4.0,45479,0.050333333333333334,0.854689638162268,0.7868951442585577,1.4247941670473665,0.10165729199070483,0.13787645904812962,0.0429929579840973,0,0.0,15.159666666666666,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.006596333929337561,0.013311041984707117,145117,101842,0.7,197495,0.019967791973613203,8.124997839331627e-05,0.11782383301761001,1.0616180718027337,0.794949254353762,1.6643243340076879,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.155563000000029,2.11806266696658,26.799762725830078,308.71875,296.0,-12.71875
9000,Random sampling,5,920260431,3,3,4.0,45661,0.05544444444444444,0.8405513377545941,0.770090572275112,1.5255134170874953,0.11059220891911536,0.1464278339408338,0.04057308298069984,0,0.0,15.220333333333333,32.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.0071858749724924564,0.013595833093859255,145656,102253,0.7,198227,0.020845083985477686,8.25000461190939e-05,0.12549695803318173,1.0653043962737234,0.7965778660513907,1.7825301680713892,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.148684000000003,2.2153270000126213,26.90005588531494,295.234375,286.921875,-8.3125
9000,Random sampling,6,920260432,3,3,4.0,45521,0.052444444444444446,0.84884756004427,0.7800096901769371,1.476710916031152,0.100875583011657,0.13898149994201958,0.04413487506099045,0,0.0,15.173666666666668,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.007229666109196842,0.014667208073660731,145235,101720,0.7,197158,0.021937582991085947,8.841697126626968e-05,0.11695141706150025,1.0643213592592202,0.7980602962330161,1.7165639160666615,1.7777777777777777e-06,1.9753086419753087e-07,sparse,3.9072400000000016,2.1852546670706943,26.804009437561035,286.921875,298.9375,12.015625
9000,Random sampling,7,920260433,3,3,4.0,45024,0.05422222222222222,0.8439052344410264,0.7742812070289882,1.456166333053261,0.0970702909398824,0.1301791250007227,0.03535745793487877,0,0.0,15.008,32.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.0071335830725729465,0.013951333006843925,143726,100388,0.7,194502,0.021201458992436528,8.291692938655615e-05,0.10889087489340454,1.0616153705379638,0.7949766841501029,1.683411874808371,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.391172999999981,2.092873041983694,26.504253387451172,298.9375,304.375,5.4375
9000,Random sampling,8,920260434,3,3,4.0,45268,0.051333333333333335,0.8519142783943863,0.7835324668585619,1.425360625027679,0.10068504197988659,0.11457208299543709,0.037403165944851935,0,0.0,15.089333333333334,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.007420290959998965,0.01358962501399219,144472,101181,0.7,196084,0.021025625057518482,9.604194201529026e-05,0.0934462919831276,1.0639667079177628,0.7936552072195968,1.6406136259902269,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.117930000000001,2.0751437079161406,26.659876823425293,304.375,312.59375,8.21875
9000,Random sampling,9,920260435,3,3,4.0,45043,0.05344444444444445,0.8460646160789598,0.7765215966609555,1.454429709003307,0.10029562504496425,0.12108058296144009,0.03985141695011407,0,0.0,15.014333333333333,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.0065038749016821384,0.013415499939583242,143796,100560,0.7,194823,0.019967791973613203,0.0001747909700497985,0.10093437496107072,1.0633949144609303,0.7962433246376248,1.675802291953005,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.237652999999966,2.10427433392033,26.526904106140137,312.59375,315.53125,2.9375
9000,Random sampling,10,920260436,3,3,4.0,44998,0.058444444444444445,0.8323389747394264,0.760647299842211,1.429778957972303,0.10383824992459267,0.11253266700077802,0.03358637494966388,0,0.0,14.999333333333333,31.0,45304.005333333334,5.033778370370371,15.101335111111112,0.11103703429446768,0.0066380000207573175,0.012810249929316342,143655,100347,0.7,194398,0.019459750037640333,8.12500948086381e-05,0.0929878749884665,1.0615535558469047,0.7945050472810508,1.6461460830178112,1.7777777777777777e-06,1.9753086419753087e-07,sparse,4.128316999999981,2.0783037919318303,26.494336128234863,315.53125,322.171875,6.640625
10000,Random sampling,1,1020260427,3,3,4.0,50522,0.0483,0.8603156286691662,0.7937559088636771,1.6131091250572354,0.11486508406233042,0.13065991702023894,0.03764066705480218,0,0.0,15.1566,33.0,50341.04325888,5.034104325888,15.102312977664,0.11104444888977795,0.006985874962992966,0.014771791058592498,161233,112761,0.7,218545,0.021791666047647595,8.366606198251247e-05,0.10878154099918902,1.063007665726631,0.7971199516449695,1.858631082228385,1.44e-06,1.6e-07,sparse,4.665006999999946,2.304514083894901,29.743057250976562,322.171875,327.8125,5.640625
10000,Random sampling,2,1020260428,3,3,4.0,50129,0.056,0.8390330546634651,0.768290289179728,1.5929979169741273,0.10882349999155849,0.14486004190985113,0.045310250017791986,0,0.0,15.0387,32.0,50341.04325888,5.034104325888,15.102312977664,0.11104444888977795,0.0073116670828312635,0.014723791042342782,160067,112063,0.7,217078,0.022158708074130118,7.595797069370747e-05,0.12262241693679243,1.0655746770674588,0.7969108396237744,1.846678499947302,1.44e-06,1.6e-07,sparse,4.731730999999968,2.301767083001323,29.540966033935547,327.8125,329.515625,1.703125
