n,method,rep,seed,K,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
4000,Random sampling,1,420260427,3,3,4.0,19993,0.04925,0.8576740458049702,0.7910574652200405,0.6427560420706868,0.04242266598157585,0.10873416694812477,0.015082582947798073,0,0.0,14.99475,29.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0032225000904873013,0.006059041013941169,63653,44751,0.7,86707,0.009299375000409782,0.00016404199413955212,0.09926345804706216,1.065974262050806,0.7952405682058764,0.7939055830938742,9e-06,1e-06,sparse,3.3450419999999923,0.9923857910325751,11.74685001373291,301.75,303.078125,1.328125
4000,Random sampling,2,420260428,3,3,4.0,20167,0.05125,0.8521027469337307,0.7843024903817776,0.6188406249275431,0.04217704106122255,0.11440270894672722,0.014986374997533858,0,0.0,15.12525,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.003185042063705623,0.006379083031788468,64170,44923,0.7,87107,0.009614499984309077,0.00010825006756931543,0.10467537504155189,1.0597691138267202,0.791518536914759,0.7754157910821959,9e-06,1e-06,sparse,3.391133999999994,0.9752811249345541,11.830401420593262,303.078125,306.03125,2.953125
4000,Random sampling,3,420260429,3,3,4.0,20208,0.05325,0.8465673652287963,0.7776333563943095,0.619626082945615,0.043491250020451844,0.08050383301451802,0.014645291958004236,0,0.0,15.156,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0029746670043095946,0.0060919999377802014,64295,44768,0.7,86750,0.009101916919462383,5.137501284480095e-05,0.07134729204699397,1.0575412760323646,0.7886009830281837,0.743617916945368,9e-06,1e-06,sparse,3.0743379999999974,0.9478311249986291,11.836082458496094,306.03125,308.1875,2.15625
4000,Random sampling,4,420260430,3,3,4.0,20018,0.0555,0.8404419811458109,0.7703940485218973,0.6121357909869403,0.042797875008545816,0.10062887507956475,0.01600445795338601,0,0.0,15.0135,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0029384169029071927,0.0059241249691694975,63725,44635,0.7,86481,0.008871832978911698,5.220901221036911e-05,0.091701416997239,1.064133477227051,0.7987496010675037,0.7555591249838471,9e-06,1e-06,sparse,3.25527799999999,0.9541896249866113,11.744074821472168,308.1875,309.265625,1.078125
4000,Random sampling,5,420260431,3,3,4.0,20266,0.05525,0.8409947887345818,0.7724233857100121,0.6553893329109997,0.04402350005693734,0.08762745803687721,0.015152250067330897,0,0.0,15.1995,32.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0030974169494584203,0.006143582984805107,64467,45016,0.7,87224,0.00925162504427135,5.2749994210898876e-05,0.07831970800179988,1.0637000581306777,0.7912791122345805,0.7870369160082191,9e-06,1e-06,sparse,3.016846000000001,0.9935981250600889,11.874123573303223,309.265625,309.265625,0.0
4000,Random sampling,6,420260432,3,3,4.0,20082,0.05625,0.8384008390396829,0.768555844242988,0.6556255830219015,0.04303520801477134,0.0859995000064373,0.018699291977100074,0,0.0,15.0615,29.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0030283340020105243,0.005890791886486113,63952,44729,0.7,86674,0.008929500007070601,5.2332994528114796e-05,0.07701470807660371,1.0637137682942797,0.7936104458031494,0.7846573321148753,9e-06,1e-06,sparse,3.1152799999999985,0.9883911249926314,11.782126426696777,309.265625,309.484375,0.21875
4000,Random sampling,7,420260433,3,3,4.0,20199,0.05625,0.8382779089301509,0.767625506593667,0.641934874933213,0.043021666002459824,0.10430112504400313,0.013742375071160495,0,0.0,15.14925,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.002948666922748089,0.005860208999365568,64305,44957,0.7,87143,0.008834542008116841,5.0915987230837345e-05,0.09541225002612919,1.0621535730007736,0.7902208666066602,0.7892542489571497,9e-06,1e-06,sparse,3.320539999999994,0.9870600420981646,11.845176696777344,309.484375,309.78125,0.296875
4000,Random sampling,8,420260434,3,3,4.0,20395,0.051,0.8527939690630715,0.78496247784626,0.6598747909301892,0.04798379202838987,0.10706225002650172,0.020713416975922883,0,0.0,15.29625,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0033132079988718033,0.006424583029001951,64831,45354,0.7,87888,0.00975137494970113,5.983305163681507e-05,0.09724654105957597,1.065227674960068,0.7985793634607152,0.814916332019493,9e-06,1e-06,sparse,3.1888760000000076,1.0416362909600139,11.953573226928711,309.78125,310.21875,0.4375
4000,Random sampling,9,420260435,3,3,4.0,20116,0.0605,0.8266027517884161,0.7551813683194447,0.6305479999864474,0.04270233307033777,0.10440020903479308,0.015975625021383166,0,0.0,15.087,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0031440829625353217,0.005979500012472272,64039,44827,0.7,86870,0.009172457968816161,0.00025933305732905865,0.09496508294250816,1.0630121425725576,0.7880704393935335,0.7776472070254385,9e-06,1e-06,sparse,3.2969750000000033,0.9740310000488535,11.801950454711914,310.21875,313.078125,2.859375
4000,Random sampling,10,420260436,3,3,4.0,20150,0.05025,0.8548579431704203,0.7879235634186563,0.6498370829503983,0.04231495806016028,0.09089674998540431,0.014059540932066739,0,0.0,15.1125,32.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.002966791042126715,0.006006209063343704,64150,44764,0.7,86714,0.008982040919363499,0.00012883299496024847,0.08178279106505215,1.0635690307381491,0.7956438718764897,0.7830457059899345,9e-06,1e-06,sparse,3.2530880000000053,0.9812487080926076,11.81519603729248,313.078125,316.3125,3.234375
5000,Random sampling,1,520260427,3,3,4.0,25299,0.045,0.8695166787452567,0.8061059713937074,0.8357442499836907,0.05368654092308134,0.14866116596385837,0.017366458079777658,0,0.0,15.1794,35.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0038727079518139362,0.007410999969579279,80574,56354,0.7,109226,0.01129537494853139,5.791708827018738e-05,0.13730483304243535,1.0616955834961566,0.7971920587494881,1.038088915986009,5.76e-06,6.4e-07,sparse,3.962696000000008,1.2651696669636294,14.853530883789062,316.3125,321.171875,4.859375
5000,Random sampling,2,520260428,3,3,4.0,25334,0.053,0.847329761879816,0.7785546986862,0.7888039579847828,0.054251624969765544,0.09059495804831386,0.02126712491735816,0,0.0,15.2004,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003738334053196013,0.007420958019793034,80670,56420,0.7,109357,0.011170207988470793,0.00013583304826170206,0.07928545807953924,1.061133093256389,0.7924779783737881,0.93364708207082,5.76e-06,6.4e-07,sparse,3.3735479999999995,1.1767262080684304,14.872429847717285,321.171875,321.484375,0.3125
5000,Random sampling,3,520260429,3,3,4.0,25219,0.0524,0.8488748535731899,0.782022720995788,0.7954320830758661,0.052256207913160324,0.09419279103167355,0.020582000026479363,0,0.0,15.1314,28.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004012000048533082,0.007270542089827359,80324,56037,0.7,108557,0.011312125017866492,5.9125013649463654e-05,0.08281833294313401,1.0624532590051285,0.7970050070606967,0.9418778739636764,5.76e-06,6.4e-07,sparse,3.2755910000000057,1.1746253750752658,14.797947883605957,321.484375,323.078125,1.59375
5000,Random sampling,4,520260430,3,3,4.0,25201,0.0476,0.8622405469866395,0.7963609454944749,0.8126157500082627,0.057179333991371095,0.09256412496324629,0.022493208991363645,0,0.0,15.1206,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004436624934896827,0.00796691607683897,80289,56185,0.7,108816,0.012416499899700284,6.554194260388613e-05,0.08007725002244115,1.0678195268713275,0.7996444750935622,0.9623543758643791,5.76e-06,6.4e-07,sparse,3.4001670000000104,1.2067230419488624,14.798707962036133,323.078125,325.5,2.421875
5000,Random sampling,5,520260431,3,3,4.0,25321,0.0536,0.8456178969431724,0.7762739350785054,0.8070741249248385,0.05441120907198638,0.09486554190516472,0.022457499988377094,0,0.0,15.1926,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003913333057425916,0.0073192090494558215,80610,56484,0.7,109488,0.011245250003412366,6.670900620520115e-05,0.0835492080077529,1.0622919327371028,0.7990595956903145,0.9563465010141954,5.76e-06,6.4e-07,sparse,3.3347339999999974,1.2039695420535281,14.867292404174805,325.5,326.046875,0.546875
