n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
3000,Random sampling,10,15010.0,182.40796766223426,92419.2,1065.2145115212968,0.0102688,0.00011835716794681019,15.01,0.18240796766223394,30.9,1.5951314818673865,15.08179377777778,0.0,0.11088886422225244,0.0,0.0,0.0,0.05583333333333333,0.007106335201775949,0.8396031489528815,0.01941098612772158,0.7702706527071992,0.022251407152347937,0.22345008730000018,0.004274189024828149,0.03225376240000059,0.00039775132789906343,0.057677733399992805,0.0007318860492630839,0.00010069169999837868,4.136746815759261e-06,0.07632824160000382,0.0046157324109470715,0.13411117489999924,0.004751345587464515,0.011790787500007126,0.0008619753315954979,0.38981051639999575,0.00805700518383631,1.5022886999999627,0.045772715281499655,0.14727628759999334,0.005504402568428696,4.189543914794922,0.049088682757469686,0.003125,0.005142817098471744,,,0.004022220799993192,6.301992939475496e-05,0.05363352920000466,0.0007176631594838091,,,,,,,,,1.06300144530404,0.0032466975211555777,0.7947134590973521,0.0037533737454678922
3000,CountSketch random projection,10,15010.0,182.40796766223426,92419.2,1065.2145115212968,0.0102688,0.00011835716794681019,15.01,0.18240796766223394,30.9,1.5951314818673865,15.08179377777778,0.0,0.11088886422225244,0.0,0.0,0.0,0.021133333333333334,0.0033377748187588597,0.937597611052016,0.009692355476088982,0.8947979748465074,0.013204582028636972,0.22345008730000018,0.004274189024828149,0.03225376240000059,0.00039775132789906343,0.14759616669999787,0.001605510541807024,0.00019397920000301382,3.7785447345261005e-05,0.06242302489999361,0.0017300616067216102,0.21021792910000273,0.0025610491313115546,0.011807041599996636,0.0006201007268843627,0.4659170204999953,0.004667785233967044,2.2959204999999203,0.054280068482919615,0.2234021706999954,0.002746672426016271,12.71987190246582,0.012190412653212895,0.01015625,0.020188591086785737,,,,,,,0.039357266700005764,0.0004969742953883434,0.08133575430001087,0.0014232200043036746,0.0077402336999966796,0.00011542638009899568,163.0,0.0,0.9999894740659447,1.009861795694822e-06,0.689753580565979,0.0027696338045326762
4000,Non-random,10,20151.9,126.04800672759565,124239.0,746.3268571998321,0.007764937500000001,4.6645428574989535e-05,15.113925,0.0945360050456967,30.6,1.5776212754932313,15.089122776,0.0,0.11094447223611806,0.0,0.0,0.0,0.017974999999999998,0.0023137571657851704,0.9468015123349094,0.006739765121813397,0.9075413204512388,0.00960578698746395,0.3013458582999931,0.004938305927160508,0.043792954200006305,0.00048206031631365157,0.04494034989999705,0.0024363950408035173,0.00014247919999093027,3.869975854428937e-05,0.0692553458999953,0.0027638769219893405,0.11434532099999614,0.004520659915431953,0.014657808300012221,0.0005051274693100605,0.45947698749998267,0.0070091683626970795,1.2742808000000423,0.02839059199723048,0.13086706660001254,0.005300002266789619,4.299289703369141,0.025623099192804342,0.00546875,0.012103072956898178,,,,,,,,,,,,,,,1.0,4.532466518368395e-16,0.691333127359148,0.002665073281189997
4000,Gaussian random projection,10,20151.9,126.04800672759565,124239.0,746.3268571998321,0.007764937500000001,4.6645428574989535e-05,15.113925,0.0945360050456967,30.6,1.5776212754932313,15.089122776,0.0,0.11094447223611806,0.0,0.0,0.0,0.023200000000000002,0.002465878252378969,0.9316013464777919,0.00713820449760092,0.8858886303719652,0.010167724005719646,0.3013458582999931,0.004938305927160508,0.043792954200006305,0.00048206031631365157,0.17843490419999739,0.0026552420844314964,0.00023638330001176655,4.9150756560127143e-05,0.06545482920000154,0.0036762166369108,0.24413112500000694,0.0035851649335337777,0.014332333099997641,0.00015532798836455388,0.5892649292000101,0.0056796614690619324,2.654500199999984,0.07095991751204389,0.2601746998999886,0.00364506962238757,21.74491024017334,0.008541033064268165,0.005078125,0.014737144600959283,0.06410730400000944,0.0042354180398913865,,,,,,,,,,,,,0.9999846649524123,1.4488179205893022e-06,0.6874126322812955,0.002682086187329733
4000,Random sampling,10,20151.9,126.04800672759565,124239.0,746.3268571998321,0.007764937500000001,4.6645428574989535e-05,15.113925,0.0945360050456967,30.6,1.5776212754932313,15.089122776,0.0,0.11094447223611806,0.0,0.0,0.0,0.05455,0.004328202090167847,0.8430428731206924,0.011863000375910732,0.7739266640390401,0.01401334293625174,0.3013458582999931,0.004938305927160508,0.043792954200006305,0.00048206031631365157,0.07626512909999406,0.006919051886610551,0.00010623350001424115,5.527415128560761e-06,0.07712132510001198,0.0029832689749126388,0.1534974793999993,0.00829179929997274,0.014974629100004222,0.0014992052460095294,0.4986315002000197,0.01029260059989613,1.7411035000000994,0.06762224601634159,0.17012407090000464,0.008177324752737379,5.6098979949951175,0.031354995378065534,0.010546875,0.017667116555297648,,,0.0051774123000029705,5.0942823554269825e-05,0.0710660126000107,0.006892138110157415,,,,,,,,,1.0639798512754475,0.0035071724961089424,0.7936565968102028,0.004188967633998774
4000,CountSketch random projection,10,20151.9,126.04800672759565,124239.0,746.3268571998321,0.007764937500000001,4.6645428574989535e-05,15.113925,0.0945360050456967,30.6,1.5776212754932313,15.089122776,0.0,0.11094447223611806,0.0,0.0,0.0,0.024325,0.0026771927668942925,0.9283538928405223,0.007738022946946343,0.8814455497409632,0.010786930984155884,0.3013458582999931,0.004938305927160508,0.043792954200006305,0.00048206031631365157,0.17158234170000242,0.002242638369445915,0.0002408291999984158,5.8616290280479323e-05,0.06506712919999699,0.002429758490467071,0.2368956417999982,0.0035711724208834944,0.014653870800015057,0.0011609235093557795,0.5820291125999972,0.005378540813605694,2.6327688999999737,0.04469968835454901,0.2532892084000082,0.003633552701803155,16.8338680267334,0.008541033064268165,0.0140625,0.02409381980462579,,,,,,,0.054026379299989456,0.0004776736225843261,0.09650633740000103,0.0018403273032888152,0.009674599900000658,0.00010180900195412242,163.0,0.0,0.9999847719800012,2.482717600519683e-06,0.6869460552313651,0.003134842051609861
5000,Non-random,10,25129.9,149.7875903478729,155121.9,888.6539696517293,0.006204876,3.5546158786069066e-05,15.077940000000002,0.08987255420872386,30.8,1.9321835661585915,15.093518576640003,0.0,0.11097779555911183,0.0,2e-05,6.324555320336759e-05,0.01654,0.0023982400954774222,0.9509958428150058,0.007018934027390252,0.9135510433877834,0.010532542958143348,0.37380823360000476,0.004749345928848426,0.05556120399999145,0.0008787834900108448,0.0540988499999969,0.0010141504441672161,0.0001354790999926081,7.856725975091654e-06,0.07133679159999247,0.002834648513670641,0.1255790543000046,0.0029621553207995004,0.017265462500000696,0.00023828982057303694,0.5549405582999782,0.006877882326327271,1.425121199999967,0.03309264245459299,0.14488931650000722,0.003134996185927578,5.367199325561524,0.03050951281305529,0.0,0.0,,,,,,,,,,,,,,,1.0,3.863689556778793e-16,0.6948613699654199,0.0032958593287340265
5000,Gaussian random projection,10,25129.9,149.7875903478729,155121.9,888.6539696517293,0.006204876,3.5546158786069066e-05,15.077940000000002,0.08987255420872386,30.8,1.9321835661585915,15.093518576640003,0.0,0.11097779555911183,0.0,2e-05,6.324555320336759e-05,0.022600000000000002,0.003057958650981259,0.9333450750819747,0.008858485539837035,0.8881298046344815,0.012323335690175984,0.37380823360000476,0.004749345928848426,0.05556120399999145,0.0008787834900108448,0.2089572502000067,0.004971851227244426,0.00028559599998629893,6.622348009066936e-05,0.06707876240000132,0.0019301924752013985,0.2763270292999948,0.00474275901267017,0.01725436260001061,0.00045301991043978,0.7056910461999906,0.008418153953233847,3.053825099999949,0.06192569274090652,0.2956259496999962,0.004622996707672603,27.076516914367676,0.010169837604351714,0.0,0.0,0.08112531690000538,0.005462327883847635,,,,,,,,,,,,,0.9999770117569529,2.2702477084881008e-06,0.6900579762730326,0.0033234974494804922
5000,Random sampling,10,25129.9,149.7875903478729,155121.9,888.6539696517293,0.006204876,3.5546158786069066e-05,15.077940000000002,0.08987255420872386,30.8,1.9321835661585915,15.093518576640003,0.0,0.11097779555911183,0.0,2e-05,6.324555320336759e-05,0.05308,0.005686787806447111,0.8471277679723034,0.015702582364502754,0.77852291236601,0.01842862457336382,0.37380823360000476,0.004749345928848426,0.05556120399999145,0.0008787834900108448,0.09095799590000411,0.00716471409728166,0.00012924590000125137,3.2007754046944344e-05,0.07705043330000194,0.0021447657137745537,0.16814355440000667,0.007883372411733997,0.01739532900000995,0.000797058650878978,0.5975071127000036,0.008610031209287449,1.9331685999999535,0.09849028009494694,0.187606466699998,0.007945284951913292,6.984818649291992,0.042070256435773334,0.0,0.0,,,0.006302466400001094,0.00010448055546084891,0.08463030410001124,0.007151641955406892,,,,,,,,,1.0637954004206578,0.003206449927276847,0.7964118313932496,0.004085396433262475
5000,CountSketch random projection,10,25129.9,149.7875903478729,155121.9,888.6539696517293,0.006204876,3.5546158786069066e-05,15.077940000000002,0.08987255420872386,30.8,1.9321835661585915,15.093518576640003,0.0,0.11097779555911183,0.0,2e-05,6.324555320336759e-05,0.02306,0.0033771125075852727,0.9320254448484157,0.009773012725197622,0.8861746990795296,0.013527712153199778,0.37380823360000476,0.004749345928848426,0.05556120399999145,0.0008787834900108448,0.1933540291999975,0.0036087283475814,0.00029226659998471405,8.171842033326789e-05,0.06803726240000288,0.0017162888857696081,0.2616897251000069,0.0034069303391550012,0.017499045800013845,0.0011273580485278126,0.6910529957999814,0.005377045779280455,2.9100690000000666,0.029086943317459264,0.28107724569999276,0.002986598680245509,20.937142181396485,0.010169837604351714,0.622265625,1.9677766846282143,,,,,,,0.0701491917000169,0.0032366531903948097,0.0998167206999824,0.001101189413645675,0.01227777489999653,0.00014879876692408582,163.0,0.0,0.999980009074917,2.999612814563595e-06,0.6897181124274157,0.0035283813601046468
6000,Non-random,10,30270.3,198.51003333165184,186998.8,1176.5169687589623,0.005194411111111111,3.268102690997084e-05,15.13515,0.09925501666582602,31.1,1.4491376746189437,15.096448444444444,0.0,0.1109999938302488,0.0,0.0,0.0,0.01645,0.002042828467627214,0.9512615484373347,0.005980015227723869,0.9138797982542316,0.008981528506315223,0.45524839570000497,0.006317484883084062,0.06726968340001349,0.0009216902638691366,0.06384819209999364,0.000811545265489166,0.00015972080000778988,4.650728511773551e-05,0.0733775916000127,0.0038872463879395668,0.13739319989999785,0.004108922732127276,0.020428770700004862,0.001285865136833836,0.6599035836000325,0.006050561659673397,1.5642779000000246,0.06710665391333918,0.1601736414999891,0.004524478051484434,6.469235229492187,0.040392504573176044,0.00390625,0.01235264711003273,,,,,,,,,,,,,,,0.9999999999999998,3.863689556778793e-16,0.6928915942060374,0.001243597423064807
6000,Gaussian random projection,10,30270.3,198.51003333165184,186998.8,1176.5169687589623,0.005194411111111111,3.268102690997084e-05,15.13515,0.09925501666582602,31.1,1.4491376746189437,15.096448444444444,0.0,0.1109999938302488,0.0,0.0,0.0,0.02751666666666667,0.0028114075381699835,0.9191542336205692,0.008086450572496845,0.8686153984090934,0.010892345266085865,0.45524839570000497,0.006317484883084062,0.06726968340001349,0.0009216902638691366,0.24697680850000553,0.0072032943898718465,0.0002943458999880022,6.127118486292129e-05,0.07104280429998652,0.002951119406270609,0.3183190333000027,0.007021247809944466,0.019881700199994155,0.00016784322326253044,0.8408320377999985,0.007652067640854139,3.4572765000000345,0.07606422684272576,0.3404350499999964,0.007043923868515051,32.41949901580811,0.013464168191058438,3.10859375,6.425904016684394,0.10076549149999323,0.004725227297010872,,,,,,,,,,,,,0.9999733663509724,3.181505888407695e-06,0.686218536064057,0.001590040055754988
6000,Random sampling,10,30270.3,198.51003333165184,186998.8,1176.5169687589623,0.005194411111111111,3.268102690997084e-05,15.13515,0.09925501666582602,31.1,1.4491376746189437,15.096448444444444,0.0,0.1109999938302488,0.0,0.0,0.0,0.053683333333333326,0.003849362621602773,0.8454247800513327,0.010655571448395323,0.7763445196824377,0.012430543811754229,0.45524839570000497,0.006317484883084062,0.06726968340001349,0.0009216902638691366,0.1028870584999936,0.0010776871661698508,0.00013884169998732432,3.495499861617049e-05,0.07905219180000814,0.0017100408532205117,0.18208295009999914,0.0022760481702633444,0.01989628760000528,0.00024362009080356196,0.7045961711000075,0.005919996555872928,2.101481899999908,0.03221147339922303,0.20415343329999586,0.0021395320814528076,8.405336475372314,0.05099112754957257,0.0,0.0,,,0.007430879099996446,6.831230762322364e-05,0.0954299750999894,0.0010706553664193857,,,,,,,,,1.0625887319899536,0.0012388141616248116,0.7948900756326482,0.0016638198653229485
6000,CountSketch random projection,10,30270.3,198.51003333165184,186998.8,1176.5169687589623,0.005194411111111111,3.268102690997084e-05,15.13515,0.09925501666582602,31.1,1.4491376746189437,15.096448444444444,0.0,0.1109999938302488,0.0,0.0,0.0,0.026350000000000002,0.0026532649349084634,0.9225172901795162,0.007646366621917516,0.8731335821160393,0.01041174061427416,0.45524839570000497,0.006317484883084062,0.06726968340001349,0.0009216902638691366,0.2274454709000054,0.0034582932670683525,0.0002911667000091711,6.580490666733645e-05,0.0708445749999953,0.002931040764326963,0.2985863164999955,0.0055415309305381485,0.019845216700002766,0.0001478930577233843,0.8210992917000283,0.008123112282132309,3.3017545000000155,0.06536032885858141,0.320555095800006,0.005614239859786763,25.051791763305665,0.013464168191058484,0.0,0.0,,,,,,,0.08656695010000703,0.0031015950282807414,0.11384346659999664,0.0021750420406159644,0.015321791699994947,0.0005727882229375375,163.0,0.0,0.9999734931890296,2.859081929773647e-06,0.6862870769481328,0.0014069360182844956
7000,Non-random,10,35239.0,219.6648963004025,217760.2,1339.0907196883848,0.004444085714285714,2.7328382034457058e-05,15.102428571428572,0.09414209841445816,31.6,2.2211108331943583,15.09854349173178,0.0,0.11101588208876005,0.0,0.0,0.0,0.017142857142857144,0.0010816968277714788,0.9492248399075851,0.0031634681954604803,0.9106167634277771,0.00469595869796784,0.5271362291999935,0.008408079411418794,0.07992451669999809,0.0018143254471815586,0.0741087542999935,0.0011730040216231556,0.0001759999999990214,6.646502557275348e-05,0.07612081689999854,0.002870964954370189,0.1504133665999973,0.0037905053739804894,0.023495316600002526,0.001513336479701302,0.7574663170999827,0.012046242512998389,1.72597209999999,0.03759854426990692,0.17658704570000622,0.003828922831495246,7.5329734802246096,0.04597403136137186,0.0046875,0.012325166214790866,,,,,,,,,,,,,,,1.0,6.953065615139877e-16,0.693869979726931,0.002063481868944276
7000,Gaussian random projection,10,35239.0,219.6648963004025,217760.2,1339.0907196883848,0.004444085714285714,2.7328382034457058e-05,15.102428571428572,0.09414209841445816,31.6,2.2211108331943583,15.09854349173178,0.0,0.11101588208876005,0.0,0.0,0.0,0.028314285714285715,0.002764202656559503,0.9168697883745572,0.007939588003648563,0.8654313470991661,0.010654712436932548,0.5271362291999935,0.008408079411418794,0.07992451669999809,0.0018143254471815586,0.28692101679998816,0.017008761700859267,0.00033538759998918977,7.732004003760765e-05,0.07357711259999747,0.002660672375383476,0.36083905859999843,0.017323024178812763,0.022799720699998714,0.0004925097694128313,0.9678942628999664,0.025003672947191222,3.9519471000000523,0.09336454877575,0.3861505332999968,0.017608396442315682,37.74971523284912,0.015324677120457129,1.891796875,5.982386995388851,0.12493224580000514,0.011987280286158876,,,,,,,,,,,,,0.9999649426887169,4.205899784652589e-06,0.685786499557618,0.0023841960787855014
