n,rep,seed,K,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
1000,3,120260509,3,3,4.0,5001,30384,0.030384,0.07643254199996363,0.016018499999972846,0,0.0,15.003,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.072,0.7955831918248302,0.724322146297787,0.011045916999989913,0.02418179199997894,7.583400002886265e-05,0.04400266699997246,0.06826454200000853,1.0722299742970536,0.7935668303306571,0.16071133499991674,0.7477209999997285,0.08019566600000871,1.429121971130371,640.3125,640.3125,0.0,,,,,,,0.001772832999961338,0.02238933299997825,15692.0,11060.0,0.7,21408.0,,,,,,,,,,,
1000,3,120260509,3,3,4.0,5001,30384,0.030384,0.07643254199996363,0.016018499999972846,0,0.0,15.003,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.014,0.9583878007718698,0.9261579194878125,0.0060520000000110485,0.0784569169999827,0.0001271670000164704,0.039319333000037204,0.11790833399999201,0.9999992553812936,0.6880618516129436,0.21035445899997285,1.3129079999998794,0.12485850000001619,4.51024055480957,640.3125,640.3125,0.0,,,,,,,,,,,,,0.0005223750000027394,163.0,1.0,12.0,0.0,0.0005181249999850479,0.01248529200000803,0.044718917000011515,0.0024840419999918595,0.01758887500000128,9.116600000425024e-05
1000,4,120260510,3,3,4.0,4963,30144,0.030144,0.08233833300005244,0.011659708000024693,0,0.0,14.889,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Non-random,non_random,0.023,0.9321845055915889,0.88844807422957,0.005989166999995632,0.01701658399997541,8.724999997866689e-05,0.040679916999977195,0.05779020900001797,0.9999999999999996,0.6881299416532362,0.1517817920000084,0.6132669999997233,0.06477179199998773,1.0459060668945312,640.3125,640.31640625,0.00390625,,,,,,,,,,,,,,,,,,,,,,,
1000,4,120260510,3,3,4.0,4963,30144,0.030144,0.08233833300005244,0.011659708000024693,0,0.0,14.889,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.02,0.9409183667469636,0.9009210502422828,0.0059949999999844295,0.08004012499998225,0.00011379199997918477,0.038960791000022255,0.11911912499999744,0.9999992546272347,0.687817419119466,0.21311274900006083,1.3222999999998137,0.1259914999999978,5.733538627624512,640.31640625,640.32421875,0.0078125,0.0018477500000244618,0.01399741699998458,0.0437542920000169,0.002835000000004584,0.017430916000023444,0.0001426660000447555,,,,,,,,,,,,,,,,,
1000,4,120260510,3,3,4.0,4963,30144,0.030144,0.08233833300005244,0.011659708000024693,0,0.0,14.889,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.063,0.8199097613826429,0.75333363843436,0.006053375000021788,0.026138166999999157,7.954199998039257e-05,0.04716920900000332,0.0733916249999993,1.0625266773811581,0.7901104697890423,0.16738495900006,0.8216299999999137,0.08032245800001192,1.413365364074707,640.32421875,640.32421875,0.0,,,,,,,0.0017674999999712782,0.024350749999996424,15572.0,10898.0,0.7,21092.0,,,,,,,,,,,
1000,4,120260510,3,3,4.0,4963,30144,0.030144,0.08233833300005244,0.011659708000024693,0,0.0,14.889,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.019,0.9437908642355876,0.904098442533631,0.006345542000019577,0.07768266700003323,0.00012650000002167872,0.042787250000003496,0.12060204199997315,0.9999992264150516,0.6877437801963271,0.21459445800013555,1.3435930000000553,0.12787879199998997,4.50749397277832,640.32421875,640.32421875,0.0,,,,,,,,,,,,,0.000514083999973991,163.0,1.0,13.0,0.0,0.0005104589999973541,0.01241633299997602,0.04360129200000529,0.002441750000002685,0.01802533299996867,0.00013179200004742597
1000,5,120260511,3,3,4.0,4985,30276,0.030276,0.07373400000000174,0.011754083000028004,0,0.0,14.955,29.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Non-random,non_random,0.019,0.9437013639708532,0.9029832149712795,0.0060036249999484426,0.016737167000030695,8.512499999824286e-05,0.042809542000043166,0.05963795799999616,0.9999999999999999,0.6933334266432571,0.14511991700010185,0.6378939999999602,0.06655370800001492,1.0504379272460938,640.3828125,640.3828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1000,5,120260511,3,3,4.0,4985,30276,0.030276,0.07373400000000174,0.011754083000028004,0,0.0,14.955,29.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.018,0.946649406260617,0.9074335893278701,0.0059287079999990056,0.08010408299998062,0.00013175000003684545,0.03878637500002924,0.1190267079999785,0.9999987676791537,0.6931658601938185,0.20451029100007645,1.3206869999999071,0.12584545799995794,5.735049247741699,640.3828125,640.3828125,0.0,0.0018340840000519165,0.013918375000002925,0.04401045800000247,0.0026271670000141967,0.017569708999985778,0.0001095420000183367,,,,,,,,,,,,,,,,,
1000,5,120260511,3,3,4.0,4985,30276,0.030276,0.07373400000000174,0.011754083000028004,0,0.0,14.955,29.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.053,0.8470145927413594,0.7808653873434619,0.006440999999995256,0.02482300000002624,7.662499996285987e-05,0.04546954199997799,0.0703742499999862,1.0628872058093033,0.793222140482449,0.15585724999999684,0.8114590000000135,0.07773312500000884,1.4215097427368164,640.3828125,640.3828125,0.0,,,,,,,0.0017643329999827984,0.023039542000049096,15638.0,10976.0,0.7,21253.0,,,,,,,,,,,
1000,5,120260511,3,3,4.0,4985,30276,0.030276,0.07373400000000174,0.011754083000028004,0,0.0,14.955,29.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.018,0.9466229965805832,0.9074244539996107,0.005935500000020966,0.07758754100001397,0.00011270799996054848,0.03955229100000679,0.11725687499995274,0.999999378017688,0.6931092976674501,0.20274062300001106,1.3002520000000004,0.12407337500002313,4.509004592895508,640.3828125,640.38671875,0.00390625,,,,,,,,,,,,,0.0005158750000191503,163.0,1.0,15.0,0.0,0.0005196669999918413,0.012432499999988522,0.04356887500000539,0.002710290999971221,0.017713500000013482,8.575000003929745e-05
1000,6,120260512,3,3,4.0,4867,29604,0.029604,0.07686208399996985,0.011504166999998233,0,0.0,14.601,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Non-random,non_random,0.017,0.9496259602803071,0.9149368511314644,0.006047583999986728,0.016574583000021903,7.799999997359919e-05,0.04544600000002674,0.0621040419999872,1.0000000000000004,0.6972835978155065,0.15046483399999033,0.665599999999813,0.06901033299999426,1.0273666381835938,640.41796875,640.41796875,0.0,,,,,,,,,,,,,,,,,,,,,,,
1000,6,120260512,3,3,4.0,4867,29604,0.029604,0.07686208399996985,0.011504166999998233,0,0.0,14.601,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.019,0.9436851977364353,0.9060218798402327,0.0066729170000030535,0.07970354200000429,0.00012050000003682726,0.04013429100001531,0.11996420799999896,0.9999991393359945,0.6970633434009377,0.20832458400002452,1.336088000000018,0.12758712500004776,5.727358818054199,640.41796875,640.41796875,0.0,0.0018703329999993912,0.01367049999998926,0.04396387499997445,0.0026612090000526223,0.017368874999988293,0.00013420800001995303,,,,,,,,,,,,,,,,,
1000,6,120260512,3,3,4.0,4867,29604,0.029604,0.07686208399996985,0.011504166999998233,0,0.0,14.601,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.057,0.8360723373276071,0.7665907472529944,0.006408666999959678,0.025051375000032294,9.149999999635838e-05,0.04268416600001501,0.06783216700000594,1.072881079686836,0.8041947526357146,0.15619329200001175,0.7755049999996118,0.07515620899999931,1.3954658508300781,640.41796875,640.44921875,0.03125,,,,,,,0.0017512089999627278,0.02327624999998079,15302.0,10791.0,0.7,20882.0,,,,,,,,,,,
1000,6,120260512,3,3,4.0,4867,29604,0.029604,0.07686208399996985,0.011504166999998233,0,0.0,14.601,28.0,5007.765888,5.007765888,15.023297664,0.11044488977955912,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.02,0.9408418027501095,0.9001830357139099,0.006025833000023795,0.07784829199999876,0.000108458999989125,0.042082374999949934,0.12004350000000841,0.9999990784600412,0.6970331814747515,0.2084053769999059,1.3287599999998747,0.12695037500003536,4.501314163208008,640.44921875,640.44921875,0.0,,,,,,,,,,,,,0.0005155840000270473,163.0,1.0,13.0,0.0,0.0005148750000216751,0.012115832999995746,0.04428100000001223,0.0024855409999986477,0.017811375000007956,8.5458999990351e-05
