alpha_n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
0.1,10,Random Projection,0.07763250000425614,0.019242374983150512,0.11727812499157153,6.454097456298769e-05,0.003625332989031449,0.00018741600797511637,0.0005308749969117343,0.006401958002243191,0.00013966701226308942,2.187499194405973e-05,0.06665600000997074,0.07763250000425614,0.07762766498490237,4.83501935377717e-06,0.2141529999789782,,,,,,,,,
0.1,10,Random Sampling,0.1159574170014821,0.019242374983150512,0.11042858299333602,,,,,,,,,0.1159574170014821,0.11594875101582147,8.665985660627484e-06,0.24562837497796863,0.005274124996503815,0.0134440420079045,0.02544412499992177,0.003299083997262642,0.0025695000076666474,0.0659178750065621,,,
0.1,10,Non-random,0.3539528329856694,0.019242374983150512,0.14087387500330806,,,,,,,,,0.3539528329856694,0.35395124898059294,1.5840050764381886e-06,0.5140690829721279,,,,,,,0.24385133298346773,0.10940316601772793,0.000696749979397282
0.1,11,Random Projection,0.15824650001013651,0.024330958985956386,0.20015395901282318,0.000120542012155056,0.004091624985449016,0.0008676249999552965,0.0007556249911431223,0.0024744169786572456,0.00010212499182671309,1.9791012164205313e-05,0.1498089589877054,0.15824650001013651,0.15824070895905606,5.791051080450416e-06,0.3827314180089161,,,,,,,,,
0.1,11,Random Sampling,0.13994037499651313,0.024330958985956386,0.1876792089897208,,,,,,,,,0.13994037499651313,0.13993441697675735,5.958019755780697e-06,0.3519505429721903,0.005803959007607773,0.010242916003335267,0.031175749987596646,0.0009933749970514327,0.0015461249859072268,0.090172291995259,,,
0.1,11,Non-random,0.26843125000596046,0.024330958985956386,0.14828304201364517,,,,,,,,,0.26843125000596046,0.26842912400024943,2.1260057110339403e-06,0.441045251005562,,,,,,,0.2159221250039991,0.05150616599712521,0.001000832999125123
0.1,12,Random Projection,0.16680562499095686,0.02343358300277032,0.1298745000094641,6.641598884016275e-05,0.009686875011539087,0.00023991698981262743,0.003963374998420477,0.0010122089879587293,5.608299397863448e-05,8.500006515532732e-06,0.15176904099644162,0.16680562499095686,0.16680241597350687,3.209017449989915e-06,0.3201137080031913,,,,,,,,,
0.1,12,Random Sampling,0.1367503340006806,0.02343358300277032,0.17133483302313834,,,,,,,,,0.1367503340006806,0.13674362705205567,6.706948624923825e-06,0.33151875002658926,0.005237459001364186,0.01778816699516028,0.03073675002087839,0.0012086670030839741,0.0014100000262260437,0.0803625840053428,,,
0.1,12,Non-random,0.2734218330006115,0.02343358300277032,0.20820649998495355,,,,,,,,,0.2734218330006115,0.27341962401987985,2.208980731666088e-06,0.5050619159883354,,,,,,,0.18249249999644235,0.09022945800097659,0.0006976660224609077
0.1,13,Random Projection,0.10560716697364114,0.01301225001225248,0.15082995800185017,6.287498399615288e-05,0.007877916999859735,0.0004214999789837748,0.0031574160093441606,0.0011369999847374856,0.00011516700033098459,2.1083978936076164e-05,0.09280875002150424,0.10560716697364114,0.10560170895769261,5.458015948534012e-06,0.2694493749877438,,,,,,,,,
0.1,13,Random Sampling,0.18316145800054073,0.01301225001225248,0.19339570798911154,,,,,,,,,0.18316145800054073,0.18315504098427482,6.417016265913844e-06,0.38956941600190476,0.008853500010445714,0.007562624989077449,0.08345945799374022,0.001831958012189716,0.0035557499795686454,0.07789174999925308,,,
0.1,13,Non-random,0.34572725000907667,0.01301225001225248,0.1369671249995008,,,,,,,,,0.34572725000907667,0.3457257080008276,1.5420082490891218e-06,0.49570662502082996,,,,,,,0.20921224998892285,0.13583166600437835,0.0006817920075263828
0.1,14,Random Projection,0.1252817919885274,0.01693904199055396,0.1920349590072874,6.620798376388848e-05,0.0031884580093901604,0.00019937497563660145,0.0004950840084347874,0.0029251670057419688,0.00011562500731088221,2.1124986233189702e-05,0.1182658750039991,0.1252817919885274,0.12527691698051058,4.875008016824722e-06,0.33425579298636876,,,,,,,,,
0.1,14,Random Sampling,0.1340225420135539,0.01693904199055396,0.1405548749899026,,,,,,,,,0.1340225420135539,0.13401808301568963,4.458997864276171e-06,0.29151645899401046,0.008082249987637624,0.012460875004762784,0.019678540993481874,0.0026710000238381326,0.0014086250157561153,0.0897167919902131,,,
0.1,14,Non-random,0.2858557919971645,0.01693904199055396,0.1454450830060523,,,,,,,,,0.2858557919971645,0.2858542080211919,1.5839759726077318e-06,0.44823991699377075,,,,,,,0.2377109160006512,0.04711066701565869,0.001032625004881993
0.1,15,Random Projection,0.10761316699790768,0.012497709016315639,0.17175649999990128,6.358398240990937e-05,0.006108458008384332,0.00043033299152739346,0.00246491699363105,0.004070791997946799,7.108401041477919e-05,8.791976142674685e-06,0.09438920801039785,0.10761316699790768,0.10760716797085479,5.999027052894235e-06,0.2918673760141246,,,,,,,,,
0.1,15,Random Sampling,0.10168358299415559,0.012497709016315639,0.14016312500461936,,,,,,,,,0.10168358299415559,0.10167712499969639,6.457994459196925e-06,0.2543444170150906,0.008643499983008951,0.012477792013669387,0.022306583996396512,0.003294458001619205,0.0016164580010809004,0.053338333003921434,,,
0.1,15,Non-random,0.4228376249957364,0.012497709016315639,0.25463495901203714,,,,,,,,,0.4228376249957364,0.42283624899573624,1.3760000001639128e-06,0.6899702930240892,,,,,,,0.3544663749926258,0.06772320799063891,0.0006466660124715418
0.1,16,Random Projection,0.09602712499327026,0.015292041993234307,0.21447933299350552,0.00011449999874457717,0.003450250020250678,0.0005217500147409737,0.0020870830048806965,0.003505165979731828,0.00012129099923186004,2.083301660604775e-05,0.08619937498588115,0.09602712499327026,0.09602024802006781,6.8769732024520636e-06,0.3257984999800101,,,,,,,,,
0.1,16,Random Sampling,0.13502916699508205,0.015292041993234307,0.14051533400197513,,,,,,,,,0.13502916699508205,0.13502329200855456,5.874986527487636e-06,0.2908365429902915,0.006898874999023974,0.012544249999336898,0.026064875011797994,0.003550124994944781,0.001626541983569041,0.08433862501988187,,,
0.1,16,Non-random,0.28247150001698174,0.015292041993234307,0.1661998749768827,,,,,,,,,0.28247150001698174,0.2824698759941384,1.6240228433161974e-06,0.46396341698709875,,,,,,,0.21516370901372284,0.06658024998614565,0.0007259169942699373
0.1,17,Random Projection,0.08286991700879298,0.026654082990717143,0.12265920802019536,7.29589955881238e-05,0.008990417001768947,0.002143917023204267,0.0014794169983360916,0.0017072920163627714,6.854202365502715e-05,9.415991371497512e-06,0.0683942910109181,0.08286991700879298,0.08286625106120482,3.665947588160634e-06,0.2321832080197055,,,,,,,,,
0.1,17,Random Sampling,0.15814816701458767,0.026654082990717143,0.14721108300727792,,,,,,,,,0.15814816701458767,0.15814366596168838,4.501052899286151e-06,0.33201333301258273,0.007712916994933039,0.018688707990804687,0.023409040994010866,0.00099458298063837,0.005815000011352822,0.1015234169899486,,,
0.1,17,Non-random,0.3120548750157468,0.026654082990717143,0.1554062080103904,,,,,,,,,0.3120548750157468,0.3120537069917191,1.1680240277200937e-06,0.49411516601685435,,,,,,,0.24244870798429474,0.06900883300113492,0.0005961660062894225
0.1,18,Random Projection,0.13750291700125672,0.027604957984294742,0.13363354199100286,0.00015404200530610979,0.004654791991924867,0.00019199997768737376,0.0006600840133614838,0.0031531669956166297,0.00011316701420582831,2.1624990040436387e-05,0.12854858400532976,0.13750291700125672,0.1374974609934725,5.456007784232497e-06,0.2987414169765543,,,,,,,,,
0.1,18,Random Sampling,0.11530095897614956,0.027604957984294742,0.11309991698362865,,,,,,,,,0.11530095897614956,0.11529554103617556,5.4179399739950895e-06,0.25600583394407295,0.007176625018473715,0.011951749998843297,0.03144525000243448,0.0026802910142578185,0.0015783749986439943,0.06046325000352226,,,
0.1,18,Non-random,0.2755967499979306,0.027604957984294742,0.12701041699619964,,,,,,,,,0.2755967499979306,0.2755948329868261,1.9170111045241356e-06,0.430212124978425,,,,,,,0.2321525409934111,0.042409999994561076,0.001032291998853907
0.1,19,Random Projection,0.09141191700473428,0.02484562501194887,0.12247162501444109,6.366698653437197e-05,0.008721999998670071,0.004534792009508237,0.0012692920281551778,0.006539333000546321,6.716701318509877e-05,9.249983122572303e-06,0.07020187500165775,0.09141191700473428,0.0914073760213796,4.5409833546727896e-06,0.23872916703112423,,,,,,,,,
0.1,19,Random Sampling,0.17438904198934324,0.02484562501194887,0.12382033298490569,,,,,,,,,0.17438904198934324,0.17438541699084453,3.6249984987080097e-06,0.3230549999861978,0.010862583993002772,0.012394499994115904,0.02783754200208932,0.0009740420209709555,0.0016321659786626697,0.12068458300200291,,,
0.1,19,Non-random,0.3117560420068912,0.02484562501194887,0.12237479101167992,,,,,,,,,0.3117560420068912,0.31174554204335436,1.0499963536858559e-05,0.45897645803052,,,,,,,0.2576448750041891,0.05299766702228226,0.0011030000168830156
0.1,20,Random Projection,0.10026512498734519,0.021762625023256987,0.10313154201139696,0.00012304200208745897,0.002755291003268212,0.00038904199027456343,0.0010241249983664602,0.0040840000146999955,0.0001265419996343553,2.2499996703118086e-05,0.09173395799007267,0.10026512498734519,0.10025849999510683,6.624992238357663e-06,0.22515929202199914,,,,,,,,,
0.1,20,Random Sampling,0.10842391598271206,0.021762625023256987,0.11087608401430771,,,,,,,,,0.10842391598271206,0.10841774902655743,6.166956154629588e-06,0.24106262502027676,0.008334666024893522,0.006839417008450255,0.024814375006826594,0.008137624972732738,0.0028117909969296306,0.05747987501672469,,,
0.1,20,Non-random,0.32967095900676213,0.021762625023256987,0.13763633399503306,,,,,,,,,0.32967095900676213,0.3296697080077138,1.2509990483522415e-06,0.4890699180250522,,,,,,,0.20939737500157207,0.11955858301371336,0.0007137499924283475
0.15,1,Random Projection,0.10865858301986009,0.024330666987225413,0.11660333402687684,0.0002749999985098839,0.0061160000041127205,0.0005152079975232482,0.0006456249975599349,0.0018372499907854944,6.195800960995257e-05,8.207978680729866e-06,0.09919500001706183,0.10865858301986009,0.1086542489938438,4.334026016294956e-06,0.24959258403396234,,,,,,,,,
0.15,1,Random Sampling,0.15079695897293277,0.024330666987225413,0.12255937501322478,,,,,,,,,0.15079695897293277,0.15079070796491578,6.251008016988635e-06,0.29768700097338296,0.007177541992859915,0.015703582990681753,0.026414958003442734,0.0021330000017769635,0.0013822079927194864,0.09797941698343493,,,
0.15,1,Non-random,0.27580908400705084,0.024330666987225413,0.13179570800275542,,,,,,,,,0.27580908400705084,0.2758071660355199,1.917971530929208e-06,0.4319354589970317,,,,,,,0.2325305410195142,0.042169791006017476,0.0011068340099882334
0.15,2,Random Projection,0.05165820798720233,0.014903750008670613,0.11454325000522658,6.612500874325633e-05,0.0035462079977151006,0.00020212499657645822,0.003465458983555436,0.0014642080059275031,6.116600707173347e-05,8.625007467344403e-06,0.04283979200408794,0.05165820798720233,0.05165370801114477,4.499976057559252e-06,0.18110520800109953,,,,,,,,,
0.15,2,Random Sampling,0.14559758399263956,0.014903750008670613,0.1354325829888694,,,,,,,,,0.14559758399263956,0.14559166700928472,5.916983354836702e-06,0.29593391699017957,0.0044357920123729855,0.00695508299395442,0.02332508299150504,0.005473875004099682,0.0022760840074624866,0.1031257499998901,,,
0.15,2,Non-random,0.306571958004497,0.014903750008670613,0.1672508750052657,,,,,,,,,0.306571958004497,0.306570375978481,1.5820260159671307e-06,0.4887265830184333,,,,,,,0.24423291700077243,0.061382833984680474,0.0009546249930281192
0.15,3,Random Projection,0.06257462501525879,0.017763542011380196,0.1250106249935925,6.95830094628036e-05,0.008050000004004687,0.00020495799253694713,0.000658750010188669,0.003565374994650483,5.658398731611669e-05,8.875009370967746e-06,0.04995695798425004,0.06257462501525879,0.06257108299178071,3.542023478075862e-06,0.20534879202023149,,,,,,,,,
0.15,3,Random Sampling,0.09894795899163,0.017763542011380196,0.1346540840168018,,,,,,,,,0.09894795899163,0.0989408339955844,7.124996045604348e-06,0.251365585019812,0.008181874989531934,0.007737667008768767,0.017150041996501386,0.0012861249851994216,0.001357750006718561,0.06322737500886433,,,
0.15,3,Non-random,0.2943842500098981,0.017763542011380196,0.14697866601636633,,,,,,,,,0.2943842500098981,0.29438212598324753,2.1240266505628824e-06,0.4591264580376446,,,,,,,0.2531498339958489,0.040132416994310915,0.0010998749930877239
0.15,4,Random Projection,0.052800417004618794,0.016401708009652793,0.10091649999958463,7.362500764429569e-05,0.0020219580037519336,0.00043937499867752194,0.006515833985758945,0.0013127499842084944,0.00012700000661425292,2.083400613628328e-05,0.042282417009118944,0.052800417004618794,0.05279379300191067,6.624002708122134e-06,0.17011862501385622,,,,,,,,,
0.15,4,Random Sampling,0.1532221249944996,0.016401708009652793,0.12693308299640194,,,,,,,,,0.1532221249944996,0.1532147500256542,7.374968845397234e-06,0.29655691600055434,0.007455083017703146,0.014164499996695668,0.018271250010002404,0.0013840419996995479,0.0031832499953452498,0.1087566250062082,,,
0.15,4,Non-random,0.4262814999965485,0.016401708009652793,0.2493678749888204,,,,,,,,,0.4262814999965485,0.4262797489936929,1.7510028555989265e-06,0.6920510829950217,,,,,,,0.3402622079884168,0.08540808301768266,0.0006094579875934869
0.15,5,Random Projection,0.07294833401101641,0.017698250012472272,0.13165029097581282,6.34589814580977e-05,0.003688917000545189,0.00021833300706930459,0.0005385839904192835,0.0027178330055903643,0.00011550000635907054,2.112501533702016e-05,0.06557995901675895,0.07294833401101641,0.07294371002353728,4.623987479135394e-06,0.2222968749993015,,,,,,,,,
0.15,5,Random Sampling,0.1379397079872433,0.017698250012472272,0.11972024998976849,,,,,,,,,0.1379397079872433,0.1379317909886595,7.916998583823442e-06,0.27535820798948407,0.008864083007210866,0.01525654099532403,0.046667082991916686,0.004765416990267113,0.006816542008891702,0.05556212499504909,,,
0.15,5,Non-random,0.2886824170127511,0.017698250012472272,0.17839483302668668,,,,,,,,,0.2886824170127511,0.28868066699942574,1.7500133253633976e-06,0.48477550005191006,,,,,,,0.2361450419994071,0.051408125000307336,0.00112749999971129
0.15,6,Random Projection,0.10493750000023283,0.022735166014172137,0.1420069580199197,7.574999472126365e-05,0.006575167004484683,0.00018350000027567148,0.0005107080214656889,0.004298666986869648,0.00011249998351559043,2.1499989088624716e-05,0.09315487500862218,0.10493750000023283,0.10493266698904335,4.8330111894756556e-06,0.26967962403432466,,,,,,,,,
0.15,6,Random Sampling,0.0977777500229422,0.022735166014172137,0.120153041993035,,,,,,,,,0.0977777500229422,0.09777120797662064,6.542046321555972e-06,0.24066595803014934,0.011053082998842001,0.0093014579906594,0.019914125005016103,0.002207624987931922,0.0015972499968484044,0.05369766699732281,,,
0.15,6,Non-random,0.41324254201026633,0.022735166014172137,0.15679420801461674,,,,,,,,,0.41324254201026633,0.41324087500106543,1.667009200900793e-06,0.5927719160390552,,,,,,,0.29229812501580454,0.12025533299311064,0.0006874169921502471
0.15,7,Random Projection,0.13082629200653173,0.024434291990473866,0.1422552499861922,6.520800525322556e-05,0.009327084000688046,0.00028745800955221057,0.005218875012360513,0.004519334004726261,6.558399763889611e-05,8.874980267137289e-06,0.11132783399079926,0.13082629200653173,0.13082025200128555,6.040005246177316e-06,0.2975158339831978,,,,,,,,,
0.15,7,Random Sampling,0.150689333997434,0.024434291990473866,0.13831979199312627,,,,,,,,,0.150689333997434,0.15068170794984326,7.626047590747476e-06,0.31344341798103414,0.014247082988731563,0.014236041984986514,0.02223762500216253,0.0036387500003911555,0.0036789999867323786,0.09264320798683912,,,
0.15,7,Non-random,0.2924768340017181,0.024434291990473866,0.13943070798995905,,,,,,,,,0.2924768340017181,0.29247483299695887,2.001004759222269e-06,0.456341833982151,,,,,,,0.23820675001479685,0.053278124978533015,0.000989958003628999
0.15,8,Random Projection,0.09998225001618266,0.01688525002100505,0.13506349999806844,7.129099685698748e-05,0.005388333986047655,0.00020858299103565514,0.003119667002465576,0.005870374996447936,0.00012912499369122088,3.987498348578811e-05,0.08514483398175798,0.09998225001618266,0.0999720839317888,1.016608439385891e-05,0.25193100003525615,,,,,,,,,
0.15,8,Random Sampling,0.14993295801104978,0.01688525002100505,0.128310458996566,,,,,,,,,0.14993295801104978,0.1499272069777362,5.751033313572407e-06,0.29512866702862084,0.007461666013114154,0.016835249989526346,0.016851708001922816,0.002277666993904859,0.0037167499831411988,0.10278416599612683,,,
0.15,8,Non-random,0.30024529198999517,0.01688525002100505,0.13202079199254513,,,,,,,,,0.30024529198999517,0.3002436659880914,1.6260019037872553e-06,0.44915133400354534,,,,,,,0.24976649999734946,0.049382916011381894,0.001094249979360029
0.15,9,Random Projection,0.05307612498290837,0.032393166999099776,0.12265174998901784,6.716599455103278e-05,0.0038508339785039425,0.00040529199759475887,0.0058162919885944575,0.004489957995247096,7.233399082906544e-05,8.542003342881799e-06,0.03836062498157844,0.05307612498290837,0.053071042930241674,5.082052666693926e-06,0.208121041971026,,,,,,,,,
0.15,9,Random Sampling,0.11043308299849741,0.032393166999099776,0.10865020897472277,,,,,,,,,0.11043308299849741,0.11042766898754053,5.4140109568834305e-06,0.25147645897231996,0.010535749985137954,0.006965084001421928,0.022447499999543652,0.002473833999829367,0.0013382920005824417,0.06666720900102518,,,
0.15,9,Non-random,0.30456233298173174,0.032393166999099776,0.12785241700476035,,,,,,,,,0.30456233298173174,0.3045602499914821,2.082990249618888e-06,0.4648079169855919,,,,,,,0.24929233401780948,0.054101332993013784,0.001166582980658859
0.15,10,Random Projection,0.11200058300164528,0.021818500012159348,0.15870741699473,6.895899423398077e-05,0.003359207999892533,0.0017596250108908862,0.0006846250034868717,0.0037221670208964497,0.00015541701577603817,2.1832995116710663e-05,0.10222441700170748,0.11200058300164528,0.11199625104200095,4.331959644332528e-06,0.29252650000853464,,,,,,,,,
0.15,10,Random Sampling,0.15084750001551583,0.021818500012159348,0.1630890829837881,,,,,,,,,0.15084750001551583,0.15084137502708472,6.124988431110978e-06,0.3357550830114633,0.0058727500145323575,0.0192081659915857,0.018236792006064206,0.0053153340122662485,0.002854374994058162,0.09935395800857805,,,
0.15,10,Non-random,0.30001629202160984,0.021818500012159348,0.13509887500549667,,,,,,,,,0.30001629202160984,0.30001479099155404,1.5010300558060408e-06,0.45693366703926586,,,,,,,0.2533922499860637,0.04559320799307898,0.0010293330124113709
0.15,11,Random Projection,0.06259733400656842,0.01949800000875257,0.11654904199531302,6.595900049433112e-05,0.011235457990551367,0.0003944580093957484,0.0011468329757917672,0.001711249991785735,7.466599345207214e-05,9.875016985461116e-06,0.04795366700273007,0.06259733400656842,0.06259216598118655,5.168025381863117e-06,0.198644376010634,,,,,,,,,
0.15,11,Random Sampling,0.09489249999751337,0.01949800000875257,0.13217408300261013,,,,,,,,,0.09489249999751337,0.0948856249160599,6.875081453472376e-06,0.24656458300887607,0.007524791988544166,0.010199499985901639,0.02049633298884146,0.00548645798698999,0.0021431669883895665,0.049035374977393076,,,
0.15,11,Non-random,0.31810854200739413,0.01949800000875257,0.15343308300361969,,,,,,,,,0.31810854200739413,0.31810745800612494,1.0840012691915035e-06,0.4910396250197664,,,,,,,0.24074354200274684,0.07675133299198933,0.0006125830113887787
0.15,12,Random Projection,0.12534966701059602,0.026281583996023983,0.15632770798401907,7.687500328756869e-05,0.010733417002484202,0.00022250000620260835,0.00045841699466109276,0.005922083015320823,0.00011612498201429844,2.087498432956636e-05,0.10779470801935531,0.12534966701059602,0.12534500000765547,4.6670029405504465e-06,0.3079589589906391,,,,,,,,,
0.15,12,Random Sampling,0.21504995800205506,0.026281583996023983,0.13406462498824112,,,,,,,,,0.21504995800205506,0.21504429201013409,5.665991920977831e-06,0.37539616698632017,0.01688612502766773,0.01917833398329094,0.01700079199508764,0.0009642080112826079,0.0016503329970873892,0.15936449999571778,,,
0.15,12,Non-random,0.3133743340149522,0.026281583996023983,0.18710383400321007,,,,,,,,,0.3133743340149522,0.3133726670348551,1.6669800970703363e-06,0.5267597520141862,,,,,,,0.23050537498784252,0.08213725002133287,0.0007300420256797224
0.15,13,Random Projection,0.11890258398489095,0.022559667006134987,0.22260104201268405,7.104198448359966e-05,0.0035032079904340208,0.0005280000041238964,0.0005401250091381371,0.005873292015166953,0.0001663750153966248,2.4083972675725818e-05,0.10819008300313726,0.11890258398489095,0.11889620899455622,6.374990334734321e-06,0.36406329300371,,,,,,,,,
0.15,13,Random Sampling,0.08086633300990798,0.022559667006134987,0.1669484169979114,,,,,,,,,0.08086633300990798,0.08085979297175072,6.5400381572544575e-06,0.27037441701395437,0.006226999976206571,0.008481708995532244,0.014871583989588544,0.0009833330113906413,0.0016057920001912862,0.048690374998841435,,,
0.15,13,Non-random,0.332464125007391,0.022559667006134987,0.15573345799930394,,,,,,,,,0.332464125007391,0.33246225101174787,1.8739956431090832e-06,0.5107572500128299,,,,,,,0.22052475000964478,0.11125516699394211,0.0006823340081609786
0.15,14,Random Projection,0.07868495801812969,0.01377058299840428,0.1641796659969259,6.445799954235554e-05,0.004299833002733067,0.00018862501019611955,0.0004535829939413816,0.005260999983875081,0.00012708301073871553,2.174999099224806e-05,0.06826408399501815,0.07868495801812969,0.07868041598703712,4.542031092569232e-06,0.2566352070134599,,,,,,,,,
0.15,14,Random Sampling,0.10800212499452755,0.01377058299840428,0.1283890420163516,,,,,,,,,0.10800212499452755,0.10799620798206888,5.917012458667159e-06,0.2501617500092834,0.011824707995401695,0.011309875000733882,0.018342249997658655,0.0010847079975064844,0.0028139589994680136,0.06262070799130015,,,
0.15,14,Non-random,0.27569937499356456,0.01377058299840428,0.1525203750061337,,,,,,,,,0.27569937499356456,0.27569741700426675,1.9579892978072166e-06,0.44199033299810253,,,,,,,0.22544566699070856,0.049132792017189786,0.0011189579963684082
0.15,15,Random Projection,0.07376312499400228,0.01594066698453389,0.10394974998780526,6.849999772384763e-05,0.002277375024277717,0.0001827079977374524,0.005414916988229379,0.0011511670018080622,6.220798240974545e-05,8.417002391070127e-06,0.06459383299807087,0.07376312499400228,0.07375912499264814,4.0000013541430235e-06,0.19365354196634144,,,,,,,,,
0.15,15,Random Sampling,0.11046383299981244,0.01594066698453389,0.13934404199244455,,,,,,,,,0.11046383299981244,0.11045791607466526,5.916925147175789e-06,0.2657485419767909,0.00532179101719521,0.007426417025271803,0.01676129101542756,0.005843791994266212,0.0038299580046441406,0.07127466701786034,,,
0.15,15,Non-random,0.262835208006436,0.01594066698453389,0.1212589589995332,,,,,,,,,0.262835208006436,0.2628337499918416,1.4580145943909883e-06,0.4000348339905031,,,,,,,0.20156245800899342,0.060186457994859666,0.0010848339879885316
0.15,16,Random Projection,0.09519691701279953,0.02103224999154918,0.13942525000311434,7.258399273268878e-05,0.007324917009100318,0.0033072090009227395,0.0008395419863518327,0.0012793329951819032,0.00010420801118016243,1.9750004867091775e-05,0.08224454100127332,0.09519691701279953,0.09519208400161006,4.8330111894756556e-06,0.25565441700746305,,,,,,,,,
0.15,16,Random Sampling,0.14351566700497642,0.02103224999154918,0.1588594579952769,,,,,,,,,0.14351566700497642,0.1435097079956904,5.959009286016226e-06,0.3234073749918025,0.0073959169967565686,0.010405042005004361,0.018817875010427088,0.0010187499865423888,0.003878082992741838,0.10199404100421816,,,
0.15,16,Non-random,0.4797094170062337,0.02103224999154918,0.26096241699997336,,,,,,,,,0.4797094170062337,0.47970729001099244,2.1269952412694693e-06,0.7617040839977562,,,,,,,0.3111912080203183,0.16780279099475592,0.0007132909959182143
0.15,17,Random Projection,0.07141237502219155,0.020425875001819804,0.18904908298281953,0.00011045800056308508,0.004451707995031029,0.0002332500007469207,0.004042791988467798,0.0010697919933591038,6.962500629015267e-05,8.25000461190939e-06,0.06142149999504909,0.07141237502219155,0.07140737498411909,5.00003807246685e-06,0.2808873330068309,,,,,,,,,
0.15,17,Random Sampling,0.11682254201150499,0.020425875001819804,0.1383364579814952,,,,,,,,,0.11682254201150499,0.11681537504773587,7.166963769122958e-06,0.27558487499482,0.00962075000279583,0.01715695799794048,0.02352504202281125,0.0010099580103997141,0.0016404580092057586,0.06386220900458284,,,
0.15,17,Non-random,0.3309529999969527,0.020425875001819804,0.15755245799664408,,,,,,,,,0.3309529999969527,0.3309515419823583,1.4580145943909883e-06,0.5089313329954166,,,,,,,0.24269420799100772,0.08757420899928547,0.0006831249920651317
0.15,18,Random Projection,0.15369179198751226,0.026378459006082267,0.13308450000477023,6.57909840811044e-05,0.00656254100613296,0.00019441699259914458,0.0006658330094069242,0.003193582990206778,5.858400254510343e-05,8.790986612439156e-06,0.14293833400006406,0.15369179198751226,0.15368787397164851,3.918015863746405e-06,0.31315475099836476,,,,,,,,,
0.15,18,Random Sampling,0.14336383301997557,0.026378459006082267,0.15925212498405017,,,,,,,,,0.14336383301997557,0.14335637600743212,7.457012543454766e-06,0.328994417010108,0.0048014170024544,0.010399042017525062,0.03051354200579226,0.002579332998720929,0.0030022919818293303,0.09206075000111014,,,
0.15,18,Non-random,0.3844282499921974,0.026378459006082267,0.13981433300068602,,,,,,,,,0.3844282499921974,0.38442533402121626,2.9159709811210632e-06,0.5506210419989657,,,,,,,0.2967297499999404,0.08633554200059734,0.0013600420206785202
0.15,19,Random Projection,0.08042658297927119,0.0346369170001708,0.12950241699581966,0.00012191699352115393,0.007254249998368323,0.0029613749939016998,0.0007413330022245646,0.002626583998790011,7.483400986529887e-05,9.832991054281592e-06,0.06663050001952797,0.08042658297927119,0.0804206260072533,5.9569720178842545e-06,0.24456591697526164,,,,,,,,,
0.15,19,Random Sampling,0.11276966700097546,0.0346369170001708,0.11346637498354539,,,,,,,,,0.11276966700097546,0.11276483300025575,4.8340007197111845e-06,0.26087295898469165,0.005077582987723872,0.009872499998891726,0.02233712500310503,0.0011215829872526228,0.0013894170115236193,0.07296662501175888,,,
0.15,19,Non-random,0.3007028749852907,0.0346369170001708,0.1382934160064906,,,,,,,,,0.3007028749852907,0.30070070797228254,2.167013008147478e-06,0.4736332079919521,,,,,,,0.25203216599766165,0.04752354198717512,0.0011449999874457717
0.15,20,Random Projection,0.13332145800814033,0.01822345901746303,0.15434829200967215,6.575000588782132e-05,0.006180333002703264,0.0001889999839477241,0.0012848750047851354,0.004451916989637539,7.516698678955436e-05,9.37501317821443e-06,0.12106029098504223,0.13332145800814033,0.13331670797197148,4.750036168843508e-06,0.3058932090352755,,,,,,,,,
0.15,20,Random Sampling,0.1599412920186296,0.01822345901746303,0.13956449998659082,,,,,,,,,0.1599412920186296,0.15993366701877676,7.624999852851033e-06,0.31772925102268346,0.007181875000242144,0.012932000012369826,0.022537541983183473,0.0028913750138599426,0.0052060000016354024,0.10918487500748597,,,
0.15,20,Non-random,0.29142554200370796,0.01822345901746303,0.14263625000603497,,,,,,,,,0.29142554200370796,0.29142379100085236,1.7510028555989265e-06,0.45228525102720596,,,,,,,0.2427895830187481,0.047598915989510715,0.0010352919925935566
0.2,1,Random Projection,0.04912079099449329,0.011839541024528444,0.11512687502545305,6.437499541789293e-05,0.0035684999893419445,0.00018591698608361185,0.0009052080276887864,0.0017820830107666552,6.816699169576168e-05,9.083014447242022e-06,0.04253387500648387,0.04912079099449329,0.04911720802192576,3.5829725675284863e-06,0.17608720704447478,,,,,,,,,
0.2,1,Random Sampling,0.08742345898644999,0.011839541024528444,0.1495836660033092,,,,,,,,,0.08742345898644999,0.0874194149801042,4.044006345793605e-06,0.24884666601428762,0.009664665994932875,0.011865791981108487,0.01559154101414606,0.0035227499902248383,0.0014078750100452453,0.04536679098964669,,,
0.2,1,Non-random,0.2656030409852974,0.011839541024528444,0.12694591699982993,,,,,,,,,0.2656030409852974,0.26559995801653713,3.0829687602818012e-06,0.4043884990096558,,,,,,,0.215625083015766,0.048800582997500896,0.0011742920032702386
