K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
2,4,Random Sampling,0.06513574999999605,0.014846666000011055,0.2476914589999808,,,,,,,,,0.06513574999999605,0.06512466700004893,1.1082999947120697e-05,0.3276738749999879,0.005207209000019475,0.009380291000013585,0.02266983300000902,0.0013526250000097662,0.002859959000005574,0.02365474999999151,,,,,,,,,,,,,,,,,,,,
2,4,Non-random,0.44816500000001724,0.014846666000011055,0.22858945799998764,,,,,,,,,0.44816500000001724,0.44816058400002134,4.415999995899256e-06,0.6916011240000159,,,,,,,0.42843479200001866,0.019360124999991513,0.0003656670000111717,,,,,,,,,,,,,,,,,
2,4,CountSketch,0.027870083999999906,0.014846666000011055,0.22269450000001711,,,,,,,,,0.027870083999999906,0.030408459999989645,0.0,0.2654112500000281,,,,,,,,,,0.00011704199999940101,0.0025991669999996247,0.0025991669999996247,0.0026220829999772377,0.001498208000015211,0.0009537919999900168,0.0012528339999846594,0.00022854200000210767,1.716700000997662e-05,0.018520458000011786,,,,,,,
2,4,SIGN Bidirectional,0.03655579099998363,0.014846666000011055,0.22352887499999952,,,,,,,,,0.03655579099998363,0.036545958999994355,9.831999989273754e-06,0.2749313319999942,,,,,,,,,,,,,,,,,,,,0.00017775000000597174,0.008575417000002972,0.005361416999988933,0.0012059169999929509,0.0002629169999863734,2.879100000541257e-05,0.02093375000001174
2,5,Random Projection,0.02873437499999909,0.014819999999986067,0.221263792000002,0.00017325000001733315,0.003625625000012178,0.0015248329999906218,0.0012275420000094073,0.001552292000013722,0.00015616600001067127,1.6957999974920313e-05,0.02044883300001743,0.02873437499999909,0.028725499000046284,8.875999952806524e-06,0.26481816699998717,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,Random Sampling,0.0623089580000169,0.014819999999986067,0.2487509169999953,,,,,,,,,0.0623089580000169,0.06229783300003078,1.112499998612293e-05,0.32587987499999826,0.005213166000004321,0.009184417000000167,0.02037395800002173,0.0009437500000046839,0.0028858750000040345,0.02369666699999584,,,,,,,,,,,,,,,,,,,,
2,5,Non-random,0.4470862919999945,0.014819999999986067,0.23887824999999907,,,,,,,,,0.4470862919999945,0.44708279200003176,3.49999996274164e-06,0.7007845419999796,,,,,,,0.42872087500001044,0.017994417000011254,0.0003675000000100681,,,,,,,,,,,,,,,,,
2,5,CountSketch,0.029546749999980193,0.014819999999986067,0.21514408400000207,,,,,,,,,0.029546749999980193,0.031896419000077,0.0,0.2595108339999683,,,,,,,,,,8.054200000628953e-05,0.0023827090000168027,0.0023827090000168027,0.002515500000015436,0.0014192499999978736,0.000937082999996619,0.0010581669999965015,0.00018450000001735134,1.5834000009817828e-05,0.02092012500000351,,,,,,,
2,5,SIGN Bidirectional,0.035044500000026346,0.014819999999986067,0.22922795800002405,,,,,,,,,0.035044500000026346,0.03503412599999933,1.0374000027013608e-05,0.27909245800003646,,,,,,,,,,,,,,,,,,,,0.0002439579999986563,0.008769582999974546,0.004584625000006781,0.0008262090000243916,0.00014212500002486195,1.6291999997974926e-05,0.02045133399997212
2,6,Random Projection,0.04026508300000842,0.014837583999963044,0.18038529099999323,0.0001884999999788306,0.003129542000010588,0.0013730409999652693,0.0007984160000091833,0.0011539999999854444,0.00021345800001881798,1.716700000997662e-05,0.03338137500003313,0.04026508300000842,0.04025549900001124,9.583999997175852e-06,0.2354879579999647,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,Random Sampling,0.05540187500002958,0.014837583999963044,0.2118305420000297,,,,,,,,,0.05540187500002958,0.05539395800002467,7.917000004908914e-06,0.28207000100002233,0.005187916000011228,0.009271541999964938,0.01743491700000277,0.0007081250000169348,0.0028182080000078713,0.019973250000020926,,,,,,,,,,,,,,,,,,,,
2,6,Non-random,0.4652547499999855,0.014837583999963044,0.2298433749999731,,,,,,,,,0.4652547499999855,0.4652494589999492,5.291000036322657e-06,0.7099357089999216,,,,,,,0.44664008299997704,0.01796645899997884,0.0006429169999933038,,,,,,,,,,,,,,,,,
2,6,CountSketch,0.026253166999993027,0.014837583999963044,0.2144631669999626,,,,,,,,,0.026253166999993027,0.028571667999983674,0.0,0.25555391799991867,,,,,,,,,,7.787499998812564e-05,0.002351292000014382,0.002351292000014382,0.002513416999988749,0.0017685409999899093,0.0008577909999871736,0.0008772090000093158,0.00012016699997730029,1.5583999982027308e-05,0.01763850000003231,,,,,,,
2,6,SIGN Bidirectional,0.03085745800001405,0.014837583999963044,0.21747845799995957,,,,,,,,,0.03085745800001405,0.030848583999954826,8.874000059222453e-06,0.26317349999993667,,,,,,,,,,,,,,,,,,,,0.00019416600002841733,0.007446541999968304,0.004618207999953938,0.001087500000039654,0.00011083399999733956,1.5334000011080207e-05,0.017375999999956093
2,7,Random Projection,0.028973249999978634,0.015471332999993592,0.21433612499998844,0.00017295899999680842,0.004708499999992455,0.0019018340000229728,0.0010305830000447713,0.0013954579999904126,0.00018516599999429673,1.6291999997974926e-05,0.019550666000043293,0.028973249999978634,0.028961458000082985,1.1791999895649496e-05,0.25878070799996067,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,Random Sampling,0.06637916699997959,0.015471332999993592,0.2511812920000125,,,,,,,,,0.06637916699997959,0.06636874999992415,1.041700005544044e-05,0.33303179199998567,0.005209374999992633,0.009266582999998718,0.023301124999989042,0.0012329589999922064,0.003310791999979301,0.024047915999972247,,,,,,,,,,,,,,,,,,,,
2,7,Non-random,0.4881943329999672,0.015471332999993592,0.22658941700001378,,,,,,,,,0.4881943329999672,0.4881907079999337,3.625000033480319e-06,0.7302550829999745,,,,,,,0.468371999999988,0.01940829099999064,0.0004104169999550322,,,,,,,,,,,,,,,,,
2,7,CountSketch,0.026434959000027902,0.015471332999993592,0.22611508400001412,,,,,,,,,0.026434959000027902,0.02875008299986348,0.0,0.2680213760000356,,,,,,,,,,7.583299998259463e-05,0.002348833999974431,0.002348833999974431,0.0025989579999645684,0.0019208749999961583,0.0009922080000137612,0.0010538749999682295,0.00017008300000043164,1.64580000046044e-05,0.01722412499998427,,,,,,,
2,7,SIGN Bidirectional,0.03137850000001663,0.015471332999993592,0.1797418340000263,,,,,,,,,0.03137850000001663,0.031367749999958505,1.0750000058123987e-05,0.22659166700003652,,,,,,,,,,,,,,,,,,,,0.00016808300000548115,0.007801957999959086,0.004882624999993368,0.0007096250000131477,0.00021745800000871895,3.833400000985421e-05,0.01754966699996885
2,8,Random Projection,0.023378166999975747,0.0148183329999938,0.1774362499999711,0.0001709169999912774,0.003166582999995171,0.0015316249999841602,0.000738458000000719,0.0009861670000077538,0.00019104199998309923,2.708300002041142e-05,0.016558832999976403,0.023378166999975747,0.023370707999958995,7.4590000167518156e-06,0.21563274999994064,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,Random Sampling,0.057863584000017454,0.0148183329999938,0.21133520799997996,,,,,,,,,0.057863584000017454,0.057851042999971014,1.2541000046439876e-05,0.2840171249999912,0.005676750000020547,0.009258875000000444,0.01693512499997496,0.0006892499999935353,0.0032320839999897544,0.022058958999991773,,,,,,,,,,,,,,,,,,,,
2,8,Non-random,0.47294058400001404,0.0148183329999938,0.24655004100003453,,,,,,,,,0.47294058400001404,0.47293662499998845,3.959000025588466e-06,0.7343089580000424,,,,,,,0.4524103329999889,0.020127624999986438,0.00039866700001311983,,,,,,,,,,,,,,,,,
2,8,CountSketch,0.02967916699998341,0.0148183329999938,0.229355666999993,,,,,,,,,0.02967916699998341,0.03202670999996826,0.0,0.2738531669999702,,,,,,,,,,8.04999999672873e-05,0.002378708000037477,0.002378708000037477,0.002744458999984545,0.0017832919999705155,0.0011006249999923057,0.0012312919999999394,0.00015000000001919034,1.5416999985973234e-05,0.02016370899997355,,,,,,,
2,8,SIGN Bidirectional,0.03370145799999591,0.0148183329999938,0.22132133299999168,,,,,,,,,0.03370145799999591,0.03369149999991805,9.958000077858742e-06,0.2698411239999814,,,,,,,,,,,,,,,,,,,,0.00017774999997755003,0.00837041599999111,0.004838957999993454,0.0010036250000098335,0.00012958399997842207,1.6625000000658474e-05,0.019154541999967023
2,9,Random Projection,0.027403832999993938,0.015204208000000108,0.22139604199998075,0.0001722499999914362,0.0031821669999771984,0.001342249999993328,0.0007980000000316068,0.0010999159999869335,0.00016962499995543112,1.7000000013922545e-05,0.020612291000020377,0.027403832999993938,0.027393498999970234,1.0334000023703993e-05,0.2640040829999748,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,Random Sampling,0.06220375000003742,0.015204208000000108,0.2571709169999963,,,,,,,,,0.06220375000003742,0.06219495999994251,8.790000094904826e-06,0.3345788750000338,0.005279499999971904,0.009180667000009635,0.020657541999980822,0.0007013750000055552,0.0028865840000094067,0.02348929199996519,,,,,,,,,,,,,,,,,,,,
2,9,Non-random,0.4543218750000051,0.015204208000000108,0.22743637499996794,,,,,,,,,0.4543218750000051,0.4543166250001036,5.249999901479896e-06,0.6969624579999731,,,,,,,0.43573912500005463,0.017909875000043485,0.0006676250000055006,,,,,,,,,,,,,,,,,
2,9,CountSketch,0.029159708000008777,0.015204208000000108,0.22459762500000124,,,,,,,,,0.029159708000008777,0.03220891499989875,0.0,0.26896154100001013,,,,,,,,,,0.00011749999998755811,0.0031025000000113323,0.0031025000000113323,0.0024336669999911464,0.0016180829999825619,0.000988916999972389,0.0010100409999722615,0.00018766599998798483,2.9916000016783073e-05,0.019618124999965403,,,,,,,
