K,method,time_sec_mean,time_sec_std,instance_gen_sec_mean,instance_gen_sec_std,metric_eval_sec_mean,metric_eval_sec_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_reconstruct_sec_mean,rp_reconstruct_sec_std,rp_small_eig_sec_mean,rp_small_eig_sec_std,rp_lift_sec_mean,rp_lift_sec_std,rp_kmeans_sec_mean,rp_kmeans_sec_std,algo_total_sec_mean,algo_total_sec_std,algo_step_sum_sec_mean,algo_step_sum_sec_std,algo_other_sec_mean,algo_other_sec_std,pipeline_total_sec_mean,pipeline_total_sec_std,rs_sample_mask_sec_mean,rs_sample_mask_sec_std,rs_build_sampled_matrix_sec_mean,rs_build_sampled_matrix_sec_std,rs_eig_sec_mean,rs_eig_sec_std,rs_reconstruct_sec_mean,rs_reconstruct_sec_std,rs_symmetrize_sec_mean,rs_symmetrize_sec_std,rs_kmeans_sec_mean,rs_kmeans_sec_std,nr_eig_sec_mean,nr_eig_sec_std,nr_kmeans_sec_mean,nr_kmeans_sec_std,nr_copy_sec_mean,nr_copy_sec_std,cs_draw_hash_sec_mean,cs_draw_hash_sec_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_reconstruct_sec_mean,cs_reconstruct_sec_std,cs_small_eig_sec_mean,cs_small_eig_sec_std,cs_lift_sec_mean,cs_lift_sec_std,cs_kmeans_sec_mean,cs_kmeans_sec_std,sign_draw_omega_sec_mean,sign_draw_omega_sec_std,sign_subspace_iter_sec_mean,sign_subspace_iter_sec_std,sign_reconstruct_sec_mean,sign_reconstruct_sec_std,sign_build_core_sec_mean,sign_build_core_sec_std,sign_small_eig_sec_mean,sign_small_eig_sec_std,sign_lift_sec_mean,sign_lift_sec_std,sign_kmeans_sec_mean,sign_kmeans_sec_std
6,Non-random,0.4771024124500002,0.013043766619078002,0.015133431299997824,0.0008128725597249604,0.19844456680000633,0.020049873013572632,,,,,,,,,,,,,,,,,0.4771024124500002,0.013043766619078002,0.4770980559499833,0.013043555634393595,4.356500016911013e-06,8.487076541790835e-07,0.6906804105500044,0.026680347396421597,,,,,,,,,,,,,0.43198479569999504,0.012794566361903613,0.044675572849993725,0.00444728739301142,0.0004376873999945019,0.00012332256193981942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Random Projection,0.0869715685999978,0.011497094238084926,0.015133431299997824,0.0008128725597249604,0.1749747896499997,0.0022417957297038143,0.00022902284999304356,1.0984784838213716e-05,0.003840862449996507,0.00015621451121972793,0.0024593228500066288,0.00028729475142329674,0.0009859769999991386,9.462208354082872e-05,0.001074289700008535,0.00010898761811494992,0.0002951562999982116,8.915625480858637e-05,4.49188499999309e-05,1.6087742253951913e-05,0.07803249164999784,0.011639456205557385,0.0869715685999978,0.011497094238084926,0.08696204164999984,0.01149651601334092,9.52694999796222e-06,2.9755149284580145e-06,0.27707978954999535,0.012392690939214343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Random Sampling,0.1502960813499925,0.00990729066518628,0.015133431299997824,0.0008128725597249604,0.20784084795000127,0.0022634739762758425,,,,,,,,,,,,,,,,,0.1502960813499925,0.00990729066518628,0.15028760639998495,0.009906870751692871,8.474950007553161e-06,1.2432256240184225e-06,0.3732703605999916,0.011032048457322013,0.0052344853499960205,9.310118308214747e-05,0.009198022950002382,4.0010331449833134e-05,0.07247174794999012,0.007347632558509521,0.0007787479500080963,6.569703073870957e-05,0.0029371292499945413,0.00023345272491879392,0.05966747294999379,0.004129967591467444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SIGN Bidirectional,0.12210011884999403,0.009444592739392778,0.015133431299997824,0.0008128725597249604,0.17604607495000552,0.005360001366626003,,,,,,,,,,,,,,,,,0.12210011884999403,0.009444592739392778,0.12208981864999657,0.009444062416379021,1.0300199997459459e-05,1.2322339391923453e-06,0.31327962509999735,0.012275422797071908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022848545000613284,2.1470793745007865e-05,0.013004577149999363,0.0006016435046353683,0.005244979000002559,0.00025613221104007724,0.0011236081999925318,0.00012832560960383807,0.00034108129999879113,6.129650203648856e-05,3.70750499996575e-05,9.2826653165646e-06,0.10211001249999754,0.009154957988071056
7,CountSketch,0.12019039570000416,0.007293930931218197,0.015042764549994559,0.00024934296906573797,0.17498363125000935,0.003974845710195884,,,,,,,,,,,,,,,,,0.12019039570000416,0.007293930931218197,0.12277712725002346,0.0073178150770752,0.0,0.0,0.3102167915000081,0.008380426056564286,,,,,,,,,,,,,,,,,,,8.289369999658902e-05,1.3142266416114995e-05,0.0026237730000048033,0.0002297440687929232,0.0026237730000048033,0.0002297440687929232,0.0033866354000167574,0.00025079924645666964,0.002536479150001014,0.00027054319664244835,0.0010896353499958878,9.101249220568298e-05,0.00111220830001173,0.000131613749077865,0.00034559174999628797,9.09810322281278e-05,5.406055000207743e-05,1.642440373188785e-05,0.1089220770499935,0.00713353962106619,,,,,,,,,,,,,,
7,Non-random,0.48029632290000845,0.009485881467446207,0.015042764549994559,0.00024934296906573797,0.19497107715000367,0.015981721227200863,,,,,,,,,,,,,,,,,0.48029632290000845,0.009485881467446207,0.4802921874499958,0.009485735425437607,4.1354500126544735e-06,9.13043293872406e-07,0.6903101646000067,0.018331676470160374,,,,,,,,,,,,,0.42768830400000013,0.008942004655749285,0.052172541699997056,0.002985173207605635,0.00043134174999863716,0.00013116098247999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Random Projection,0.11983416654999815,0.01021703370738083,0.015042764549994559,0.00024934296906573797,0.17590714994999815,0.004711349733161524,0.0002382416500012141,6.435021011614181e-06,0.0040431625000024955,0.00012002309484293404,0.002497764449995543,0.000240896623794909,0.0010437249000005977,8.760885877165851e-05,0.0011170041999974956,0.0001255464930124879,0.00035858745000325596,7.494479607214675e-05,5.3402000011715246e-05,1.9259722115250418e-05,0.11047191450000185,0.010389631319648986,0.11983416654999815,0.01021703370738083,0.11982380165001416,0.010215530635549195,1.0364899983983377e-05,2.5775981625219426e-06,0.31078408104999083,0.013070299471399947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Random Sampling,0.21951324154999555,0.016879192440526537,0.015042764549994559,0.00024934296906573797,0.20219704175000572,0.0037253236803579913,,,,,,,,,,,,,,,,,0.21951324154999555,0.016879192440526537,0.21950487914999145,0.01687934383081349,8.36240000410271e-06,1.1245520021845714e-06,0.4367530478499958,0.01644969819191631,0.005214345749999438,2.410553960672055e-05,0.009209720900003049,8.237238967008666e-05,0.10933610834999001,0.010731374007596405,0.0008344917000016494,8.245533647259812e-05,0.0028827000500029954,0.00012192433766093111,0.0920275123999943,0.012261543572577012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SIGN Bidirectional,0.13139998110000023,0.00806746583205212,0.015042764549994559,0.00024934296906573797,0.17819695829999488,0.007065366743228781,,,,,,,,,,,,,,,,,0.13139998110000023,0.00806746583205212,0.13138973710000243,0.008067471957041711,1.024399999778325e-05,1.480812366313522e-06,0.32463970394998964,0.011866206318271543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002618833000042287,4.613537952948384e-05,0.01377026664999903,0.00038947971732117514,0.00530980419999878,0.0002640862308502985,0.0011790206999961583,0.000172713378249541,0.00037540610000519337,9.112980490800834e-05,4.2272850001268127e-05,1.2096047669962356e-05,0.11045108329999778,0.008029517896310632
8,CountSketch,0.12743337700000837,0.008014444065392312,0.015076514500000826,0.000186420324767543,0.17581983334999335,0.004098242223660173,,,,,,,,,,,,,,,,,0.12743337700000837,0.008014444065392312,0.13008414379999067,0.008019164334440521,0.0,0.0,0.31832972485000255,0.00977030019927009,,,,,,,,,,,,,,,,,,,8.35416499967323e-05,1.6382048725324614e-05,0.002687197899993521,0.0004098646571437614,0.002687197899993521,0.0004098646571437614,0.003502958399997169,0.0005834584818540531,0.0027051791500070977,0.0002857645415608799,0.0011103811999987555,0.00010442326404707582,0.001104295749999551,0.00011298545220257141,0.0003485959500011404,9.754182096535553e-05,4.7175049996894816e-05,1.5285856151720133e-05,0.11580762085000629,0.008122408235718796,,,,,,,,,,,,,,
8,Non-random,0.49995392919999804,0.012678294577111419,0.015076514500000826,0.000186420324767543,0.18932351259999222,0.005894080903486444,,,,,,,,,,,,,,,,,0.49995392919999804,0.012678294577111419,0.4999496043999841,0.012678234476161033,4.3248000139328726e-06,7.233307975574714e-07,0.7043539562999911,0.015548838869866077,,,,,,,,,,,,,0.430909179249997,0.009694132911490488,0.06857218760000024,0.008056732825697199,0.00046823754998683855,0.00012984225416573305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
