K,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
2,8,Non-random,24.06489085336154,0.0,0.0008704668209876532,0.47294058400001404,0.0148183329999938,0.24655004100003453,,,,,,,,,0.47294058400001404,0.47293662499998845,3.959000025588466e-06,0.7343089580000424,,,,,,,0.4524103329999889,0.020127624999986438,0.00039866700001311983,,,,,,,,,,,,,,,,,,,,,,,
2,8,CountSketch,13.417319293063413,0.0,0.0007598700670829739,0.02967916699998341,0.0148183329999938,0.229355666999993,,,,,,,,,0.02967916699998341,0.03202670999996826,0.0,0.2738531669999702,,,,,,,,,,8.04999999672873e-05,12.0,88.0,119.0,0.0,0.002378708000037477,0.002378708000037477,0.002744458999984545,0.0017832919999705155,0.0011006249999923057,0.0012312919999999394,0.00015000000001919034,1.5416999985973234e-05,0.02016370899997355,,,,,,,,,
2,8,SIGN Bidirectional,14.792478617937752,0.0,0.0005752214079060153,0.03370145799999591,0.0148183329999938,0.22132133299999168,,,,,,,,,0.03370145799999591,0.03369149999991805,9.958000077858742e-06,0.2698411239999814,,,,,,,,,,,,,,,,,,,,,,,,0.00017774999997755003,12.0,2.0,0.00837041599999111,0.004838957999993454,0.0010036250000098335,0.00012958399997842207,1.6625000000658474e-05,0.019154541999967023
2,9,Random Projection,13.516055191208435,0.0,0.0009737329773919778,0.027403832999993938,0.015204208000000108,0.22139604199998075,0.0001722499999914362,0.0031821669999771984,0.001342249999993328,0.0007980000000316068,0.0010999159999869335,0.00016962499995543112,1.7000000013922545e-05,0.020612291000020377,0.027403832999993938,0.027393498999970234,1.0334000023703993e-05,0.2640040829999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,Random Sampling,16.587044140365503,0.0,0.002266701945747601,0.06220375000003742,0.015204208000000108,0.2571709169999963,,,,,,,,,0.06220375000003742,0.06219495999994251,8.790000094904826e-06,0.3345788750000338,0.005279499999971904,0.009180667000009635,0.020657541999980822,0.0007013750000055552,0.0028865840000094067,0.02348929199996519,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,Non-random,24.02201648399462,0.0,0.0008415316358024727,0.4543218750000051,0.015204208000000108,0.22743637499996794,,,,,,,,,0.4543218750000051,0.4543166250001036,5.249999901479896e-06,0.6969624579999731,,,,,,,0.43573912500005463,0.017909875000043485,0.0006676250000055006,,,,,,,,,,,,,,,,,,,,,,,
2,9,CountSketch,13.499061684910014,0.0,0.0009293714884427429,0.029159708000008777,0.015204208000000108,0.22459762500000124,,,,,,,,,0.029159708000008777,0.03220891499989875,0.0,0.26896154100001013,,,,,,,,,,0.00011749999998755811,12.0,69.0,114.0,0.0,0.0031025000000113323,0.0031025000000113323,0.0024336669999911464,0.0016180829999825619,0.000988916999972389,0.0010100409999722615,0.00018766599998798483,2.9916000016783073e-05,0.019618124999965403,,,,,,,,,
2,9,SIGN Bidirectional,16.498216160376607,0.0,0.0011385733100914008,0.032974082999999155,0.015204208000000108,0.22543824999996787,,,,,,,,,0.032974082999999155,0.03296416600005614,9.91699994301598e-06,0.27361654099996713,,,,,,,,,,,,,,,,,,,,,,,,0.0001711250000084874,12.0,2.0,0.008412749999990865,0.0043180000000120344,0.0008716670000126214,0.00015220800003135082,2.7250000016465492e-05,0.019011165999984314
2,10,Random Projection,14.04289635046714,0.0,0.0005611500943217274,0.02356341600000178,0.014945124999997006,0.2212786670000355,0.00017104199997675096,0.002950999999995929,0.0013091249999774845,0.0008289999999533393,0.0008306659999561816,0.00018200000005208494,2.904199999420598e-05,0.017253166000045894,0.02356341600000178,0.02355504099995187,8.375000049909431e-06,0.2597872080000343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,Random Sampling,17.296864365127572,0.0,0.0022418709902724265,0.06362433299995018,0.014945124999997006,0.25155300000000125,,,,,,,,,0.06362433299995018,0.06361441799998602,9.914999964166782e-06,0.33012245799994844,0.005220291999989968,0.009022249999986798,0.021043666000025496,0.0011539589999642885,0.003264667000053123,0.023909583999966344,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,Non-random,23.97634859948895,0.0,0.0004810474537037118,0.46487200000001394,0.014945124999997006,0.19124162500003195,,,,,,,,,0.46487200000001394,0.46486808399998836,3.916000025583344e-06,0.6710587500000429,,,,,,,0.44570937499997854,0.018763750000005075,0.0003949590000047465,,,,,,,,,,,,,,,,,,,,,,,
2,10,CountSketch,13.956228280322891,0.0,0.0005293264935027076,0.026490167000019937,0.014945124999997006,0.1805119169999898,,,,,,,,,0.026490167000019937,0.02906583200001478,0.0,0.22194720900000675,,,,,,,,,,7.883300003186378e-05,12.0,87.0,107.0,0.0,0.00261337500000991,0.00261337500000991,0.0028467500000033397,0.0017424580000238166,0.0007950840000034987,0.0008370410000111406,0.00012933299996120695,1.64580000046044e-05,0.01739312499995549,,,,,,,,,
2,10,SIGN Bidirectional,15.172275969402977,0.0,0.0007213131661948091,0.03241395800000646,0.014945124999997006,0.1802031250000482,,,,,,,,,0.03241395800000646,0.032399375000068176,1.4582999938284047e-05,0.22756220800005167,,,,,,,,,,,,,,,,,,,,,,,,0.00019583400001010887,12.0,2.0,0.008875750000015614,0.004956416000027275,0.0009239580000439673,0.00025016699999014236,1.6041999970184406e-05,0.017181208000010884
2,11,Random Projection,14.107654300521338,0.0,0.0009066928081474801,0.022593125000014425,0.015362124999967364,0.18066183299998784,0.0001704590000031203,0.00323745800000097,0.0015687920000004851,0.0006928750000270156,0.0008888749999869106,0.0001364169999646947,1.5040999983284564e-05,0.015875041000015244,0.022593125000014425,0.022584957999981725,8.167000032699434e-06,0.21861708299996963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,Random Sampling,17.762472460762186,0.0,0.0011362402651469705,0.05581929200002378,0.015362124999967364,0.24404654199997822,,,,,,,,,0.05581929200002378,0.055810957999995026,8.334000028753508e-06,0.31522795899996936,0.005226624999977503,0.009212624999975105,0.01722091599998521,0.0006792920000293634,0.00283124999998563,0.020640250000042215,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,Non-random,24.150964863949607,0.0,0.000900607638888884,0.7200162500000147,0.015362124999967364,0.23224291700000776,,,,,,,,,0.7200162500000147,0.7200110410000775,5.208999937167391e-06,0.9676212919999898,,,,,,,0.7001348750000034,0.019184583000026123,0.0006915830000480128,,,,,,,,,,,,,,,,,,,,,,,
2,11,CountSketch,14.113189532956882,0.0,0.0009297814202827992,0.026689332999978888,0.015362124999967364,0.21666325000001052,,,,,,,,,0.026689332999978888,0.02950291800004834,0.0,0.2587147079999568,,,,,,,,,,7.679199995891395e-05,12.0,85.0,115.0,0.0,0.002845250000007127,0.002845250000007127,0.0024382089999903656,0.0013460000000122818,0.0009528749999958563,0.0011764170000105878,0.00014325000000781074,1.5417000042816653e-05,0.017663458000015453,,,,,,,,,
2,11,SIGN Bidirectional,16.980688840179692,0.0,0.0010498691666153415,0.033089375000031396,0.015362124999967364,0.22099954100002606,,,,,,,,,0.033089375000031396,0.03307879299990191,1.0582000129488733e-05,0.2694510410000248,,,,,,,,,,,,,,,,,,,,,,,,0.0001675419999855876,12.0,2.0,0.007603541999969821,0.004860167000003912,0.0011552500000107102,0.0002161670000191407,2.9582999957256106e-05,0.01904654199995548
2,12,Random Projection,13.676252271630835,0.0,0.0012339317180411202,0.02394783400001188,0.014394833000039853,0.22312041700001828,0.00016274999995857797,0.0028888329999858797,0.0015346250000334294,0.0006902910000121665,0.0008470419999753176,0.0002469169999699261,2.9707999999573076e-05,0.01753795799999125,0.02394783400001188,0.02393812399992612,9.71000008576084e-06,0.26146308400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,Random Sampling,17.70051112428777,0.0,0.0007668298381504624,0.06583704100000887,0.014394833000039853,0.25242533400000866,,,,,,,,,0.06583704100000887,0.06582687399992437,1.0167000084493338e-05,0.3326572080000574,0.005261749999988297,0.009235665999995035,0.022465249999982007,0.0009635829999865564,0.002845250000007127,0.025055374999965352,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,Non-random,24.013426078073284,0.0,0.0010706018518518712,0.4858529580000095,0.014394833000039853,0.20531125000002248,,,,,,,,,0.4858529580000095,0.48584608300001264,6.874999996853148e-06,0.7055590410000718,,,,,,,0.4659660410000015,0.019470624999996744,0.0004094170000144004,,,,,,,,,,,,,,,,,,,,,,,
2,12,CountSketch,14.100368171696841,0.0,0.0012287898910817996,0.024842291000027217,0.014394833000039853,0.1832765830000085,,,,,,,,,0.024842291000027217,0.02718720899991922,0.0,0.22251370700007556,,,,,,,,,,9.120900000425536e-05,12.0,75.0,120.0,0.0,0.0023832079999692724,0.0023832079999692724,0.00247433300000921,0.0013531250000369255,0.0009252080000123897,0.000794584000004761,0.00015879199997925753,1.9166999948083685e-05,0.016604374999985794,,,,,,,,,
2,12,SIGN Bidirectional,16.452091000672013,0.0,0.0014124290397228845,0.03576266699997177,0.014394833000039853,0.21205520899997055,,,,,,,,,0.03576266699997177,0.03574966799999402,1.2998999977753556e-05,0.26221270899998217,,,,,,,,,,,,,,,,,,,,,,,,0.000175416999979916,12.0,2.0,0.009521000000006552,0.004642875000001823,0.0010529590000487588,0.0002734170000167069,2.6791999971464975e-05,0.020057207999968796
2,13,Random Projection,13.49087509355259,0.0,0.001190681792029219,0.025600666000002548,0.01525429099996245,0.20029166699998768,0.00017416699995465024,0.0029955829999721573,0.0016273329999876296,0.0011140830000044843,0.0009537089999867021,0.00032704199998079275,1.912499999434658e-05,0.018376166999985344,0.025600666000002548,0.025587208999866107,1.3457000136440911e-05,0.24114662399995268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,Random Sampling,17.578531521822143,0.0,0.0005192211192372453,0.05993999999998323,0.01525429099996245,0.21790599999997085,,,,,,,,,0.05993999999998323,0.05992204000000356,1.7959999979666463e-05,0.2931002909999165,0.005227832999992188,0.00955820799998719,0.01745479100003422,0.0006701249999991887,0.0029137079999941307,0.024097374999996646,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,Non-random,23.730234739428365,0.0,0.0010947145061728503,0.4693783339999982,0.01525429099996245,0.22466654200002267,,,,,,,,,0.4693783339999982,0.46937441599999374,3.9180000044325425e-06,0.7092991669999833,,,,,,,0.4509802499999864,0.017996583000012834,0.00039758299999448354,,,,,,,,,,,,,,,,,,,,,,,
2,13,CountSketch,13.528265822029866,0.0,0.0012197461564341927,0.02703800000000456,0.01525429099996245,0.21066962500003683,,,,,,,,,0.02703800000000456,0.029390750999993998,0.0,0.25296191600000384,,,,,,,,,,7.929200000944547e-05,12.0,67.0,126.0,0.0,0.0023888750000082837,0.0023888750000082837,0.0026735419999681653,0.001246041999991121,0.0006839580000246315,0.0008526249999931679,0.00019762499999842476,3.0666999975892395e-05,0.018849250000016582,,,,,,,,,
