K,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
2,1,Random Projection,13.54164221266425,0.0,0.0013189792910243692,0.029209749999978385,0.015953499999994847,0.24232158299997764,0.0001729169999862279,0.004002708999991,0.0014991660000021056,0.0010017080000181977,0.001119832999989967,0.0003642920000004324,3.1875000018999344e-05,0.021001874999996062,0.029209749999978385,0.029194375000002992,1.537499997539271e-05,0.28748483299995087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,Random Sampling,17.436800861453868,0.0,0.0015307879883784403,0.06473624999998151,0.015953499999994847,0.21541766600000756,,,,,,,,,0.06473624999998151,0.06472208500002807,1.4164999953436563e-05,0.2961074159999839,0.005417459000000235,0.0093042080000032,0.02340474999999742,0.0010733340000115277,0.0028733750000071723,0.022648959000008517,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,Non-random,24.103277828593065,0.0,0.0011308834876543328,0.4712430830000187,0.015953499999994847,0.2159972499999867,,,,,,,,,0.4712430830000187,0.471239292000007,3.7910000116880838e-06,0.7031938330000003,,,,,,,0.45289099999999394,0.01797849999999812,0.0003697920000149679,,,,,,,,,,,,,,,,,,,,,,,
2,1,CountSketch,13.510234471875215,0.0,0.001301831761071015,0.02523750000000291,0.015953499999994847,0.19080770900001198,,,,,,,,,0.02523750000000291,0.027731914999947094,0.0,0.23199870900000974,,,,,,,,,,8.533300001545285e-05,12.0,88.0,122.0,0.0,0.0025304999999775646,0.0025304999999775646,0.0025798749999808024,0.001432958000009421,0.0008034999999892989,0.0011712499999987358,0.00020708299999228075,1.7958000000817265e-05,0.016372958000005156,,,,,,,,,
2,1,SIGN Bidirectional,16.273447833568806,0.0,0.001732955589884233,0.033255500000024085,0.015953499999994847,0.19262683400000924,,,,,,,,,0.033255500000024085,0.033244209999963914,1.1290000060171224e-05,0.24183583400002817,,,,,,,,,,,,,,,,,,,,,,,,0.00018991700000015044,12.0,2.0,0.00995304199997804,0.004990208999998913,0.0008095420000131526,0.00019429099998546917,1.7708999990873053e-05,0.017089499999997315
2,2,Random Projection,13.484578295873487,0.0,0.0005177814085366161,0.023395792000002302,0.014842541999996683,0.1800603750000107,0.0001709169999912774,0.0031145419999916157,0.0015495000000100845,0.0008885829999769612,0.0009824169999888,0.00022375000000351974,1.5791999999237305e-05,0.016441167000010637,0.023395792000002302,0.023386667999972133,9.124000030169555e-06,0.2182987090000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Random Sampling,17.46385450355131,0.0,0.0008063861339955847,0.06040820799998414,0.014842541999996683,0.2136184999999955,,,,,,,,,0.06040820799998414,0.06039774999999281,1.0457999991331235e-05,0.2888692499999763,0.005208291999991843,0.009186416000005693,0.018067166999998108,0.0006554999999934807,0.0030367919999889637,0.024243583000014723,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Non-random,23.92136494063709,0.0,0.0004255883487654377,0.48833666600000925,0.014842541999996683,0.23001695899998253,,,,,,,,,0.48833666600000925,0.48833225100000277,4.415000006474656e-06,0.7331961669999885,,,,,,,0.46883675000000835,0.019130417000013722,0.0003650839999806976,,,,,,,,,,,,,,,,,,,,,,,
2,2,CountSketch,13.483058072051877,0.0,0.0005245308609139465,0.027444500000001426,0.014842541999996683,0.22990829099998678,,,,,,,,,0.027444500000001426,0.029726665999987745,0.0,0.2721953329999849,,,,,,,,,,7.737500001780973e-05,12.0,84.0,111.0,0.0,0.002313832999988108,0.002313832999988108,0.0027700830000014776,0.001311541000006855,0.0008995830000060323,0.001172041999979001,0.000260209000003897,3.1417000002420536e-05,0.018576749999994036,,,,,,,,,
2,2,SIGN Bidirectional,14.8181621701753,0.0,0.0006183195241461492,0.03434445799999253,0.014842541999996683,0.21990987499998482,,,,,,,,,0.03434445799999253,0.03433524799999077,9.21000000175809e-06,0.26909687499997403,,,,,,,,,,,,,,,,,,,,,,,,0.0001722909999841704,12.0,2.0,0.00917908299999226,0.004648666999997886,0.0009871660000158045,0.00014966599999866048,2.6708000007147348e-05,0.01917166699999484
2,3,Random Projection,13.721972318700677,0.0,0.0007640760806258695,0.025058708000017305,0.014578583000002254,0.21807570900000428,0.0001659160000144766,0.003250874999991993,0.0017256659999986823,0.0007264580000025944,0.001041166999982579,0.0001808330000017122,1.6667000011238997e-05,0.01794116700000359,0.025058708000017305,0.025048749000006865,9.959000010439922e-06,0.25771300000002384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Random Sampling,17.488408892495993,0.0,0.0009334418786098309,0.06074041599998736,0.014578583000002254,0.2456159580000019,,,,,,,,,0.06074041599998736,0.06073112499998956,9.290999997801919e-06,0.3209349569999915,0.0052477499999952215,0.009134291999998823,0.021286583999994946,0.001031917000005933,0.0032337910000137526,0.020796790999980885,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Non-random,23.697351966274635,0.0,0.0005943769290123468,0.47748341700000196,0.014578583000002254,0.23371195799998645,,,,,,,,,0.47748341700000196,0.4774791670000127,4.2499999892697815e-06,0.7257739579999907,,,,,,,0.45931183400000464,0.017801125000005413,0.00036620800000264353,,,,,,,,,,,,,,,,,,,,,,,
2,3,CountSketch,13.709283544297966,0.0,0.0007251156060443242,0.028002083000018274,0.014578583000002254,0.22292133299998795,,,,,,,,,0.028002083000018274,0.031016374000017777,0.0,0.2655019990000085,,,,,,,,,,7.695900001181144e-05,12.0,82.0,110.0,0.0,0.0030499169999984588,0.0030499169999984588,0.0026932500000214077,0.0015464159999964977,0.0009106660000099964,0.0011444159999882686,0.0002978750000011132,4.116700000622586e-05,0.01820579099998554,,,,,,,,,
2,3,SIGN Bidirectional,15.098507094011094,0.0,0.0008530415973253547,0.03344591699999455,0.014578583000002254,0.2260897079999893,,,,,,,,,0.03344591699999455,0.03343570900003101,1.0207999963540715e-05,0.2741142079999861,,,,,,,,,,,,,,,,,,,,,,,,0.00017670799999791598,12.0,2.0,0.008533375000013166,0.0052081670000063696,0.0007610419999934948,0.0001600420000045233,1.8791999991663033e-05,0.01857758300002388
2,4,Random Projection,13.372598789740112,0.0,0.001877754744714799,0.024619375000014543,0.014846666000011055,0.21675108300001966,0.00017083299999853807,0.0035463749999848915,0.0016209589999789387,0.0006923749999998563,0.0008796660000029988,0.00011912499999766624,1.608300001976204e-05,0.01756520899999714,0.024619375000014543,0.02461062499997979,8.750000034751793e-06,0.25621712400004526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,Random Sampling,16.743382793017844,0.001736111111111111,0.0034598724586721863,0.06513574999999605,0.014846666000011055,0.2476914589999808,,,,,,,,,0.06513574999999605,0.06512466700004893,1.1082999947120697e-05,0.3276738749999879,0.005207209000019475,0.009380291000013585,0.02266983300000902,0.0013526250000097662,0.002859959000005574,0.02365474999999151,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,Non-random,23.912488792910807,0.0,0.001733699845679032,0.44816500000001724,0.014846666000011055,0.22858945799998764,,,,,,,,,0.44816500000001724,0.44816058400002134,4.415999995899256e-06,0.6916011240000159,,,,,,,0.42843479200001866,0.019360124999991513,0.0003656670000111717,,,,,,,,,,,,,,,,,,,,,,,
2,4,CountSketch,13.345746727301403,0.0,0.0018934211496436648,0.027870083999999906,0.014846666000011055,0.22269450000001711,,,,,,,,,0.027870083999999906,0.030408459999989645,0.0,0.2654112500000281,,,,,,,,,,0.00011704199999940101,12.0,76.0,118.0,0.0,0.0025991669999996247,0.0025991669999996247,0.0026220829999772377,0.001498208000015211,0.0009537919999900168,0.0012528339999846594,0.00022854200000210767,1.716700000997662e-05,0.018520458000011786,,,,,,,,,
2,4,SIGN Bidirectional,15.071915247562677,0.0,0.00211436984762442,0.03655579099998363,0.014846666000011055,0.22352887499999952,,,,,,,,,0.03655579099998363,0.036545958999994355,9.831999989273754e-06,0.2749313319999942,,,,,,,,,,,,,,,,,,,,,,,,0.00017775000000597174,12.0,2.0,0.008575417000002972,0.005361416999988933,0.0012059169999929509,0.0002629169999863734,2.879100000541257e-05,0.02093375000001174
2,5,Random Projection,13.989770773093582,0.0,0.0015802496350867112,0.02873437499999909,0.014819999999986067,0.221263792000002,0.00017325000001733315,0.003625625000012178,0.0015248329999906218,0.0012275420000094073,0.001552292000013722,0.00015616600001067127,1.6957999974920313e-05,0.02044883300001743,0.02873437499999909,0.028725499000046284,8.875999952806524e-06,0.26481816699998717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,Random Sampling,17.604761802571712,0.0,0.00168670075887703,0.0623089580000169,0.014819999999986067,0.2487509169999953,,,,,,,,,0.0623089580000169,0.06229783300003078,1.112499998612293e-05,0.32587987499999826,0.005213166000004321,0.009184417000000167,0.02037395800002173,0.0009437500000046839,0.0028858750000040345,0.02369666699999584,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,Non-random,23.855741165172244,0.0,0.0016782407407407163,0.4470862919999945,0.014819999999986067,0.23887824999999907,,,,,,,,,0.4470862919999945,0.44708279200003176,3.49999996274164e-06,0.7007845419999796,,,,,,,0.42872087500001044,0.017994417000011254,0.0003675000000100681,,,,,,,,,,,,,,,,,,,,,,,
2,5,CountSketch,14.007058607135942,0.0,0.0015352298903779094,0.029546749999980193,0.014819999999986067,0.21514408400000207,,,,,,,,,0.029546749999980193,0.031896419000077,0.0,0.2595108339999683,,,,,,,,,,8.054200000628953e-05,12.0,80.0,123.0,0.0,0.0023827090000168027,0.0023827090000168027,0.002515500000015436,0.0014192499999978736,0.000937082999996619,0.0010581669999965015,0.00018450000001735134,1.5834000009817828e-05,0.02092012500000351,,,,,,,,,
2,5,SIGN Bidirectional,16.391049427480212,0.0,0.0014374361110973954,0.035044500000026346,0.014819999999986067,0.22922795800002405,,,,,,,,,0.035044500000026346,0.03503412599999933,1.0374000027013608e-05,0.27909245800003646,,,,,,,,,,,,,,,,,,,,,,,,0.0002439579999986563,12.0,2.0,0.008769582999974546,0.004584625000006781,0.0008262090000243916,0.00014212500002486195,1.6291999997974926e-05,0.02045133399997212
2,6,Random Projection,13.817275518475473,0.0,0.0008036107318665914,0.04026508300000842,0.014837583999963044,0.18038529099999323,0.0001884999999788306,0.003129542000010588,0.0013730409999652693,0.0007984160000091833,0.0011539999999854444,0.00021345800001881798,1.716700000997662e-05,0.03338137500003313,0.04026508300000842,0.04025549900001124,9.583999997175852e-06,0.2354879579999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,Random Sampling,17.621111603250192,0.0,0.0012318293807930536,0.05540187500002958,0.014837583999963044,0.2118305420000297,,,,,,,,,0.05540187500002958,0.05539395800002467,7.917000004908914e-06,0.28207000100002233,0.005187916000011228,0.009271541999964938,0.01743491700000277,0.0007081250000169348,0.0028182080000078713,0.019973250000020926,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,Non-random,23.872119076613167,0.0,0.0006793740354938266,0.4652547499999855,0.014837583999963044,0.2298433749999731,,,,,,,,,0.4652547499999855,0.4652494589999492,5.291000036322657e-06,0.7099357089999216,,,,,,,0.44664008299997704,0.01796645899997884,0.0006429169999933038,,,,,,,,,,,,,,,,,,,,,,,
2,6,CountSketch,13.83505963344123,0.0,0.000810906861356972,0.026253166999993027,0.014837583999963044,0.2144631669999626,,,,,,,,,0.026253166999993027,0.028571667999983674,0.0,0.25555391799991867,,,,,,,,,,7.787499998812564e-05,12.0,80.0,113.0,0.0,0.002351292000014382,0.002351292000014382,0.002513416999988749,0.0017685409999899093,0.0008577909999871736,0.0008772090000093158,0.00012016699997730029,1.5583999982027308e-05,0.01763850000003231,,,,,,,,,
2,6,SIGN Bidirectional,15.108775929606075,0.0,0.0010448841079382792,0.03085745800001405,0.014837583999963044,0.21747845799995957,,,,,,,,,0.03085745800001405,0.030848583999954826,8.874000059222453e-06,0.26317349999993667,,,,,,,,,,,,,,,,,,,,,,,,0.00019416600002841733,12.0,2.0,0.007446541999968304,0.004618207999953938,0.001087500000039654,0.00011083399999733956,1.5334000011080207e-05,0.017375999999956093
2,7,Random Projection,13.628700875556678,0.0,0.0015050958331633002,0.028973249999978634,0.015471332999993592,0.21433612499998844,0.00017295899999680842,0.004708499999992455,0.0019018340000229728,0.0010305830000447713,0.0013954579999904126,0.00018516599999429673,1.6291999997974926e-05,0.019550666000043293,0.028973249999978634,0.028961458000082985,1.1791999895649496e-05,0.25878070799996067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,Random Sampling,17.53042599232858,0.0,0.0014230755122914274,0.06637916699997959,0.015471332999993592,0.2511812920000125,,,,,,,,,0.06637916699997959,0.06636874999992415,1.041700005544044e-05,0.33303179199998567,0.005209374999992633,0.009266582999998718,0.023301124999989042,0.0012329589999922064,0.003310791999979301,0.024047915999972247,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,Non-random,23.777495224880955,0.0,0.0016239872685185064,0.4881943329999672,0.015471332999993592,0.22658941700001378,,,,,,,,,0.4881943329999672,0.4881907079999337,3.625000033480319e-06,0.7302550829999745,,,,,,,0.468371999999988,0.01940829099999064,0.0004104169999550322,,,,,,,,,,,,,,,,,,,,,,,
2,7,CountSketch,13.487985855198467,0.0,0.0015356954627218367,0.026434959000027902,0.015471332999993592,0.22611508400001412,,,,,,,,,0.026434959000027902,0.02875008299986348,0.0,0.2680213760000356,,,,,,,,,,7.583299998259463e-05,12.0,89.0,108.0,0.0,0.002348833999974431,0.002348833999974431,0.0025989579999645684,0.0019208749999961583,0.0009922080000137612,0.0010538749999682295,0.00017008300000043164,1.64580000046044e-05,0.01722412499998427,,,,,,,,,
2,7,SIGN Bidirectional,14.8352406137631,0.0,0.0014594631921964751,0.03137850000001663,0.015471332999993592,0.1797418340000263,,,,,,,,,0.03137850000001663,0.031367749999958505,1.0750000058123987e-05,0.22659166700003652,,,,,,,,,,,,,,,,,,,,,,,,0.00016808300000548115,12.0,2.0,0.007801957999959086,0.004882624999993368,0.0007096250000131477,0.00021745800000871895,3.833400000985421e-05,0.01754966699996885
2,8,Random Projection,13.47088098125742,0.0,0.0007372296503722064,0.023378166999975747,0.0148183329999938,0.1774362499999711,0.0001709169999912774,0.003166582999995171,0.0015316249999841602,0.000738458000000719,0.0009861670000077538,0.00019104199998309923,2.708300002041142e-05,0.016558832999976403,0.023378166999975747,0.023370707999958995,7.4590000167518156e-06,0.21563274999994064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,Random Sampling,17.116953815432534,0.0,0.0017680237796652565,0.057863584000017454,0.0148183329999938,0.21133520799997996,,,,,,,,,0.057863584000017454,0.057851042999971014,1.2541000046439876e-05,0.2840171249999912,0.005676750000020547,0.009258875000000444,0.01693512499997496,0.0006892499999935353,0.0032320839999897544,0.022058958999991773,,,,,,,,,,,,,,,,,,,,,,,,,,
