rho_n,rep,seed,n,K,m,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.18543858299995009,0.028226750000044376,2,0.0004,7.5426,22.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.416,0.20421957165441795,0.20866379099729912,0.019015125000009903,0.18159654199996567,0.00012487499998314888,0.1715035000000853,0.3532293749999553,1.0725641708090672,0.8725693612221137,0.5668902500000286,3.6897489999992104,0.3736935419999554,3.690432548522949,786.25,786.25,0.0,,,,,,,0.0038131659999862677,0.17776095800002167,42635.0,29689.0,0.7,55900.0,,,,,,,,,,,
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.18543858299995009,0.028226750000044376,2,0.0004,7.5426,22.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1468,0.608039542558589,0.5280940943463669,0.01703524999993533,0.15857516699998087,0.00024637499996060797,0.08391962499990768,0.24274595899998985,0.9996973230202799,0.7248703994544237,0.4564064999998436,2.7062329999998838,0.26118995900003483,20.08055305480957,786.25,786.25,0.0,,,,,,,,,,,,,0.0006154170000627346,163.0,19.0,47.0,0.0,0.0010887089999869204,0.03738833300008082,0.10234279099995547,0.00825362499995208,0.008457750000047781,0.0003697909999118565
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1863089170000194,0.027327041000035024,3,0.0006,7.5666,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1014,0.7187617979351766,0.6383814347460505,0.01726645900009771,0.07535745799998494,0.00011637500006145274,0.08335479200002283,0.15883479199999329,1.0000000000000004,0.7420538998747698,0.37246458300012364,1.7975339999993594,0.17755866699997114,2.8058433532714844,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1863089170000194,0.027327041000035024,3,0.0006,7.5666,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1622,0.5729242347827885,0.4957779202236541,0.017424624999989646,0.178545541999938,0.00040949999993245,0.08818720900001153,0.26714979199994104,0.9997694487053963,0.7227095149072942,0.4807782089999364,2.834936000000198,0.2859504590001052,26.222731590270996,786.25,786.25,0.0,0.012311332999956903,0.04284341700008554,0.10435533299994404,0.008362583000007362,0.010218207999969309,0.0003699580000784408,,,,,,,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1863089170000194,0.027327041000035024,3,0.0006,7.5666,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.2242,0.4405046146153323,0.37552782975108673,0.01762925000002724,0.20894937499997468,0.0001262499999938882,0.13515258300003552,0.3442336250000153,1.0829838173518966,0.8731459501174552,0.5578641660000585,3.471258000000489,0.3632585840000502,3.726040840148926,786.25,786.25,0.0,,,,,,,0.003925208999930874,0.20500012499996956,42757.0,30141.0,0.7,56780.0,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1863089170000194,0.027327041000035024,3,0.0006,7.5666,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1412,0.6211614365106483,0.540972676788858,0.017543582999905993,0.173886207999999,0.00024425000003702735,0.0895343329999605,0.26366987500000505,0.9997536743906615,0.7287240959021826,0.47730074900005093,2.7446390000004612,0.2826421670000627,20.083356857299805,786.25,786.25,0.0,,,,,,,,,,,,,0.0006495410000297852,163.0,19.0,46.0,0.0,0.001131708000002618,0.03778066699999272,0.11609233399997265,0.008534042000064801,0.009404000000017732,0.00024025000004712638
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.19634658300003593,0.027444582999919476,8,0.0016,7.5486,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.105,0.7098661612118752,0.6290517863508075,0.01736649999998008,0.07525187500004904,0.00012495900000430993,0.08464366600003359,0.16002754099997674,0.9999999999999997,0.7407613414762589,0.38381166600004235,1.7696450000003097,0.17881083300005685,2.7992172241210938,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.19634658300003593,0.027444582999919476,8,0.0016,7.5486,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1398,0.624525502254811,0.5439300289717882,0.017579957999942053,0.17853433300001598,0.00029345799998736766,0.08931383300000562,0.2681480420000071,0.9997554416691823,0.728486266400026,0.49193278999996437,2.959060999999565,0.2871413750000329,26.2205228805542,786.25,786.25,0.0,0.009110958000064784,0.05008441599989055,0.10107400000003963,0.008382957999970131,0.009502541000074416,0.00031887500006178016,,,,,,,,,,,,,,,,,
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.19634658300003593,0.027444582999919476,8,0.0016,7.5486,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.3686,0.23284327119840106,0.2269092846096886,0.017979749999994965,0.15771391700002368,0.0001952080000364731,0.1655415840000387,0.32345633300008103,1.0743009076752141,0.8752569974980343,0.5472418750000543,3.5730160000002797,0.3428398339999603,3.6897315979003906,786.25,786.25,0.0,,,,,,,0.003736041999900408,0.15393245799998567,42658.0,29675.0,0.7,55846.0,,,,,,,,,,,
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.19634658300003593,0.027444582999919476,8,0.0016,7.5486,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1528,0.5941624870857671,0.5149767937460201,0.016983625000079883,0.1587771670000393,0.0002495840000165117,0.08551441700001305,0.24454658399997697,0.9996759372995935,0.7256871303886785,0.4683323340000243,2.7354420000001483,0.26299008300009064,20.081148147583008,786.25,786.25,0.0,,,,,,,,,,,,,0.0006067079999638736,163.0,20.0,47.0,0.0,0.0010854160000235424,0.037227500000085456,0.10262299999999414,0.008329167000056259,0.008615582999937033,0.00023937499997828127
2.0,8,220260514,5000,3,3,12614,80546,0.00322184,0.191439833000004,0.02721249999990505,2,0.0004,7.5684,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.0874,0.7548277789657664,0.6763300298472384,0.017815042000052017,0.07470654199994442,0.00012112499996419501,0.08036524999999983,0.15519941599995946,0.9999999999999994,0.7457001940759527,0.3738452499998175,1.7511349999995218,0.1744829579999987,2.8068389892578125,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,8,220260514,5000,3,3,12614,80546,0.00322184,0.191439833000004,0.02721249999990505,2,0.0004,7.5684,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1374,0.6302964569461614,0.5498549293652973,0.017542832999993152,0.17606533299999683,0.00025029100004303473,0.09210558300003413,0.26842637499999,0.9997333486086445,0.7312510889758054,0.48707353999998304,2.89870400000018,0.2873858330000303,26.223063468933105,786.25,786.25,0.0,0.009130291000019497,0.04367400000000998,0.10343370800001139,0.009463874999937616,0.010054332999970939,0.0002613330000258429,,,,,,,,,,,,,,,,,
2.0,8,220260514,5000,3,3,12614,80546,0.00322184,0.191439833000004,0.02721249999990505,2,0.0004,7.5684,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.2354,0.42040396111253103,0.35917398066742967,0.019923374999962107,0.18551929199998085,0.00012145899995630316,0.12248875000000226,0.30813387500006684,1.0758338532354341,0.8720117216980406,0.5267818339998485,3.1227490000001126,0.3294347920000291,3.707402229309082,786.25,786.25,0.0,,,,,,,0.0049039589999893,0.18058825000002798,42772.0,29870.0,0.7,56225.0,,,,,,,,,,,
2.0,8,220260514,5000,3,3,12614,80546,0.00322184,0.191439833000004,0.02721249999990505,2,0.0004,7.5684,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1284,0.6518075262645575,0.5709997197973401,0.017407832999992934,0.1778084579999586,0.00037158300006012723,0.0905459159999964,0.26873266699999476,0.9997852152846805,0.7316550484925559,0.48737828999992416,2.53716600000007,0.28762575000007473,20.083688735961914,786.25,786.25,0.0,,,,,,,,,,,,,0.0006494159999874682,163.0,15.0,44.0,0.0,0.0010812909999913245,0.04094837499997084,0.11409795800000211,0.009523332999947343,0.011167875000069216,0.00026354099998116
2.0,9,220260515,5000,3,3,12656,80767,0.00323068,0.21686512500002664,0.03763945900004728,3,0.0006,7.5936,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1066,0.7056579180565842,0.6241259142396137,0.01715116599996236,0.07800345800001196,0.00013912500003243622,0.08525974999997743,0.1634103750000122,0.9999999999999994,0.7370573972223643,0.41790691700009575,1.7797780000000785,0.18231758299998546,2.8144264221191406,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,9,220260515,5000,3,3,12656,80767,0.00323068,0.21686512500002664,0.03763945900004728,3,0.0006,7.5936,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1534,0.5927431759600392,0.5136812710605118,0.018914290999987315,0.17379070799995588,0.00023875000010775693,0.08983987500005242,0.2638741250000294,0.9997665869954506,0.7192677214151543,0.51837391700019,2.8206639999998515,0.2848071670000536,26.225592613220215,786.25,786.25,0.0,0.010128249999979744,0.04475670900001205,0.09951745900002607,0.009428915999933452,0.009674832999962746,0.00023424999994858808,,,,,,,,,,,,,,,,,
2.0,9,220260515,5000,3,3,12656,80767,0.00323068,0.21686512500002664,0.03763945900004728,3,0.0006,7.5936,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.417,0.17098573644699697,0.1749817302229048,0.017438208000044142,0.21101991600005476,0.00019162500007041672,0.14872400000001562,0.35994204200005697,1.07699198801718,0.8768181232573645,0.6144401250002147,3.7009390000002895,0.3787811670000565,3.713435173034668,786.25,786.25,0.0,,,,,,,0.004443291000029603,0.20653100000004088,42882.0,29902.0,0.7,56270.0,,,,,,,,,,,
2.0,9,220260515,5000,3,3,12656,80767,0.00323068,0.21686512500002664,0.03763945900004728,3,0.0006,7.5936,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1518,0.596347598748609,0.5182593994035359,0.019771750000018073,0.17130295800006934,0.00023029199996926764,0.08399804199996197,0.25553579199993237,0.9997098414463732,0.7219098690390598,0.5100358760000745,2.729878999999528,0.27675033399998483,20.086217880249023,786.25,786.25,0.0,,,,,,,,,,,,,0.0006297499999163847,163.0,16.0,44.0,0.0,0.0011015000000043074,0.04370762499991088,0.1077829580000298,0.00803516700000273,0.009735584000054587,0.0002624999999625288
2.0,10,220260516,5000,3,3,12619,80540,0.0032216,0.20365154099999927,0.030970457999956125,2,0.0004,7.5714,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1102,0.6967307297481041,0.6152100717568799,0.017831542000067202,0.07607162499994047,0.00012270800004898774,0.10674533300004896,0.18294583299996248,0.9999999999999994,0.7376435228673204,0.4175616649999938,1.657097000000249,0.20223425000006046,2.8066329956054688,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,10,220260516,5000,3,3,12619,80540,0.0032216,0.20365154099999927,0.030970457999956125,2,0.0004,7.5714,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1526,0.5947391175277795,0.5159580493824056,0.019399375000034524,0.17540562500005308,0.0003602080000746355,0.0944477079999615,0.27021987500006617,0.9997708317690683,0.7231692260314104,0.5048355400000446,2.8831520000003366,0.2917400840000255,26.222994804382324,786.25,786.25,0.0,0.009141499999941516,0.04560579099995721,0.10160787500001334,0.009160957999938546,0.009607749999986481,0.00022266600001330517,,,,,,,,,,,,,,,,,
2.0,10,220260516,5000,3,3,12619,80540,0.0032216,0.20365154099999927,0.030970457999956125,2,0.0004,7.5714,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.4088,0.1634441198568945,0.15049518631821993,0.017404542000008405,0.22650766599997496,0.00011758400000871916,0.1319596249999222,0.35858933300005447,1.0747631719272357,0.8718671142098473,0.5932068739998613,3.8603000000002794,0.3774252499999875,3.7084436416625977,786.25,786.25,0.0,,,,,,,0.004262083999947208,0.22222329199996693,42769.0,29869.0,0.7,56269.0,,,,,,,,,,,
2.0,10,220260516,5000,3,3,12619,80540,0.0032216,0.20365154099999927,0.030970457999956125,2,0.0004,7.5714,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1424,0.6185525474707121,0.538478944731135,0.024124292000010428,0.17131958300001315,0.00023999999996249244,0.09619141599989689,0.26775608299999476,0.9997571006818433,0.7234207750270203,0.5023729979998279,2.9428609999995388,0.29332112500003404,20.083620071411133,786.25,786.25,0.0,,,,,,,,,,,,,0.0006357910000360789,163.0,14.0,48.0,0.0,0.001100040999972407,0.04896625000003496,0.10352058300009048,0.008242332999998325,0.008530999999948108,0.0002705419999529113
4.0,1,420260507,5000,3,3,25282,156032,0.00624128,0.4246753749999925,0.058504290999962905,0,0.0,15.1692,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Non-random,non_random,0.012,0.9643083505555605,0.9340251770277048,0.01762183300002107,0.060623332999966806,0.00020016600001326879,0.07448987500004023,0.13532162499996048,1.0000000000000002,0.6942559661634056,0.6184930399999757,1.3705400000008012,0.15506204200005413,5.398445129394531,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,1,420260507,5000,3,3,25282,156032,0.00624128,0.4246753749999925,0.058504290999962905,0,0.0,15.1692,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Gaussian random projection,gaussian_random_projection,0.0206,0.939156881793418,0.8964046417799134,0.017031624999958694,0.25097966700002416,0.0003565840000874232,0.07064662499999486,0.3219894999999724,0.9999737235729071,0.6896920557022749,0.8051625420000619,2.8494889999992665,0.34105604199999107,27.08693218231201,786.25,786.25,0.0,0.00985704100003204,0.09907770799998161,0.11848574999999073,0.01309133400002338,0.010078125000063665,0.00030200000003333116,,,,,,,,,,,,,,,,,
4.0,1,420260507,5000,3,3,25282,156032,0.00624128,0.4246753749999925,0.058504290999962905,0,0.0,15.1692,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Random sampling,random_sampling,0.0474,0.8628358375520022,0.7971058176001135,0.017738708000024417,0.10564974999999777,0.00021099999992202356,0.08653995800000303,0.19240812500004267,1.0699149326154618,0.7965550951374039,0.6755803739998782,1.8341870000003837,0.21368229199993038,7.05448055267334,786.25,786.25,0.0,,,,,,,0.006716791000030753,0.09889354200004163,80516.0,56760.0,0.7,109977.0,,,,,,,,,,,
4.0,1,420260507,5000,3,3,25282,156032,0.00624128,0.4246753749999925,0.058504290999962905,0,0.0,15.1692,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,CountSketch random projection,countsketch_random_projection,0.0186,0.9449656477476951,0.9043929486837241,0.01766633300007925,0.22301941699993222,0.0002497919999768783,0.07288137500006542,0.29615516699993805,0.999979738163859,0.6895952241387167,0.77933024999993,3.1629259999999704,0.3157089580000729,20.94755744934082,786.25,786.25,0.0,,,,,,,,,,,,,0.0006112080000093556,163.0,18.0,49.0,0.0,0.0018408749999707652,0.10159941699998853,0.09589895900001011,0.012376208999967275,0.010237125000003289,0.00039683399995738
4.0,2,420260508,5000,3,3,25279,156042,0.00624168,0.46355562500002634,0.05583229100000153,0,0.0,15.1674,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Non-random,non_random,0.0178,0.9472929340559064,0.9075097812264499,0.019160707999958504,0.055719791999990775,0.00012850000007347262,0.07330445800005236,0.1291604580000012,1.0000000000000007,0.6935573337546849,0.6485406660001445,1.473590000000513,0.15042674999995143,5.3987884521484375,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,2,420260508,5000,3,3,25279,156042,0.00624168,0.46355562500002634,0.05583229100000153,0,0.0,15.1674,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Gaussian random projection,gaussian_random_projection,0.0214,0.9368124231513703,0.8925995899212908,0.017658291999964604,0.21367479200000616,0.000349207999988721,0.07231941700001698,0.2863489170000548,0.9999793052004728,0.6894524983193895,0.8057313330000397,3.1620089999996708,0.30596720899995944,27.08704662322998,786.25,786.25,0.0,0.009049083000036262,0.08552524999993238,0.0989542080000092,0.012292083000033927,0.007588124999983847,0.00020612499997696432,,,,,,,,,,,,,,,,,
4.0,2,420260508,5000,3,3,25279,156042,0.00624168,0.46355562500002634,0.05583229100000153,0,0.0,15.1674,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Random sampling,random_sampling,0.0512,0.852260699119742,0.7841731413078306,0.020237833999999566,0.08781837500009715,0.00011904199993750808,0.07676166600003853,0.16470383299997593,1.0644659401057732,0.7962889916656203,0.6840869990001011,1.9512809999996534,0.1868038750000096,7.037796974182129,786.25,786.25,0.0,,,,,,,0.0062835840000161625,0.08151250000003074,80521.0,56493.0,0.7,109507.0,,,,,,,,,,,
4.0,2,420260508,5000,3,3,25279,156042,0.00624168,0.46355562500002634,0.05583229100000153,0,0.0,15.1674,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,CountSketch random projection,countsketch_random_projection,0.024,0.9292633166281556,0.882065811657036,0.017255500000032953,0.21114808300001187,0.00034695799990913656,0.06844058299998323,0.2799416670000028,0.9999784007975278,0.688292941682107,0.7993235399999321,2.955041000000165,0.29909116600003927,20.94767189025879,786.25,786.25,0.0,,,,,,,,,,,,,0.0006128339999804666,163.0,14.0,44.0,0.0,0.002802208999924005,0.0809761250000065,0.10482233300001553,0.012202207999962411,0.009316249999983484,0.00033691700002691505
4.0,3,420260509,5000,3,3,25086,154894,0.00619576,0.3772572919999675,0.054766291999953864,0,0.0,15.0516,33.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Non-random,non_random,0.0132,0.9607716160643416,0.9285671762546936,0.01849079199996595,0.05398816599995371,0.0001303330000155256,0.07046583400006057,0.12459129199999097,1.0000000000000004,0.6910400060494154,0.5566079169999512,1.3705530000006547,0.14516212499995618,5.359375,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,3,420260509,5000,3,3,25086,154894,0.00619576,0.3772572919999675,0.054766291999953864,0,0.0,15.0516,33.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Gaussian random projection,gaussian_random_projection,0.0222,0.9345116615874364,0.8896934693276571,0.018025125000008302,0.20577529100000902,0.00023966700007349573,0.06754924999995637,0.2735690419999628,0.9999797816608661,0.6845906624701019,0.7055877919999602,2.8653000000003885,0.2936307499999202,27.073908805847168,786.25,786.25,0.0,0.00905391599997074,0.07783737499994459,0.09744612499991945,0.012460957999905986,0.008677584000110983,0.0002478330000030837,,,,,,,,,,,,,,,,,
4.0,3,420260509,5000,3,3,25086,154894,0.00619576,0.3772572919999675,0.054766291999953864,0,0.0,15.0516,33.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Random sampling,random_sampling,0.0502,0.8550250949755578,0.7875252912256141,0.01750020899999072,0.08727987499992196,0.00011425000002418528,0.07735616700006176,0.16475491699998202,1.0657720998204991,0.7945512425934521,0.5967738759999293,1.8474599999999555,0.1841020000000526,6.990320205688477,786.25,786.25,0.0,,,,,,,0.006570750000037151,0.08068645799994556,79947.0,56148.0,0.7,108779.0,,,,,,,,,,,
4.0,3,420260509,5000,3,3,25086,154894,0.00619576,0.3772572919999675,0.054766291999953864,0,0.0,15.0516,33.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,CountSketch random projection,countsketch_random_projection,0.0226,0.9333343072269717,0.8877758867783422,0.017139958000029765,0.19379520799998318,0.00023037500000100408,0.06604987499997605,0.26007966699989993,0.9999799361055467,0.6862619655081794,0.6920990419998816,2.7238589999997203,0.27905616600003214,20.934534072875977,786.25,786.25,0.0,,,,,,,,,,,,,0.000606415999982346,163.0,16.0,50.0,0.0,0.002102082999954291,0.07138675000010153,0.09836037499997019,0.012391667000088091,0.008701874999928805,0.00019762499994158134
4.0,4,420260510,5000,3,3,25119,155046,0.00620184,0.3754500409999082,0.054506290999938756,0,0.0,15.0714,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Non-random,non_random,0.0182,0.9461360848914971,0.9063758754528692,0.01761791700005233,0.05264758399994207,0.0001255829999990965,0.07111666699995567,0.12389616600000863,1.0000000000000004,0.6929162407910399,0.5538461659997438,1.426007000000027,0.1435743749999574,5.364593505859375,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,4,420260510,5000,3,3,25119,155046,0.00620184,0.3754500409999082,0.054506290999938756,0,0.0,15.0714,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Gaussian random projection,gaussian_random_projection,0.0256,0.9246952806779278,0.8763969356207001,0.016804583000066486,0.20611537500008126,0.0002302079999481066,0.06781695899996976,0.27416745799996534,0.9999787693350285,0.6867307050192153,0.7041188739998461,2.8764630000005127,0.2929167920000282,27.075648307800293,786.25,786.25,0.0,0.009127375000048232,0.07816791699997339,0.09778920799999469,0.012071458000036728,0.008723874999986947,0.00019574999998894782,,,,,,,,,,,,,,,,,
4.0,4,420260510,5000,3,3,25119,155046,0.00620184,0.3754500409999082,0.054506290999938756,0,0.0,15.0714,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Random sampling,random_sampling,0.0546,0.8428365872531052,0.7729644984980574,0.01706479099993885,0.08725141700006134,0.0001752079999732814,0.07883241700005783,0.16626545799999803,1.0612857687719512,0.7938860173168176,0.5962153739999394,1.882198000000244,0.18522795900003075,6.985431671142578,786.25,786.25,0.0,,,,,,,0.0062739580000652495,0.08094279099998403,80023.0,56014.0,0.7,108566.0,,,,,,,,,,,
4.0,4,420260510,5000,3,3,25119,155046,0.00620184,0.3754500409999082,0.054506290999938756,0,0.0,15.0714,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,CountSketch random projection,countsketch_random_projection,0.0246,0.9275291590219782,0.8798543460387175,0.017120292000072368,0.19952945800002908,0.00035362500000246655,0.06833274999996775,0.26822154199999204,0.9999782813421947,0.6867360174818908,0.6981721649998462,2.7159059999994497,0.2871867909999537,20.9362735748291,786.25,786.25,0.0,,,,,,,,,,,,,0.0005987079999840716,163.0,15.0,45.0,0.0,0.001789709000036055,0.07605599999999413,0.09816512499992314,0.012980165999920246,0.009581374999925174,0.00028787499991267396
4.0,5,420260511,5000,3,3,24964,154190,0.0061676,0.37730841699999473,0.05596133300002748,0,0.0,14.9784,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Non-random,non_random,0.0184,0.9455430457953192,0.9057915179301929,0.017027124999913212,0.0538714169999821,0.00012579199994888768,0.0716602499999226,0.12566404099993633,0.999999999999999,0.690981032906733,0.5589272089998758,1.4080690000000686,0.1447755839999445,5.335205078125,786.25,786.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,5,420260511,5000,3,3,24964,154190,0.0061676,0.37730841699999473,0.05596133300002748,0,0.0,14.9784,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Gaussian random projection,gaussian_random_projection,0.0298,0.9125074541935577,0.8606857621396622,0.0168092080000406,0.20868754200000694,0.0003447919999644,0.06903879199990115,0.2780763749999551,0.9999797350503179,0.6843739096217129,0.7113408759998947,3.0012520000000222,0.29672449999998207,27.065852165222168,786.25,786.25,0.0,0.009200625000062246,0.07989541699998881,0.09737341700008528,0.012578625000060129,0.009207708999952047,0.000371458999893548,,,,,,,,,,,,,,,,,
4.0,5,420260511,5000,3,3,24964,154190,0.0061676,0.37730841699999473,0.05596133300002748,0,0.0,14.9784,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,5.76e-06,6.4e-07,sparse,Random sampling,random_sampling,0.0548,0.8422971752963643,0.7721538497501217,0.01712820800003101,0.08838883299995359,0.00018770799999856536,0.07540949999997792,0.16399195799999688,1.0635711244375183,0.7959969215343186,0.5972557909999523,1.8580719999999928,0.1829925419999654,6.938946723937988,786.25,786.25,0.0,,,,,,,0.006235875000015767,0.08211737499993887,79595.0,55607.0,0.7,107699.0,,,,,,,,,,,
