rho_n,rep,seed,n,K,m,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
0.5,8,70260514,5000,3,3,3113,22869,0.00091476,0.04611550000004172,0.008716125000034936,795,0.159,1.8678,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Gaussian random projection,gaussian_random_projection,0.6446,0.0011395276426899032,0.0013844205267585885,0.017393249999997806,0.15889829199994665,0.0003730420000351842,0.22057891700001164,0.3798562079999783,0.9858018621779862,0.9821800648411608,0.43468187600007013,4.159056000000419,0.39827483400000574,25.563002586364746,786.15625,786.15625,0.0,0.012043916999971316,0.015281082999990758,0.11588012500004652,0.006227125000009437,0.009190042000000176,0.0002130829999487105,,,,,,,,,,,,,,,,,
0.5,8,70260514,5000,3,3,3113,22869,0.00091476,0.04611550000004172,0.008716125000034936,795,0.159,1.8678,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Random sampling,random_sampling,0.6582,0.00020016029050743615,0.0006077262652454131,0.017411250000009204,0.1763267079999764,0.00011066600001186089,0.07475549999998066,0.25119766599999593,1.4285714285714277,1.3021056691553181,0.3060244990000456,2.828725000000304,0.2696218750000412,2.2105493545532227,786.15625,786.15625,0.0,,,,,,,0.002076250000015989,0.17422829200000933,13537.0,9490.0,0.7,16029.0,,,,,,,,,,,
0.5,8,70260514,5000,3,3,3113,22869,0.00091476,0.04611550000004172,0.008716125000034936,795,0.159,1.8678,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,CountSketch random projection,countsketch_random_projection,0.6568,0.0005291328626294315,0.000900809375178998,0.01756816599998956,0.15433533299994906,0.0002732919999743899,0.26029258299996627,0.41490595900000926,0.9882958067571004,0.984121661107011,0.4697328329999664,4.47407099999964,0.4335389160000318,19.423627853393555,786.15625,786.15625,0.0,,,,,,,,,,,,,0.0006382079999980306,163.0,19.0,45.0,0.0,0.0006796249999752035,0.01956995900002312,0.11507824999995364,0.006004875000030552,0.012066208000021561,0.00024541599998428865
0.5,9,70260515,5000,3,3,3081,22691,0.00090764,0.04552545900003224,0.008741082999961236,789,0.1578,1.8486,8.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Non-random,non_random,0.6568,0.0001987178682321876,0.0008197909143668222,0.016929166999943845,0.21677074999996648,0.00012358300000414602,0.10185820900005638,0.3187589590000357,0.9999999999999982,0.9698799279812621,0.3730190840000205,3.4549419999993916,0.33671274999994694,2.0043344497680664,786.15625,786.15625,0.0,,,,,,,,,,,,,,,,,,,,,,,
0.5,9,70260515,5000,3,3,3081,22691,0.00090764,0.04552545900003224,0.008741082999961236,789,0.1578,1.8486,8.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Gaussian random projection,gaussian_random_projection,0.646,0.0006257986643105948,0.0009153369386351188,0.018383917000051042,0.15170183299994733,0.0003785410000318734,0.2255926670000008,0.37767891699991196,0.9856470128539957,0.9812738752669387,0.4319395829999735,4.125143999999636,0.3970503750000489,25.560965538024902,786.15625,786.15625,0.0,0.009142583999960152,0.015193666999948618,0.10946383299994977,0.005792250000013155,0.011832334000018818,0.00022124999998140993,,,,,,,,,,,,,,,,,
0.5,9,70260515,5000,3,3,3081,22691,0.00090764,0.04552545900003224,0.008741082999961236,789,0.1578,1.8486,8.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Random sampling,random_sampling,0.6618,1.6146329552386967e-05,0.0003672349796931971,0.01713270800007649,0.17549145800001043,0.0001530839999759337,0.05719220799994673,0.23284162499999184,1.428571428571428,1.3040365445562176,0.28710329199992657,2.6364999999996144,0.2510728330000802,2.2059144973754883,786.15625,786.171875,0.015625,,,,,,,0.0017968749999681677,0.17367154199996548,13451.0,9359.0,0.7,15802.0,,,,,,,,,,,
0.5,9,70260515,5000,3,3,3081,22691,0.00090764,0.04552545900003224,0.008741082999961236,789,0.1578,1.8486,8.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,CountSketch random projection,countsketch_random_projection,0.6474,0.0006268590694123122,0.0008870774974414599,0.01753433299995777,0.15170487499995033,0.00028562499994677637,0.2212880419999692,0.3732836659999066,0.9874145635290111,0.9848152522427125,0.4275450839998598,4.072248999999829,0.391802208999934,19.42159080505371,786.171875,786.171875,0.0,,,,,,,,,,,,,0.0005916249999700085,163.0,19.0,43.0,0.0,0.0006541660000038974,0.012234874999990097,0.11506691700003557,0.0059721669999817095,0.016882165999959398,0.0002463340000531389
0.5,10,70260516,5000,3,3,3139,23070,0.0009228,0.04614604099992903,0.00879854200002228,758,0.1516,1.8834,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Non-random,non_random,0.6532,0.0004871288892286845,0.0011798643843129212,0.017062583999972958,0.21898970800009465,0.00017716699994707596,0.08322687500003667,0.3024017499999445,1.0000000000000002,0.970554126455758,0.3573383330000297,3.311942999999701,0.3205550829999311,2.008671760559082,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
0.5,10,70260516,5000,3,3,3139,23070,0.0009228,0.04614604099992903,0.00879854200002228,758,0.1516,1.8834,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Gaussian random projection,gaussian_random_projection,0.6586,-4.9522310753012886e-05,0.00033737687232872284,0.01713916699998208,0.1524778340000239,0.0002374160000044867,0.2971820420000313,0.44990150000000995,0.9870810103076804,0.9851885733005283,0.504841875000011,4.865045000000464,0.4680420839999897,25.565302848815918,786.23828125,786.23828125,0.0,0.009209166999994522,0.014809375000027103,0.11349383399999624,0.005655541999999514,0.009075917000018308,0.00019191600006251974,,,,,,,,,,,,,,,,,
0.5,10,70260516,5000,3,3,3139,23070,0.0009228,0.04614604099992903,0.00879854200002228,758,0.1516,1.8834,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,Random sampling,random_sampling,0.6606,9.400938180761328e-06,0.0003739152687032252,0.016799499999933687,0.1724300000000767,0.0001258329999700436,0.05162625000002663,0.22418679199995495,1.4285714285714317,1.3336035259069645,0.27912666600002467,2.5053339999994932,0.2419785420000835,2.2123231887817383,786.23828125,786.23828125,0.0,,,,,,,0.0017876250000199434,0.17061912500003018,13656.0,9468.0,0.7,15983.0,,,,,,,,,,,
0.5,10,70260516,5000,3,3,3139,23070,0.0009228,0.04614604099992903,0.00879854200002228,758,0.1516,1.8834,9.0,3144.4830368000003,0.6288966073600001,1.8866898220800001,0.11097779555911182,7.2e-07,8e-08,sparse,CountSketch random projection,countsketch_random_projection,0.6332,0.002948878645991005,0.002991023345667768,0.01744045800001004,0.1514951670000073,0.00026024999999663123,0.19808820799994464,0.34984862500004965,0.9870256683259225,0.9818365323294101,0.4047882079998999,3.8449799999998504,0.36832066699992083,19.425928115844727,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0006137499999567808,163.0,17.0,52.0,0.0,0.0006459170000425729,0.012117249999960222,0.11530083299999205,0.005997000000093067,0.016555415999960132,0.00021862500000224827
1.0,1,120260507,5000,3,3,6265,42417,0.00169668,0.09631295799999862,0.014960624999957872,143,0.0286,3.759,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.6644,2.403586148626221e-06,0.0004710926020195056,0.016859333000070365,0.10105674999999792,0.00011583299999529117,0.06654841699992176,0.16772720799997387,0.9999999999999997,0.8878648384984306,0.27899458299987145,1.9470799999999144,0.18572262499992576,2.2300806045532227,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,1,120260507,5000,3,3,6265,42417,0.00169668,0.09631295799999862,0.014960624999957872,143,0.0286,3.759,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6224,0.007421187956116429,0.007114262171594101,0.017731540999989193,0.16445370799999637,0.00036420800006453646,0.2790383330000168,0.44386233299997,0.9955191347255391,0.8707935900323853,0.5551298320000342,4.8115450000004785,0.46273612499999217,25.78671169281006,786.23828125,786.23828125,0.0,0.009390958000039973,0.02403845799994997,0.11506695800005673,0.006443540999953257,0.009236167000040041,0.0002218749999656211,,,,,,,,,,,,,,,,,
1.0,1,120260507,5000,3,3,6265,42417,0.00169668,0.09631295799999862,0.014960624999957872,143,0.0286,3.759,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6606,6.90546256278526e-05,0.0019738925075861867,0.017241082999930768,0.1766114160000143,0.00011441700007708278,0.10052454200001648,0.27725504099998943,1.1351600912097812,1.0944789868304936,0.38852395800006434,3.066248000000087,0.29564445800008343,2.5884790420532227,786.23828125,786.23828125,0.0,,,,,,,0.0025171250000539658,0.1740722499999947,23637.0,16440.0,0.7,29505.0,,,,,,,,,,,
1.0,1,120260507,5000,3,3,6265,42417,0.00169668,0.09631295799999862,0.014960624999957872,143,0.0286,3.759,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6328,0.004320847563430884,0.0043306741002799715,0.017462625000007392,0.15405612500001098,0.0002292909999823678,0.23081533300000956,0.38510554200001934,0.9961109901913279,0.87219791920713,0.4963743319999594,4.164337999999589,0.40369350000003124,19.647336959838867,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0006030419999660808,163.0,15.0,44.0,0.0,0.0007807079999793132,0.02265129199997773,0.11137804199995571,0.007589833999986695,0.010812209000050643,0.00019737499997063424
1.0,2,120260508,5000,3,3,6278,42495,0.0016998,0.09720583400007854,0.019279083000014907,127,0.0254,3.7668,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.6072,0.012637270575447748,0.011895745577171967,0.016929832999949213,0.12190379100002247,0.00011508299996876303,0.16709724999998343,0.2891225419999728,1.0000000000000007,0.8489123596990965,0.4056010410000681,3.2297429999998712,0.30720229200005633,2.230973243713379,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,2,120260508,5000,3,3,6278,42495,0.0016998,0.09720583400007854,0.019279083000014907,127,0.0254,3.7668,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6194,0.00922970825013585,0.008645335874720666,0.017047166999986985,0.16006416600009743,0.0002285410000695265,0.18499183299991273,0.3452892500000644,0.9968429791844295,0.831495196558004,0.46176945700017313,3.704587000000174,0.3634558339999785,25.787604331970215,786.23828125,786.23828125,0.0,0.009160457999996652,0.031875624999997854,0.10264212499998848,0.0069482089999155505,0.009205208000025777,0.00019558300004973717,,,,,,,,,,,,,,,,,
1.0,2,120260508,5000,3,3,6278,42495,0.0016998,0.09720583400007854,0.019279083000014907,127,0.0254,3.7668,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.66,0.00010686458921336106,0.001596122003204261,0.016725833000009516,0.22032612500004234,0.00018437500000345608,0.10306029200000921,0.323576375000016,1.1099506087827284,1.0760774769062307,0.44005570900014845,3.5235499999998865,0.34146179200001825,2.593480110168457,786.23828125,786.23828125,0.0,,,,,,,0.002520083000035811,0.21777337499997884,23684.0,16656.0,0.7,29864.0,,,,,,,,,,,
1.0,2,120260508,5000,3,3,6278,42495,0.0016998,0.09720583400007854,0.019279083000014907,127,0.0254,3.7668,12.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.5872,0.02167809208658281,0.02283029411809806,0.017320084000061797,0.1518167499999663,0.0003546670000105223,0.22018220899997232,0.37235920900002384,0.9957708886770543,0.8274598860599639,0.4888385430000426,4.07914399999936,0.39082683300000554,19.648229598999023,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0006212910000158445,163.0,18.0,48.0,0.0,0.0007851660000142147,0.021573333999981514,0.10983425000006264,0.006681875000026594,0.012049040999954741,0.00020620800000870076
1.0,3,120260509,5000,3,3,6331,42830,0.0017132,0.0980234159999327,0.01508325000008881,116,0.0232,3.7986,13.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.657,0.0003665359074873507,0.002873385225824249,0.020485249999978805,0.09990745799996148,0.00011045799999465089,0.13237887499997214,0.23240316600004007,0.9999999999999986,0.8648121716808326,0.3455034569999498,2.5234049999999115,0.25407195900004353,2.234807014465332,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,3,120260509,5000,3,3,6331,42830,0.0017132,0.0980234159999327,0.01508325000008881,116,0.0232,3.7986,13.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6276,0.003767479402192017,0.00457730995082324,0.02024470799995015,0.15716283300002942,0.00035900000000310683,0.19917466699996567,0.35670279100008884,0.9955755578824917,0.8469259634928807,0.4698031660000197,3.827505000000201,0.3788487919999852,25.791438102722168,786.23828125,786.23828125,0.0,0.009301333000053091,0.024296208000009756,0.10763941599998361,0.006237124999984189,0.009425250000049346,0.0002067499999611755,,,,,,,,,,,,,,,,,
1.0,3,120260509,5000,3,3,6331,42830,0.0017132,0.0980234159999327,0.01508325000008881,116,0.0232,3.7986,13.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6604,4.6224801481829584e-05,0.0008276317652050626,0.01678254199998719,0.15862462500001584,0.00011541700007455802,0.13561445799996363,0.2943588750000572,1.1320119999779374,1.1207036380551283,0.40746116600007554,3.2016490000005433,0.31226537500003815,2.600071907043457,786.23828125,786.23828125,0.0,,,,,,,0.002517249999982596,0.15608629199994084,23857.0,16778.0,0.7,30105.0,,,,,,,,,,,
1.0,3,120260509,5000,3,3,6331,42830,0.0017132,0.0980234159999327,0.01508325000008881,116,0.0232,3.7986,13.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6376,0.004555443118529833,0.004295340937453687,0.018352917000015623,0.1487065830000347,0.00024066699995728413,0.21448399999997037,0.36343575000000783,0.995021173759996,0.8453258094076829,0.47653791599998385,3.9229020000002492,0.38298037499998827,19.652063369750977,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.000616416999946523,163.0,21.0,44.0,0.0,0.0007987499999444481,0.021218958000076782,0.10528995799995755,0.007253875000060361,0.01326920799999698,0.0002099170000064987
1.0,4,120260510,5000,3,3,6334,42842,0.00171368,0.10897979200001373,0.015511624999930973,116,0.0232,3.8004,14.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.5614,0.054083652824251205,0.048616522723908574,0.017117750000011256,0.12252987500005474,0.00011474999996607949,0.16770487500002673,0.29035608300000604,0.9999999999999994,0.8489484349429861,0.41484091699999226,3.1265839999996388,0.30860279099999843,2.2349443435668945,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,4,120260510,5000,3,3,6334,42842,0.00171368,0.10897979200001373,0.015511624999930973,116,0.0232,3.8004,14.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6038,0.018493103053128873,0.017118257945167546,0.017428582999968967,0.15499129199997697,0.0003737499999942884,0.19305566599996382,0.34842679099995166,0.9965456286450926,0.8306315746574978,0.4729121249998798,3.7779979999995703,0.3669944170000008,25.79157543182373,786.23828125,786.23828125,0.0,0.0093469590000268,0.024759249999988242,0.10262683400003425,0.006537458000025254,0.011419708000062201,0.00024474999997892155,,,,,,,,,,,,,,,,,
1.0,4,120260510,5000,3,3,6334,42842,0.00171368,0.10897979200001373,0.015511624999930973,116,0.0232,3.8004,14.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6608,5.64493627513889e-05,0.002134368345737777,0.01707104199999776,0.13124820799998815,0.00011583399998471577,0.09834433399998943,0.229712999999947,1.1459619062737085,1.1062598011797442,0.354199792999907,2.527763999999479,0.24794954200001484,2.598710060119629,786.23828125,786.23828125,0.0,,,,,,,0.002510958000016217,0.1287157079999588,23863.0,16690.0,0.7,29974.0,,,,,,,,,,,
1.0,4,120260510,5000,3,3,6334,42842,0.00171368,0.10897979200001373,0.015511624999930973,116,0.0232,3.8004,14.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6154,0.007459254239168191,0.007678944092118716,0.017271458000095663,0.15225258299994948,0.0002753339999799209,0.1970291669999824,0.34956337500000245,0.9956639568432741,0.83024090289507,0.4740485009998565,3.759114999999838,0.36795745799997803,19.65220069885254,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0005974580000156493,163.0,19.0,51.0,0.0,0.0007994170000529266,0.021227541000030214,0.11059862499996598,0.006603749999953834,0.011956625000038912,0.00034704200004398444
1.0,5,120260511,5000,3,3,6272,42494,0.00169976,0.09807170900000983,0.015195458999983202,112,0.0224,3.7632,11.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.663,2.8662651021072244e-05,0.0007958694524421046,0.01905858400004945,0.07970520800006398,0.00011658400001124392,0.12566033300004165,0.20549100000005183,0.9999999999999993,0.88455461022315,0.3187492930001099,2.252548000000388,0.22582133299999896,2.230961799621582,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,5,120260511,5000,3,3,6272,42494,0.00169976,0.09807170900000983,0.015195458999983202,112,0.0224,3.7632,11.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6454,0.0010139196633724159,0.001263133563464909,0.018526249999922584,0.15897549999999683,0.00036537500000122236,0.231351874999973,0.3906986250000273,0.9958928457212284,0.865531701578367,0.5039599179999641,4.094084000000294,0.4104039170000533,25.787592887878418,786.23828125,786.23828125,0.0,0.009173791999955938,0.024494167000057132,0.10807137500000863,0.007042584000032548,0.009903749999921274,0.00023187499994037353,,,,,,,,,,,,,,,,,
1.0,5,120260511,5000,3,3,6272,42494,0.00169976,0.09807170900000983,0.015195458999983202,112,0.0224,3.7632,11.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6614,4.036966483907565e-05,0.0023164957519933114,0.01703266699996675,0.10915516700003991,0.00010925000003680907,0.08663391699997192,0.19590304200005448,1.1320606651208984,1.076909560582287,0.30916550200004167,2.1700709999995524,0.21410137500004112,2.591092109680176,786.23828125,786.23828125,0.0,,,,,,,0.0024820410000074844,0.10665237499995328,23691.0,16553.0,0.7,29633.0,,,,,,,,,,,
1.0,5,120260511,5000,3,3,6272,42494,0.00169976,0.09807170900000983,0.015195458999983202,112,0.0224,3.7632,11.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6504,0.001068849841820767,0.0014690143102309896,0.01749095800005307,0.15532041699998445,0.0003634580000380083,0.23462833299993235,0.3903186249999635,0.9957816836340565,0.8702291371537574,0.5035793759999478,4.084729000000152,0.408938125000077,19.648218154907227,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0005959999999731735,163.0,16.0,49.0,0.0,0.000803000000018983,0.021620125000026746,0.11400045800007774,0.006740417000060006,0.011233957999934319,0.00026129099990157556
1.0,6,120260512,5000,3,3,6354,42984,0.00171936,0.0931367919999957,0.01526004099991951,106,0.0212,3.8124,15.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.5572,0.045855580966483435,0.06270599778458658,0.01698504099999809,0.3152448749999621,0.00011733299993466062,0.20125320900001498,0.5166214999999283,0.999999999999999,0.8450371129964703,0.625012249999827,5.454217000000426,0.5347154580000506,2.236569404602051,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,6,120260512,5000,3,3,6354,42984,0.00171936,0.0931367919999957,0.01526004099991951,106,0.0212,3.8124,15.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6464,0.001125852286004724,0.0014407069874268572,0.017653415999916433,0.1548862500000041,0.0002392090000284952,0.18514804100004767,0.34027900000000955,0.9971616896115503,0.8297022620392766,0.4486703329999955,3.7589539999999033,0.3590565829999832,25.793200492858887,786.23828125,786.23828125,0.0,0.009154542000032961,0.024926499999992302,0.10259929200003626,0.006787000000031185,0.011174707999998645,0.00020074999997632403,,,,,,,,,,,,,,,,,
1.0,6,120260512,5000,3,3,6354,42984,0.00171936,0.0931367919999957,0.01526004099991951,106,0.0212,3.8124,15.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6624,2.9785586792777915e-05,0.0008954770052814465,0.017167459000006602,0.1372091250000267,0.0001163749999477659,0.08296241700008977,0.22029266699996697,1.1122501879499633,1.0990667204786342,0.32868474999997943,2.4297340000002805,0.23858512499998596,2.601101875305176,786.23828125,786.23828125,0.0,,,,,,,0.0025340830000004644,0.13465537499996572,23939.0,16739.0,0.7,30041.0,,,,,,,,,,,
1.0,6,120260512,5000,3,3,6354,42984,0.00171936,0.0931367919999957,0.01526004099991951,106,0.0212,3.8124,15.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6064,0.016913440485547535,0.016413120390704715,0.017189041999927213,0.15540616700002374,0.00025533300004099146,0.31752895800002534,0.47319549999997434,0.9960348148442879,0.8277021074798276,0.5815872910000053,5.1166629999997895,0.4915113749999591,19.653825759887695,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0005896669999856385,163.0,18.0,46.0,0.0,0.0007902920000333324,0.021213791000036508,0.11443962500004545,0.0065891250000049695,0.011460791999979847,0.00024608299997908034
1.0,7,120260513,5000,3,3,6274,42484,0.00169936,0.0944280420000041,0.015234875000032844,118,0.0236,3.7644,16.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.6106,0.010899679449231899,0.01412665346483839,0.020924124999964988,0.12632899999994152,0.00013887500006148912,0.16149654100001953,0.2879715409999335,1.0000000000000009,0.8693768382409589,0.3976273330000595,3.1255629999996017,0.3100710830000253,2.2308473587036133,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
1.0,7,120260513,5000,3,3,6274,42484,0.00169936,0.0944280420000041,0.015234875000032844,118,0.0236,3.7644,16.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Gaussian random projection,gaussian_random_projection,0.6312,0.006514506524255306,0.007878044166257552,0.017291875000069012,0.1525805420000097,0.00035608400003184215,0.1905333749999727,0.3434767500000362,0.9967251275209628,0.8515048735859435,0.4531329180000512,3.755022000000281,0.36189629099999365,25.78747844696045,786.23828125,786.23828125,0.0,0.00926187499999287,0.02317358300001615,0.10395425000001524,0.0061923750000687505,0.009659457999987353,0.00026320899996790104,,,,,,,,,,,,,,,,,
1.0,7,120260513,5000,3,3,6274,42484,0.00169936,0.0944280420000041,0.015234875000032844,118,0.0236,3.7644,16.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Random sampling,random_sampling,0.6636,-7.519957994566395e-06,0.00041988545501558494,0.016711832999931175,0.22246620800001438,0.00011491599991586554,0.06604879199994684,0.2886348330000601,1.3009765750327986,1.1089265345684773,0.398292832999914,3.1906230000004143,0.30647258400006194,2.593400001525879,786.23828125,786.23828125,0.0,,,,,,,0.00250591600001826,0.21993937499996719,23683.0,16667.0,0.7,29868.0,,,,,,,,,,,
1.0,7,120260513,5000,3,3,6274,42484,0.00169936,0.0944280420000041,0.015234875000032844,118,0.0236,3.7644,16.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,CountSketch random projection,countsketch_random_projection,0.6126,0.012185642857639761,0.01447703043189628,0.017280916000004254,0.15915545900008965,0.00024466700006087194,0.1790462500000558,0.3384521660000246,0.9958963992814909,0.8555475425861788,0.44810929300024327,3.718010999999933,0.3568513750000193,19.648103713989258,786.23828125,786.23828125,0.0,,,,,,,,,,,,,0.0005967920000102822,163.0,17.0,44.0,0.0,0.000790499999993699,0.02127120800003013,0.11579995800002507,0.007460082999955375,0.012919834000058472,0.00023104199999579578
1.0,8,120260514,5000,3,3,6308,42692,0.00170768,0.09240041699990797,0.015023208999991766,106,0.0212,3.7848,14.0,6288.9660736000005,1.2577932147200002,3.7733796441600003,0.11097779555911182,1.44e-06,1.6e-07,sparse,Non-random,non_random,0.6568,0.00030057138701845203,0.006855089120738588,0.017315250000024207,0.12246512500007611,0.00012704099992788542,0.12371629200004008,0.24631495899996025,1.0000000000000002,0.8921843684544446,0.3537320839999438,2.702530999999908,0.26474466599995594,2.2332277297973633,786.23828125,786.23828125,0.0,,,,,,,,,,,,,,,,,,,,,,,
