rho_n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
2.0,CountSketch random projection,10,12618.6,104.53197278026165,80548.9,623.7767495934199,0.003221956,2.4951069983736964e-05,7.571160000000001,0.06271918366815699,19.3,1.3374935098492584,7.546759288320001,0.0,0.11097779555911183,0.0,0.00066,0.0004812021982031624,0.14744,0.010728487518958323,0.6068333887280726,0.024922142439486233,0.5276544286739295,0.023677669020682166,0.1941900040000064,0.00982593060190517,0.02896214139998392,0.003249361382965907,0.16573697910000645,0.0071322940946175395,0.0002735918000098536,5.708429917932488e-05,0.08838985409996666,0.0039501236980807155,0.25440571689998703,0.009499034760615494,0.018518395899980077,0.002201066805353976,0.47755257039997334,0.017528097981307708,2.761555700000008,0.11115096045062448,0.27435567510002556,0.010767773471440508,20.083721923828126,0.007138558383103376,0.0,0.0,,,,,,,0.039430700000002615,0.004030623900735973,0.10680355000000645,0.004781045905654291,0.008403329199995823,0.0004469811649367338,163.0,0.0,0.9997387822449048,4.032626364588894e-05,0.7252581532146535,0.0036960488283277163
4.0,Non-random,10,25177.2,162.56882303265334,155419.0,964.0425301821489,0.00621676,3.85617012072861e-05,15.10632,0.09754129381959206,31.3,1.946506842754191,15.093518576640003,0.0,0.11097779555911183,0.0,0.0,0.0,0.016620000000000003,0.0025775957790157866,0.9507630295362948,0.007547390789903042,0.9132857233363758,0.011423931068565946,0.39026935409998487,0.03004030706042281,0.055673033299990494,0.0011912667330208225,0.054383804099984445,0.002391196242130253,0.00013707900000099472,2.3369557522116526e-05,0.07093743760000279,0.0026254796742169744,0.12546537069998748,0.004329736815927631,0.017555958299976738,0.0007220971748578752,0.5714007080999636,0.03385364408104182,1.400048400000196,0.04109346756999795,0.14510669169999346,0.004640502695842742,5.377399444580078,0.033097773634488445,0.0,0.0,,,,,,,,,,,,,,,1.0,7.50256706121029e-16,0.69247788083039,0.002174827344044683
4.0,Gaussian random projection,10,25177.2,162.56882303265334,155419.0,964.0425301821489,0.00621676,3.85617012072861e-05,15.10632,0.09754129381959206,31.3,1.946506842754191,15.093518576640003,0.0,0.11097779555911183,0.0,0.0,0.0,0.024659999999999998,0.003710705233959354,0.9274061332898926,0.010727126893317637,0.8801456623535391,0.014642415338511247,0.39026935409998487,0.03004030706042281,0.055673033299990494,0.0011912667330208225,0.21278364170001396,0.013824540453061484,0.00027540019999605647,6.128826828499416e-05,0.06801690019999569,0.002239979105825646,0.2810811251000018,0.015039513676619529,0.017226591600001485,0.0005381563408009977,0.727018329499981,0.04182283810077864,2.996531699999923,0.11470335833792768,0.3002432959999851,0.014996707455274535,27.079916954040527,0.011032591211496284,0.0,0.0,0.08235517099996059,0.0066466734591170045,,,,,,,,,,,,,0.9999791443750029,2.645274802122292e-06,0.6868476179165051,0.0028926949422093434
4.0,Random sampling,10,25177.2,162.56882303265334,155419.0,964.0425301821489,0.00621676,3.85617012072861e-05,15.10632,0.09754129381959206,31.3,1.946506842754191,15.093518576640003,0.0,0.11097779555911183,0.0,0.0,0.0,0.053059999999999996,0.0036197605814013,0.8471448569536107,0.010025122997195768,0.778279928462863,0.01198325060219051,0.39026935409998487,0.03004030706042281,0.055673033299990494,0.0011912667330208225,0.08944380830001819,0.005716390560143011,0.00014784159999408074,4.6672317134157934e-05,0.07829774570000154,0.003244826288264625,0.16789487080001209,0.008714786376436173,0.017854958400016586,0.0015163748843697597,0.6138317829999892,0.03512103186129246,1.8998261000000638,0.04740476324972578,0.18780788359998724,0.009269778795616586,7.002535820007324,0.041519006127114046,0.001171875,0.0037057941330098194,,,0.006385795700020935,0.0001963381249521229,0.08303044569998974,0.00559408880464729,,,,,,,,,1.0633910258439319,0.0029422233627541534,0.7944531234169021,0.0036878263165371927
4.0,CountSketch random projection,10,25177.2,162.56882303265334,155419.0,964.0425301821489,0.00621676,3.85617012072861e-05,15.10632,0.09754129381959206,31.3,1.946506842754191,15.093518576640003,0.0,0.11097779555911183,0.0,0.0,0.0,0.02348,0.003031977719062079,0.9307984384555315,0.008777585283843542,0.8844856346902414,0.012195892622379067,0.39026935409998487,0.03004030706042281,0.055673033299990494,0.0011912667330208225,0.20498265819999234,0.009166633407522983,0.0002717874999802916,6.229786085945886e-05,0.06878758739999284,0.002140327327143148,0.2740470751999965,0.010750870220838074,0.017415554100011832,0.0007240359349550674,0.7199844204999408,0.037871199168627516,2.941704999999911,0.14415171318922304,0.29344892500001835,0.010545173581056335,20.940542221069336,0.011032591211496284,0.04609375,0.14576123589838622,,,,,,,0.0814329959000247,0.009680684705384064,0.09889952499999026,0.0026432572612774576,0.012458112599983907,0.0003720262762442447,163.0,0.0,0.9999774886737969,3.0196805221436923e-06,0.6871321358947828,0.002338026906129008
8.0,Non-random,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.187037153280006,0.0,0.11097779555911183,0.0,0.0,0.0,0.00056,0.0003373096170846271,0.9983203783651877,0.001011416355938527,0.9958098334409341,0.0025240120715760007,0.7525299000999894,0.006630656956338411,0.11481285839998918,0.0017171672343652745,0.05740925009999955,0.0014895382104753556,0.00013680829999884736,6.819729992676363e-06,0.059880229100019736,0.0033465724669515797,0.11743399599999975,0.00394954747085724,0.017464833300005013,0.000629348273984495,0.9847690459999967,0.007065327774530665,1.358079699999871,0.0435648396074051,0.1382121666000103,0.004402549326648288,10.489729309082032,0.03128987651473298,0.0,0.0,,,,,,,,,,,,,,,0.9999999999999998,6.536816174520396e-16,0.6692529531398257,0.001591048432988054
8.0,Gaussian random projection,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.187037153280006,0.0,0.11097779555911183,0.0,0.0,0.0,0.00076,0.0005059644256269407,0.9977210989066221,0.0015165389535660996,0.9944036164156209,0.0036259266922239936,0.7525299000999894,0.006630656956338411,0.11481285839998918,0.0017171672343652745,0.28159661649998496,0.006146166605747801,0.00027679600001420115,5.7521959771406136e-05,0.05709041659997638,0.0023889168204702604,0.3389692415000013,0.006546395899537116,0.017550075099995864,0.0009510144566505282,1.2063065875999541,0.009883955318875126,3.7161081000000196,0.06745854501735239,0.3598965458999942,0.005892307435092765,28.784026908874512,0.010429958838244399,0.0,0.0,0.15700392909999436,0.006175468965957495,,,,,,,,,,,,,0.9999970311591386,3.714875406762966e-07,0.6676588391524637,0.0017013711643974457
8.0,Random sampling,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.187037153280006,0.0,0.11097779555911183,0.0,0.0,0.0,0.0050799999999999994,0.0016658664745744511,0.9848193684139952,0.00495789006707411,0.9683256414861745,0.008944838622201953,0.7525299000999894,0.006630656956338411,0.11481285839998918,0.0017171672343652745,0.07050180429997681,0.001879986170034968,0.0001125707999790393,6.059269501192872e-06,0.06418998319998082,0.0056729833206135465,0.1348089961000028,0.007287441923578376,0.017327579199991304,0.0009178226395869239,1.0021471167999152,0.010967139972815216,1.596285799999805,0.04092630781118077,0.1550543542000014,0.007103333171709791,13.541712665557862,0.042375532072165135,0.0,0.0,,,0.011701037399996039,0.0004960767364466242,0.05877656239999851,0.0018004072300684207,,,,,,,,,1.0573402800096292,0.0030783091698332234,0.7592341079242717,0.0021781556409153774
8.0,CountSketch random projection,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.187037153280006,0.0,0.11097779555911183,0.0,0.0,0.0,0.0008399999999999999,0.00044020197384584477,0.9974810988646418,0.0013193167710903947,0.9938001045980525,0.003213257812468449,0.7525299000999894,0.006630656956338411,0.11481285839998918,0.0017171672343652745,0.268130045800001,0.005949693245126606,0.0002969334000113122,6.914932439771652e-05,0.05656954989999576,0.0032009099158809015,0.3250020125000219,0.006223795481090344,0.01749581249998755,0.0007222647258659225,1.1923392875999865,0.010410083651441616,3.5553020999998806,0.09688157510018229,0.34540923340001656,0.0064252054768602785,22.64465217590332,0.010429958838244399,0.00078125,0.0016470196146710309,,,,,,,0.14827613749999954,0.006691624524407991,0.08567184989999532,0.0019394112876619854,0.020629491700003656,0.000973166110807878,163.0,0.0,0.9999968161217078,2.925851420220745e-07,0.6677083353738923,0.0017116660064658013
16.0,Non-random,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656001,0.0,0.11097779555911183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5626097458999992,0.05573036674262361,0.24906365819998655,0.013942559517362849,0.03850466669999832,0.0019663307261357987,0.00014560839999830933,1.2235571337022994e-05,0.057437033300004714,0.004748124868757203,0.09609540400000469,0.006354897520940215,0.01819600019999825,0.0012957972851610595,1.9077607124999871,0.0732359030998815,1.0996271999999407,0.02876885895793356,0.1206448124999838,0.006842270209111874,20.566087341308595,0.056274171195674884,0.0,0.0,,,,,,,,,,,,,,,1.0,3.2049378106392735e-16,0.6584556321714483,0.0009916790456912631
16.0,Gaussian random projection,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656001,0.0,0.11097779555911183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5626097458999992,0.05573036674262361,0.24906365819998655,0.013942559517362849,0.47435536229999115,0.055170308226896024,0.0003001167999968857,6.598338340050235e-05,0.05293662070000664,0.0016411055264125161,0.5275981584000192,0.055031024521157185,0.017654237399995054,0.0008436767885634958,2.3392655038999806,0.11914288682010246,3.9921058000000813,0.4333717108423433,0.5523362623000253,0.05679195878550196,32.1428129196167,0.01875805706522499,1.91875,4.214238843228724,0.3264043789999846,0.046390665366181916,,,,,,,,,,,,,0.9999993368798729,7.940106415717769e-08,0.657970575948126,0.0009999341236486712
