rho_n,rep,seed,n,K,m,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_hash_seed,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec
16.0,9,1620260515,5000,3,3,100111,595336,0.02381344,1.7147339000366628,0.2771664001047611,0,0.0,60.0666,94.0,100623.4571776,20.124691435520003,60.37407430656,0.1109777955591118,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.034142900025472,,0.3524017999880016,0.0002687999513,0.0458559999242424,0.3985353999305516,0.9999993659027872,0.6577808200428983,2.390426900004968,1.21875,0.4442992999684065,30.80333423614502,,,,,,,,,,,,,,,,,,0.0003259000368416,3047920171.0,163.0,19.0,47.0,0.0,0.0168767001014202,0.0168767001014202,0.256831900216639,0.0390558000653982,0.0344104000832885,0.0036842999979853,eigsh,0.0005270999390631
16.0,10,1620260516,5000,3,3,100756,599472,0.02397888,1.7434404001105577,0.2717796000652015,0,0.0,60.4536,90.0,100623.4571776,20.124691435520003,60.37407430656,0.1109777955591118,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0342615998815745,eigsh,0.0121796999592334,8.279993198812008e-05,0.0505452000070363,0.0628152000717818,1.0000000000000002,0.6600238778049053,2.078027700074017,0.796875,0.1074320001062005,20.621989250183105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,10,1620260516,5000,3,3,100756,599472,0.02397888,1.7434404001105577,0.2717796000652015,0,0.0,60.4536,90.0,100623.4571776,20.124691435520003,60.37407430656,0.1109777955591118,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0430330000817775,,0.380345500074327,0.0003321999683976,0.0506357999984175,0.4313277001492679,0.9999992334393032,0.6595602844221502,2.4465335002169013,1.203125,0.4860400999896228,32.159911155700684,,,,0.0079602999612689,0.2897012000903487,0.0451573999598622,0.0329478001222014,0.003189800074324,eigsh,0.0004987998399883,,,,,,,,,,,,,,,,,,,,,
16.0,10,1620260516,5000,3,3,100756,599472,0.02397888,1.7434404001105577,0.2717796000652015,0,0.0,60.4536,90.0,100623.4571776,20.124691435520003,60.37407430656,0.1109777955591118,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0002,0.999399819940018,0.9984673789514548,0.0352145999204367,,0.0390015998855233,0.000161999836564,0.0551905001047998,0.0943622998893261,1.0568353454224553,0.7477684760321097,2.1095741000026464,0.71875,0.1410195000935346,26.474135398864743,,,,,,,,,,,0.0207344000227749,eigsh,0.0180629000533372,302236.0,211188.0,0.7,418832.0,,,,,,,,,,,,,,
16.0,10,1620260516,5000,3,3,100756,599472,0.02397888,1.7434404001105577,0.2717796000652015,0,0.0,60.4536,90.0,100623.4571776,20.124691435520003,60.37407430656,0.1109777955591118,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0334090001415461,,0.3344887001439929,0.0002570999786257,0.0482216000091284,0.3829770002048462,0.9999993461316934,0.6595925505035902,2.3981874003075063,1.25,0.4286406000610441,30.86412525177002,,,,,,,,,,,,,,,,,,0.0002949000336229,1169969133.0,163.0,17.0,51.0,0.0,0.0145616000518202,0.0145616000518202,0.2449584000278264,0.0371183999814093,0.0334336999803781,0.0030400000978261,eigsh,0.0003351001068949
32.0,1,3220260507,5000,3,3,201326,1171866,0.04687464,3.5097692001145333,0.5592547000851482,0,0.0,120.7956,160.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0340571000706404,eigsh,0.0221080998890101,8.610007353127003e-05,0.0472403999883681,0.0694426000118255,0.9999999999999998,0.6516328915353437,4.138458500150591,0.890625,0.123286799993366,40.27357769012451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,1,3220260507,5000,3,3,201326,1171866,0.04687464,3.5097692001145333,0.5592547000851482,0,0.0,120.7956,160.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0379975999239832,,0.6627553000580519,0.0002780000213533,0.0461685000918805,0.709212499903515,0.9999997395721016,0.651402288947991,4.778225700370967,1.578125,0.7725619999691844,40.27356243133545,,,,0.0069080998655408,0.5473478001076728,0.0428444000426679,0.0600982999894768,0.0042232000268995,eigsh,0.0004912000149488,,,,,,,,,,,,,,,,,,,,,
32.0,1,3220260507,5000,3,3,201326,1171866,0.04687464,3.5097692001145333,0.5592547000851482,0,0.0,120.7956,160.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0335091999731957,,0.0633859999943524,0.0001632999628782,0.0480469998437911,0.1116059001069516,1.0523360250719167,0.7349174309845843,4.180620200000703,0.65625,0.1652814000844955,51.64884471893311,,,,,,,,,,,0.0362980000209063,eigsh,0.026682699797675,588433.0,412032.0,0.7,820590.0,,,,,,,,,,,,,,
32.0,1,3220260507,5000,3,3,201326,1171866,0.04687464,3.5097692001145333,0.5592547000851482,0,0.0,120.7956,160.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0390290000941604,,0.6449593000579625,0.0003017999697476,0.049848899943754,0.6951216999441385,0.9999997763225216,0.6513988549115297,4.764133900171146,1.390625,0.7598224000539631,40.27356243133545,,,,,,,,,,,,,,,,,,0.0004032000433653,174210363.0,163.0,18.0,46.0,0.0,0.0272866999730467,0.0272866999730467,0.5001403000205755,0.0413586997892707,0.0716384998522698,0.0028439001180231,eigsh,0.0004626999143511
32.0,2,3220260508,5000,3,3,201506,1172922,0.04691688,3.533973600016907,0.6115041999146342,0,0.0,120.9036,161.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0350453997962176,eigsh,0.0221337000839412,0.0001405999064445,0.0478126001544296,0.070096299983561,1.0000000000000002,0.65110931470995,4.2155647000763565,0.6875,0.1270292000845074,40.30983257293701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,2,3220260508,5000,3,3,201506,1172922,0.04691688,3.533973600016907,0.6115041999146342,0,0.0,120.9036,161.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0346230999566614,,0.6241530000697821,0.0003068000078201,0.0467486998531967,0.6712178001180291,0.99999972996944,0.6509092690735443,4.81668629986234,1.5625,0.727606900036335,40.30981731414795,,,,0.0069490000605583,0.5153445999603719,0.0393256000243127,0.0583170999307185,0.0030076999682933,eigsh,0.0003112000413239,,,,,,,,,,,,,,,,,,,,,
32.0,2,3220260508,5000,3,3,201506,1172922,0.04691688,3.533973600016907,0.6115041999146342,0,0.0,120.9036,161.0,201246.9143552,40.249382871040005,120.74814861312,0.1109777955591118,4.608e-05,5.12e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0433286000043153,,0.0959483999758958,0.0001314999535679,0.0494214000646024,0.1455111000686884,1.0562741516197778,0.73680102337145,4.290979099925607,0.828125,0.2192824999801814,51.72549533843994,,,,,,,,,,,0.0606755998451262,eigsh,0.0345559001434594,588961.0,412853.0,0.7,822187.0,,,,,,,,,,,,,,
