rho_n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
8.0,Random sampling,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.18703715328,0.0,0.1109777955591118,0.0,0.0,0.0,0.0050799999999999994,0.0016658664745744511,0.9848193684139952,0.004957890067074065,0.9683256414861745,0.008944838622201997,0.9266760299913586,0.071963814373631,0.17638782998546954,0.008693611703463115,0.02342834002338345,0.0032453222465684945,0.00011213005054739244,1.9967576596976786e-05,0.05987953997682777,0.004605552477858646,0.08342751997988665,0.007317402942425218,0.035615919972769874,0.001244149187849919,1.1864838700275868,0.07463362557014411,0.8796875,0.13177186264420118,0.12628407999873156,0.008259122994368208,13.540995502471924,0.042375532072165524,,,,,0.01069706003181633,0.0012600476705439366,0.01259212999138977,0.002202209146291845,,,,,,,,,,,1.0573402800096294,0.003078309169832972,0.7592341079243934,0.0021781556408042102
8.0,CountSketch random projection,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590307e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.18703715328,0.0,0.1109777955591118,0.0,0.0,0.0,0.0006000000000000001,0.00035276684147527874,0.9982005585440191,0.0010571659132773137,0.995528600893192,0.0024997584931416034,0.9266760299913586,0.071963814373631,0.17638782998546954,0.008693611703463115,0.23083018001634628,0.016256262474612745,0.00025786000769581,5.098042305022821e-05,0.05369029003195459,0.0030348463671412244,0.2847870500292629,0.016230391881572784,0.0362985199782997,0.001522038588046923,1.3878421900328248,0.07937183424662045,1.1625,0.1904000266252316,0.3281614000210538,0.01774081667709381,25.54373254776001,0.01910667611302097,,,,,,,,,0.00991416999604547,0.0008705437867107774,0.15074473000131544,0.01467296060226776,0.04461459000594909,0.001719783819918295,0.020430190046317832,0.0012669962072705465,163.0,0.0,0.9999969257177737,4.1981254481691586e-07,0.6676005723002387,0.001696144970582569
16.0,Non-random,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7600765800103546,0.03422939302820264,0.27838479008059946,0.015709120191876907,0.012751689972355932,0.0009722212755577816,0.00011850001756096955,2.541515590795446e-05,0.04839574992656705,0.0015728903200374262,0.0612741800025105,0.00207386589390959,0.03507425996940578,0.0024041288284411128,2.099727310007438,0.04263318821592642,0.778125,0.1369702547798041,0.1072723699966445,0.002975151779626994,20.56532726287842,0.05627417119567478,,,,,,,,,,,,,,,,,,,1.0,2.220446049250313e-16,0.6584556321714616,0.0009916790456789893
16.0,Gaussian random projection,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7600765800103546,0.03422939302820264,0.27838479008059946,0.015709120191876907,0.37211311003193254,0.012641123302254895,0.00029163002036507,2.6812573897656912e-05,0.052647759974934115,0.0021887799628862344,0.42506321002729236,0.013406191908757055,0.03780712003353978,0.003630936744303407,2.463513870118186,0.04764684421380891,1.134375,0.09721602162766749,0.47449769999366254,0.014658295562308942,32.14092502593994,0.01874582940632116,,,0.28171984003856776,0.009582604023102969,,,,,,,,,,,,,,,0.9999993368798732,7.940106396955731e-08,0.6579705759481259,0.0009999341236482824
16.0,Random sampling,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,6.000000000000001e-05,9.660917830792959e-05,0.9998199819964105,0.00028985652760030064,0.9995402246093972,0.0007403087116883511,1.7600765800103546,0.03422939302820264,0.27838479008059946,0.015709120191876907,0.03868297999724741,0.0022835964402099186,0.00018544995691623,2.2089031321054082e-05,0.05586901004426177,0.004088338124483676,0.09474696002434933,0.006079955162756486,0.0367481300141662,0.002431201294409894,2.1331988100893797,0.041240300264099,0.7390625,0.10826570405078015,0.14379730005748567,0.00541142998716182,26.424551963806152,0.0667176089009797,,,,,0.01993442000821228,0.0010492086507542632,0.01852114996872837,0.0016785665945645907,,,,,,,,,,,1.0551934092236384,0.0015509304086578064,0.7442641671529501,0.002368336379370373
16.0,CountSketch random projection,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7600765800103546,0.03422939302820264,0.27838479008059946,0.015709120191876907,0.3484830599743872,0.011978577888412369,0.00027584994677448996,3.0513049559402972e-05,0.04921493004076177,0.002866866521127443,0.3979835300240665,0.01239202218608338,0.03508288001175966,0.0013008309975386444,2.4364352100528777,0.04405539542296497,1.1671875,0.10975875139115078,0.4451528000179678,0.012290687573175694,30.840934085845948,0.02810861769701218,,,,,,,,,0.01608519002329553,0.0011902500301054738,0.25311363998334857,0.009109006231742225,0.040711570018902375,0.002228658592420382,0.03373738997615869,0.0015612449152278647,163.0,0.0,0.9999992992416125,7.778382215713671e-08,0.6579318331456211,0.0010106956913315543
32.0,Non-random,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5640887800138445,0.07463731086376833,0.581493080011569,0.0322194106923217,0.025222689984366248,0.005553538468048893,0.00010607002768663594,1.9400209653473067e-05,0.050697940029203845,0.006543646097951531,0.07603507002349938,0.01106044119358564,0.03586778999306256,0.0023643466557548743,4.22160856006667,0.07780856895197985,0.7765625,0.11049771003786057,0.13426128001883622,0.01421724976690103,40.277198791503906,0.08661703218832045,,,,,,,,,,,,,,,,,,,1.0,2.4267397440813633e-16,0.6517537119932687,0.0007315522452993497
32.0,Gaussian random projection,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5640887800138445,0.07463731086376833,0.581493080011569,0.0322194106923217,0.6581530899973587,0.020595342009745585,0.00028666001744564,4.056152002971028e-05,0.04910619999282057,0.002567381463398512,0.7075559999560938,0.022496017383700904,0.03543058997020121,0.0017845725478259193,4.853127810033039,0.08819222738839455,1.50625,0.1062806328390392,0.7657407300313934,0.022328629773652003,40.2771879196167,0.08661585330163499,,,0.5336420899955556,0.017717195992773313,,,,,,,,,,,,,,,0.9999997462442793,2.9467044138103867e-08,0.6515111848307346,0.0007373714617998205
32.0,Random sampling,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5640887800138445,0.07463731086376833,0.581493080011569,0.0322194106923217,0.06894331998191769,0.009900689913688143,0.00018102999310936,4.128100682637707e-05,0.04899519996251906,0.0038164892976366945,0.11812913001049308,0.010764351617131013,0.03716612001880998,0.005926519692288985,4.26370140996296,0.08288233529363595,0.8359375,0.17573784186253114,0.1784512799698859,0.01761242834680837,51.65480508804321,0.11572527986069767,,,,,0.03901703997980798,0.007818478423976071,0.029448729986324862,0.0026057818844577615,,,,,,,,,,,1.0535740303651546,0.0022409439188355454,0.7351637202999235,0.0016329349481897322
32.0,CountSketch random projection,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5640887800138445,0.07463731086376833,0.581493080011569,0.0322194106923217,0.6300321399932727,0.059871460626672535,0.00029253994580353003,4.809368377786837e-05,0.04953636000864202,0.0038169770703434967,0.6798718399833887,0.06333918752616333,0.036638740007765555,0.0019075043005437932,4.825442899973131,0.08799497324534461,1.4875,0.1345726904976555,0.739940270036459,0.06345689885831499,40.277183532714844,0.08661690467400229,,,,,,,,,0.02664614999666805,0.0017895468347166779,0.49283031998202204,0.051592245641464356,0.04177812996786083,0.0020984595951799223,0.0634002399630844,0.008451951524951906,163.0,0.0,0.9999997508071583,2.847746357463598e-08,0.6515201655696486,0.0007465433572667275
64.0,Non-random,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.803027320024557,0.4076577542309832,1.1547041999874637,0.07999542159313534,0.04509978001005943,0.002465831804071903,0.0001016399823128959,1.6197933114448127e-05,0.05211194001603867,0.007729460307901223,0.09732161003630604,0.009694895988031872,0.03526289998553689,0.0017412821202611875,8.055044880020432,0.48243390290927074,0.8171875,0.0905261673725706,0.17431359998881812,0.012317013843628091,77.65646114349366,0.09319877275932481,,,,,,,,,,,,,,,,,,,0.9999999999999997,3.2049378106392735e-16,0.6492571107656635,0.000574556326570922
64.0,Gaussian random projection,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.803027320024557,0.4076577542309832,1.1547041999874637,0.07999542159313534,1.1181326399790124,0.06453978178445595,0.00029106996953482,4.1670653654865544e-05,0.04821843001991506,0.005649850961058393,1.1666524799540638,0.06904807876153622,0.03406614002306009,0.0013378067408388729,9.124373659980483,0.5142258199146993,1.9875,0.13295029616364157,1.2418780599487946,0.07026204123082143,77.6564458847046,0.09319877275932481,,,0.9493554799584671,0.046445491627655065,,,,,,,,,,,,,,,0.9999998718510241,1.1791635405904765e-08,0.6491167481252986,0.0005852026139114736
64.0,Random sampling,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.803027320024557,0.4076577542309832,1.1547041999874637,0.07999542159313534,0.1276217300444841,0.007228056535992102,0.00017189001664513,3.59935183268159e-05,0.04723165004979813,0.0030587463977048137,0.17503474995028223,0.009323791229080818,0.03472619000822301,0.001789184746197457,8.132756790122949,0.48331075259214834,0.978125,0.14418713727498564,0.25185957998037334,0.010793787773227898,99.4649905204773,0.11583083397447629,,,,,0.07436532003339376,0.004556107915914437,0.052440870017744556,0.0037543210528333394,,,,,,,,,,,1.0538341933965403,0.0017227106874317833,0.7315090528936679,0.001359717114258947
64.0,CountSketch random projection,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.803027320024557,0.4076577542309832,1.1547041999874637,0.07999542159313534,1.0698862599907444,0.10435970548052872,0.00029527002479876,4.400174715908865e-05,0.0484524399740621,0.004837214560575017,1.1186435700161383,0.10829548229039192,0.035056539997458405,0.002196197977611076,9.076365490001626,0.5281594560262182,2.0046875,0.18765184823452533,1.1961688700132072,0.11141225084053555,77.6564458847046,0.09319877275932481,,,,,,,,,0.04191111999098209,0.0030211329084953824,0.8598420100519434,0.0755812666971416,0.040519529953598935,0.0026946897860969567,0.1222592900274321,0.030596551547281026,163.0,0.0,0.999999873209854,7.83942452645214e-09,0.649121670752863,0.000567729733749735
