n,rep,seed,K,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_laplacian_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,hypergraph_degree_mean,hypergraph_degree_max,zhou_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,rho_n,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
2000,1,2020266427,3,3,10073,0.018,0.9466718799307129,0.9072457376339523,0.4079024170059711,0.02978383400477469,0.06569562503136694,0.01340983307454735,0,15.1095,29.0,61814,0.003969250014051795,6.391701754182577e-05,0.06165762501768768,0.5033770430600271,4.0,3.6e-05,4e-06,sparse,2.010588000000002,0.5609061249997467,5.183298110961914,270.421875,274.5,4.078125
2000,2,2020266428,3,3,10034,0.0185,0.9452672281779314,0.9056557044342368,0.42779550002887845,0.022589624975807965,0.06009716703556478,0.011030541034415364,0,15.051,30.0,61550,0.0031596249900758266,4.483398515731096e-05,0.05688920896500349,0.510478792944923,4.0,3.6e-05,4e-06,sparse,2.0356419999999993,0.563347207964398,5.162407875061035,274.5,277.84375,3.34375
2000,3,2020266429,3,3,10121,0.0195,0.9423527246289,0.9019838035735235,0.4153944159625098,0.02752858295571059,0.0626995840575546,0.013264084002003074,0,15.1815,29.0,62020,0.002999959047883749,4.970794543623924e-05,0.05964658292941749,0.5056192488409579,4.0,3.6e-05,4e-06,sparse,1.9566930000000013,0.5595212500775233,5.199865341186523,277.84375,278.875,1.03125
2000,4,2020266430,3,3,10056,0.017,0.9496443967160552,0.9123241009251003,0.39541100000496954,0.02316608396358788,0.06517354201059788,0.01006150001194328,0,15.084,32.0,61714,0.0029922090470790863,0.00013929198030382395,0.062035833951085806,0.48374441894702613,4.0,3.6e-05,4e-06,sparse,1.8989580000000004,0.5286122920224443,5.177272796630859,278.875,279.734375,0.859375
2000,5,2020266431,3,3,10120,0.0195,0.9423153442875636,0.9007388558753457,0.36386633303482085,0.022573834052309394,0.05485049996059388,0.007801207946613431,0,15.18,29.0,62082,0.0028455830179154873,4.1915918700397015e-05,0.0519598328974098,0.44128749892115593,4.0,3.6e-05,4e-06,sparse,1.943133000000003,0.4801494999555871,5.205715179443359,279.734375,280.703125,0.96875
2000,6,2020266432,3,3,10014,0.0135,0.9599101109914028,0.9280453522374041,0.3773206250043586,0.024647667072713375,0.0716867089504376,0.013032041024416685,0,15.021,29.0,61458,0.0034944579238072038,5.4333009757101536e-05,0.0681326660560444,0.47364974906668067,4.0,3.6e-05,4e-06,sparse,2.3536470000000023,0.5458360000047833,5.158166885375977,280.703125,277.625,-3.078125
2000,7,2020266433,3,3,9950,0.019,0.9437827015857086,0.9036382586848959,0.39230854203924537,0.028564541949890554,0.05066395795438439,0.009439165936782956,0,14.925,28.0,61038,0.0029464170802384615,4.9459049478173256e-05,0.04766379192005843,0.471532752038911,4.0,3.6e-05,4e-06,sparse,1.4448790000000002,0.5178254580823705,5.123735427856445,270.78125,250.578125,-20.203125
2000,8,2020266434,3,3,10077,0.0195,0.9423516202121451,0.9031648798766013,0.396665291977115,0.023240374983288348,0.06734474992845207,0.011289458023384213,0,15.1155,29.0,61842,0.0029129580361768603,4.5208027586340904e-05,0.06438337499275804,0.48724720801692456,4.0,3.6e-05,4e-06,sparse,2.1758549999999985,0.5342619169969112,5.185944557189941,250.578125,252.046875,1.46875
2000,9,2020266435,3,3,10043,0.0175,0.9481804400949547,0.9106748469365573,0.38011445896700025,0.022151874960400164,0.05927791597787291,0.010314124985598028,0,15.0645,30.0,61664,0.0033157080179080367,5.124998278915882e-05,0.055907166097313166,0.46154045802541077,4.0,3.6e-05,4e-06,sparse,1.989227999999997,0.5129576249746606,5.172069549560547,252.046875,251.265625,-0.78125
2000,10,2020266436,3,3,10180,0.0145,0.9569674772551163,0.9235686557195741,0.3899091669591144,0.025094249984249473,0.053212333004921675,0.01121987507212907,0,15.27,29.0,62414,0.002943416009657085,4.708289634436369e-05,0.050217875046655536,0.46821179089602083,4.0,3.6e-05,4e-06,sparse,2.0264529999999965,0.5182098749792203,5.234708786010742,251.265625,250.984375,-0.28125
3000,1,3020269427,3,3,15110,0.017666666666666667,0.9476696101739607,0.9080940651963652,0.5251754169585183,0.03453058307059109,0.08153766707982868,0.012983665918000042,0,15.11,29.0,93020,0.0040825000032782555,9.574997238814831e-05,0.07735608296934515,0.641240332974121,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.5651009999999985,0.7088546250015497,7.844738960266113,250.984375,254.515625,3.53125
3000,2,3020269428,3,3,15089,0.012333333333333333,0.9633212045908914,0.9320132366231636,0.5292332500685006,0.03423487499821931,0.06972570798825473,0.01485454197973013,0,15.089,30.0,92890,0.0037980000488460064,5.479191895574331e-05,0.06586954195518047,0.6331904589897022,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.3763760000000005,0.7111247919965535,7.8324480056762695,254.515625,261.140625,6.625
3000,3,3020269429,3,3,15205,0.013666666666666667,0.9594105193845364,0.9265217157117528,0.5669266250915825,0.03630345896817744,0.07030704198405147,0.0119856660021469,0,15.205,31.0,93556,0.0039014590438455343,4.9958936870098114e-05,0.06635258300229907,0.6735340850427747,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.343674,0.7390362500445917,7.891073226928711,261.140625,262.953125,1.8125
3000,4,3020269430,3,3,15357,0.012666666666666666,0.9623436953627104,0.930781431842122,0.5453113749390468,0.033487459062598646,0.08082100003957748,0.01369670801796019,0,15.357,31.0,94456,0.00372979196254164,4.837499000132084e-05,0.0770400419132784,0.6596170428674668,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.5145100000000014,0.7265965000260621,7.967154502868652,262.953125,266.40625,3.453125
3000,5,3020269431,3,3,15167,0.022,0.9350811922787978,0.8910500294891368,0.5757489170646295,0.0352753329789266,0.07250591705087572,0.017719542025588453,0,15.167,31.0,93316,0.004185417084954679,5.2332994528114796e-05,0.06826387497130781,0.6835258750943467,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.465905999999997,0.7631776670459658,7.869508743286133,266.40625,266.53125,0.125
3000,6,3020269432,3,3,15114,0.016,0.952552452776099,0.9157437048977889,0.5648294999264181,0.03674516698811203,0.07321470801252872,0.011979458970017731,0,15.114,31.0,93034,0.0039119579596444964,6.274995394051075e-05,0.06923658307641745,0.6747859579045326,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.3213420000000013,0.7411111670080572,7.845231056213379,266.53125,270.515625,3.984375
3000,7,3020269433,3,3,15008,0.017,0.949625964960104,0.9110975753429349,0.5366146250162274,0.03493166598491371,0.09831179096363485,0.014477625023573637,0,15.008,31.0,92370,0.004040708998218179,9.862508159130812e-05,0.09416837501339614,0.6698540000943467,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.614188000000013,0.7355226670624688,7.791027069091797,270.375,272.03125,1.65625
3000,8,3020269434,3,3,15233,0.013333333333333334,0.960396302548636,0.9283382754112035,0.5252722079167143,0.033561125048436224,0.0962566250236705,0.012755458010360599,0,15.233,30.0,93792,0.0037549580447375774,4.6625034883618355e-05,0.09245204098988324,0.6550869570346549,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.664906000000002,0.7258578330511227,7.909401893615723,272.03125,272.65625,0.625
3000,9,3020269435,3,3,15169,0.012,0.964310222706351,0.9337122660776549,0.5481899590231478,0.032363667036406696,0.07876462489366531,0.014041458023712039,0,15.169,31.0,93346,0.0038469169521704316,4.800001624971628e-05,0.07486670801881701,0.6593152510467917,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.542644999999993,0.7352422080002725,7.872468948364258,272.65625,272.984375,0.328125
3000,10,3020269436,3,3,15125,0.016666666666666666,0.9506349713100665,0.9139204397363875,0.5616542079951614,0.03556183399632573,0.0614194170339033,0.01436595804989338,0,15.125,34.0,93102,0.004167790990322828,5.4333009757101536e-05,0.05719420895911753,0.6586323749506846,4.0,1.6e-05,1.7777777777777777e-06,sparse,2.222395000000006,0.7295935408910736,7.855271339416504,272.984375,272.859375,-0.125
4000,1,4020272427,3,3,20134,0.023,0.932214978386088,0.8873138869075049,0.6828361670486629,0.044737541931681335,0.0834757499396801,0.018343791947700083,0,15.1005,31.0,124190,0.004751416970975697,5.583302117884159e-05,0.07866629201453179,0.8110472509870306,4.0,9e-06,1e-06,sparse,2.8090310000000045,0.9128009580308571,10.502267837524414,272.859375,275.3125,2.453125
4000,2,4020272428,3,3,20403,0.01925,0.943055357069788,0.9019316764490781,0.7385528750019148,0.04368208290543407,0.08153687498997897,0.01918254094198346,0,15.30225,30.0,125716,0.004660708014853299,8.237501606345177e-05,0.07679058297071606,0.8637686239089817,4.0,9e-06,1e-06,sparse,2.5847220000000135,0.9636463749920949,10.630270004272461,275.3125,279.203125,3.890625
4000,3,4020272429,3,3,20027,0.014,0.9584349687434218,0.9247310308718231,0.7205960840219632,0.04293229093309492,0.07219879096373916,0.014999708044342697,0,15.02025,31.0,123464,0.005039000068791211,5.720800254493952e-05,0.0670992910163477,0.835723874042742,4.0,9e-06,1e-06,sparse,2.585218000000012,0.9296062909998,10.445638656616211,279.203125,280.953125,1.75
4000,4,4020272430,3,3,20146,0.0165,0.9510893668267442,0.913306958820258,0.7108650000300258,0.0427664170274511,0.07701195892877877,0.01847695792093873,0,15.1095,32.0,124230,0.004796582972630858,5.7333032600581646e-05,0.07215237501077354,0.8306377080734819,4.0,9e-06,1e-06,sparse,2.6656090000000034,0.9205455000046641,10.51064395904541,280.953125,281.734375,0.78125
4000,5,4020272431,3,3,20006,0.01425,0.9576947627337198,0.9242588487910594,0.7467518750345334,0.0438227909617126,0.07628812501206994,0.016519665950909257,0,15.0045,29.0,123342,0.005021541961468756,6.062502507120371e-05,0.07120162504725158,0.8668584580300376,4.0,9e-06,1e-06,sparse,2.7315120000000093,0.9709133340511471,10.437542915344238,281.734375,282.21875,0.484375
4000,6,4020272432,3,3,20189,0.02225,0.9343343968730804,0.889765495238995,0.7237683329731226,0.04339591693133116,0.0973478329833597,0.021563083049841225,0,15.14175,31.0,124464,0.00510537507943809,6.704195402562618e-05,0.09217012510634959,0.8645067920442671,4.0,9e-06,1e-06,sparse,2.842027999999999,0.9681351250037551,10.526078224182129,282.21875,282.375,0.15625
4000,7,4020272433,3,3,20091,0.01825,0.9459724913526616,0.9055847437497337,0.6814049170352519,0.04220716597046703,0.06716862495522946,0.01959383301436901,0,15.06825,35.0,123956,0.004715958028100431,5.9125013649463654e-05,0.06239062501117587,0.7907777910586447,4.0,9e-06,1e-06,sparse,2.3468770000000063,0.8777455830713734,10.483491897583008,282.375,283.953125,1.578125
4000,8,4020272434,3,3,20286,0.01625,0.9518268491009657,0.9146042727396366,0.7339246670017019,0.04308620805386454,0.07668020797427744,0.01774241600651294,0,15.2145,30.0,125104,0.004791083978489041,5.2916002459824085e-05,0.0718325829366222,0.8536874579731375,4.0,9e-06,1e-06,sparse,2.842421999999999,0.9488815000513569,10.578357696533203,283.953125,283.984375,0.03125
4000,9,4020272435,3,3,20053,0.019,0.9437851706393123,0.9037551958934847,0.7069797499570996,0.0462697499897331,0.07337175006978214,0.01720691693481058,0,15.03975,30.0,123678,0.005114750005304813,6.324995774775743e-05,0.06818970805034041,0.8266172079602256,4.0,9e-06,1e-06,sparse,2.5173419999999993,0.918961666058749,10.462377548217773,283.984375,284.609375,0.625
4000,10,4020272436,3,3,20146,0.01725,0.948894234800044,0.9106346983712998,0.7127310410141945,0.042337915976531804,0.08231870806775987,0.014922957983799279,0,15.1095,31.0,124172,0.004925458924844861,0.0002026669681072235,0.07718595792539418,0.8373830408090726,4.0,9e-06,1e-06,sparse,2.7529679999999956,0.9380055419169366,10.504568099975586,284.609375,287.171875,2.5625
5000,1,5020275427,3,3,25130,0.018,0.9467157449504322,0.9068275101824311,0.8053266250062734,0.055364000028930604,0.08632233401294798,0.022319957963190973,0,15.078,32.0,155120,0.005776292062364519,0.00014908297453075647,0.0803932499838993,0.9470092500559986,4.0,5.76e-06,6.4e-07,sparse,2.7870240000000024,1.0591328330338001,13.140501976013184,287.171875,288.296875,1.125
5000,2,5020275428,3,3,25223,0.0178,0.9473037577330596,0.9078159904816478,0.9424392499495298,0.06171450007241219,0.10955416702199727,0.024857999989762902,0,15.1338,32.0,155644,0.006690540933050215,9.483401663601398e-05,0.10276249994058162,1.1137016249122098,4.0,5.76e-06,6.4e-07,sparse,3.139431000000002,1.251733124954626,13.183036804199219,288.296875,288.578125,0.28125
5000,3,5020275429,3,3,25161,0.0168,0.9502386888653849,0.912851897290802,0.9464787089964375,0.06086562492419034,0.10148154199123383,0.027833292027935386,0,15.0966,30.0,155348,0.007415874977596104,8.38330015540123e-05,0.09397699998226017,1.1088210418820381,4.0,5.76e-06,6.4e-07,sparse,2.670339999999996,1.289792082970962,13.160721778869629,272.703125,271.59375,-1.109375
5000,4,5020275430,3,3,25115,0.0184,0.9455526398487543,0.9054330561667953,0.9911299579543993,0.06697616702876985,0.0893577910028398,0.023930875002406538,0,15.069,31.0,155064,0.006809583050198853,0.00015783298294991255,0.08238337491638958,1.1474569159327075,4.0,5.76e-06,6.4e-07,sparse,2.8052239999999955,1.3072192500112578,13.134417533874512,271.59375,268.09375,-3.5
5000,5,5020275431,3,3,25001,0.0186,0.9449737326784623,0.9048085578518642,0.9077633750857785,0.05947375006508082,0.0828359160805121,0.02443275006953627,0,15.0006,36.0,154296,0.0073867919854819775,7.14579364284873e-05,0.07537337497342378,1.0500687500461936,4.0,5.76e-06,6.4e-07,sparse,2.666175999999993,1.1968090829905123,13.073675155639648,268.09375,273.515625,5.421875
5000,6,5020275432,3,3,25231,0.0166,0.9508032511500427,0.912743570814902,0.8910924169467762,0.05665616597980261,0.07403841591440141,0.022421041037887335,0,15.1386,33.0,155666,0.006232416024431586,6.375007797032595e-05,0.06773854105267674,1.0217832900816575,4.0,5.76e-06,6.4e-07,sparse,2.726579000000001,1.1602673339657485,13.190213203430176,273.515625,273.96875,0.453125
5000,7,5020275433,3,3,25025,0.014,0.9584245377494559,0.9244954909037786,0.892971207969822,0.05302112502977252,0.08221475000027567,0.024294083006680012,0,15.015,30.0,154490,0.005743916961364448,6.341701373457909e-05,0.07640416698995978,1.0282038339646533,4.0,5.76e-06,6.4e-07,sparse,2.7544180000000154,1.1560596249764785,13.085763931274414,273.96875,271.9375,-2.03125
5000,8,5020275434,3,3,24981,0.017,0.9496339725503535,0.9111498525671986,0.8893689169781283,0.05199704202823341,0.08195512497331947,0.018348790938034654,0,14.9886,30.0,154244,0.006012792000547051,6.150000263005495e-05,0.07587666600011289,1.0233169170096517,4.0,5.76e-06,6.4e-07,sparse,2.8522470000000055,1.1444201670819893,13.06482982635498,271.9375,275.4375,3.5
5000,9,5020275435,3,3,25116,0.0154,0.9543312655265153,0.9185026583266688,0.877556125051342,0.05432916700374335,0.09964733303058892,0.018794542062096298,0,15.0696,30.0,155024,0.006202207994647324,7.450010161846876e-05,0.09336733305826783,1.031529333209619,4.0,5.76e-06,6.4e-07,sparse,2.937004999999999,1.1429207919863984,13.135396003723145,275.4375,277.046875,1.609375
5000,10,5020275436,3,3,24918,0.0238,0.9298400609507442,0.8830302254151716,0.8965614580083638,0.05225874995812774,0.12251887493766844,0.02241545799188316,0,14.9508,31.0,153934,0.005591207998804748,5.512498319149017e-05,0.11686766694765538,1.0713342078961432,4.0,5.76e-06,6.4e-07,sparse,3.411797000000007,1.195483166957274,13.039487838745117,277.046875,278.4375,1.390625
6000,1,6020278427,3,3,30241,0.020166666666666666,0.9404198271204476,0.8979779123675694,1.024516792036593,0.08148262510076165,0.08553208294324577,0.02889912505634129,0,15.1205,30.0,186800,0.0073260420467704535,7.145898416638374e-05,0.0781291660387069,1.1915260842069983,4.0,4e-06,4.4444444444444444e-07,sparse,3.142263999999983,1.3700559160206467,15.83984088897705,278.4375,286.34375,7.90625
6000,2,6020278428,3,3,30319,0.015833333333333335,0.9530634049468804,0.9165414601610318,1.090402708039619,0.07295408309437335,0.0875270830001682,0.02671200002077967,0,15.1595,30.0,187254,0.0075971250189468265,9.854196105152369e-05,0.07982341607566923,1.25087587418966,4.0,4e-06,4.4444444444444444e-07,sparse,3.091453999999999,1.3921946249902248,15.881855010986328,286.34375,288.984375,2.640625
6000,3,6020278429,3,3,30017,0.0185,0.9452510725624512,0.9051875436524547,1.0394944590516388,0.06443508400116116,0.12969620805233717,0.023944249958731234,0,15.0085,33.0,185460,0.006980500067584217,0.00015049998182803392,0.1225607079686597,1.233621251070872,4.0,4e-06,4.4444444444444444e-07,sparse,3.378900999999985,1.3643303330754861,15.729710578918457,288.984375,291.75,2.765625
6000,4,6020278430,3,3,29958,0.016833333333333332,0.9501530329940568,0.9123300666769877,1.0202247500419617,0.0632202080450952,0.09238358295988292,0.02323837496805936,0,14.979,29.0,185118,0.006724291946738958,6.554194260388613e-05,0.085588917019777,1.1758237089961767,4.0,4e-06,4.4444444444444444e-07,sparse,3.2477389999999957,1.3160710830707103,15.70104694366455,291.75,292.53125,0.78125
6000,5,6020278431,3,3,30371,0.011833333333333333,0.9648041804611787,0.9344025334666275,1.0280422499636188,0.06889624998439103,0.09253895899746567,0.02236950001679361,0,15.1855,31.0,187564,0.006944375112652779,7.508404087275267e-05,0.08551554090809077,1.1894735000096262,4.0,4e-06,4.4444444444444444e-07,sparse,2.9581280000000163,1.3150619170628488,15.900239944458008,292.53125,298.578125,6.046875
6000,6,6020278432,3,3,30316,0.016666666666666666,0.9506021935786988,0.9136718482111663,1.023979749996215,0.06546412501484156,0.1234569160733372,0.024337582988664508,0,15.158,34.0,187226,0.006966707995161414,6.824999582022429e-05,0.11641741695348173,1.21289624995552,4.0,4e-06,4.4444444444444444e-07,sparse,3.572782000000018,1.3567514169262722,15.876847267150879,298.578125,301.171875,2.59375
6000,7,6020278433,3,3,30192,0.0165,0.9511033866121774,0.9132709003526873,1.0741955830017105,0.06766741606406868,0.08445458405185491,0.029197874944657087,0,15.096,32.0,186544,0.007249708054587245,8.816702757030725e-05,0.07711275003384799,1.2263136241817847,4.0,4e-06,4.4444444444444444e-07,sparse,3.2746469999999874,1.3802508750231937,15.818465232849121,301.171875,303.25,2.078125
6000,8,6020278434,3,3,30209,0.018,0.9467123883852476,0.906618555968028,1.061532416031696,0.0680034999968484,0.10903295897878706,0.02462612499948591,0,15.1045,33.0,186604,0.007344875019043684,0.00019183300901204348,0.10149108292534947,1.2385637069819495,4.0,4e-06,4.4444444444444444e-07,sparse,3.331626,1.3836413329700008,15.825032234191895,303.25,303.328125,0.078125
6000,9,6020278435,3,3,30612,0.01633333333333333,0.9515965867289117,0.9142490696441826,1.0931680840440094,0.07079804094973952,0.09237637498881668,0.02153366699349135,0,15.306,30.0,188980,0.007330916007049382,7.041706703603268e-05,0.08497037505730987,1.2563378331251442,4.0,4e-06,4.4444444444444444e-07,sparse,3.224073000000004,1.3959717910038307,16.02342128753662,303.328125,303.578125,0.25
6000,10,6020278436,3,3,30310,0.017333333333333333,0.9486568023302642,0.9097352266948042,0.9950546670006588,0.07485645904671401,0.12241029099095613,0.025291500031016767,0,15.155,34.0,187182,0.008334874990396202,7.741700392216444e-05,0.113994334009476,1.1923177520511672,4.0,4e-06,4.4444444444444444e-07,sparse,3.0406429999999887,1.3395782500738278,15.869690895080566,303.578125,305.359375,1.78125
7000,1,7020281427,3,3,35222,0.01657142857142857,0.9508974494053923,0.9130660993072515,1.0999059170717373,0.07539658294990659,0.0942184169543907,0.025606125011108816,0,15.095142857142857,33.0,217630,0.007655624998733401,0.0001795410644263029,0.08637983305379748,1.2695174991386011,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.2420120000000168,1.4278172079939395,18.47183322906494,305.0625,310.15625,5.09375
7000,2,7020281428,3,3,35088,0.015714285714285715,0.9533978305884918,0.9166436153483807,1.2005387500394136,0.07492345792707056,0.07710470806341618,0.02832320798188448,0,15.037714285714285,33.0,216892,0.008323249989189208,9.249988943338394e-05,0.06868579203728586,1.3525637498823926,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.2459929999999986,1.5097946670139208,18.406705856323242,310.15625,313.96875,3.8125
7000,3,7020281429,3,3,35419,0.01742857142857143,0.9483857398059463,0.9095016249610729,1.2031270830193534,0.07842962502036244,0.0821834160014987,0.028406041907146573,0,15.179571428571428,32.0,218848,0.008136333082802594,9.883299935609102e-05,0.07394425000529736,1.363736124127172,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.508207999999996,1.5376761659281328,18.57278060913086,313.96875,314.5,0.53125
7000,4,7020281430,3,3,35181,0.020285714285714285,0.940066228860597,0.8974412847613445,1.2395932920044288,0.07455270900391042,0.10772587498649955,0.026231875061057508,0,15.077571428571428,31.0,217438,0.008185083977878094,6.829202175140381e-05,0.09946900000795722,1.421868377015926,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.622651999999988,1.5777640000451356,18.454760551452637,314.5,312.703125,-1.796875
7000,5,7020281431,3,3,35094,0.016142857142857143,0.9521522500303626,0.9150306818823084,1.276020084042102,0.07680599996820092,0.10876466694753617,0.030767458956688643,0,15.040285714285714,32.0,216856,0.008363583008758724,7.291592191904783e-05,0.10032337496522814,1.461585957906209,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.750329999999991,1.6398037089966238,18.409428596496582,312.703125,314.921875,2.21875
7000,6,7020281432,3,3,35428,0.01685714285714286,0.9500543165218766,0.9115789331198922,1.2146430410211906,0.07398054096847773,0.09434920898638666,0.02318629203364253,0,15.183428571428571,31.0,218948,0.007790541974827647,7.512501906603575e-05,0.08648004196584225,1.3829692909494042,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.3914690000000007,1.531217374955304,18.57888126373291,314.921875,316.796875,1.875
7000,7,7020281433,3,3,35142,0.015428571428571429,0.9542571710440477,0.9182319625085262,1.271310874959454,0.07406333298422396,0.08224845898803324,0.03062758396845311,0,15.060857142857143,33.0,217170,0.007902125013060868,9.674998000264168e-05,0.07424670807085931,1.4276197910076007,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.5185129999999845,1.5898346659960225,18.433977127075195,316.796875,318.984375,2.1875
7000,8,7020281434,3,3,35041,0.012857142857142857,0.9617873133249313,0.9298975102268072,1.1606773749226704,0.08216383401304483,0.0991719999583438,0.031980957952328026,0,15.01757142857143,33.0,216624,0.009330958011560142,8.095800876617432e-05,0.08975537493824959,1.3420084998942912,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.466269000000011,1.5187448330689222,18.3845157623291,318.984375,319.21875,0.234375
7000,9,7020281435,3,3,35236,0.017,0.9496360557302864,0.9117540940227397,1.243437249911949,0.07434770907275379,0.1013109169434756,0.02759270800743252,0,15.101142857142857,32.0,217858,0.007979750051163137,9.308394510298967e-05,0.09323329094331712,1.419091083924286,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.5965120000000184,1.5749170409981161,18.483060836791992,319.21875,320.125,0.90625
7000,10,7020281436,3,3,35175,0.013857142857142858,0.9588454520123437,0.9251683886824075,1.2780611249618232,0.0861159999622032,0.10048541706055403,0.03526287490967661,0,15.075,31.0,217314,0.008652749937027693,0.00012912496458739042,0.09169799997471273,1.4646569998003542,4.0,2.9387755102040816e-06,3.26530612244898e-07,sparse,3.7782410000000084,1.6556209169793874,18.447278022766113,320.125,314.796875,-5.328125
