method,F1_mean,F1_std,NMI_mean,NMI_std,ARI_mean,ARI_std,time_rand_mean,time_rand_std,time_post_mean,time_post_std,time_total_mean,time_total_std
CountSketch,0.31794165850398254,0.01454230590694644,0.5466421297289165,0.008739570789870097,0.08965010355282718,0.007974242916742607,3.152089993818663e-05,7.63067267552924e-06,0.8443434311004239,0.3328219970307216,0.8443749520003621,0.332825829495737
Non-random,0.35059270512862695,0.014081725101209346,0.5565462348444358,0.006989051288387419,0.08243339068714045,0.006098519307785702,0.0,0.0,0.950520004300779,0.2758139081753916,0.9505202853513766,0.2758138650045408
Random Projection,0.31814898997522795,0.016884291362229898,0.5486476777782503,0.009470386352223425,0.0913047033771291,0.006777708974939068,,,,,1.0225164477997168,0.3918577925179685
Random Sampling (p=0.7),0.3121006055809675,0.013723295425873448,0.5267903945134338,0.009697573734567916,0.07089211823112317,0.006236981922706326,0.0010230666492134332,0.00028746059036520455,0.9695787895012472,0.26737180402882904,0.9706278147503327,0.26736447550575065
Random Sampling (p=0.8),0.3247891415797402,0.01439370504000381,0.5396145183603891,0.006653194785334332,0.07447663222455668,0.007907859596296186,0.001127002049179282,0.0002732992542053368,0.9146882855515287,0.3021943373486015,0.9158326874494378,0.30227147482381045
SIGN Bidirectional,0.30921659972260374,0.009169789139895915,0.542266815945222,0.009889896775990578,0.09008561580018455,0.01018917574518578,0.00027303354945615863,7.986502955049639e-05,1.3408102060493547,0.9695870545456317,1.3410832395988108,0.9695939407789869
