rep,method,F1,NMI,ARI,time_rand_sec,time_post_sec,time_total_sec
1,Random Projection,0.3371208446863533,0.5484379206550569,0.08438159205664948,,,1.9203360420069657
1,CountSketch,0.32865951290674456,0.5514676008031076,0.09858382582758497,3.6666999221779406e-05,0.7127147079881979,0.7127513749874197
1,SIGN Bidirectional,0.2899226540067155,0.5226010332178339,0.06974233128731229,0.00033962499583140016,0.7132882919977419,0.7136279169935733
1,Random Sampling (p=0.7),0.3207211243752386,0.5284977290196715,0.07052501419352161,0.0009067079954547808,0.6220453330024611,0.6229571669973666
1,Random Sampling (p=0.8),0.3375336189736316,0.5390662989033171,0.06932862126217158,0.0011657499999273568,1.4080385840061354,1.4092404160037404
1,Non-random,0.3755911128343891,0.5669723403177154,0.09758882778188975,0.0,0.7435814580094302,0.7435819160018582
2,Random Projection,0.27715265143686996,0.5298158410243455,0.07379741583781428,,,0.7489174170041224
2,CountSketch,0.31299488377581763,0.5438224860404117,0.07981216726694348,2.7707996196113527e-05,0.5277585420117248,0.5277862500079209
2,SIGN Bidirectional,0.3110702359282711,0.5516393989269506,0.08988842649031349,0.0003549170069163665,3.456751374003943,3.4571062910108594
2,Random Sampling (p=0.7),0.3213669699291395,0.5407616000208644,0.07854366837743798,0.0008493750065099448,0.9225949160027085,0.9234497090074001
2,Random Sampling (p=0.8),0.3003581864745787,0.5373496886115438,0.0773030520211491,0.0009310000023106113,0.7394259170105215,0.7403628330066567
2,Non-random,0.3495072061552573,0.5520474181659761,0.07927970313987319,0.0,0.7524802919942886,0.7524807500012685
3,Random Projection,0.3110407879592452,0.5593031422028724,0.09347884604226431,,,1.2433562910009641
3,CountSketch,0.30827076568323475,0.5371861334237539,0.0818921122902887,4.816600994672626e-05,1.162470333991223,1.1625185000011697
3,SIGN Bidirectional,0.30131146987113133,0.5501317112566266,0.10820700603926799,0.0001890829880721867,1.8575194170116447,1.8577084999997169
3,Random Sampling (p=0.7),0.325783703184595,0.5341458359638248,0.07980773062205218,0.0008165830076904967,0.6682574590086006,0.6691274170007091
3,Random Sampling (p=0.8),0.3221519512708135,0.5434544883589825,0.07842751303806242,0.0015677090123062953,1.4801784579904051,1.4817533340101363
3,Non-random,0.3680238264194913,0.5573198902915063,0.08435273160800799,0.0,1.03213258300093,1.0321328330028336
4,Random Projection,0.330276243679611,0.5552996913668539,0.09340780963761589,,,0.7272459579980932
4,CountSketch,0.3021608500646635,0.5355447493303224,0.07890736836945951,2.7457994292490184e-05,0.9288897920050658,0.9289172499993583
4,SIGN Bidirectional,0.3132571163410844,0.5488722507581612,0.09792855320629176,0.0002120420103892684,0.7400209159823135,0.7402329579927027
4,Random Sampling (p=0.7),0.29491054380342646,0.5068053055216549,0.05706238800568491,0.0012740829988615587,0.6823253330076113,0.6836042909999378
4,Random Sampling (p=0.8),0.3258891536057971,0.5406756406934125,0.07823482032330178,0.0014472909970209002,1.1944876670022495,1.1959417079924606
4,Non-random,0.32935501635447245,0.5497769919130567,0.08547030944639047,0.0,0.5598843329935335,0.5598847079963889
5,Random Projection,0.32953399184000237,0.5602742845707229,0.09788899289058728,,,1.5500844589987537
5,CountSketch,0.30917441330781503,0.5512264181811608,0.09052277305376626,2.7750007575377822e-05,0.6170872499933466,0.617115000000922
5,SIGN Bidirectional,0.313595586346085,0.5474289772095031,0.09846345463853233,0.00034895900171250105,3.3798817079950823,3.3802306669967948
5,Random Sampling (p=0.7),0.33716393150991,0.5359586859795841,0.07407740154053599,0.0016889999969862401,1.2669009999954142,1.2685953339969274
5,Random Sampling (p=0.8),0.3163286939408575,0.535087924471281,0.06913213047976505,0.0009583329956512898,1.2823965409916127,1.2833625829953235
5,Non-random,0.3473261556038759,0.5667844780294954,0.09066118478267865,0.0,0.7888588750065537,0.7888590000075055
6,Random Projection,0.33242134072171753,0.5618261719645047,0.09705776977080223,,,0.7537554159935098
6,CountSketch,0.33197048864692175,0.5576779321138917,0.09684561874350839,3.2167008612304926e-05,0.9040814579930156,0.904113625001628
6,SIGN Bidirectional,0.3071179550756414,0.546505623859245,0.0917072334082548,0.0002195839915657416,0.6088079580076737,0.6090275419992395
6,Random Sampling (p=0.7),0.33345351875210827,0.5254218787828794,0.07011567425127384,0.000844082998810336,1.2202090409991797,1.2210928330023307
6,Random Sampling (p=0.8),0.3066224736732457,0.5364552503539378,0.08093232987556942,0.0008632499957457185,0.644974083013949,0.6458967090002261
6,Non-random,0.3400469699777366,0.5548534813596985,0.07741762359205026,0.0,0.7292103340005269,0.729210667006555
7,Random Projection,0.31804597434577947,0.548901201835506,0.10368649903703792,,,0.6706109999940963
7,CountSketch,0.29301954734233365,0.5383553310276338,0.07882813109646924,2.737499016802758e-05,0.5205600000190316,0.5205873750091996
7,SIGN Bidirectional,0.30873311092686156,0.5439030636034737,0.09764215505242177,0.0001910840073833242,1.66882441600319,1.6690155000105733
