alpha_n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
0.05,3,Random Projection,0.05204920799999968,0.01484445899998832,0.17196629100000393,0.00018212499999492593,0.003059125000007157,0.0018111670000138247,0.0007475409999955218,0.000997249999997507,0.00021770899999751236,3.52919999926371e-05,0.044987875000003896,0.05204920799999968,0.05203808400000298,1.112399999669833e-05,0.23885995799999193,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,3,Random Sampling,0.15634716700000695,0.01484445899998832,0.205665666999991,,,,,,,,,0.15634716700000695,0.15633958300000472,7.584000002225366e-06,0.37685729299998627,0.005191832999997814,0.009219375000000696,0.08449470800000825,0.0006872919999949545,0.0028283750000070995,0.053917999999995914,,,,,,,,,,,,,,,,,,,,
0.05,3,Non-random,0.470111916999997,0.01484445899998832,0.18364929199999835,,,,,,,,,0.470111916999997,0.47010841800000946,3.4989999875278954e-06,0.6686056679999837,,,,,,,0.43327220900000896,0.03646870900000465,0.00036749999999585725,,,,,,,,,,,,,,,,,
0.05,3,CountSketch,0.0685116249999993,0.01484445899998832,0.17086316700000737,,,,,,,,,0.0685116249999993,0.0713088319999855,0.0,0.254219250999995,,,,,,,,,,7.466699999270077e-05,0.0028264999999976226,0.0028264999999976226,0.002600999999998521,0.0017295829999994794,0.0008836250000001655,0.0008993330000066635,0.00026666600000169183,1.912499999434658e-05,0.059181832999996686,,,,,,,
0.05,3,SIGN Bidirectional,0.06920049999999378,0.01484445899998832,0.17317108400000336,,,,,,,,,0.06920049999999378,0.06919287599998825,7.624000005534981e-06,0.25721604299998546,,,,,,,,,,,,,,,,,,,,0.00018504199999824777,0.010200416000003543,0.004844374999990464,0.0010052920000021004,0.00025487499999599095,1.9209000001296772e-05,0.0526836669999966
0.05,4,Random Projection,0.05906920800001103,0.014866791000002877,0.17225249999999903,0.00021029100000191647,0.0033713330000040287,0.0017565830000023652,0.0008692499999938263,0.0011131250000033788,0.000287708000001885,1.8832999998608102e-05,0.051436042000005955,0.05906920800001103,0.05906316500001196,6.042999999067433e-06,0.24618849900001294,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,4,Random Sampling,0.13676649999999313,0.014866791000002877,0.20585450000000094,,,,,,,,,0.13676649999999313,0.13675987500000986,6.624999983273483e-06,0.35748779099999695,0.005234500000000253,0.009174458000003938,0.0666576670000012,0.0006533749999988459,0.0027857500000010305,0.05225412500000459,,,,,,,,,,,,,,,,,,,,
0.05,4,Non-random,0.4681856670000002,0.014866791000002877,0.1909318329999934,,,,,,,,,0.4681856670000002,0.4681814170000109,4.2499999892697815e-06,0.6739842909999965,,,,,,,0.43046929199999795,0.037314833000010594,0.0003972920000023805,,,,,,,,,,,,,,,,,
0.05,4,CountSketch,0.06114249999998833,0.014866791000002877,0.18408349999999984,,,,,,,,,0.06114249999998833,0.06352620799998476,0.0,0.26009279099999105,,,,,,,,,,7.95830000015485e-05,0.0024152499999985366,0.0024152499999985366,0.0027164159999983895,0.001741541999990659,0.0007643750000028149,0.0008715000000023565,0.00012729200000194396,1.9791999989138276e-05,0.05237520800000084,,,,,,,
0.05,4,SIGN Bidirectional,0.09615983300000153,0.014866791000002877,0.178153750000007,,,,,,,,,0.09615983300000153,0.09614966700003436,1.0165999967171047e-05,0.2891803740000114,,,,,,,,,,,,,,,,,,,,0.0001831670000029817,0.010107833000006394,0.00462383299999658,0.0010577090000083444,0.00016529200000547917,3.275000000257933e-05,0.079979083000012
0.05,5,Random Projection,0.05239374999999313,0.014798249999998347,0.1734227500000003,0.00018608400000630354,0.0033223750000104246,0.0017680419999948072,0.0007687920000023496,0.0008954580000022361,0.0001820410000021866,3.483399999026915e-05,0.045226791000004596,0.05239374999999313,0.05238441700001317,9.332999979960732e-06,0.24061474999999177,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,5,Random Sampling,0.15986720799999432,0.014798249999998347,0.21281354199999214,,,,,,,,,0.15986720799999432,0.15986020900000142,6.9989999929021e-06,0.3874789999999848,0.005263958000000457,0.009174666999996361,0.0850759169999975,0.0005924170000071172,0.0028202499999991915,0.05693300000000079,,,,,,,,,,,,,,,,,,,,
0.05,5,Non-random,0.4622583329999941,0.014798249999998347,0.18411883400000306,,,,,,,,,0.4622583329999941,0.46225450000000023,3.832999993846897e-06,0.6611754169999955,,,,,,,0.4240305840000076,0.03785474999999394,0.0003691659999986996,,,,,,,,,,,,,,,,,
0.05,5,CountSketch,0.05574550000000045,0.014798249999998347,0.17384400000000255,,,,,,,,,0.05574550000000045,0.05806304300004683,0.0,0.24438775000000135,,,,,,,,,,7.775000000265209e-05,0.002348667000006799,0.002348667000006799,0.002517625000010071,0.001748540999997772,0.0007874170000121694,0.0008538750000042228,0.0002665420000056429,2.0041999988507087e-05,0.0470939170000122,,,,,,,
0.05,5,SIGN Bidirectional,0.06075516699999639,0.014798249999998347,0.17067620799998906,,,,,,,,,0.06075516699999639,0.06074754200000143,7.62499999495958e-06,0.2462296249999838,,,,,,,,,,,,,,,,,,,,0.0001863330000020369,0.009542292000006114,0.004589874999993526,0.0009718750000047294,0.00027000000000043656,2.191699999798402e-05,0.045165249999996604
0.05,6,Random Projection,0.06168187500000499,0.014793375000010656,0.17094983300000877,0.00018270900000061374,0.003165166000002273,0.0017230420000089453,0.0007734579999976177,0.0009396660000078327,0.0003012920000031727,1.862499999560896e-05,0.05457245799999555,0.06168187500000499,0.061676416000011614,5.458999993379621e-06,0.24742508300002442,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,6,Random Sampling,0.1297286249999985,0.014793375000010656,0.2163704580000001,,,,,,,,,0.1297286249999985,0.12972233299997527,6.292000023222499e-06,0.36089245800000924,0.005231500000007827,0.009222916999988229,0.05991116599999202,0.0006682089999969776,0.0027968329999907837,0.051891707999999426,,,,,,,,,,,,,,,,,,,,
0.05,6,Non-random,0.47520545899999433,0.014793375000010656,0.19227062500000613,,,,,,,,,0.47520545899999433,0.47520149999998296,3.959000011377611e-06,0.6822694590000111,,,,,,,0.4358967919999941,0.03890895799999328,0.00039574999999558713,,,,,,,,,,,,,,,,,
0.05,6,CountSketch,0.06018804199999295,0.014793375000010656,0.19289799999999957,,,,,,,,,0.06018804199999295,0.06250483700000586,0.0,0.2678794170000032,,,,,,,,,,8.404200001166373e-05,0.0023569170000001805,0.0023569170000001805,0.003031833999997957,0.001775416999990398,0.0010185410000076445,0.0009825420000026952,0.0002447090000003982,3.70839999987993e-05,0.05061683399999595,,,,,,,
0.05,6,SIGN Bidirectional,0.08217204199999628,0.014793375000010656,0.19158162499999776,,,,,,,,,0.08217204199999628,0.08216050000000052,1.1541999995756669e-05,0.2885470420000047,,,,,,,,,,,,,,,,,,,,0.00018579200001056506,0.010330250000009755,0.007367999999999597,0.001985832999991999,0.00018000000000029104,2.0707999993874182e-05,0.06208991699999444
0.05,7,Random Projection,0.06640870900000095,0.014844999999994002,0.18147758399999248,0.00018837499999335705,0.0038412920000041595,0.0018945409999986396,0.000910500000003367,0.001300458000002891,0.0002102499999949714,2.166699999861521e-05,0.058026874999995925,0.06640870900000095,0.06639395799999193,1.4751000009027848e-05,0.26273129299998743,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,7,Random Sampling,0.12991058299999736,0.014844999999994002,0.20937241599999368,,,,,,,,,0.12991058299999736,0.12990183099999797,8.751999999390137e-06,0.35412799899998504,0.005213916000002428,0.009383958000000803,0.05788429199999712,0.000700832999996237,0.0029409160000000156,0.05377791600000137,,,,,,,,,,,,,,,,,,,,
0.05,7,Non-random,0.4758013750000032,0.014844999999994002,0.2027227500000066,,,,,,,,,0.4758013750000032,0.4757973330000027,4.042000000481494e-06,0.6933691250000038,,,,,,,0.43662329100000363,0.03880462499999737,0.00036941700000170385,,,,,,,,,,,,,,,,,
0.05,7,CountSketch,0.08432816699999535,0.014844999999994002,0.17369587499999284,,,,,,,,,0.08432816699999535,0.0871470019999947,0.0,0.2728690419999822,,,,,,,,,,8.149999999318425e-05,0.0028506670000041368,0.0028506670000041368,0.002693167000003882,0.0014085419999929627,0.0008059999999971978,0.0008558749999991733,0.00013554199999532557,1.954200000398032e-05,0.07544550000000072,,,,,,,
0.05,7,SIGN Bidirectional,0.06052037499999585,0.014844999999994002,0.1776185420000047,,,,,,,,,0.06052037499999585,0.060507958000002304,1.2416999993547506e-05,0.25298391699999456,,,,,,,,,,,,,,,,,,,,0.00018720799999982773,0.009718790999997395,0.004793417000001909,0.001109042000010163,0.0003463750000065602,4.2624999991858203e-05,0.04431049999999459
0.05,8,Random Projection,0.0638378329999938,0.01790812500000527,0.17613841699999,0.00026700000000801083,0.003321458999991478,0.0017714589999968666,0.0008575840000020207,0.0011107920000057447,0.0002558749999934662,6.712500000105592e-05,0.0561699170000054,0.0638378329999938,0.06382121100000404,1.6621999989752112e-05,0.25788437499998906,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,8,Random Sampling,0.16050887499999078,0.01790812500000527,0.2110796669999928,,,,,,,,,0.16050887499999078,0.16049845700000276,1.041799998802162e-05,0.38949666699998886,0.005218666000004646,0.009207875000001309,0.083396166,0.0006367080000018177,0.003022916999995573,0.05901612499999942,,,,,,,,,,,,,,,,,,,,
0.05,8,Non-random,0.46822137499999883,0.01790812500000527,0.18707970799999885,,,,,,,,,0.46822137499999883,0.4682174999999802,3.875000018638275e-06,0.673209208000003,,,,,,,0.43233474999999544,0.035514124999991736,0.0003686249999930169,,,,,,,,,,,,,,,,,
0.05,8,CountSketch,0.08930674999999155,0.01790812500000527,0.1753986249999997,,,,,,,,,0.08930674999999155,0.09214674899999409,0.0,0.2826134999999965,,,,,,,,,,8.300000000360797e-05,0.0028752909999951726,0.0028752909999951726,0.00302791699999716,0.001855667000000949,0.0008661669999980859,0.0010841250000055425,0.00034449999999708325,4.549999999881038e-05,0.0790892910000025,,,,,,,
0.05,8,SIGN Bidirectional,0.08303183300000683,0.01790812500000527,0.1827032080000066,,,,,,,,,0.08303183300000683,0.08302283300000113,9.000000005698894e-06,0.2836431660000187,,,,,,,,,,,,,,,,,,,,0.00018574999999998454,0.009720708000003242,0.004963207999992392,0.0010002920000005133,0.0003127079999956095,1.9125000008557436e-05,0.06682104200000083
0.05,9,Random Projection,0.06053095800000108,0.017514750000003687,0.18772437500000194,0.0001907500000015716,0.0035088339999873597,0.0020186670000015283,0.0008362499999918782,0.0008834170000113772,0.00016900000001385251,2.0165999998766893e-05,0.05289229199999568,0.06053095800000108,0.06051937600000201,1.1581999999066284e-05,0.2657700830000067,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,9,Random Sampling,0.14919187499999964,0.017514750000003687,0.2201849589999938,,,,,,,,,0.14919187499999964,0.14917875199999742,1.3123000002224217e-05,0.3868915839999971,0.005349084000002335,0.00981879200000435,0.07880383399999857,0.0008343339999896671,0.0028804580000070246,0.051492249999995465,,,,,,,,,,,,,,,,,,,,
0.05,9,Non-random,0.5238435840000051,0.017514750000003687,0.23497199999999907,,,,,,,,,0.5238435840000051,0.5238389579999989,4.626000006169306e-06,0.7763303340000078,,,,,,,0.48407587500000204,0.03935599999999795,0.00040708299999892006,,,,,,,,,,,,,,,,,
0.05,9,CountSketch,0.09209320799999432,0.017514750000003687,0.1940406669999959,,,,,,,,,0.09209320799999432,0.09457449800000006,0.0,0.3036486249999939,,,,,,,,,,9.895799999526389e-05,0.002517916000002174,0.002517916000002174,0.0025849999999962847,0.00156549999999811,0.0008092909999959375,0.0010562909999976,0.00017545800000107192,1.9459000000665583e-05,0.08322870900001078,,,,,,,
0.05,9,SIGN Bidirectional,0.0897994160000053,0.017514750000003687,0.18903445899999838,,,,,,,,,0.0897994160000053,0.08978816600001949,1.1249999985807335e-05,0.29634862500000736,,,,,,,,,,,,,,,,,,,,0.0001885829999963562,0.009701625000005265,0.005030583000007027,0.0010979580000025635,0.00017616700000644414,2.2624999999720785e-05,0.07357062500000211
0.05,10,Random Projection,0.0920532499999922,0.01578495900000121,0.18708104200000264,0.00018504199999824777,0.003569458000001191,0.0016109999999969205,0.0008961660000039728,0.000999125000006984,0.00021708399999909034,3.554200000621677e-05,0.08452658299999882,0.0920532499999922,0.09204000000001145,1.324999998075782e-05,0.29491925099999605,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,10,Random Sampling,0.1499607500000053,0.01578495900000121,0.2136927079999964,,,,,,,,,0.1499607500000053,0.1499522919999947,8.458000010591604e-06,0.3794384170000029,0.005742208000000915,0.009358292000001711,0.07662562499999126,0.0006411250000013524,0.002805749999993168,0.05477929200000631,,,,,,,,,,,,,,,,,,,,
0.05,10,Non-random,0.48420458299999325,0.01578495900000121,0.20674599999999543,,,,,,,,,0.48420458299999325,0.48420074799999213,3.835000001117805e-06,0.7067355419999899,,,,,,,0.44514654099999973,0.038657665999991764,0.00039654100000063863,,,,,,,,,,,,,,,,,
0.05,10,CountSketch,0.07346870899999658,0.01578495900000121,0.18411458299999595,,,,,,,,,0.07346870899999658,0.07668712699998537,0.0,0.27336825099999373,,,,,,,,,,0.00012245800000698637,0.003273583999998664,0.003273583999998664,0.0030334169999974847,0.0020416250000039327,0.0009810419999922715,0.0012607919999965134,0.000233124999994061,3.620799999737301e-05,0.062431291999999416,,,,,,,
0.05,10,SIGN Bidirectional,0.08510258299997986,0.01578495900000121,0.2067735839999898,,,,,,,,,0.08510258299997986,0.08508916500001362,1.3417999966236493e-05,0.30766112599997086,,,,,,,,,,,,,,,,,,,,0.00026454199999648154,0.010218750000007049,0.004656416000003105,0.0008679580000006126,0.00016429100000436847,2.0500000005085894e-05,0.06889670799999692
0.05,11,Random Projection,0.060808790999999474,0.01685279100001935,0.18324983300001918,0.00019158300000299278,0.0034631249999961256,0.0017790830000024016,0.0007493749999980537,0.000994582999993554,0.00014941599999929167,2.00829999812413e-05,0.05345279200000164,0.060808790999999474,0.0608000399999753,8.751000024176392e-06,0.260911415000038,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,11,Random Sampling,0.17270608399999787,0.01685279100001935,0.20953487500000278,,,,,,,,,0.17270608399999787,0.17269595900003765,1.0124999960225978e-05,0.39909375000002,0.005433250000010048,0.009322792000006075,0.08227970800001572,0.0006542499999966367,0.0028632500000185246,0.07214270899999065,,,,,,,,,,,,,,,,,,,,
0.05,11,Non-random,0.47102762500000495,0.01685279100001935,0.1865523749999909,,,,,,,,,0.47102762500000495,0.47102350000002957,4.1249999753745215e-06,0.6744327910000152,,,,,,,0.4317809580000187,0.03884637499999144,0.0003961670000194317,,,,,,,,,,,,,,,,,
0.05,11,CountSketch,0.06275295799997593,0.01685279100001935,0.17840733299999556,,,,,,,,,0.06275295799997593,0.06513383399999384,0.0,0.25801308199999085,,,,,,,,,,8.083299999839255e-05,0.002418124999991278,0.002418124999991278,0.0027547919999904025,0.002046750000005204,0.0009703750000085165,0.0009841250000022228,0.0003210840000065218,1.9333000011556578e-05,0.05312029199998847,,,,,,,
0.05,11,SIGN Bidirectional,0.08500795900002345,0.01685279100001935,0.17440745899997978,,,,,,,,,0.08500795900002345,0.08499733400000764,1.0625000015807018e-05,0.2762682090000226,,,,,,,,,,,,,,,,,,,,0.00018454199999951015,0.009605292000003374,0.004646749999977828,0.0008245000000215441,0.00029587500000616274,2.1833000005244685e-05,0.06941854199999398
0.05,12,Random Projection,0.05850954199999592,0.015952416999994057,0.17373491700001864,0.00018224999999461033,0.0033376670000109243,0.0019088749999980337,0.0007953329999850212,0.0011105840000027456,0.0003294169999890073,3.5874999980478606e-05,0.050799249999982976,0.05850954199999592,0.0584992509999438,1.029100005212058e-05,0.24819687600000861,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,12,Random Sampling,0.13422983300000624,0.015952416999994057,0.20708045800000718,,,,,,,,,0.13422983300000624,0.1342222910000146,7.541999991644843e-06,0.3572627080000075,0.005210250000004635,0.009175333000001729,0.06443387500002018,0.0006365410000057636,0.0028041249999830598,0.051962166999999226,,,,,,,,,,,,,,,,,,,,
0.05,12,Non-random,0.4668370409999909,0.015952416999994057,0.1886679590000142,,,,,,,,,0.4668370409999909,0.46683325000000764,3.7909999832663743e-06,0.6714574169999992,,,,,,,0.43320487500000127,0.03323512500000447,0.000393250000001899,,,,,,,,,,,,,,,,,
0.05,12,CountSketch,0.0675204590000078,0.015952416999994057,0.1746914160000017,,,,,,,,,0.0675204590000078,0.06981841700002178,0.0,0.25816429200000357,,,,,,,,,,7.48330000135411e-05,0.0023335420000023532,0.0023335420000023532,0.0027237920000118265,0.002230749999995396,0.000958333999989236,0.0011338749999936226,0.00036466600002427185,3.808299999263909e-05,0.05762699999999654,,,,,,,
0.05,12,SIGN Bidirectional,0.08948608299999705,0.015952416999994057,0.1785077499999943,,,,,,,,,0.08948608299999705,0.08947737500002972,8.70799996732785e-06,0.2839462499999854,,,,,,,,,,,,,,,,,,,,0.0001821670000197173,0.009934290999979112,0.004783792000011999,0.0009561250000160726,0.0002757080000037604,1.9041999991031844e-05,0.07332625000000803
0.05,13,Random Projection,0.06509466700001099,0.015894583000005014,0.1731198749999976,0.00018333400001324662,0.0033427079999910347,0.0017161250000015116,0.0007512500000075306,0.0009464169999944261,0.0001930000000243126,1.9083000012187767e-05,0.05793645800000036,0.06509466700001099,0.06508837500004461,6.2919999663790804e-06,0.2541091250000136,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,13,Random Sampling,0.1296203750000018,0.015894583000005014,0.21325120800000263,,,,,,,,,0.1296203750000018,0.12961346000000162,6.915000000162763e-06,0.35876616600000943,0.005193708999996716,0.009205042000019148,0.0640037500000119,0.0006802499999878364,0.002856291999989935,0.04767441699999608,,,,,,,,,,,,,,,,,,,,
0.05,13,Non-random,0.48456175000001167,0.015894583000005014,0.19157250000000658,,,,,,,,,0.48456175000001167,0.4845572920000052,4.458000006479779e-06,0.6920288330000233,,,,,,,0.447932958999985,0.03622491699999841,0.00039941600002180166,,,,,,,,,,,,,,,,,
0.05,13,CountSketch,0.06655137499998887,0.015894583000005014,0.18907583300000397,,,,,,,,,0.06655137499998887,0.06895924699992406,0.0,0.27152179099999785,,,,,,,,,,7.879099999286154e-05,0.002441582999978209,0.002441582999978209,0.0029376669999976457,0.0019164999999929933,0.0008068329999844082,0.00090862499999389,0.0001857910000069296,1.9291000000976055e-05,0.05722258299999794,,,,,,,
0.05,13,SIGN Bidirectional,0.0721915829999773,0.015894583000005014,0.18162149999997723,,,,,,,,,0.0721915829999773,0.07218303999999875,8.542999978544685e-06,0.26970766599995954,,,,,,,,,,,,,,,,,,,,0.00018866700000330638,0.010314915999998675,0.005346500000001697,0.0007751659999826188,0.00018091699999445154,2.129099999592654e-05,0.05535558300002208
0.05,14,Random Projection,0.06788191699999402,0.01556254200002627,0.17443316700001787,0.00021491600000445032,0.0033272500000123273,0.0016389580000009119,0.0008060829999863017,0.000972958999994944,0.00021795800000745658,2.0707999993874182e-05,0.06067200000001094,0.06788191699999402,0.0678708320000112,1.1084999982813315e-05,0.25787762600003816,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,14,Random Sampling,0.1377682499999935,0.01556254200002627,0.2085699170000055,,,,,,,,,0.1377682499999935,0.13776004199996805,8.208000025433648e-06,0.36190070900002524,0.005215583999984119,0.009315417000010484,0.06725354099998526,0.0006297919999838086,0.0027778330000103324,0.052567874999994046,,,,,,,,,,,,,,,,,,,,
0.05,14,Non-random,0.4843578750000006,0.01556254200002627,0.2027718329999857,,,,,,,,,0.4843578750000006,0.484354001000014,3.8739999865811114e-06,0.7026922500000126,,,,,,,0.4432085420000078,0.040746792000021514,0.0003986669999846981,,,,,,,,,,,,,,,,,
0.05,14,CountSketch,0.07251374999998461,0.01556254200002627,0.17693558299998813,,,,,,,,,0.07251374999998461,0.07486629099994957,0.0,0.265011874999999,,,,,,,,,,7.916699999555021e-05,0.00238425000000575,0.00238425000000575,0.0027649159999896256,0.001689124999984415,0.0008556659999783278,0.0009591669999906571,0.00019224999999778447,1.945799999703013e-05,0.06353804200000468,,,,,,,
0.05,14,SIGN Bidirectional,0.07368612499999472,0.01556254200002627,0.17648658400000272,,,,,,,,,0.07368612499999472,0.07367454100000259,1.1583999992126337e-05,0.2657352510000237,,,,,,,,,,,,,,,,,,,,0.0001855419999969854,0.009507834000004323,0.005150624999998854,0.001134290999999621,0.00036308299999632254,4.708299999833798e-05,0.05728608300000815
0.05,15,Random Projection,0.08849558299999671,0.01470583300002204,0.17415483299998868,0.0001880419999906735,0.003328624999994645,0.0020857499999920037,0.0008792910000181564,0.0009988330000112455,0.0002766669999800797,1.887499999497777e-05,0.0807110410000007,0.08849558299999671,0.08848712399998249,8.459000014227058e-06,0.27735624900000744,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,15,Random Sampling,0.1469561659999954,0.01470583300002204,0.20673683399999732,,,,,,,,,0.1469561659999954,0.14694799999998054,8.166000014853125e-06,0.36839883300001475,0.005213375000010956,0.009242833000001838,0.06624837499998648,0.0006668329999968137,0.0028047919999778514,0.0627717920000066,,,,,,,,,,,,,,,,,,,,
0.05,15,Non-random,0.46409375000001774,0.01470583300002204,0.1925061249999942,,,,,,,,,0.46409375000001774,0.4640899180000133,3.832000004422298e-06,0.671305708000034,,,,,,,0.42657766700000366,0.037116083999990224,0.0003961670000194317,,,,,,,,,,,,,,,,,
0.05,15,CountSketch,0.055088666999978386,0.01470583300002204,0.17971095799998693,,,,,,,,,0.055088666999978386,0.05741412399999035,0.0,0.24950545799998736,,,,,,,,,,9.44580000066253e-05,0.0023680829999932484,0.0023680829999932484,0.002577833000003693,0.0020650419999981295,0.000929667000008294,0.000985708999991175,0.0002272909999874173,3.604200000495439e-05,0.045761916000003566,,,,,,,
0.05,15,SIGN Bidirectional,0.06606516700000498,0.01470583300002204,0.18311654100000396,,,,,,,,,0.06606516700000498,0.06605379199996264,1.137500004233516e-05,0.263887541000031,,,,,,,,,,,,,,,,,,,,0.00018629199999509183,0.01074149999999463,0.0049016669999844,0.0009441249999895263,0.0002863329999911457,4.2165999985854796e-05,0.04895170900002199
0.05,16,Random Projection,0.07455991699998776,0.01762691599998334,0.17605737499999918,0.0001896249999902011,0.0032112080000104015,0.0018982500000106484,0.000903958999998622,0.0009711250000066229,0.00023887499997954365,3.6958999999114894e-05,0.06709737500000301,0.07455991699998776,0.07454737599999817,1.2540999989596457e-05,0.2682442079999703,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,16,Random Sampling,0.15563995899998417,0.01762691599998334,0.2152524170000163,,,,,,,,,0.15563995899998417,0.15563045899995132,9.500000032858225e-06,0.3885192919999838,0.0052184999999838055,0.009260041999993973,0.08064999999999145,0.0006309590000057597,0.0027845829999932903,0.057086374999983036,,,,,,,,,,,,,,,,,,,,
0.05,16,Non-random,0.47009875000000534,0.01762691599998334,0.19480387499999097,,,,,,,,,0.47009875000000534,0.47009458400003723,4.165999968108736e-06,0.6825295409999796,,,,,,,0.42859854200000314,0.04112616700001581,0.00036987500001828266,,,,,,,,,,,,,,,,,
0.05,16,CountSketch,0.06262600000002294,0.01762691599998334,0.17773675000000821,,,,,,,,,0.06262600000002294,0.06587779400001637,0.0,0.2579896660000145,,,,,,,,,,0.00011991700000635319,0.0033029580000061287,0.0033029580000061287,0.0028655840000055832,0.0017165839999790933,0.0008003750000113996,0.0009062500000140972,0.00025370899999188623,4.291700000180754e-05,0.05256654199999389,,,,,,,
0.05,16,SIGN Bidirectional,0.05638062500000274,0.01762691599998334,0.1838706250000257,,,,,,,,,0.05638062500000274,0.05636929200005625,1.1332999946489508e-05,0.2578781660000118,,,,,,,,,,,,,,,,,,,,0.0002685000000042237,0.009864917000015794,0.004622583000013947,0.000940041000006886,0.000336833000005754,3.883400000859183e-05,0.04029758400000105
0.05,17,Random Projection,0.07274574999999572,0.014913041999989218,0.17791745800002445,0.0001929999999958909,0.0032757500000002437,0.001433166999987634,0.0007463329999950474,0.0009553339999968102,0.00020370900000443726,2.104100002497944e-05,0.0659069169999782,0.07274574999999572,0.07273525099998324,1.0499000012487159e-05,0.2655762500000094,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,17,Random Sampling,0.13918270799999277,0.014913041999989218,0.2067293329999984,,,,,,,,,0.13918270799999277,0.13917420599997854,8.50200001423218e-06,0.3608250829999804,0.005210249999976213,0.012297832999990987,0.06442191599998637,0.0006929159999913281,0.002793750000023465,0.05375754100001018,,,,,,,,,,,,,,,,,,,,
0.05,17,Non-random,0.4886799159999953,0.014913041999989218,0.1915262910000024,,,,,,,,,0.4886799159999953,0.488675709000006,4.206999989264659e-06,0.6951192489999869,,,,,,,0.45188629200001174,0.03642179199999873,0.00036762499999554166,,,,,,,,,,,,,,,,,
0.05,17,CountSketch,0.16248841699999161,0.014913041999989218,0.19630237500001613,,,,,,,,,0.16248841699999161,0.16482137599999191,0.0,0.37370383399999696,,,,,,,,,,8.224999999129068e-05,0.0023682089999965683,0.0023682089999965683,0.002940582999997332,0.0017852500000117288,0.0008636249999938173,0.0008919999999932315,0.0001282500000172604,1.9750000006979462e-05,0.15337324999998714,,,,,,,
0.05,17,SIGN Bidirectional,0.06216266699999551,0.014913041999989218,0.1859026249999829,,,,,,,,,0.06216266699999551,0.06214929300000449,1.3373999991017627e-05,0.2629783339999676,,,,,,,,,,,,,,,,,,,,0.00027920900001277005,0.00959120800001756,0.00505362499998796,0.0007799169999884725,0.00016879200001085337,2.058399999782523e-05,0.04625595799998905
0.05,18,Random Projection,0.05875954200001843,0.015014624999992066,0.1801777500000128,0.00018291700001782374,0.003210041000016872,0.001409582999997383,0.0007765000000006239,0.0008417089999852578,0.0002630830000214246,2.14169999992464e-05,0.05204475000002162,0.05875954200001843,0.058750000000060254,9.54199995817362e-06,0.2539519170000233,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,18,Random Sampling,0.14646829200000866,0.015014624999992066,0.20920150000000604,,,,,,,,,0.14646829200000866,0.14645924999999238,9.042000016279417e-06,0.37068441700000676,0.005323124999989659,0.009484333000017386,0.07201179199998364,0.00064812499999789,0.0029757920000008653,0.056016083000002936,,,,,,,,,,,,,,,,,,,,
0.05,18,Non-random,0.4677111249999939,0.015014624999992066,0.18507837500001756,,,,,,,,,0.4677111249999939,0.4677072510000073,3.8739999865811114e-06,0.6678041250000035,,,,,,,0.4342078330000163,0.033103584000002684,0.00039583399998832647,,,,,,,,,,,,,,,,,
0.05,18,CountSketch,0.05628458300000716,0.015014624999992066,0.17101754099999766,,,,,,,,,0.05628458300000716,0.058586167999976624,0.0,0.2423167489999969,,,,,,,,,,7.504199999175398e-05,0.002338707999996359,0.002338707999996359,0.0026711669999883725,0.0017188340000018343,0.0008568340000181252,0.0009316659999853982,0.00028212500001245644,1.9458999986454728e-05,0.04735362499999951,,,,,,,
