rho_n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
8.0,Random sampling,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590308e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.18703715328,0.0,0.1109777955591118,0.0,0.0,0.0,0.0050799999999999994,0.0016658664745744511,0.9848193684139952,0.0049578900670740654,0.9683256414861745,0.008944838622201997,0.6796411999966949,0.017125058031788893,0.091447749978397,0.006302703970504299,0.020224749995395492,0.0020418261980891697,0.00010292999213560816,4.678201849669142e-05,0.05064493000973012,0.00300139826744385,0.07097876002080736,0.004570455477790213,0.03348522001178929,0.001248875542876355,0.8420615599723533,0.02052235050128578,0.8875,0.12276650432155073,0.11095446000108491,0.005087093900395078,13.540990447998047,0.04236391063101984,,,,,0.00987003999762231,0.0011978322947122943,0.01027688001049678,0.0013778811932413679,,,,,,,,,,,1.0573402800096294,0.003078309169832972,0.7592341079243934,0.0021781556408042102
8.0,CountSketch random projection,10,50327.7,155.54066992269225,304326.4,911.3837098975812,0.012173056,3.645534839590308e-05,30.196620000000003,0.09332440195361552,52.5,1.9578900207451224,30.18703715328,0.0,0.1109777955591118,0.0,0.0,0.0,0.0006000000000000001,0.00035276684147527874,0.9982005585440191,0.0010571659132773137,0.995528600893192,0.0024997584931417054,0.7127994251000018,0.011042795562328437,0.11370590440000679,0.0035673309126882887,0.2859537792999958,0.1064472060595807,0.00027839589999412,0.00013802233530266098,0.06208232909999647,0.0032475256031801914,0.34832020840000266,0.1072144487079172,0.01802382520000373,0.00020101174872953122,1.174819833799995,0.10769470157078226,2.0523303999999825,0.045957968853708404,0.3697209583000017,0.10731732536281118,25.547035217285156,0.019186204782829598,2.4890625,7.866989620497735,,,,,,,0.0053278165999927,0.00033871140333069946,0.15972837930000308,0.08992589144717254,0.09486050840000072,0.0169896941520601,0.02067413729999994,0.000586104898848465,163.0,0.0,0.9999969257177741,4.198125450404258e-07,0.6676005723002387,0.001696144970582736
16.0,Non-random,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.349817170004826,0.028088328418493097,0.2058877000235952,0.008763882880271587,0.01172205000184472,0.0009918846109545636,8.658000733703037e-05,9.647539036481877e-06,0.04388096998445686,0.0018252158286161256,0.05569583999458696,0.002773916544410901,0.033556520007550675,0.0010913566704220078,1.61139447002206,0.02735743463813792,0.771875,0.06637305134197495,0.09899607000406825,0.003994095781606208,20.56532726287842,0.05627417119567479,,,,,,,,,,,,,,,,,,,1.0,2.220446049250313e-16,0.6584556321714616,0.0009916790456789893
16.0,Gaussian random projection,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656001,0.0,0.11097779555911183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6072440916002961,0.015939346454206152,0.11424782110116212,0.005427993712406903,0.2731846459006192,0.011373257477488269,0.000356258601823356,0.00019468956614587089,0.12489917920174776,0.019181887331202022,0.39844517510355215,0.022274073098581808,0.023418175098777284,0.004359446528249731,1.1199319964056484,0.02692827536209135,2.511362999999983,0.20204113103416418,0.4269640708982479,0.021262128330560952,32.14104890823364,0.018750882980640187,0.625,1.9654541415761622,0.1631029418000253,0.0049242052414988505,,,,,,,,,,,,,,,0.999999336879872,7.9401062830132e-08,0.6579705759481259,0.000999934123648505
16.0,Random sampling,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,6.000000000000001e-05,9.660917830792959e-05,0.9998199819964105,0.00028985652760030064,0.9995402246093972,0.0007403087116883511,1.349817170004826,0.028088328418493097,0.2058877000235952,0.008763882880271587,0.030873460008297077,0.001720600560705204,0.00015413000946861,3.0667030806154966e-05,0.0446491100126877,0.0015361895193503324,0.07568463000934567,0.002841962019508614,0.03360882000997657,0.0015318638462527077,1.6313815700588747,0.025776227135574394,0.9703125,0.14442211532806648,0.1206454699975438,0.004009749911187121,26.424551963806152,0.0667176089009797,,,,,0.01618051000405098,0.0010691998440045451,0.01451240997994313,0.0007586625395943064,,,,,,,,,,,1.0551934092236384,0.0015509304086578064,0.7442641671529501,0.002368336379370373
16.0,CountSketch random projection,10,100519.7,273.41017212646307,597821.6,1639.1040371021058,0.023912864,6.556416148408412e-05,60.31182,0.16404610327587732,91.5,4.301162633521308,60.37407430656,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4392086167000115,0.020590609894444403,0.2440461082999945,0.009105527544210968,0.40081549999999877,0.012591609385191636,0.00023863360000854998,5.366785344546601e-05,0.05370103749998517,0.0031742144636988574,0.4547605082999951,0.013244161444959233,0.01768386670000262,0.00025720776500145587,2.138009896099999,0.025189520136404693,2.2362546999999493,0.047276810124723366,0.4787602374000016,0.013217621370782352,30.84418716430664,0.028054797644913424,0.9078125,2.8680106154629184,,,,,,,0.01119495400000114,0.0009596498553713292,0.25591538339999714,0.004460719601267417,0.09346022900000432,0.00849508684820335,0.03554898339999677,0.0008210498293637784,163.0,0.0,0.9999992992416121,7.778382183993566e-08,0.6579318331456212,0.001010695691331345
32.0,Non-random,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.856270689982921,0.2307373385833819,0.49333160001551735,0.025508348329004935,0.02075069001875813,0.0011604857040921894,9.21900151297444e-05,1.3117360418755816e-05,0.045217269996646756,0.0025680227084220976,0.06606714001391079,0.003617198523230701,0.03477670998545358,0.0018009847136570474,3.415662440028973,0.2515288466458413,0.840625,0.09045122227538502,0.12034495000261809,0.005426232905093682,40.27720317840576,0.0866158533016353,,,,,,,,,,,,,,,,,,,1.0,2.4267397440813633e-16,0.6517537119932687,0.0007315522452993497
32.0,Gaussian random projection,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312002,0.0,0.11097779555911183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1879421918987645,0.01917917515200796,0.2468954833020689,0.008532065612290104,0.4430776292021619,0.02513334041471085,0.00031446660286746917,0.000215653913925566,0.1362086457986152,0.02399873437417065,0.5796071082004346,0.040263971211701596,0.025193079098244198,0.0047341673171391605,2.014438416804478,0.044910248266375616,2.988745300000005,0.26275740000831616,0.6141141332991538,0.03870316798990144,40.277157402038576,0.0866158533016353,0.0,0.0,0.30855382080044363,0.008261592255201467,,,,,,,,,,,,,,,0.9999997462442799,2.9467046290334277e-08,0.6515111848307343,0.0007373714617996645
32.0,Random sampling,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.856270689982921,0.2307373385833819,0.49333160001551735,0.025508348329004935,0.059365300007630094,0.002838173845323577,0.00016096000326791,1.4964500920608115e-05,0.04492952999426046,0.001440882743197417,0.10446445001289244,0.003298566812102776,0.03605368998832996,0.0025896504327894204,3.454058080003597,0.25232144728341965,0.9078125,0.13102866588927106,0.16054237000644203,0.005588266517205293,51.65481452941894,0.11573051110713982,,,,,0.03327798999380317,0.0019736688719522574,0.025707119994331108,0.0011119017933440205,,,,,,,,,,,1.0535740303651546,0.0022409439188355454,0.7351637202999235,0.0016329349481897322
32.0,CountSketch random projection,10,201319.1,451.0413752885881,1171971.6,2522.8695831004384,0.046878864,0.00010091478332401691,120.79146,0.2706248251731531,163.7,4.0838435055444755,120.74814861312,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0084052956999927,0.01680341208405241,0.5435904294000011,0.009317589758655265,0.6720693206999954,0.010759088883666558,0.00026362919998629,7.252819052995022e-05,0.05393746670000604,0.0030300282921647053,0.7262760541999966,0.010913221427616901,0.017700633300000802,0.00029760449797103705,4.278266141699982,0.018438950042302876,2.7725965000000086,0.09478253422934874,0.7558928457000036,0.011158453659842877,40.27852783203125,0.0866158533016353,0.0,0.0,,,,,,,0.02134677099999745,0.0007285573931825752,0.49076904160000934,0.006772367709748822,0.09066342090000029,0.005167094552227982,0.06458785429998666,0.0008652134664244255,163.0,0.0,0.999999750807158,2.847746311280754e-08,0.6515201655696488,0.0007465433572666312
64.0,Non-random,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.938011669972911,0.7065398091235578,1.0725920900003985,0.0964794307156003,0.03955461999867107,0.0023861107221743033,9.6369988750654e-05,1.6765661563458945e-05,0.04386713999556373,0.0011153124382141321,0.08352524999063457,0.0031181836613850588,0.03390538998646657,0.0009822389775372858,7.094121889956296,0.7502909592071082,0.85,0.08436856971381912,0.15417358999839048,0.005310861549817349,77.65646114349366,0.09319877275932481,,,,,,,,,,,,,,,,,,,0.9999999999999997,3.2049378106392735e-16,0.6492571107656635,0.0005745563265709222
64.0,Gaussian random projection,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624005,0.0,0.11097779555911183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.381531920802081,0.0258410366309608,0.5411728707011207,0.019760236610002483,0.7821000042051309,0.032615050307397295,0.0007744959002593532,0.0004405451417907581,0.13245764580206015,0.027529869461857488,0.9153392623993568,0.046578154342636596,0.023351866699522363,0.004294897693557322,3.838036937410652,0.06893093554278466,3.8597336999999925,0.38386421007175864,0.955077345900645,0.04713770696304179,77.65641536712647,0.09319877275932481,0.8625,2.727464481895227,0.5795619252006873,0.012978621471366398,,,,,,,,,,,,,,,0.9999998718510232,1.1791636237392746e-08,0.6491167481252981,0.0005852026139113347
64.0,Random sampling,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.938011669972911,0.7065398091235578,1.0725920900003985,0.0964794307156003,0.12056938001187514,0.013001072884151744,0.00010637998348099804,2.9466380556377754e-05,0.04395367002580309,0.0013665304730004365,0.16463629999198018,0.014192915393498031,0.03452963999006893,0.002476673552773019,7.1752331899944695,0.7629167263076252,0.99375,0.0914652142438133,0.23665761001175264,0.019805882273832166,99.46499557495117,0.11582838507742746,,,,,0.07148270001634952,0.007580360557902162,0.04797997998539354,0.005446452340276071,,,,,,,,,,,1.0538341933965403,0.0017227106874317833,0.7315090528936679,0.001359717114258947
64.0,CountSketch random projection,10,402389.3,498.01786000994787,2260721.4,2714.611009580062,0.090428856,0.0001085844403832049,241.43357999999998,0.29881071600596787,300.7,6.65081448646204,241.49629722624,0.0,0.1109777955591118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.255293804100001,0.12259271805446927,1.2593247664999923,0.016730319479861852,1.2203546833999952,0.12731470622710248,0.00023002899998796002,3.0468545802692424e-05,0.05515916250000143,0.0027157795922775306,1.2757496581999874,0.12758718663748975,0.01773683740000247,0.00027613400201717894,8.790362445499976,0.2015948067691396,3.8623916000000236,0.14189802977977584,1.3159411248000026,0.12804044964348021,77.65778579711915,0.09319877275932481,-1.73046875,11.79410149515956,,,,,,,0.03358212490001047,0.0012220866709943391,0.9688842915000009,0.11292271284136876,0.09026422929999847,0.0033933273898779956,0.12278458759998893,0.010897412687764802,163.0,0.0,0.9999998732098533,7.839424170602606e-09,0.6491216707528629,0.0005677297337496353
