rho_n,rep,seed,n,K,m,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec,cs_hash_seed,cs_sparse_explicit_sketch_sec
2.0,3,220260509,5000,3,3,12797,81615,0.0032646,0.1825117999687791,0.0199226000113412,7,0.0014,7.6782,18.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.5644,0.021140733669017,0.0353785984540941,0.0332754000555723,,0.0207742000930011,8.290004916489124e-05,0.116794400033541,0.137657199986279,1.0753572062711307,0.876411443392287,0.3400859001558274,1.3125,0.1728787999600172,3.762871742248535,,,,,,,,,,,0.003510299953632,eigsh,0.0172486000228673,43304.0,30374.0,0.7,57242.0,,,,,,,,,,,,,,
2.0,3,220260509,5000,3,3,12797,81615,0.0032646,0.18050475000001143,0.027607750000015585,7,0.0014,7.6782,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1518,0.5962666249357705,0.5170310046856754,0.017800000000022465,,0.14464783300002182,0.00022491699996862735,0.09280200000000605,0.23768066700000645,0.9997719627356717,0.7240669613298609,0.4457872500000235,2.148527999999942,0.25686450000000605,20.985240936279297,609.953125,609.97265625,0.01953125,,,,,,,,,,,,,,,0.00033629199998586046,163.0,19.0,49.0,0.0,0.0020301669999867045,0.0390710839999997,0.08972370800000817,0.008948374999988573,0.004104000000040742,eigsh,0.00038770899999462927,4158739.0,0.0020301669999867045
2.0,4,220260510,5000,3,3,12666,80835,0.0032334,0.180695499991998,0.0203650000039488,1,0.0002,7.5996,21.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1082,0.7016401885346546,0.6198785939877373,0.0323103999253362,eigsh,0.0099248000187799,9.480002336204052e-05,0.0613354999804869,0.0713619999587535,0.9999999999999996,0.739148498232313,0.2724156000185758,0.921875,0.1049855999881401,2.816000938415528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,4,220260510,5000,3,3,12666,80835,0.0032334,0.180695499991998,0.0203650000039488,1,0.0002,7.5996,21.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.153,0.5937998843437502,0.5149790494744895,0.0315371000906452,,0.0915463999845087,0.0002578999847173,0.0632195000071078,0.1550313000334426,0.9996979409856956,0.7230182444291615,0.3560842999722808,1.390625,0.1883312999270856,26.224581718444824,,,,0.0071485999505966,0.0397530000191181,0.0334333000937476,0.0068443000782281,0.0034160999348387,eigsh,0.0002698999596759,,,,,,,,,,,,,,,,,,,,,
2.0,4,220260510,5000,3,3,12666,80835,0.0032334,0.180695499991998,0.0203650000039488,1,0.0002,7.5996,21.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.4672,0.13906187352868,0.1392720178252199,0.0321892999345436,,0.0225401999196037,7.890001870691776e-05,0.1012278000125661,0.1238527999958023,1.0798417825200857,0.8791927775101376,0.3249073999468237,1.46875,0.157789200078696,3.734945297241211,,,,,,,,,,,0.0034135000314563,eigsh,0.0191122000105679,42917.0,30182.0,0.7,56882.0,,,,,,,,,,,,,,
2.0,4,220260510,5000,3,3,12666,80835,0.0032334,0.18201641699999982,0.028482249999967735,1,0.0002,7.5996,21.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.146,0.60991688402216,0.5300365781595175,0.017633459000023777,,0.1448989999999526,0.00021108400000002803,0.09589399999998705,0.24100874999999178,0.9997395384457006,0.727062652159605,0.4515027509999072,2.1716949999999997,0.26009308400000464,20.96695899963379,609.97265625,609.97265625,0.0,,,,,,,,,,,,,,,0.0003652080000051683,163.0,17.0,48.0,0.0,0.0020907919999899605,0.039278541999976824,0.08960054199997103,0.009647958000016388,0.0036686249999888787,eigsh,0.00020458300002701435,1433331240.0,0.0020907919999899605
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.1805536000756546,0.0209674999350681,2,0.0004,7.5426,22.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1042,0.7117116739099262,0.6303170930567413,0.0323565000435337,eigsh,0.0095160999335348,0.000108000007458,0.0613943999633193,0.0710251999553293,0.9999999999999992,0.7410274530589468,0.272539599915035,0.875,0.1046448000706732,2.796671867370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.1805536000756546,0.0209674999350681,2,0.0004,7.5426,22.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1454,0.6112053952649584,0.5309238308981933,0.0353467999957501,,0.100890600006096,0.0002494000364094,0.0661889999173581,0.1673374000238254,0.9997429227538844,0.7263532296410805,0.3688500999705866,1.484375,0.2044424000196159,26.218337059021,,,,0.007613499998115,0.0476049999706447,0.0350833999691531,0.0067673999583348,0.0028388999635353,eigsh,0.0002679000608623,,,,,,,,,,,,,,,,,,,,,
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.1805536000756546,0.0209674999350681,2,0.0004,7.5426,22.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.4168,0.2035786434157294,0.2078222684418486,0.032106899889186,,0.0192171999951824,0.0001168999588117,0.1118072000099346,0.1311485000187531,1.0725641708090694,0.8725693612156534,0.3326623999746516,1.625,0.1650743000209331,3.689715385437012,,,,,,,,,,,0.0032139000250026,eigsh,0.0159838999388739,42635.0,29689.0,0.7,55900.0,,,,,,,,,,,,,,
2.0,5,220260511,5000,3,3,12571,80272,0.00321088,0.1860793750000198,0.028026958999987528,2,0.0004,7.5426,22.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1576,0.5828692838600384,0.5043264562701671,0.017704832999982045,,0.15136308299997836,0.00020645800003649128,0.09266979099999162,0.2442441250000229,0.9997697206728311,0.7250903359010188,0.4583456660000138,2.1233539999999493,0.2635042500000395,20.953704833984375,609.97265625,609.97265625,0.0,,,,,,,,,,,,,,,0.0003967910000142183,163.0,18.0,44.0,0.0,0.002287249999994856,0.03944287499996335,0.09352729099998669,0.011650125000016942,0.0036606660000302327,eigsh,0.0003533340000103635,2731340753.0,0.002287249999994856
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1748737000161782,0.0194406000664457,3,0.0006,7.5666,19.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1016,0.7182534646235871,0.6379052707907849,0.0322573999874293,eigsh,0.0141856999834999,0.0001006000675261,0.0646254000021144,0.0789185999892652,1.0000000000000009,0.7420538998747699,0.2732260001357645,0.90625,0.1130003000143915,2.8050832748413086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1748737000161782,0.0194406000664457,3,0.0006,7.5666,19.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1624,0.5724677873157767,0.4953452928379855,0.0316819000290706,,0.0957669999916106,0.0002620000159367,0.0626641999697312,0.1587023000465706,0.9997694487053974,0.7227095149072942,0.3530075000599026,1.4375,0.1920703999930992,26.22114086151123,,,,0.0075650999788194,0.0426596000324934,0.0344043999211862,0.0068361000157892,0.0033593999687582,eigsh,0.0002790999133139,,,,,,,,,,,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.1748737000161782,0.0194406000664457,3,0.0006,7.5666,19.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.2234,0.4420484759278485,0.3766600866882922,0.0334123000502586,,0.0294444999890401,9.61999176070094e-05,0.0741417000535875,0.1036882000043988,1.0829838173518995,0.8731459501174178,0.2979967000428587,1.234375,0.1388293999480083,3.725323677062988,,,,,,,,,,,0.0033331000013276,eigsh,0.0260941000888124,42757.0,30141.0,0.7,56780.0,,,,,,,,,,,,,,
2.0,6,220260512,5000,3,3,12611,80517,0.00322068,0.17546145799997248,0.026787833000014416,3,0.0006,7.5666,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,2.88e-06,3.2e-07,sparse,CountSketch random projection,countsketch_random_projection,0.1332,0.6403563264517875,0.5594802074164398,0.01739308299994491,,0.14033366699999306,0.00020225000002938032,0.08827016699996193,0.22881120800002464,0.9997844109307421,0.7304218265547217,0.43105537499997126,2.059261000000106,0.2475873340000021,20.961498260498047,609.99609375,609.99609375,0.0,,,,,,,,,,,,,,,0.00034570899998698223,163.0,17.0,46.0,0.0,0.002043292000053043,0.03700312500001246,0.08907070800000838,0.00800774999999021,0.0036329590000150347,eigsh,0.0001929580000137321,4158453344.0,0.002043292000053043
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.1806585999438539,0.0196610999992117,8,0.0016,7.5486,18.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Non-random,non_random,0.1052,0.7093277267101243,0.6285287252113615,0.0331761999987065,eigsh,0.0093668999616056,9.029998909682035e-05,0.0626144000561907,0.0720779999392107,0.9999999999999988,0.7407613414762582,0.2723912999499589,0.890625,0.1067028000252321,2.798457145690918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.1806585999438539,0.0196610999992117,8,0.0016,7.5486,18.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Gaussian random projection,gaussian_random_projection,0.1398,0.624525502254811,0.5439300289717882,0.0323799999896436,,0.0953841001028195,0.0002739001065492,0.0627690000692382,0.1584343999857083,0.9997554416691824,0.728486266400026,0.3587467002216726,1.21875,0.1925476000178605,26.218832969665527,,,,0.0075603000586852,0.039646599907428,0.0372002000221982,0.0071560000069439,0.0028543000807985,eigsh,0.0002337000332772,,,,,,,,,,,,,,,,,,,,,
2.0,7,220260513,5000,3,3,12581,80324,0.00321296,0.1806585999438539,0.0196610999992117,8,0.0016,7.5486,18.0,12577.9321472,2.5155864294400003,7.54675928832,0.1109777955591118,2.88e-06,3.2e-07,sparse,Random sampling,random_sampling,0.3716,0.2319826683164422,0.2260796288480314,0.0316714000655338,,0.0210620999569073,7.690000347793102e-05,0.1041364000411704,0.1252809999277815,1.074300907675216,0.8752569974980432,0.3255950999446213,1.5,0.1586985000176355,3.689014434814453,,,,,,,,,,,0.0032510000746697,eigsh,0.0177967000054195,42658.0,29675.0,0.7,55846.0,,,,,,,,,,,,,,
