alpha_n,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,sign_draw_omega_sec,sign_embedding_dim,sign_power_parameter,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
0.05,8,Random Sampling,13.339940781423312,0.8828125,0.0051368349670759,0.1612150839937385,0.0224269999889656,0.1240958749840501,,,,,,,,,0.1612150839937385,0.1612088339461479,6.250047590583563e-06,0.3077379589667544,0.0056361669849138,0.0107318749942351,0.0530078329902607,0.0010382499895058,0.0030700839997734,0.0877246249874588,,,,,,,,,,,,
0.05,8,Non-random,12.327014935190627,0.4270833333333333,0.0023537894568178,0.4302247909945436,0.0224269999889656,0.1501594170113094,,,,,,,,,0.4302247909945436,0.430223208037205,1.582957338541746e-06,0.6028112079948187,,,,,,,0.2494819579878822,0.1800527910236269,0.0006884590256959,,,,,,,,,
0.05,9,Random Projection,9.095274196940956,1.2526041666666667,0.0114917102043278,0.2798583339899778,0.0275236250017769,0.1664134160091634,7.516701589338481e-05,0.0070356669893953,0.0003930829989258,0.0042407499859109,0.0043325829901732,7.866701344028115e-05,9.58298915065825e-06,0.2636876670003403,0.2798583339899778,0.27985316698323,5.1670067477971315e-06,0.4737953750009183,,,,,,,,,,,,,,,,,,
0.05,9,Random Sampling,12.885297533432404,0.7630208333333334,0.0039754590100582,0.2655284579959698,0.0275236250017769,0.1426362500060349,,,,,,,,,0.2655284579959698,0.2655207500210963,7.707974873483181e-06,0.4356883330037817,0.0074603340181056,0.0176237499981652,0.0640534580161329,0.0020797079778276,0.0063413750031031,0.1679621250077616,,,,,,,,,,,,
0.05,9,Non-random,12.161235199765333,0.3333333333333333,0.0007,0.5072225829935633,0.0275236250017769,0.1671297080174554,,,,,,,,,0.5072225829935633,0.5072204159805551,2.167013008147478e-06,0.7018759160127956,,,,,,,0.2958232910023071,0.2106738750007935,0.0007232499774545,,,,,,,,,
0.05,10,Random Projection,8.895062135434978,1.2994791666666663,0.0106139973911807,0.3002315000048838,0.0261968339909799,0.1618633339821826,7.070798892527819e-05,0.011550208000699,0.0002106250030919,0.0013479579938575,0.0014163749874569,0.0001156250073108,2.0124978618696332e-05,0.2854940420074854,0.3002315000048838,0.3002256659674458,5.834037438035011e-06,0.4882916679780464,,,,,,,,,,,,,,,,,,
0.05,10,Random Sampling,12.965148306666247,0.765625,0.0047101390840683,0.1911683329963125,0.0261968339909799,0.1309686249878723,,,,,,,,,0.1911683329963125,0.1911602930049412,8.039991371333599e-06,0.3483337919751648,0.0086399590072687,0.0127053750038612,0.055034249991877,0.0041524159896653,0.0022599590010941,0.1083683340111747,,,,,,,,,,,,
0.05,10,Non-random,12.307105975862845,0.3932291666666667,0.0010777020246165,0.3989208750135731,0.0261968339909799,0.1631784590135794,,,,,,,,,0.3989208750135731,0.3989165410166606,4.3339969124644995e-06,0.5882961680181324,,,,,,,0.2415166250139009,0.1510969579976517,0.0063029580051079,,,,,,,,,
0.05,11,Random Projection,9.19278755266221,1.171875,0.0116452708497207,0.2009435830113943,0.0150695829943288,0.1424177079752553,6.337501690723002e-05,0.0106493329803925,0.0019608330039773,0.0007328749925363,0.0009804580186028,7.141599780879915e-05,9.374984074383974e-06,0.1864717080025002,0.2009435830113943,0.2009393729967996,4.210014594718814e-06,0.3584308739809785,,,,,,,,,,,,,,,,,,
0.05,11,Random Sampling,13.258617314708568,0.9375,0.0043357852079242,0.3327294159971643,0.0150695829943288,0.1481797500164248,,,,,,,,,0.3327294159971643,0.3327226680121384,6.74798502586782e-06,0.4959787490079179,0.0091280420019757,0.012724291998893,0.0596446249983273,0.0010158340155612,0.0049248750146944,0.2452849999826867,,,,,,,,,,,,
0.05,11,Non-random,12.312202881331835,0.4296875,0.0021375,0.3716749589948449,0.0150695829943288,0.1481042499945033,,,,,,,,,0.3716749589948449,0.3716722499812022,2.70901364274323e-06,0.5348487919836771,,,,,,,0.2787674169812817,0.0912375829939264,0.0016672500059939,,,,,,,,,
0.05,12,Random Projection,9.256605338672578,1.4869791666666663,0.0115025757776067,0.2926750420010648,0.0171935829857829,0.1057497919828165,6.0582999140024185e-05,0.0069000840012449,0.0014723750064149,0.0036369999870657,0.0021407500025816,0.0001260419958271,2.0208011846989393e-05,0.2783120000094641,0.2926750420010648,0.2926690420135855,5.999987479299307e-06,0.4156184169696644,,,,,,,,,,,,,,,,,,
0.05,12,Random Sampling,13.253456065033332,0.7109375,0.0048913997986631,0.2638277079968247,0.0171935829857829,0.1812197079998441,,,,,,,,,0.2638277079968247,0.2638218749780208,5.833018803969026e-06,0.4622409989824518,0.0093521249946206,0.0147993749997112,0.0999977919855155,0.0011540419945959,0.0016556660120841,0.1368628749914933,,,,,,,,,,,,
0.05,12,Non-random,12.15154287264574,0.4192708333333333,0.0025444392687289,0.3114222079748288,0.0171935829857829,0.1620594999985769,,,,,,,,,0.3114222079748288,0.3114194999798201,2.707995008677244e-06,0.4906752909591887,,,,,,,0.2303792499878909,0.0799375419737771,0.001102708018152,,,,,,,,,
0.05,13,Random Projection,9.565559825640111,1.6145833333333337,0.0134863129128034,0.1552003750111907,0.0228327919903676,0.1426080410019494,7.170901517383754e-05,0.0050738749851007,0.0004101250087842,0.0005616249982267,0.0040204999968409,5.616701673716307e-05,9.29197994992137e-06,0.1449933330004569,0.1552003750111907,0.1551966260012705,3.749009920284152e-06,0.3206412080035079,,,,,,,,,,,,,,,,,,
0.05,13,Random Sampling,12.603434176848156,0.6380208333333334,0.0032531174716231,0.2594127909978851,0.0228327919903676,0.182453000015812,,,,,,,,,0.2594127909978851,0.2594056259840727,7.165013812482357e-06,0.4646985830040648,0.0078699579753447,0.012927125004353,0.0652465839812066,0.0030897500109858,0.0035027090052608,0.1667695000069216,,,,,,,,,,,,
0.05,13,Non-random,12.105928015323183,0.3333333333333333,0.0029054178994082,0.3018122499925084,0.0228327919903676,0.1788611249940004,,,,,,,,,0.3018122499925084,0.3018098329775966,2.4170149117708206e-06,0.5035061669768766,,,,,,,0.2124217499804217,0.0881757919851224,0.0012122910120524,,,,,,,,,
0.05,14,Random Projection,8.762171620297469,1.0833333333333337,0.0113955053769932,0.2757343749981373,0.0224740419944282,0.1237778340000659,6.37920165900141e-05,0.003250832989579,0.0001806250074878,0.0004856250016018,0.0062397919828072,7.612499757669866e-05,9.666982805356383e-06,0.2654246249876451,0.2757343749981373,0.2757310839660931,3.2910320442169905e-06,0.4219862509926315,,,,,,,,,,,,,,,,,,
0.05,14,Random Sampling,12.670296386731389,0.6953125,0.0047735842624359,0.1779851249884814,0.0224740419944282,0.134449917008169,,,,,,,,,0.1779851249884814,0.1779785000253468,6.624963134527206e-06,0.3349090839910786,0.0095581249915994,0.0109651250240858,0.0573575000162236,0.0010222499840892,0.0043010000081267,0.0947745000012219,,,,,,,,,,,,
0.05,14,Non-random,12.146412243722288,0.3463541666666667,0.0008424088752624,0.3054832079797052,0.0224740419944282,0.1392390409891959,,,,,,,,,0.3054832079797052,0.3054817899537738,1.4180259313434362e-06,0.4671962909633294,,,,,,,0.2376999159750994,0.0670885409926995,0.0006933329859748,,,,,,,,,
