n,method,rep,seed,K,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
2000,Gaussian random projection,1,220260427,3,3,4.0,10022,0.0185,0.9452149537772286,0.9066094457746263,0.30390149999584537,0.019326458001160063,0.24750816699815914,0.010289416997693479,0,0.0,15.033,29.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0013452500134008005,0.016309583996189758,0.021993040994857438,0.007829875001334585,0.002243125010863878,eigsh,0.00026266599888913333,0.05016020800394472,0.00011095899390056729,0.1972331670112908,0.9999936241436882,0.6880445728555482,0.5707322920061415,3.6e-05,4e-06,sparse,4.234116999999998,0.6602049579960294,14.076180458068848,275.671875,287.734375,12.0625
2000,Gaussian random projection,2,220260428,3,3,4.0,10085,0.014,0.9584200502893631,0.9249192670664561,0.2688587079901481,0.019463000004179776,0.17751779199170414,0.012626249997993,0,0.0,15.1275,30.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0012817499955417588,0.01624870899831876,0.02057066599081736,0.00418029198772274,0.0028345000027911738,eigsh,0.00023966700246091932,0.04657004200271331,0.0001481669896747917,0.1307941670092987,0.9999950217882018,0.6915373688904506,0.46583408399601467,3.6e-05,4e-06,sparse,3.4570949999999954,0.5737328329996672,14.09764575958252,287.734375,296.109375,8.375
2000,Gaussian random projection,3,220260429,3,3,4.0,10030,0.015,0.9554513776437369,0.9209732727456141,0.2630165420123376,0.01987254100095015,0.21908533299574628,0.009137542001553811,0,0.0,15.045,29.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.001300040996284224,0.01620862500567455,0.023464917001547292,0.007724875002168119,0.0022229159949347377,eigsh,0.0002364590036449954,0.05151250000926666,0.00017083399870898575,0.16739741699711885,0.9999952841642185,0.6942639706246321,0.5019698340183822,3.6e-05,4e-06,sparse,3.392369000000002,0.6068465829885099,14.074111938476562,296.109375,297.1875,1.078125
2000,Gaussian random projection,4,220260430,3,3,4.0,10128,0.019,0.9437801956367662,0.9032402562504375,0.2782761659909738,0.02090916699671652,0.2020974579936592,0.007405208991258405,0,0.0,15.192,29.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0013066249957773834,0.017282540997257456,0.019694749993504956,0.004168750005192123,0.0019162910029990599,eigsh,0.00022104199160821736,0.04490633298701141,0.00018604200158733875,0.15699845799827017,0.9999939802962843,0.6880586280709987,0.5012761659745593,3.6e-05,4e-06,sparse,3.291027000000007,0.5913246659911238,14.109695434570312,297.1875,303.6875,6.5
2000,Gaussian random projection,5,220260431,3,3,4.0,10088,0.0185,0.9452661638188221,0.9057463657936728,0.2708144999924116,0.019963083002949134,0.22398183299810626,0.01021575000777375,0,0.0,15.132,30.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0012985830107936636,0.017193166000652127,0.021697749994928017,0.005616416005068459,0.0030952079978305846,eigsh,0.0002831250021699816,0.05017570800555404,0.00011549999180715531,0.1736862500110874,0.9999953354482128,0.691126557846672,0.5147550410038093,3.6e-05,4e-06,sparse,3.6778909999999954,0.6117572499933885,14.096261978149414,303.6875,311.1875,7.5
2000,Gaussian random projection,6,220260432,3,3,4.0,10131,0.0155,0.9540135366103183,0.9179353959178996,0.2729548339993926,0.019981292003649287,0.17250312499527354,0.013683333003427833,0,0.0,15.1965,31.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.001328084006672725,0.01695095800096169,0.01372720800281968,0.0033977090060943738,0.0016150000010384247,eigsh,0.00029441701190080494,0.037471125004231,9.262499224860221e-05,0.13493429200025275,0.999996047312102,0.6962806807318703,0.4654341679997742,3.6e-05,4e-06,sparse,3.408744999999996,0.5820638330042129,14.111026763916016,311.1875,315.46875,4.28125
2000,Gaussian random projection,7,220260433,3,3,4.0,9938,0.0175,0.9481758576437791,0.9094806887187211,0.2621562080021249,0.019520166009897366,0.2049219170003198,0.014796083007240668,0,0.0,14.907,30.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0013078339979983866,0.016083833994343877,0.023322042005020194,0.0055274170008488,0.0030009170004632324,eigsh,0.00020591699285432696,0.04992283300089184,0.0002402500103926286,0.15475304100255016,0.9999965846863192,0.6911439732655458,0.4865924980258569,3.6e-05,4e-06,sparse,3.397623000000003,0.5907495419960469,14.04666805267334,315.46875,316.453125,0.984375
2000,Gaussian random projection,8,220260434,3,3,4.0,10107,0.0195,0.942310323420894,0.9035429841176439,0.2702092910039937,0.020267457992304116,0.139739958991413,0.006426249994547106,0,0.0,15.1605,29.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0014044169947737828,0.016502750004292466,0.02391374998842366,0.0061407920002238825,0.0019534159946488217,eigsh,0.00024141698668245226,0.05073649999394547,0.00021174999710638076,0.08878670899139252,0.9999954466025688,0.6897946963579259,0.4302117079787422,3.6e-05,4e-06,sparse,2.937636999999995,0.5367200420005247,14.104997634887695,316.453125,322.640625,6.1875
2000,Gaussian random projection,9,220260435,3,3,4.0,10179,0.0155,0.954022024762058,0.9189419894611426,0.2741817919886671,0.019784957999945618,0.2043132500111824,0.00965495799027849,0,0.0,15.2685,33.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0013237079983809963,0.016517916999873705,0.018545042010373436,0.0060908750019734725,0.0032223750022239983,eigsh,0.0002416669885860756,0.046318583001266234,0.000356167001882568,0.15763266698922962,0.999996053921909,0.6881058269007002,0.49827416698099114,3.6e-05,4e-06,sparse,3.4001989999999864,0.6099652919947403,14.129866600036621,322.640625,322.921875,0.28125
2000,Gaussian random projection,10,220260436,3,3,4.0,9948,0.018,0.9466742926084333,0.9074426077398735,0.2705427500040969,0.019866166010615416,0.19167583400849253,0.012519209005404264,0,0.0,14.922,28.0,10044.77184,5.02238592,15.067157759999999,0.11077788894447224,0.0014642080059275031,0.016821958008222282,0.02484591701067984,0.007029540996882133,0.0030221659981179982,eigsh,0.00024333300825674087,0.05365074999281205,0.00013004199718125165,0.137890875004814,0.9999956288137068,0.6962274621814111,0.4820805830095196,3.6e-05,4e-06,sparse,3.527917000000002,0.6123650420049671,14.043858528137207,322.921875,328.859375,5.9375
3000,Gaussian random projection,1,320260427,3,3,4.0,15180,0.022333333333333334,0.9340840143846795,0.8890577253823554,0.40256912499899045,0.0288531249971129,0.17138691699074116,0.015040250000311062,0,0.0,15.18,30.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.002050250011961907,0.025597875006496906,0.029469707995303907,0.009853165989625268,0.0020573749934555963,eigsh,0.0002921670093201101,0.06960916599200573,0.00019358299323357642,0.10157987498678267,0.999988048605667,0.6912705450435744,0.6028048739681253,1.6e-05,1.7777777777777777e-06,sparse,3.513688000000002,0.7675728339963825,21.019652366638184,328.859375,339.34375,10.484375
3000,Gaussian random projection,2,320260428,3,3,4.0,15174,0.02266666666666667,0.9331159338402354,0.8879099898920528,0.395118000000366,0.029004833995713852,0.3484559589996934,0.00887291700928472,0,0.0,15.174,32.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.00200545800908003,0.025527624995447695,0.029996041994309053,0.011750250007025898,0.0029822499927831814,eigsh,0.00023600000713486224,0.07475487499323208,0.00020858300558757037,0.27348816599987913,0.9999895513352495,0.6914734495755054,0.7725744579947786,1.6e-05,1.7777777777777777e-06,sparse,3.645820999999998,0.8683443749905564,21.021428108215332,339.34375,350.203125,10.859375
3000,Gaussian random projection,3,320260429,3,3,4.0,14850,0.024,0.9292534261521328,0.8819540263395363,0.3923790410044603,0.028241792009794153,0.24132962500152644,0.015793833998031914,0,0.0,14.85,32.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.0019401669997023419,0.02511608399800025,0.029347416988457553,0.005663541000103578,0.0020660000009229407,eigsh,0.0006719159864587709,0.06535529099346604,0.0002160419971914962,0.17575287500221748,0.9999918569317386,0.6925009999822976,0.6619450410071295,1.6e-05,1.7777777777777777e-06,sparse,4.229387000000003,0.7944346670119558,20.908092498779297,350.203125,352.25,2.046875
3000,Gaussian random projection,4,320260430,3,3,4.0,14997,0.024333333333333332,0.9283197809915407,0.8812635598287176,0.39272725000046194,0.029458833989338018,0.24644200000329874,0.011421041999710724,0,0.0,14.997,28.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.0019547919946489856,0.024824708001688123,0.034152125008404255,0.004582249996019527,0.0021664169908035547,eigsh,0.000237458007177338,0.068540332998964,0.00018625000666361302,0.1777086249931017,0.9999908380053137,0.6916513250040186,0.6686212919885293,1.6e-05,1.7777777777777777e-06,sparse,3.9118119999999976,0.7963357499975245,20.958979606628418,352.25,352.625,0.375
3000,Gaussian random projection,5,320260431,3,3,4.0,15076,0.022333333333333334,0.9341104548541289,0.8892196377469982,0.4069031669932883,0.03111825000087265,0.24471079200156964,0.0173935830098344,0,0.0,15.076,32.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.002003209010581486,0.027726000000257045,0.06834225000056904,0.009355125002912246,0.0036486669996520504,eigsh,0.00123591699230019,0.11277108400827274,0.00040462499600835145,0.13152904099843,0.9999901944578617,0.688772183981406,0.682726166996872,1.6e-05,1.7777777777777777e-06,sparse,4.035583000000003,0.8470802499941783,20.991995811462402,352.625,352.78125,0.15625
3000,Gaussian random projection,6,320260432,3,3,4.0,15250,0.024,0.9292910648245397,0.8826456276215005,0.403068917003111,0.028832458992837928,0.3156223330006469,0.011752165999496356,0,0.0,15.25,29.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.002040332998149097,0.04361170899937861,0.03876566699182149,0.01330737498938106,0.0014359170017996803,eigsh,0.00018362500122748315,0.09979166700213682,7.462500070687383e-05,0.2157505420036614,0.999990587935382,0.6861496781997178,0.747518210002454,1.6e-05,1.7777777777777777e-06,sparse,4.0503769999999975,0.8643611250008689,21.052416801452637,352.78125,353.0,0.21875
3000,Gaussian random projection,7,320260433,3,3,4.0,14886,0.023333333333333334,0.9311978577393781,0.8849745789800573,0.3912592910055537,0.03258187499886844,0.24294245900819078,0.015518250002060086,0,0.0,14.886,28.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.0020736669976031408,0.02671854199434165,0.019854375001159497,0.0058436670078663155,0.0014962910063331947,eigsh,0.00017808300617616624,0.056454667006619275,7.370799721684307e-05,0.18640912500268314,0.9999908479854679,0.688695837019008,0.6667786660109414,1.6e-05,1.7777777777777777e-06,sparse,4.083697999999998,0.8014547500060871,20.918102264404297,353.0,364.53125,11.53125
3000,Gaussian random projection,8,320260434,3,3,4.0,15233,0.023333333333333334,0.9311796848888803,0.8845183598348566,0.401462249996257,0.02971179199812468,0.26371812500292435,0.01138920898665674,0,0.0,15.233,33.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.001954499995918013,0.02660262500285171,0.039878792013041675,0.007778834013151936,0.0014000830124132335,eigsh,0.00019841600442305207,0.07811125001171604,7.266701140906662e-05,0.1855287920043338,0.9999911547078889,0.6915032260523429,0.6948867510218406,1.6e-05,1.7777777777777777e-06,sparse,4.038357000000005,0.8282875000004424,21.041266441345215,364.53125,383.453125,18.921875
3000,Gaussian random projection,9,320260435,3,3,4.0,15192,0.019666666666666666,0.9418619709549845,0.9002710843358487,0.40773541599628516,0.02875558398955036,0.22126716699858662,0.022313958004815504,0,0.0,15.192,29.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.002016291007748805,0.025707165987114422,0.03463112500321586,0.004388250003103167,0.0018564159981906414,eigsh,0.00017916600336320698,0.06918754200160038,0.00014870899030938745,0.15192566699988674,0.9999927637044106,0.6846736610907146,0.657752917977632,1.6e-05,1.7777777777777777e-06,sparse,3.8361230000000006,0.8087727919919416,21.027838706970215,383.453125,383.546875,0.09375
