n,method,rep,seed,K,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
3000,Gaussian random projection,10,320260436,3,3,4.0,15256,0.026,0.9235036471687147,0.8753155757526452,0.4088251670036698,0.030996582994703203,0.22060050000436604,0.016430499992566183,0,0.0,15.256,31.0,15081.793777777777,5.0272645925925925,15.081793777777778,0.11088886422225243,0.0021242080110823736,0.027586791999056004,0.04355770799156744,0.008263625000836328,0.001640999995288439,eigsh,0.00018295799964107573,0.08368316700216383,0.00040933399577625096,0.13650237501133233,0.9999914134756384,0.690668363641068,0.6604166260076454,1.6e-05,1.7777777777777777e-06,sparse,3.6906800000000004,0.8105289579980308,21.051457405090332,383.546875,383.953125,0.40625
4000,Gaussian random projection,1,420260427,3,3,4.0,19993,0.022,0.9350539448934837,0.8903115455966852,0.5269773750042077,0.03777408300084062,0.306017625000095,0.017364750005071983,0,0.0,14.99475,29.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.00267724999866914,0.03496820900181774,0.04132650000974536,0.008668249996844679,0.004560499990475364,eigsh,0.00042174999543931335,0.09315008300472982,0.00020887500431854278,0.21265304200642277,0.9999866511063452,0.6874169396615659,0.8707634580205195,9e-06,1e-06,sparse,4.742151000000007,1.032654167007422,27.851201057434082,383.953125,398.5625,14.609375
4000,Gaussian random projection,2,420260428,3,3,4.0,20167,0.0205,0.93946699959417,0.8970392890315396,0.5361741250089835,0.037331083993194625,0.2621722920011962,0.01514837499416899,0,0.0,15.12525,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026765000075101852,0.03539016700233333,0.04221004199644085,0.014944833994377404,0.001409000004059635,eigsh,0.0002027080045081675,0.09735616600664798,0.0001413749996572733,0.16467087499040645,0.9999830054665348,0.6887652575292713,0.8356736249988899,9e-06,1e-06,sparse,4.216730999999996,1.0067444580054143,27.913433074951172,398.5625,398.78125,0.21875
4000,Gaussian random projection,3,420260429,3,3,4.0,20208,0.022,0.9350764213403195,0.8902653558150037,0.524085416996968,0.03757558300276287,0.2418150000012247,0.0227344579907367,0,0.0,15.156,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026327499945182353,0.03546783298952505,0.03488024999387562,0.0062767080089543015,0.0027201670018257573,eigsh,0.0006595830054720864,0.08301874999597203,0.00027120800223201513,0.1585179590038024,0.999985930698406,0.689922776067327,0.8034689170017373,9e-06,1e-06,sparse,4.143274000000005,0.9897730840020813,27.9291934967041,398.703125,404.015625,5.3125
4000,Gaussian random projection,4,420260430,3,3,4.0,20018,0.022,0.93506718327355,0.890579425071764,0.5317357089952566,0.03899475000798702,0.3058885829959763,0.014997458012658171,0,0.0,15.0135,30.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.002859959000488743,0.03761429199948907,0.03834220800490584,0.013569165996159427,0.002530708006815985,eigsh,0.0025612090103095397,0.09828883400768973,0.0004608330054907128,0.20713283300574403,0.9999839049230687,0.691640279430448,0.8766129590221681,9e-06,1e-06,sparse,4.429840999999996,1.0277767079969635,27.855698585510254,404.015625,404.078125,0.0625
4000,Gaussian random projection,5,420260431,3,3,4.0,20266,0.0215,0.9365218821707207,0.8924147724191871,0.5308669160003774,0.038296874990919605,0.2781320409994805,0.017040791994077154,0,0.0,15.1995,32.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026481250097276643,0.035551624998333864,0.0376720829954138,0.01744820800377056,0.0014967080060159788,eigsh,0.002682374994037673,0.0979923340055393,0.00023912500182632357,0.17989683299674653,0.9999841105448407,0.6894675245661634,0.8472920829954091,9e-06,1e-06,sparse,4.411177999999978,1.0169869999954244,27.947711944580078,404.078125,408.984375,4.90625
4000,Gaussian random projection,6,420260432,3,3,4.0,20082,0.02625,0.9227977480866073,0.8737587969226401,0.5211947920033708,0.037906084005953744,0.2815295000036713,0.02056399999128189,0,0.0,15.0615,29.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026835829921765253,0.03583987499587238,0.03289120800036471,0.011157541011925787,0.0028871660033473745,eigsh,0.00041520799277350307,0.08654391700110864,0.00021087499044369906,0.19476916699204594,0.9999859077367861,0.6875170462278137,0.8406248349929228,9e-06,1e-06,sparse,4.357861000000014,1.0026320000033593,27.883508682250977,408.984375,419.125,10.140625
4000,Gaussian random projection,7,420260433,3,3,4.0,20199,0.01725,0.9488901671711206,0.9100040851997316,0.5253652910032542,0.037975416009430774,0.2819730829942273,0.016134833000251092,0,0.0,15.14925,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0027213749999646097,0.03588799999852199,0.05197800000314601,0.00856595899676904,0.0030931669898563996,eigsh,0.000340958999004215,0.10336749999260064,0.00021454200032167137,0.17838695799582638,0.9999874860481619,0.6867817475933334,0.8453097070014337,9e-06,1e-06,sparse,4.344578000000013,1.0144383750011912,27.92445468902588,419.125,424.140625,5.015625
4000,Gaussian random projection,8,420260434,3,3,4.0,20395,0.0205,0.9394302341197854,0.8963149262683161,0.5404682500084164,0.04004787499434315,0.2840127079980448,0.016833957997732796,0,0.0,15.29625,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026331669942010194,0.03474841699062381,0.04173300000547897,0.011764042006689124,0.0030346249986905605,eigsh,0.0007502090011257678,0.09549137500289362,0.0003445409965934232,0.18817116599529982,0.9999848377286137,0.6896987021061001,0.8645232069975464,9e-06,1e-06,sparse,4.3679500000000075,1.0302436250058236,27.997943878173828,424.140625,424.703125,0.5625
4000,Gaussian random projection,9,420260435,3,3,4.0,20116,0.02375,0.9300087332686837,0.8832727310253274,0.5246077500050887,0.037663958995835856,0.2828251250030007,0.01654004199372139,0,0.0,15.087,31.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0027687919937307015,0.03602337499614805,0.039346833000308834,0.009425874988664873,0.002170791005482897,eigsh,0.0003256249910918996,0.09056854200025555,0.00020275000133551657,0.1920479999971576,0.9999870639884006,0.6839350376786189,0.8450910009996733,9e-06,1e-06,sparse,4.426672999999994,1.0097002499969676,27.89511203765869,424.703125,424.71875,0.015625
4000,Gaussian random projection,10,420260436,3,3,4.0,20150,0.02275,0.9329086422404674,0.8883541752126098,0.526261709004757,0.0391046250006184,0.3295985830045538,0.025907250004820526,0,0.0,15.1125,32.0,20118.830368,5.029707591999999,15.089122776,0.11094447223611806,0.0026870419969782233,0.03653304198815022,0.04091158301162068,0.015398000003187917,0.003086540993535891,eigsh,0.0018474169919500127,0.10149766699760221,0.0003100829926552251,0.2277847500081407,0.9999860930355124,0.6875837559429824,0.8949588340037735,9e-06,1e-06,sparse,4.754351000000014,1.0522176250087796,27.91190528869629,424.71875,426.40625,1.6875
5000,Gaussian random projection,1,520260427,3,3,4.0,25299,0.0178,0.9472960201854131,0.9087261180835993,0.6605082920141285,0.049275208002654836,0.29111045799800195,0.02309137499833014,0,0.0,15.1794,35.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0033168749941978604,0.049033417002647184,0.06565416698867921,0.016606582998065278,0.0014496249932562932,eigsh,0.000626958004431799,0.13737404100538697,9.900001168716699e-05,0.15363212500233203,0.9999797056409419,0.6926351196966934,1.0008886660361895,5.76e-06,6.4e-07,sparse,4.793288999999987,1.2135089170042193,34.8534460067749,426.40625,448.125,21.71875
5000,Gaussian random projection,2,520260428,3,3,4.0,25334,0.0218,0.9356571361916002,0.8911457199713048,0.6595652910036733,0.04791004199068993,0.33256470900960267,0.01872391698998399,0,0.0,15.2004,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0035423750086920336,0.04761829199560452,0.04674591599905398,0.012699166996753775,0.002445083999191411,eigsh,0.0003658339992398396,0.1141395409940742,0.00031512499845121056,0.21810512499359902,0.9999842980107212,0.6907586674621282,1.0400351239804877,5.76e-06,6.4e-07,sparse,5.035651000000001,1.2222949169954518,34.86658000946045,447.875,448.5625,0.6875
5000,Gaussian random projection,3,520260429,3,3,4.0,25219,0.0224,0.9339202438532682,0.8887932107618303,0.6680507499986561,0.04844549999688752,0.3695703749981476,0.022484208006062545,0,0.0,15.1314,28.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003426166993449442,0.04824187500344124,0.05058350000763312,0.01034300000173971,0.0014745830121682957,eigsh,0.0003296250069979578,0.11474450000969227,0.00010291699436493218,0.2547191249905154,0.9999835483979974,0.6896083194412553,1.0860627919901162,5.76e-06,6.4e-07,sparse,5.171044999999992,1.266568124992773,34.825355529785156,448.5625,448.96875,0.40625
5000,Gaussian random projection,4,520260430,3,3,4.0,25201,0.0204,0.9397183181987405,0.8971436920329224,0.6584908749937313,0.048429459013277665,0.29282966699975077,0.020247207998181693,0,0.0,15.1206,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0033817920048022643,0.05280400000629015,0.05090020800707862,0.026164583003264852,0.0015434170054504648,eigsh,0.0003259579971199855,0.13570899999467656,0.00039395900967065245,0.15672150001046248,0.9999775815148534,0.691585247017177,0.9997447930218186,5.76e-06,6.4e-07,sparse,4.6837770000000205,1.2152672910015099,34.817206382751465,448.96875,448.96875,0.0
5000,Gaussian random projection,5,520260431,3,3,4.0,25321,0.0214,0.936811917098277,0.8926555443131555,0.6880007500003558,0.04665941699931864,0.31201370801136363,0.018009416002314538,0,0.0,15.1926,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0033385830029146746,0.04615845900843851,0.04845079200458713,0.019180832998245023,0.003109333003521897,eigsh,0.0004891249991487712,0.12174258301092777,0.000340958999004215,0.18992583399813157,0.999975562152298,0.6938276894237685,1.046669543007738,5.76e-06,6.4e-07,sparse,4.9218250000000126,1.242117915986455,34.85783386230469,448.96875,450.25,1.28125
5000,Gaussian random projection,6,520260432,3,3,4.0,25090,0.0238,0.9298454580667893,0.8830698242539519,0.6591704579914222,0.04841908300295472,0.25564937500166707,0.01801270899886731,0,0.0,15.054,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003456624996033497,0.046176040996215306,0.05254733300535008,0.01748629099165555,0.0018796250078594312,eigsh,0.00029149999318178743,0.12249037501169369,0.00010329199722036719,0.1330502089986112,0.9999685310843598,0.6903181203842211,0.9632334170019021,5.76e-06,6.4e-07,sparse,4.492622000000011,1.178827249997994,34.778775215148926,450.25,462.640625,12.390625
5000,Gaussian random projection,7,520260433,3,3,4.0,24849,0.0224,0.9339136018747531,0.8890452026182011,0.6415997079893714,0.046216875009122305,0.3007576659874758,0.024069124992820434,0,0.0,14.9094,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0033418329985579476,0.045372333988780156,0.04885633300000336,0.020110582991037518,0.002312416007043794,eigsh,0.0002469580067554489,0.12069391700788401,0.0001325839984929189,0.17992608300119173,0.9999771223127456,0.6939687515429663,0.9885691670060623,5.76e-06,6.4e-07,sparse,4.7762500000000045,1.1947964999999385,34.69617557525635,462.640625,463.015625,0.375
5000,Gaussian random projection,8,520260434,3,3,4.0,24912,0.0284,0.9166407438202103,0.8655659794072961,0.6744590830057859,0.04809733299771324,0.2605381670000497,0.0221916250011418,0,0.0,14.9472,31.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003316957998322323,0.048264749988447875,0.03946949999954086,0.01603833300760016,0.0014623750030295923,eigsh,0.0004670830094255507,0.10942458300269209,9.583300561644137e-05,0.15101404099550564,0.9999812365151901,0.6843598714392206,0.9830908730073133,5.76e-06,6.4e-07,sparse,4.532765000000012,1.1990103330026614,34.712992668151855,463.015625,463.078125,0.0625
5000,Gaussian random projection,9,520260435,3,3,4.0,25141,0.0212,0.9373904312649188,0.8932862070213096,0.6515244170004735,0.04641470800561365,0.29884487501112744,0.02377533398976084,0,0.0,15.0846,31.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003262166996137239,0.04442137500154786,0.05396770800871309,0.012186915992060676,0.0017399169882992283,eigsh,0.0002936659875558689,0.11644154200621415,0.00042149999353569,0.18197745800716802,0.9999815669143692,0.6934454972863541,0.996779625013005,5.76e-06,6.4e-07,sparse,4.876871999999992,1.203116709002643,34.793853759765625,463.078125,463.421875,0.34375
5000,Gaussian random projection,10,520260436,3,3,4.0,25450,0.0214,0.936817649030884,0.8927346504520052,0.6584316249936819,0.0472239999944577,0.36451737499737646,0.021926708999671973,0,0.0,15.27,35.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003238125005736947,0.04554433299927041,0.048079875006806105,0.010674832999939099,0.0029240419971756637,eigsh,0.00254658299672883,0.1145833339978708,0.0002406249986961484,0.24968741601333022,0.9999762772068129,0.6887221742974656,1.0701669999980368,5.76e-06,6.4e-07,sparse,5.264071000000001,1.2480787500098813,34.909010887145996,463.421875,463.390625,-0.03125
6000,Gaussian random projection,1,620260427,3,3,4.0,29974,0.021666666666666667,0.9360419497684564,0.8916712352449456,0.7903353750007227,0.058485916000790894,0.3593062919971999,0.02358904099673964,0,0.0,14.987,33.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.004080332990270108,0.06865054200170562,0.06105687499803025,0.013536583006498404,0.0029185830062488094,eigsh,0.0004899580089841038,0.15181208399008028,0.0003182500076945871,0.20716716699826065,0.999977925108951,0.6952517389782334,1.2081187919975491,4e-06,4.4444444444444444e-07,sparse,5.264272000000005,1.433140375011135,41.62775135040283,463.390625,480.671875,17.28125
6000,Gaussian random projection,2,620260428,3,3,4.0,29878,0.023333333333333334,0.9312103031365506,0.8847889004461862,0.7707358339976054,0.05612316699989606,0.32641629200952593,0.03347166700405069,0,0.0,14.939,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.003941542003303766,0.05671483400510624,0.05835291699622758,0.028229165996890515,0.0036579160077963024,eigsh,0.00050224999722559,0.15187958399474155,0.00020279199816286564,0.174329832996591,0.9999705352849536,0.6892460937667462,1.1532712099869968,4e-06,4.4444444444444444e-07,sparse,5.182197000000002,1.3905841250088997,41.59378528594971,480.671875,495.96875,15.296875
6000,Gaussian random projection,3,620260429,3,3,4.0,30106,0.029,0.9149309065842053,0.8636649252247771,0.7829989580059191,0.05686950001108926,0.3322862500062911,0.033887249999679625,0,0.0,15.053,30.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.0040554160077590495,0.056464541994500905,0.05499041700386442,0.011135000007925555,0.0023190840001916513,eigsh,0.0005225829954724759,0.13007608300540596,0.0006949999951757491,0.20150791699416004,0.9999714449653713,0.6792326174003325,1.1721474580117501,4e-06,4.4444444444444444e-07,sparse,5.122214000000014,1.4114882499998203,41.67381954193115,495.96875,495.40625,-0.5625
6000,Gaussian random projection,4,620260430,3,3,4.0,29746,0.028666666666666667,0.9158227569766183,0.8637135037096018,0.7877860000007786,0.05526441600522958,0.31286612499388866,0.031490166002186015,1,0.00016666666666666666,14.873,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.003999958003987558,0.05639629199868068,0.057805167001788504,0.011905249994015321,0.0014037500077392906,eigsh,0.00047983300464693457,0.1340682919981191,0.0008080419938778505,0.17798341700108722,0.9999647810360323,0.6903759926341153,1.1559101669990923,4e-06,4.4444444444444444e-07,sparse,5.006045999999998,1.387156540993601,41.547940254211426,495.40625,495.640625,0.234375
6000,Gaussian random projection,5,620260431,3,3,4.0,30350,0.027833333333333335,0.918248918760861,0.8673734314352459,0.8016430830030004,0.05810300000302959,0.2992495000071358,0.03402233400265686,0,0.0,15.175,31.0,30192.89688888889,5.032149481481482,15.096448444444444,0.1109999938302488,0.0039330419967882335,0.057170375002897345,0.05839708400890231,0.010676334000891075,0.0014973750076023862,eigsh,0.0003631669969763607,0.1329905000020517,0.00017833300807978958,0.1660753750038566,0.9999676097936685,0.6843648511477304,1.158990291020018,4e-06,4.4444444444444444e-07,sparse,4.8909240000000125,1.4060123329982162,41.76436901092529,495.640625,503.75,8.109375
