n,method,time_sec_mean,time_sec_std,instance_gen_sec_mean,instance_gen_sec_std,metric_eval_sec_mean,metric_eval_sec_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_reconstruct_sec_mean,rp_reconstruct_sec_std,rp_small_eig_sec_mean,rp_small_eig_sec_std,rp_lift_sec_mean,rp_lift_sec_std,rp_kmeans_sec_mean,rp_kmeans_sec_std,algo_total_sec_mean,algo_total_sec_std,algo_step_sum_sec_mean,algo_step_sum_sec_std,algo_other_sec_mean,algo_other_sec_std,pipeline_total_sec_mean,pipeline_total_sec_std,rs_sample_mask_sec_mean,rs_sample_mask_sec_std,rs_build_sampled_matrix_sec_mean,rs_build_sampled_matrix_sec_std,rs_eig_sec_mean,rs_eig_sec_std,rs_reconstruct_sec_mean,rs_reconstruct_sec_std,rs_symmetrize_sec_mean,rs_symmetrize_sec_std,rs_kmeans_sec_mean,rs_kmeans_sec_std,nr_eig_sec_mean,nr_eig_sec_std,nr_kmeans_sec_mean,nr_kmeans_sec_std,nr_copy_sec_mean,nr_copy_sec_std,cs_draw_hash_sec_mean,cs_draw_hash_sec_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_reconstruct_sec_mean,cs_reconstruct_sec_std,cs_small_eig_sec_mean,cs_small_eig_sec_std,cs_lift_sec_mean,cs_lift_sec_std,cs_kmeans_sec_mean,cs_kmeans_sec_std,sign_draw_omega_sec_mean,sign_draw_omega_sec_std,sign_subspace_iter_sec_mean,sign_subspace_iter_sec_std,sign_reconstruct_sec_mean,sign_reconstruct_sec_std,sign_build_core_sec_mean,sign_build_core_sec_std,sign_small_eig_sec_mean,sign_small_eig_sec_std,sign_lift_sec_mean,sign_lift_sec_std,sign_kmeans_sec_mean,sign_kmeans_sec_std
600,Random Projection,0.023808256199999534,0.0011927540772657323,0.004185643700000341,0.0005092569127355106,0.056103566600000224,0.0038235756361622367,0.00012016674999957289,2.1735521705642897e-06,0.0011816145500005426,0.0001159681578910948,0.0008029437500002068,0.0001500687511329335,0.0002992625499997459,2.8996657744550735e-05,0.0003085394999998492,2.544561383631135e-05,0.00027533955000027535,4.131207365139483e-05,1.5535350000117633e-05,7.994612391738438e-06,0.020798552100000124,0.0011607619521714371,0.023808256199999534,0.0011927540772657323,0.02380195410000043,0.0011924117954033398,6.302099999100363e-06,1.4360173684104893e-06,0.08409746650000009,0.004805235669517615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Random Sampling,0.0538516916499999,0.002693225218547767,0.004185643700000341,0.0005092569127355106,0.07225936865000024,0.0011591659523505805,,,,,,,,,,,,,,,,,0.0538516916499999,0.002693225218547767,0.053846608399999864,0.002692913623675707,5.083250000037509e-06,1.1519351615458821e-06,0.13029670400000049,0.003399585570759158,0.001559614649999741,0.0002162254035210593,0.0023505020000002654,0.00021524716803605686,0.01893516464999969,0.001740809891897822,0.0004005603499999566,0.0005175787354608635,0.0006532626000000264,0.00025994266651568253,0.029947504150000182,0.0017337861559901676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,SIGN Bidirectional,0.030742339600000168,0.002307797094778032,0.004185643700000341,0.0005092569127355106,0.0552869584499998,0.000999062606226934,,,,,,,,,,,,,,,,,0.030742339600000168,0.002307797094778032,0.03073577284999862,0.0023069706978454296,6.566750001546495e-06,1.5843243916138159e-06,0.0902149417500003,0.0027377070070694694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013254989999991195,1.5925774894502237e-05,0.0038733187999999254,0.00024794557107790373,0.0013444020499997933,0.0002407789420636122,0.0002979709499997263,7.760484788957405e-05,0.0002695541999999662,3.977638776238876e-05,1.532289999932601e-05,8.218266387133884e-06,0.024802654049999973,0.0021817658176656327
800,CountSketch,0.029944247950000325,0.002623417596668547,0.007720316650000392,0.0007152371357979347,0.10408426680000052,0.008488158913693125,,,,,,,,,,,,,,,,,0.029944247950000325,0.002623417596668547,0.031157559649998313,0.002610238687752062,0.0,0.0,0.14174883140000122,0.010213497778700243,,,,,,,,,,,,,,,,,,,8.020839999964836e-05,1.68205004979561e-05,0.001247547749999356,0.00013972288704360703,0.001247547749999356,0.00013972288704360703,0.002004337400000189,0.00042649523131526055,0.0012412416500000134,0.00019423313511329735,0.0006735874500002126,0.0001441657717136597,0.0006398770999995306,0.00013326441605621036,0.00034340829999965903,9.04744124334878e-05,2.2139450000047133e-05,7.498046555878213e-06,0.0236576644000003,0.0020886890471033467,,,,,,,,,,,,,,
800,Non-random,0.2694209604499999,0.006825502661051809,0.007720316650000392,0.0007152371357979347,0.11285023124999985,0.009938681480420191,,,,,,,,,,,,,,,,,0.2694209604499999,0.006825502661051809,0.2694166310500007,0.006825326521115769,4.329399999214445e-06,7.26025402228848e-07,0.3899915083500002,0.014429496414262498,,,,,,,,,,,,,0.24653871860000082,0.004618060247414385,0.022619733300000354,0.002534010090445459,0.00025817914999954895,0.00010140040727233479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Random Projection,0.027768556100000195,0.002792665885982132,0.007720316650000392,0.0007152371357979347,0.10279818749999947,0.013073166631932396,0.00016265415000056295,7.230012201797791e-06,0.002297654100000557,0.00046261821328609287,0.0013128938000003033,0.00017427055384113379,0.0006196082000005987,0.0002013093385660109,0.0006401355000008379,0.00011622281640418662,0.0003063209000004008,7.836550797621678e-05,2.028134999942921e-05,6.6137460924235485e-06,0.022399245750000317,0.002267439315912202,0.027768556100000195,0.002792665885982132,0.027758793750003008,0.0027906574014135038,9.762349997188835e-06,4.897465632379812e-06,0.13828706025000007,0.015300546377201124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Random Sampling,0.06672327920000072,0.005212312287738391,0.007720316650000392,0.0007152371357979347,0.12358588954999891,0.011500464559272986,,,,,,,,,,,,,,,,,0.06672327920000072,0.005212312287738391,0.06671626240000084,0.005211082035456512,7.016799999881584e-06,1.8409291889468395e-06,0.19802948540000004,0.015401927894468342,0.0026138165499990152,9.39412847393442e-05,0.004659479099999508,0.000800113254939818,0.02713172500000116,0.002984182259027914,0.0005027791500005208,0.00010286266983441511,0.0013724355000004351,0.0004053275500157311,0.030436027100000197,0.0029376582481626472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,SIGN Bidirectional,0.0371322854999999,0.003005793899806257,0.007720316650000392,0.0007152371357979347,0.10180952925000106,0.010185234670763182,,,,,,,,,,,,,,,,,0.0371322854999999,0.003005793899806257,0.03712303534999908,0.0030046260681789836,9.25015000081686e-06,1.795658044928921e-06,0.14666213140000134,0.011375649233426459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017080200000059166,2.048067705520137e-05,0.0067160667499997825,0.000813403673767113,0.002807562549998899,0.0005242746544707205,0.0006870207999998712,0.00012339739866859236,0.00032798740000004043,5.6737554085010433e-05,2.4758349999842723e-05,8.682973855832489e-06,0.02638883750000005,0.002151879310372742
1000,CountSketch,0.03215141050000057,0.004351519116999066,0.012065350050000489,0.0014246010726749626,0.1674249833000001,0.010807244292388031,,,,,,,,,,,,,,,,,0.03215141050000057,0.004351519116999066,0.03388963525000044,0.00436920716831511,0.0,0.0,0.21164174385000117,0.011934857024495196,,,,,,,,,,,,,,,,,,,8.667285000107938e-05,1.6362672899814852e-05,0.00177530420000096,0.0003192308158013152,0.00177530420000096,0.0003192308158013152,0.002742770699997976,0.00039195599264492354,0.0017266687499997602,0.0002503510162684192,0.000938579150001928,0.00016293498360606665,0.0012864791500003746,0.00135093798071194,0.00033827494999947303,9.484773438314714e-05,2.6610449998187846e-05,1.0795827056548092e-05,0.023192970849999738,0.002927454826815922,,,,,,,,,,,,,,
1000,Non-random,0.3385053292000002,0.009738021090765282,0.012065350050000489,0.0014246010726749626,0.17544947300000083,0.01003457363385527,,,,,,,,,,,,,,,,,0.3385053292000002,0.009738021090765282,0.3385009021499986,0.009737761384190483,4.4270500016097e-06,7.595774775053387e-07,0.5260201522500015,0.010937368047388403,,,,,,,,,,,,,0.3157222875999999,0.008979223489305715,0.02238492914999881,0.001527726569543109,0.00039368539999991016,0.00010348533614224002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Random Projection,0.030438987449999642,0.0021244031356698967,0.012065350050000489,0.0014246010726749626,0.16175062095,0.01176877151350683,0.0001978395499982355,3.3451476477530183e-06,0.0033788979499995266,0.0006181464348468135,0.0018751665500012394,0.00020827818560966428,0.0009472333000005051,0.00013038651207112551,0.0010765041500025775,0.00016051513344561598,0.00035638350000013477,8.633142505355043e-05,2.798330000040039e-05,8.733555832816684e-06,0.022568699949998817,0.0015015381125976486,0.030438987449999642,0.0021244031356698967,0.030428708250001435,0.0021228761842135868,1.027919999820881e-05,2.588905065105171e-06,0.20425495845000013,0.01383314291408327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Random Sampling,0.07056052709999996,0.0038771929607436975,0.012065350050000489,0.0014246010726749626,0.1975394084500021,0.014153213732447207,,,,,,,,,,,,,,,,,0.07056052709999996,0.0038771929607436975,0.07055355600000297,0.003877467629434448,6.971099996988528e-06,1.6455472577699476e-06,0.28016528560000253,0.016753965941922463,0.00399945835000004,0.00018800414284070576,0.006914853999999693,0.000810722131299449,0.02924690004999988,0.004064162356515116,0.0006792854500016432,0.00013978765351899087,0.0017936583000018659,0.0001940824726685151,0.02791939984999985,0.0020272748849321505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,SIGN Bidirectional,0.03976584174999971,0.0023008072911595663,0.012065350050000489,0.0014246010726749626,0.16485758530000183,0.009125777142936754,,,,,,,,,,,,,,,,,0.03976584174999971,0.0023008072911595663,0.03975600854999968,0.0023001440106241644,9.833200000031184e-06,2.0824282515361327e-06,0.21668877710000203,0.009488499477743455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00021560610000115332,2.9468201550855896e-05,0.009941504099999676,0.001065098650042051,0.004049568900000367,0.0005636582091758264,0.0009803896500006459,0.00012162477641873649,0.00031893759999945814,8.061927439644313e-05,2.4668750000245155e-05,8.875606432920172e-06,0.02422533344999813,0.001334442288891598
1200,CountSketch,0.0335936814500009,0.002652280846039869,0.01597065420000021,0.0013364934733167198,0.22450883330000124,0.013538565303025168,,,,,,,,,,,,,,,,,0.0335936814500009,0.002652280846039869,0.03612153759999899,0.002801874564361416,0.0,0.0,0.27407316895000233,0.013651045666571228,,,,,,,,,,,,,,,,,,,0.00010029784999900925,3.013220751703205e-05,0.002567633499999289,0.00021478359005310855,0.002567633499999289,0.00021478359005310855,0.002924335350001428,0.00020138296938725792,0.0017083936499993513,0.00020468222204933994,0.0009894978500000207,0.00014777287248803528,0.0010334791500021367,0.00016861415695003346,0.0002100626000000716,6.105556559375432e-05,3.161249999834581e-05,8.395465188980483e-06,0.023988591650000047,0.0023422696075979924,,,,,,,,,,,,,,
1200,Non-random,0.47684563110000083,0.012800116695187646,0.01597065420000021,0.0013364934733167198,0.24176205629999997,0.00710912884814431,,,,,,,,,,,,,,,,,0.47684563110000083,0.012800116695187646,0.47684142714999567,0.012800075585605773,4.203950005177148e-06,5.838852131328472e-07,0.734578341600001,0.01355051805728375,,,,,,,,,,,,,0.4535256103999984,0.012598697512169117,0.02285238334999846,0.0012284442146150772,0.00046343339999879165,9.973444804943962e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Random Projection,0.03025165839999886,0.0021848043344942936,0.01597065420000021,0.0013364934733167198,0.21567562499999865,0.02072711709088799,0.00023919374999650244,9.925372228663124e-06,0.0037179728999994664,0.000338080445110738,0.0016457019999990053,0.0001480130443599746,0.0009461021000007009,0.00015371306466625053,0.0010212312999996697,0.00012144561569360634,0.00019534784999990505,4.885570151149609e-05,2.8252049999366592e-05,8.667073673822963e-06,0.022448241699999018,0.0019697686004502557,0.03025165839999886,0.0021848043344942936,0.03024204364999363,0.002184283867640811,9.614750005226825e-06,1.7906146208501205e-06,0.26189793759999774,0.0229710744514001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Random Sampling,0.0765565290500028,0.006057603286848266,0.01597065420000021,0.0013364934733167198,0.24211003744999998,0.018544140704142287,,,,,,,,,,,,,,,,,0.0765565290500028,0.006057603286848266,0.07654712709999956,0.006056512053284882,9.401950003251613e-06,2.5496217855119135e-06,0.334637220700003,0.023613348284622512,0.005735751999998229,0.00024604804149414944,0.009382300099998986,9.227693040816424e-05,0.029015287600002892,0.004522195944216689,0.0009460186999994847,0.00019300193985738294,0.0027805354000001612,0.0003558711686816525,0.028687233299999802,0.0022330681581397608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,SIGN Bidirectional,0.0404330813499989,0.00218210254140922,0.01597065420000021,0.0013364934733167198,0.21745791874999795,0.01985002514608699,,,,,,,,,,,,,,,,,0.0404330813499989,0.00218210254140922,0.04042377260000052,0.0021814289616014374,9.308749998382382e-06,1.6166041338835974e-06,0.2738616542999971,0.01968240189200039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023930619999958935,1.587820366523222e-05,0.009757349999999576,0.0008429172780239278,0.004563822900001213,0.00031049245658541926,0.0009505124000000365,0.00018562393919368617,0.00016432899999969665,5.1208198522947615e-05,2.5122899999985292e-05,6.799270301885285e-06,0.02472332920000042,0.0018994223641518747
