n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
200,3,Random Projection,0.017420041000000275,0.0006024579999999169,0.011274541999999776,0.00011058300000010846,0.0004234580000002097,0.0002689999999998527,0.00010566700000014251,0.00011224999999992491,0.0002589579999998648,5.666999999931477e-06,0.0161300419999999,0.017420041000000275,0.017415624999999935,4.416000000340148e-06,0.029297040999999968,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3,Random Sampling,0.034195833000000064,0.0006024579999999169,0.010578916999999688,,,,,,,,,0.034195833000000064,0.03418874900000013,7.083999999935031e-06,0.04537720799999967,0.00023150000000038418,0.0002617499999999495,0.015816082999999814,6.579200000000895e-05,6.383300000001313e-05,0.01774979099999996,,,,,,,,,,,,,,,,,,,,
200,3,Non-random,0.0361618749999999,0.0006024579999999169,0.011639082999999939,,,,,,,,,0.0361618749999999,0.03615954200000093,2.332999998966301e-06,0.048403415999999755,,,,,,,0.018400500000000264,0.01774354200000028,1.55000000003902e-05,,,,,,,,,,,,,,,,,
200,3,CountSketch,0.017552457999999937,0.0006024579999999169,0.010861583000000063,,,,,,,,,0.017552457999999937,0.017834166000000096,0.0,0.029016498999999918,,,,,,,,,,9.379199999992593e-05,0.00031924999999999315,0.00031924999999999315,0.00032279199999996067,0.0002717909999998547,0.00011295799999988532,0.00011241600000033714,0.00027612500000007145,5.5420000002470715e-06,0.016000249999999827,,,,,,,
200,3,SIGN Bidirectional,0.019184709000000133,0.0006024579999999169,0.011387292000000215,,,,,,,,,0.019184709000000133,0.019179124999999964,5.584000000169453e-06,0.031174459000000265,,,,,,,,,,,,,,,,,,,,4.520799999996328e-05,0.0013809170000000925,0.0004747089999996845,9.541600000018136e-05,0.00026916699999990357,5.874999999821995e-06,0.016907833000000316
200,4,Random Projection,0.016367042000000165,0.0007066250000002938,0.010890915999999695,4.316700000028817e-05,0.00035187499999977945,0.0002697080000002572,7.520900000024255e-05,9.35410000000303e-05,0.0002741249999997919,6.29200000012986e-06,0.015248917000000084,0.016367042000000165,0.016362834000000603,4.2079999995614514e-06,0.027964583000000154,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4,Random Sampling,0.028523417000000162,0.0007066250000002938,0.011950499999999753,,,,,,,,,0.028523417000000162,0.028520208000000213,3.208999999948503e-06,0.04118054200000021,0.0002254999999999896,0.0002599580000000046,0.012811500000000198,4.9333000000206795e-05,5.124999999983615e-05,0.015122666999999979,,,,,,,,,,,,,,,,,,,,
200,4,Non-random,0.037661874999999956,0.0007066250000002938,0.012205832999999888,,,,,,,,,0.037661874999999956,0.037657375999999854,4.499000000102171e-06,0.05057433300000014,,,,,,,0.02120858400000003,0.016433624999999896,1.51669999999271e-05,,,,,,,,,,,,,,,,,
200,4,CountSketch,0.019720709000000003,0.0007066250000002938,0.011667749999999977,,,,,,,,,0.019720709000000003,0.019964082999999633,0.0,0.032095084000000274,,,,,,,,,,5.908400000009806e-05,0.00027591699999973684,0.00027591699999973684,0.0003207089999999191,0.0002789999999999182,0.00012333299999989222,0.00011566600000012528,0.00029454100000014805,6.625000000148873e-06,0.01821329099999991,,,,,,,
200,4,SIGN Bidirectional,0.023034958000000216,0.0007066250000002938,0.010225083999999995,,,,,,,,,0.023034958000000216,0.023029957999999517,5.00000000069889e-06,0.033966667000000506,,,,,,,,,,,,,,,,,,,,4.8249999999860904e-05,0.0017932919999998909,0.0003897089999997938,0.00010758300000013321,0.00025020799999975196,5.666000000292826e-06,0.020435249999999794
200,5,Random Projection,0.01773424999999973,0.0006008749999999452,0.010477374999999789,4.399999999993298e-05,0.0004431669999998,0.0002730830000001738,9.67499999999788e-05,9.762499999999008e-05,0.0002684579999998604,5.833999999982353e-06,0.01650020800000007,0.01773424999999973,0.01772912499999979,5.124999999939206e-06,0.028812499999999464,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5,Random Sampling,0.02864304200000012,0.0006008749999999452,0.010355582999999946,,,,,,,,,0.02864304200000012,0.028639791999999886,3.2500000002322338e-06,0.03959950000000001,0.00023445799999999295,0.0002598339999999588,0.011553582999999978,5.0374999999824865e-05,5.425000000025548e-05,0.016487291999999876,,,,,,,,,,,,,,,,,,,,
200,5,Non-random,0.033126792000000016,0.0006008749999999452,0.010598374999999827,,,,,,,,,0.033126792000000016,0.033123041999999714,3.7500000003021228e-06,0.04432604199999979,,,,,,,0.017890667000000082,0.015217999999999954,1.437499999967784e-05,,,,,,,,,,,,,,,,,
200,5,CountSketch,0.014730499999999758,0.0006008749999999452,0.010386207999999897,,,,,,,,,0.014730499999999758,0.014962794000000557,0.0,0.0257175829999996,,,,,,,,,,4.808299999981003e-05,0.00025283400000031264,0.00025283400000031264,0.0002566669999999327,0.0002674170000003251,8.229200000009484e-05,0.00010895899999985303,0.00025450000000004636,6.124999999634895e-06,0.013433083000000234,,,,,,,
200,5,SIGN Bidirectional,0.017476332999999844,0.0006008749999999452,0.010649584000000267,,,,,,,,,0.017476332999999844,0.017471041999999493,5.291000000351431e-06,0.028726792000000057,,,,,,,,,,,,,,,,,,,,4.4625000000131365e-05,0.0013233330000002042,0.00037233399999969663,9.920799999996177e-05,0.00022795799999997257,5.708999999853859e-06,0.015397874999999672
200,6,Random Projection,0.01450375000000026,0.000571166999999928,0.010332041000000292,4.587500000008404e-05,0.0003544999999998133,0.0002720420000001944,9.454200000025281e-05,9.82910000000281e-05,0.00023970800000006065,5.7500000001375895e-06,0.013389875000000107,0.01450375000000026,0.014500583000000677,3.166999999582032e-06,0.02540695800000048,,,,,,,,,,,,,,,,,,,,,,,,,,
200,6,Random Sampling,0.027397167000000167,0.000571166999999928,0.010179791000000105,,,,,,,,,0.027397167000000167,0.027394166999999303,3.000000000863423e-06,0.0381481250000002,0.0002312080000002048,0.00027870799999973883,0.012876624999999642,4.8291999999783286e-05,4.850000000011789e-05,0.013910833999999817,,,,,,,,,,,,,,,,,,,,
200,6,Non-random,0.03306841599999988,0.000571166999999928,0.010990833000000144,,,,,,,,,0.03306841599999988,0.03306658200000001,1.8339999998673306e-06,0.04463041599999995,,,,,,,0.017681333000000077,0.015371540999999933,1.3708000000001164e-05,,,,,,,,,,,,,,,,,
