n,method,reps,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std,non_random_spectral_sec_mean,spectral_speedup_vs_non_random
9000,Random sampling,5,9000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,7.111111111111111e-06,0.0,7.901234567901235e-07,0.0,117432.8,286.3331975164587,709998.8,1705.3284727582668,0.00876541728395058,2.105343793529062e-05,39.14426666666667,0.09544439917215272,65.4,2.792848008753788,39.086229333333335,0.0,0.0277314900588717,0.0,0.0,0.0,0.812111111111111,0.003548604316149165,0.00135625516024766,0.0004903213672476667,0.00264496652513884,0.0007362992123080971,0.7552089747972787,0.055928832987497665,0.14619041678961361,0.0111607551158435,0.10638692521024491,0.02007717862349789,0.00011969974730162689,5.447318404207308e-05,0.30736439162865276,0.047517521578094114,0.4138730250298977,0.06319466065400589,0.00512019158340988,0.00083594615609359,1.3152704081730917,0.1295045373819396,,,,,,,0.013328399974852778,0.003080291145034812,107656.4,126.03293220424632,,,,,,,,,,,1.4345173124898405,0.0044096261145019295,1.2799804533565529,0.0013559260186083253,0.1321731501957401,0.3193567645202102
9000,CountSketch RP,5,9000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,7.111111111111111e-06,0.0,7.901234567901235e-07,0.0,117432.8,286.3331975164587,709998.8,1705.3284727582668,0.00876541728395058,2.105343793529062e-05,39.14426666666667,0.09544439917215272,65.4,2.792848008753788,39.086229333333335,0.0,0.0277314900588717,0.0,0.0,0.0,0.8099555555555555,0.003908363934176964,0.0015912168717593198,0.00054463569686481,0.0029622900964022,0.000761095989549558,0.7552089747972787,0.055928832987497665,0.14619041678961361,0.0111607551158435,0.0450245831860229,0.006222843167535681,0.00045844959095116006,0.0002031781829858719,0.4719238412100822,0.0204651321115963,0.5174084251979366,0.02363288014073985,0.004914449807256379,0.0006188453795331611,1.4188062655739486,0.05862132459971643,,,,,,,,,,,0.00661773318424814,0.0005717409009773716,0.01200205816421652,0.0025488546820149286,0.01139248320832844,0.0044037491966207355,0.01220064198132598,0.002743546085385461,36.0,0.0,0.7602181497819296,0.04605858314391322,0.4174130596746447,0.00027867305794126616,0.1321731501957401,0.25545225736356486
12000,Non-random eigsh,5,12000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4e-06,0.0,4.444444444444445e-07,0.0,156366.8,364.1767428049216,946659.2,2136.922366395198,0.0065740222222221605,1.4839738655510695e-05,39.091699999999996,0.09104418570123074,66.6,1.5165750888103082,39.09244844444444,0.0,0.027743060379774597,0.0,0.0,0.0,0.11841666666666666,0.00331453030022524,0.7359485995559185,0.006830865539337718,0.6915193926897066,0.00663317351832196,1.006965649779886,0.03659214737336373,0.19424662496894596,0.00966379054896661,0.16003965020645403,0.01675717611250464,0.00027430837508284,0.00016942495330089208,0.3383430915884673,0.07925769338559961,0.498658950231038,0.08350579366758423,0.01086447481065982,0.004178831504929351,1.6998693249188364,0.0971878802559017,,,,,,,,,,,,,,,,,,,,,1.0000000000000004,3.510833468576701e-16,0.5048502336430959,0.0005155959295747431,0.498658950231038,1.0
12000,Gaussian RP,5,12000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4e-06,0.0,4.444444444444445e-07,0.0,156366.8,364.1767428049216,946659.2,2136.922366395198,0.0065740222222221605,1.4839738655510695e-05,39.091699999999996,0.09104418570123074,66.6,1.5165750888103082,39.09244844444444,0.0,0.027743060379774597,0.0,0.0,0.0,0.8167666666666668,0.0022441281405283053,0.00080526203408034,0.00036440542396431,0.0017124876210167998,0.0005224688175536529,1.006965649779886,0.03659214737336373,0.19424662496894596,0.00966379054896661,0.16163919179234648,0.12906697142007714,0.00067792481277132,0.0006063095568876492,2.0445474753854795,0.6396902947977855,2.2068663004087283,0.6239677410271309,0.01016920020338144,0.002570288928996455,3.4080768667394294,0.5893312668355039,0.042666833195835294,0.002445595705478308,0.08904504158999768,0.118435996446987,0.02222585801500824,0.010446591390271853,,,,,,,,,,,,,,,0.7347321009926663,0.024250129549681938,0.41635947231786086,0.00028003578901316664,0.498658950231038,0.22595793417058505
12000,Random sampling,5,12000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4e-06,0.0,4.444444444444445e-07,0.0,156366.8,364.1767428049216,946659.2,2136.922366395198,0.0065740222222221605,1.4839738655510695e-05,39.091699999999996,0.09104418570123074,66.6,1.5165750888103082,39.09244844444444,0.0,0.027743060379774597,0.0,0.0,0.0,0.8148500000000001,0.0044297761418232405,0.0008486232463648399,0.0004545101387645677,0.0019187401587161801,0.0008171075198880921,1.006965649779886,0.03659214737336373,0.19424662496894596,0.00966379054896661,0.5102375334128737,0.0887453153513659,0.00019709996413434,0.00012294264564604972,1.2619393086293713,0.5147059298454945,1.7723764083581046,0.5445362838979355,0.008187182992696721,0.002050556210297756,2.973586216755211,0.5164977721082368,,,,,,,0.02304184178356076,0.003384661626435595,143821.8,458.51521239758574,,,,,,,,,,,1.4354170628912588,0.0045932376778731595,1.2810089539560898,0.0015989342880505179,0.498658950231038,0.28135047830668547
12000,CountSketch RP,5,12000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4e-06,0.0,4.444444444444445e-07,0.0,156366.8,364.1767428049216,946659.2,2136.922366395198,0.0065740222222221605,1.4839738655510695e-05,39.091699999999996,0.09104418570123074,66.6,1.5165750888103082,39.09244844444444,0.0,0.027743060379774597,0.0,0.0,0.0,0.8169666666666666,0.003055959569249694,0.0008517777003771799,0.0004764767977909623,0.0017647744187761199,0.0006502929926294835,1.006965649779886,0.03659214737336373,0.19424662496894596,0.00966379054896661,0.09456340817268934,0.021886155744301635,0.000526516418904,0.00034504489257459125,1.5686267079552636,0.12923291529683364,1.6637183249695227,0.13027228415856948,0.00855715845245862,0.004076640294531615,2.864928907295689,0.10022542865950647,,,,,,,,,,,0.01396394178736948,0.0022133783253059343,0.02859736678656184,0.011008127684524022,0.03616979119833552,0.02409719586060035,0.01403864179737862,0.006032172810541606,36.0,0.0,0.712202858632769,0.033607473557721625,0.4162746733972697,0.000295212321137796,0.498658950231038,0.2997255862047278
15000,Non-random eigsh,5,15000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.56e-06,0.0,2.844444444444445e-07,0.0,195381.4,402.107945706125,1183673.2,2323.466203756767,0.00526076977777772,1.032651646114356e-05,39.07628,0.08042158914122437,66.6,2.073644135332771,39.096180337777774,0.0,0.027750003087284,0.0,0.0,0.0,0.12137333333333329,0.0030741213740225117,0.7299407893118437,0.0062645070150800205,0.6855263184432605,0.0061262855302758705,1.261670999811031,0.017184223445500812,0.25577993360348045,0.012055901391425625,0.2017164165619761,0.037633705405093774,0.00027055020909752,0.00017322335583980076,0.34264981662854554,0.0918623157334481,0.5446382249705494,0.12719070675829885,0.00889731703791762,0.0027768972617658993,2.0620877168141307,0.15013780945603258,,,,,,,,,,,,,,,,,,,,,1.0000000000000004,6.15648449243079e-16,0.505053112750361,0.0006925734139353761,0.5446382249705494,1.0
15000,Gaussian RP,5,15000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.56e-06,0.0,2.844444444444445e-07,0.0,195381.4,402.107945706125,1183673.2,2323.466203756767,0.00526076977777772,1.032651646114356e-05,39.07628,0.08042158914122437,66.6,2.073644135332771,39.096180337777774,0.0,0.027750003087284,0.0,0.0,0.0,0.817,0.002248456260538662,0.0009398302027197999,0.00017286865501308588,0.0017924652322203998,0.00023857229275105643,1.261670999811031,0.017184223445500812,0.25577993360348045,0.012055901391425625,0.1251646500313654,0.030416837227404365,0.0008617084007709801,0.0006867262137453486,2.110321950027719,0.6940660847729101,2.236349891591817,0.6975320812067564,0.00912477499805386,0.0018856273224672196,3.753799241874367,0.7163703667811004,0.06110588342417028,0.009932305468520853,0.03142490817699578,0.019516038297398293,0.026055825175717418,0.007962375418192768,,,,,,,,,,,,,,,0.669015093504631,0.015918929009183163,0.41607205122713237,0.00021579934386479184,0.5446382249705494,0.24353891446873727
15000,Random sampling,5,15000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.56e-06,0.0,2.844444444444445e-07,0.0,195381.4,402.107945706125,1183673.2,2323.466203756767,0.00526076977777772,1.032651646114356e-05,39.07628,0.08042158914122437,66.6,2.073644135332771,39.096180337777774,0.0,0.027750003087284,0.0,0.0,0.0,0.8178799999999999,0.0017996295915178116,0.0007593610019826,0.00011678070998966461,0.00159436609536356,0.00017040139522501798,1.261670999811031,0.017184223445500812,0.25577993360348045,0.012055901391425625,0.6730484583647922,0.0846514945922102,0.0008311833953484401,0.0012979139545336348,1.1888503002002835,0.3474702000099061,1.8627327665919438,0.3611613128229831,0.0127182749798521,0.004388696533383176,3.3801808753749354,0.3508218536124799,,,,,,,0.029075916646979682,0.006755156723382049,179692.8,145.66983215477723,,,,,,,,,,,1.4368298318676824,0.0028693773746222883,1.2818097703117797,0.0012447066308932382,0.5446382249705494,0.292386666911443
15000,CountSketch RP,5,15000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.56e-06,0.0,2.844444444444445e-07,0.0,195381.4,402.107945706125,1183673.2,2323.466203756767,0.00526076977777772,1.032651646114356e-05,39.07628,0.08042158914122437,66.6,2.073644135332771,39.096180337777774,0.0,0.027750003087284,0.0,0.0,0.0,0.8163066666666667,0.002808953937362132,0.00095578940151992,0.0002124000125487643,0.00181609714961848,0.000274973847887471,1.261670999811031,0.017184223445500812,0.25577993360348045,0.012055901391425625,0.11767999138683076,0.017682962353050696,0.00093723360914732,0.0006517291910986601,1.3792225581826643,0.18506498821638698,1.4978413499658927,0.1833126284685725,0.010316167026758161,0.0015660911775263072,3.015290716593154,0.1782920807882357,,,,,,,,,,,0.015473499987274358,0.0021888084337913652,0.05039896636735641,0.010699722786967764,0.02738485024310644,0.013704096423997935,0.02281759979668998,0.005283987713831536,36.0,0.0,0.7221848454481202,0.042414819653913624,0.41604632209748643,0.0002519949959455737,0.5446382249705494,0.36361542895243965
