group,r,metric,diff_mean_ds_minus_gaussian,diff_std,diff_se,n_pairs
low_deg_1_2,2,NMI_true,0.07392934559911768,0.12840594630892016,0.040605525544547855,10
low_deg_1_2,2,F1_macro_true,0.06112116472734971,0.08944271396458518,0.028284269623503805,10
low_deg_1_2,2,total_method_wall_sec,-0.005282900028396398,0.009145494282781554,0.002892059226163774,10
low_deg_1_2,5,ARI_true,0.1677864927189741,0.22991845671836542,0.07270659993408773,10
low_deg_1_2,5,NMI_true,0.11602798373918091,0.19148958906806457,0.060554324966476364,10
low_deg_1_2,5,F1_macro_true,0.08549455509174769,0.12268739757225437,0.038797161652693625,10
low_deg_1_2,5,total_method_wall_sec,-0.0038520900066941976,0.023081681159877528,0.007299068469101007,10
low_deg_1_2,10,ARI_true,0.21580370232310536,0.23898139910621552,0.07557255395893687,10
low_deg_1_2,10,NMI_true,0.16013715349031926,0.19272605943768564,0.06094533122920765,10
low_deg_1_2,10,F1_macro_true,0.13118395320794285,0.14358300283887895,0.04540493222572799,10
low_deg_1_2,10,total_method_wall_sec,-0.001575130014680326,0.008282414209280973,0.002619129342627037,10
low_deg_1_2,20,ARI_true,0.2378970774332143,0.15218662308400485,0.04812563583550139,10
low_deg_1_2,20,NMI_true,0.19734578213399662,0.12336623423387236,0.03901182865368741,10
low_deg_1_2,20,F1_macro_true,0.12666196847070116,0.11806301494786725,0.037334803466176604,10
low_deg_1_2,20,total_method_wall_sec,-0.005038799997419119,0.011564677016896324,0.003657071977759394,10
low_deg_1_2,40,ARI_true,0.48824527989061783,0.1303524290629816,0.04122105743745501,10
low_deg_1_2,40,NMI_true,0.40246588207552925,0.09130390651557042,0.028872830386029048,10
low_deg_1_2,40,F1_macro_true,0.31928808119530905,0.13966299927413858,0.0441653182556721,10
low_deg_1_2,40,total_method_wall_sec,-0.010700909956358372,0.01381696494442468,0.004369307957508379,10
mid_deg_3_8,0,ARI_true,-0.052385168484073374,0.266894225231581,0.08439936460777764,10
mid_deg_3_8,0,NMI_true,-0.037587725122303,0.22274691244859354,0.07043875851076692,10
mid_deg_3_8,0,F1_macro_true,-0.05519498936275737,0.1584630605084802,0.0501104196207877,10
mid_deg_3_8,0,total_method_wall_sec,-0.001999550045002252,0.007918554199633157,0.002504066704633243,10
mid_deg_3_8,2,ARI_true,0.17900972439000334,0.22678408290453128,0.07171542390507729,10
mid_deg_3_8,2,NMI_true,0.14550357765050986,0.19470363091591783,0.06157069423990763,10
mid_deg_3_8,2,F1_macro_true,0.07825231054841732,0.11541242309046156,0.03649661272448678,10
mid_deg_3_8,2,total_method_wall_sec,-0.005282900028396398,0.009145494282781554,0.002892059226163774,10
mid_deg_3_8,5,ARI_true,0.24383621490574003,0.3352301218364352,0.1060090725298883,10
mid_deg_3_8,5,NMI_true,0.2035850945023364,0.2839734974582426,0.08980030470920825,10
mid_deg_3_8,5,F1_macro_true,0.1059024832760161,0.16029070692449993,0.05068837216399431,10
mid_deg_3_8,5,total_method_wall_sec,-0.0038520900066941976,0.023081681159877528,0.007299068469101007,10
mid_deg_3_8,10,ARI_true,0.4114433699073299,0.2670676270045133,0.08445419906305537,10
mid_deg_3_8,10,NMI_true,0.3458782628966982,0.21750571303205812,0.06878134572802717,10
mid_deg_3_8,10,F1_macro_true,0.19925624667561798,0.17013798503077654,0.053802354920888674,10
mid_deg_3_8,10,total_method_wall_sec,-0.001575130014680326,0.008282414209280973,0.002619129342627037,10
mid_deg_3_8,20,ARI_true,0.42182314034512425,0.21989271402136235,0.06953618171835482,10
mid_deg_3_8,20,NMI_true,0.3809194762234256,0.17944377385499227,0.05674510373179487,10
