dataset,alpha,tau_label,tau_value,group,group_n,method,rep,r,ell,k,q,test_matrix_scaling,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,exact_eigsh_sec,eigen_decomposition_wall_sec,ARI_true,NMI_true,F1_macro_true,rp_draw_omega_sec,rp_test_matrix_entry_std,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
polblogs,0.5,0,0.0,high_deg_9_plus,709,Gaussian RP,8,2,4,2,1,by_dim,0.0007819999009370804,0.015734200016595423,0.016516199917532504,,0.0007688000332564116,0.5680679478679614,0.5310443363767079,0.869992433455508,5.340005736798048e-05,0.5,0.0004094999749213457,9.740004315972328e-05,0.00014929997269064188,4.7900015488266945e-05,1.1299969628453255e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,all,1222,Degree-stratified RP,8,2,4,2,1,by_dim,0.0024130999809131026,0.01708279992453754,0.019495899905450642,,0.002367800218053162,0.40068997151422603,0.3153600806088992,0.8166762661237392,,,,,,,,0.0003157000755891204,0.00134379998780787,0.0004319000290706754,5.8600096963346004e-05,0.00015390000771731138,5.1900045946240425e-05,1.1999974958598614e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,low_deg_1_2,242,Degree-stratified RP,8,2,4,2,1,by_dim,0.0024130999809131026,0.01708279992453754,0.019495899905450642,,0.002367800218053162,0.10557617390101658,0.07808107115132255,0.6627496860107014,,,,,,,,0.0003157000755891204,0.00134379998780787,0.0004319000290706754,5.8600096963346004e-05,0.00015390000771731138,5.1900045946240425e-05,1.1999974958598614e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,mid_deg_3_8,271,Degree-stratified RP,8,2,4,2,1,by_dim,0.0024130999809131026,0.01708279992453754,0.019495899905450642,,0.002367800218053162,0.11454833112415118,0.08954083975988983,0.6609499978913926,,,,,,,,0.0003157000755891204,0.00134379998780787,0.0004319000290706754,5.8600096963346004e-05,0.00015390000771731138,5.1900045946240425e-05,1.1999974958598614e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,high_deg_9_plus,709,Degree-stratified RP,8,2,4,2,1,by_dim,0.0024130999809131026,0.01708279992453754,0.019495899905450642,,0.002367800218053162,0.7181138831872992,0.6091860242728375,0.9228291542368782,,,,,,,,0.0003157000755891204,0.00134379998780787,0.0004319000290706754,5.8600096963346004e-05,0.00015390000771731138,5.1900045946240425e-05,1.1999974958598614e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,all,1222,Exact spectral,9,2,2,2,1,by_dim,0.006799299968406558,0.017100300057791173,0.02389960002619773,0.006799299968406558,0.006799299968406558,-0.00024081082708013297,0.0005978453430448398,0.33031488031643624,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,low_deg_1_2,242,Exact spectral,9,2,2,2,1,by_dim,0.006799299968406558,0.017100300057791173,0.02389960002619773,0.006799299968406558,0.006799299968406558,0.0034424824275672895,0.017798216811149955,0.3726958525345622,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,mid_deg_3_8,271,Exact spectral,9,2,2,2,1,by_dim,0.006799299968406558,0.017100300057791173,0.02389960002619773,0.006799299968406558,0.006799299968406558,0.0008465349010664863,0.002279836505596332,0.36076595902750697,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,high_deg_9_plus,709,Exact spectral,9,2,2,2,1,by_dim,0.006799299968406558,0.017100300057791173,0.02389960002619773,0.006799299968406558,0.006799299968406558,0.0007890575452106661,0.0033422915763340476,0.36306046274400705,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,all,1222,Gaussian RP,9,2,4,2,1,by_dim,0.000929499976336956,0.0228419000050053,0.023771399981342256,,0.0009144002106040716,0.5276568950308796,0.45117097704331166,0.8612197488852302,6.120000034570694e-05,0.5,0.0004539000801742077,0.00010900001507252455,0.00020359992049634457,7.150007877498865e-05,1.5200115740299225e-05,,,,,,,,,,,
