alpha,tau_label,tau_value,r,method,runs,ell_mean,ell_std,k_mean,k_std,q_mean,q_std,embedding_wall_sec_mean,embedding_wall_sec_std,clustering_wall_sec_mean,clustering_wall_sec_std,total_method_wall_sec_mean,total_method_wall_sec_std,ARI_true_mean,ARI_true_std,NMI_true_mean,NMI_true_std,F1_macro_true_mean,F1_macro_true_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_small_eigh_sec_mean,rp_small_eigh_sec_std,rp_lift_sec_mean,rp_lift_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,ds_bucket_build_sec_mean,ds_bucket_build_sec_std,ds_draw_and_initial_multiply_sec_mean,ds_draw_and_initial_multiply_sec_std,ds_power_iter_sec_mean,ds_power_iter_sec_std,ds_qr_sec_mean,ds_qr_sec_std,ds_build_core_sec_mean,ds_build_core_sec_std,ds_small_eigh_sec_mean,ds_small_eigh_sec_std,ds_lift_sec_mean,ds_lift_sec_std,ds_num_buckets_mean,ds_num_buckets_std,ds_min_bucket_dim_mean,ds_min_bucket_dim_std,ds_max_bucket_dim_mean,ds_max_bucket_dim_std
0.0,0,0.0,5,Degree-stratified RP,1,15.0,,10.0,,1.0,,0.0007308999920496717,,0.04389719999744557,,0.04462809998949524,,0.2523279067301822,,0.47452517571306685,,0.21011996609811903,,,,,,,,,,,,,,0.0006909000076120719,,0.0001100999943446368,,0.0003482000029180199,,9.729999874252826e-05,,4.630000330507755e-05,,2.750000567175448e-05,,5.390000296756625e-05,,7.599999662488699e-06,,5.0,,2.0,,4.0,
0.0,0,0.0,5,Gaussian RP,1,15.0,,10.0,,1.0,,0.0003298999945400283,,2.1119980000075884,,2.1123279000021284,,0.25225723747721013,,0.4574693361654824,,0.16892661993876568,,2.649999805726111e-05,,7.109998841769993e-05,,8.81000014487654e-05,,3.739999374374747e-05,,8.349999552592635e-05,,1.1399999493733048e-05,,0.0003179999766871333,,,,,,,,,,,,,,,,,,,,,
0.0,mean,4.235294117647059,5,Degree-stratified RP,1,15.0,,10.0,,1.0,,0.0010061000066343695,,0.040604699999676086,,0.041610800006310456,,0.2249324660876141,,0.44412511897927265,,0.18125818604678048,,,,,,,,,,,,,,0.0009561000333633274,,0.00014560000272467732,,0.0005077000096207485,,0.00012370001059025526,,6.500000017695129e-05,,3.460000152699649e-05,,6.900000153109431e-05,,1.0500007192604244e-05,,5.0,,2.0,,4.0,
0.0,mean,4.235294117647059,5,Gaussian RP,1,15.0,,10.0,,1.0,,0.00035089999437332153,,0.04041410000354517,,0.040764999997918494,,0.32054517828052975,,0.5239988202430493,,0.19336749581865412,,2.990000939462334e-05,,5.77000027988106e-05,,0.00011139998969156295,,4.25000034738332e-05,,8.189999789465219e-05,,1.2899996363557875e-05,,0.00033629999961704016,,,,,,,,,,,,,,,,,,,,,
0.5,0,0.0,5,Degree-stratified RP,1,15.0,,10.0,,1.0,,0.0009204999951180071,,0.0402821000025142,,0.041202599997632205,,0.3734916944632941,,0.5282364849640037,,0.17074313460807097,,,,,,,,,,,,,,0.0008775000023888424,,9.600000339560211e-05,,0.0004782999894814566,,0.00012370001059025526,,6.170000415295362e-05,,3.71999922208488e-05,,6.989999383222312e-05,,1.0700008715502918e-05,,5.0,,2.0,,4.0,
0.5,0,0.0,5,Gaussian RP,1,15.0,,10.0,,1.0,,0.00031009998929221183,,0.04038890000083484,,0.04069899999012705,,0.49803207799811033,,0.6094123847375286,,0.21852913956002684,,2.510000194888562e-05,,4.9700000090524554e-05,,0.0001007999962894246,,3.860000288113952e-05,,7.130000449251384e-05,,1.2799995602108538e-05,,0.00029830000130459666,,,,,,,,,,,,,,,,,,,,,
0.5,mean,4.235294117647059,5,Degree-stratified RP,1,15.0,,10.0,,1.0,,0.0007177999941632152,,0.042363600005046465,,0.04308139999920968,,0.25203346909949303,,0.4552372647027836,,0.18133424309894897,,,,,,,,,,,,,,0.0006849000201327726,,0.00010390000534243882,,0.0003482000029180199,,9.580000187270343e-05,,5.020000389777124e-05,,2.920000406447798e-05,,5.0300004659220576e-05,,7.299997378140688e-06,,5.0,,2.0,,4.0,
0.5,mean,4.235294117647059,5,Gaussian RP,1,15.0,,10.0,,1.0,,0.00030840000545140356,,0.04079430000274442,,0.041102700008195825,,0.36892197669862087,,0.5556400130371916,,0.2241915978758084,,2.4299995857290924e-05,,5.230000533629209e-05,,9.31999966269359e-05,,4.120000812690705e-05,,7.419999747071415e-05,,1.200000406242907e-05,,0.0002972000074805692,,,,,,,,,,,,,,,,,,,,,
