rho_n,method,reps,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std,non_random_spectral_sec_mean,spectral_speedup_vs_non_random
16.0,Random sampling,5,6000.0,0.0,6.0,0.0,16.0,0.0,12.0,0.0,8.0,0.0,4.0,0.0,5.333333333333334e-06,0.0,3.5555555555555555e-06,0.0,129506.8,509.09596344893464,774695.6,2891.5035535167544,0.021519322222222182,8.031954315325642e-05,64.7534,0.25454798172447085,96.6,1.9493588689617924,64.85422755555555,0.0,0.0277083526369655,0.0,0.0,0.0,0.8190999999999999,0.0025320172019777263,-3.89152872735005e-05,0.00013237089804080246,0.00112824180700194,0.00015862209958163675,0.8872921250062064,0.03502584747828356,0.16274120002053674,0.023916858150439205,0.08239659157115961,0.015144195533445893,0.0002560415770858465,0.0003932856178103256,0.32509824160952117,0.030521999474062957,0.40775274180341514,0.037823825089701515,0.00453092483803624,0.0007628353226540112,1.4577841997845098,0.024430318999365305,,,,,,,0.01361006656661624,0.0006396091148182238,117122.4,545.5816162592004,,,,,,,,,,,1.423182821909424,0.004203899579102435,1.2368161368777322,0.0014223388168499833,0.522427683416754,1.2812364696952196
16.0,CountSketch RP,5,6000.0,0.0,6.0,0.0,16.0,0.0,12.0,0.0,8.0,0.0,4.0,0.0,5.333333333333334e-06,0.0,3.5555555555555555e-06,0.0,129506.8,509.09596344893464,774695.6,2891.5035535167544,0.021519322222222182,8.031954315325642e-05,64.7534,0.25454798172447085,96.6,1.9493588689617924,64.85422755555555,0.0,0.0277083526369655,0.0,0.0,0.0,0.8188000000000001,0.0048910348825398995,0.00018499935326015998,0.0005339983183548965,0.0014630978312973602,0.0008442736597376612,0.8872921250062064,0.03502584747828356,0.16274120002053674,0.023916858150439205,0.052085366798564736,0.019422250818620493,0.0004343336215242201,0.00021073028020334011,0.4004745081532747,0.02938918205552426,0.45299604958854617,0.03654950624090014,0.00329825002700086,0.00030689795630319574,1.5030275336001069,0.0497685406081252,,,,,,,,,,,0.00598594157490872,0.0008693882417664096,0.014899158198386381,0.003369203960942164,0.017327908379957038,0.012051609102187917,0.01185520838480438,0.004393522620359765,36.0,0.0,0.8394577828668016,0.03701685178510921,0.39005368330821144,0.0002965763237435307,0.522427683416754,1.153272051469924
32.0,Non-random eigsh,5,6000.0,0.0,6.0,0.0,32.0,0.0,11.414213562373096,0.0,8.585786437626904,0.0,2.8284271247461916,0.0,1.0145967610998308e-05,0.0,7.63181016677947e-06,0.0,277198.4,500.424120122123,1631235.6,2690.335443769052,0.04531209999999994,7.473154010468976e-05,138.5992,0.2502120600610621,183.8,4.3243496620879265,138.55721434244012,0.0,0.0277083526369655,0.0,0.0,0.0,0.8165333333333333,0.0029188087372153037,0.0002833163189906034,0.0002250678389821985,0.00156075646707448,0.0003093044927227795,1.8717482582200318,0.041873977137298166,0.3550617663888261,0.014662670911582467,0.3012199166463688,0.0471112573967532,7.810837123543025e-05,3.18847982430693e-06,0.40954845838714393,0.047319768305749264,0.7108478581765667,0.07921064584749658,0.00336794999893748,0.0005002849454520539,2.937656508013606,0.1160907012973612,,,,,,,,,,,,,,,,,,,,,1.0,5.117875266520903e-16,0.4144133552454452,8.486049144564665e-05,0.7108478581765667,1.0
32.0,Gaussian RP,5,6000.0,0.0,6.0,0.0,32.0,0.0,11.414213562373096,0.0,8.585786437626904,0.0,2.8284271247461916,0.0,1.0145967610998308e-05,0.0,7.63181016677947e-06,0.0,277198.4,500.424120122123,1631235.6,2690.335443769052,0.04531209999999994,7.473154010468976e-05,138.5992,0.2502120600610621,183.8,4.3243496620879265,138.55721434244012,0.0,0.0277083526369655,0.0,0.0,0.0,0.8215,0.001957890020745101,-0.00014019008882370316,0.00012899725105216102,0.0009736430477586,0.0001789503484035044,1.8717482582200318,0.041873977137298166,0.3550617663888261,0.014662670911582467,0.06649844162166116,0.003691568670506829,0.00028623319230967995,0.00010304363550706395,0.4590604247990996,0.01430649172540749,0.5258465914288536,0.013117709142851106,0.00371375018730754,0.0006473084994974308,2.7526551242219286,0.043371593123125315,0.03599156683776522,0.0012444209283072104,0.008808191609568819,0.004363196930158909,0.019365775003097878,0.004224662673052636,,,,,,,,,,,,,,,0.8709355260665109,0.017892310988636962,0.36320811541378756,0.00019127437948425317,0.7108478581765667,1.3518160424792705
32.0,Random sampling,5,6000.0,0.0,6.0,0.0,32.0,0.0,11.414213562373096,0.0,8.585786437626904,0.0,2.8284271247461916,0.0,1.0145967610998308e-05,0.0,7.63181016677947e-06,0.0,277198.4,500.424120122123,1631235.6,2690.335443769052,0.04531209999999994,7.473154010468976e-05,138.5992,0.2502120600610621,183.8,4.3243496620879265,138.55721434244012,0.0,0.0277083526369655,0.0,0.0,0.0,0.8232333333333333,0.002451190187099613,-4.220379044888725e-05,0.00014472137678132936,0.0013287835185054001,0.0005019669317074563,1.8717482582200318,0.041873977137298166,0.3550617663888261,0.014662670911582467,0.17992579156998542,0.019377083929704397,9.470819495615876e-05,2.6024201558701316e-05,0.3383446749998257,0.03746495276667423,0.5183672834187746,0.03042805611006382,0.00386699999216938,0.000357439518424957,2.7451751993736253,0.02791228662313551,,,,,,,0.02969924202188844,0.002457493632198793,245640.0,507.6332337426302,,,,,,,,,,,1.4163397704210996,0.0018713572810853053,1.195082484359562,0.00039781062535140327,0.7108478581765667,1.3713208393252172
32.0,CountSketch RP,5,6000.0,0.0,6.0,0.0,32.0,0.0,11.414213562373096,0.0,8.585786437626904,0.0,2.8284271247461916,0.0,1.0145967610998308e-05,0.0,7.63181016677947e-06,0.0,277198.4,500.424120122123,1631235.6,2690.335443769052,0.04531209999999994,7.473154010468976e-05,138.5992,0.2502120600610621,183.8,4.3243496620879265,138.55721434244012,0.0,0.0277083526369655,0.0,0.0,0.0,0.82,0.0013281147875424553,0.00013211407579305138,0.00014121183929119996,0.0013628777161920202,0.00020882824052338966,1.8717482582200318,0.041873977137298166,0.3550617663888261,0.014662670911582467,0.061862400197423936,0.006204481683029803,0.00046254142653192004,0.0002927260272121893,0.36714337461162355,0.029386304293654363,0.42947008318733426,0.025193959859757812,0.0039200332248583,0.00039392351927811824,2.6562783408444375,0.04996403945781157,,,,,,,,,,,0.00752560838591302,0.00046754651294082756,0.02478608319070186,0.0010073753796820207,0.0063173249829560005,0.0034832536932279975,0.019371949974447418,0.003358703246766225,36.0,0.0,0.8799750383521913,0.018351204299754988,0.36325176499050066,0.00016031679079151487,0.7108478581765667,1.6551743322863675
64.0,Non-random eigsh,5,6000.0,0.0,6.0,0.0,64.0,0.0,11.0,0.0,9.0,0.0,2.0,0.0,1.955555555555555e-05,0.0,1.6e-05,0.0,579687.4,983.6802325959408,3321432.0,5516.358944086242,0.09226199999999998,0.00015323219289127527,289.8437,0.491840116297989,360.2,8.408329203831164,289.628464,0.0,0.0277083526369655,0.0,0.0,0.0,0.8179000000000001,0.004888478518130355,0.00015138082420052738,0.00019257425280699825,0.00137090075388828,0.0002536807895886807,4.215025725006126,0.12758546009684751,0.8660660416120664,0.0428863029015647,0.6813667329959572,0.0373989506066406,0.0001799084478989178,0.00018820319539698832,0.3762439081678167,0.048209106463588995,1.057792600011453,0.07369737836274357,0.00342217497527594,0.00035779009072243854,6.138882316229865,0.1809481287880971,,,,,,,,,,,,,,,,,,,,,0.9999999999999998,3.1401849173675503e-16,0.38896152824689356,6.58131986063613e-05,1.057792600011453,1.0
64.0,Gaussian RP,5,6000.0,0.0,6.0,0.0,64.0,0.0,11.0,0.0,9.0,0.0,2.0,0.0,1.955555555555555e-05,0.0,1.6e-05,0.0,579687.4,983.6802325959408,3321432.0,5516.358944086242,0.09226199999999998,0.00015323219289127527,289.8437,0.491840116297989,360.2,8.408329203831164,289.628464,0.0,0.0277083526369655,0.0,0.0,0.0,0.8185333333333332,0.0018870906472957184,9.920485244905323e-05,0.00019493183516317578,0.0012941140947838,0.0002714708176709446,4.215025725006126,0.12758546009684751,0.8660660416120664,0.0428863029015647,0.12873474999796594,0.00741500261375307,0.00046104143839322003,0.0003298814429761476,0.4246248081792146,0.032327087131278485,0.5538228166056797,0.03171831579604788,0.00336785877589132,0.00048402857152121995,5.634912366233766,0.1331448240149335,0.0783646499505266,0.006247723977717748,0.006670374772511381,0.0032006715396308634,0.041775174788199324,0.0054330631308317015,,,,,,,,,,,,,,,0.8507697449017604,0.04544527987772585,0.34890653171745567,0.00014141912637209922,1.057792600011453,1.9099837859598308
64.0,Random sampling,5,6000.0,0.0,6.0,0.0,64.0,0.0,11.0,0.0,9.0,0.0,2.0,0.0,1.955555555555555e-05,0.0,1.6e-05,0.0,579687.4,983.6802325959408,3321432.0,5516.358944086242,0.09226199999999998,0.00015323219289127527,289.8437,0.491840116297989,360.2,8.408329203831164,289.628464,0.0,0.0277083526369655,0.0,0.0,0.0,0.8229333333333333,0.0017622586517181949,6.957310452443912e-05,0.0001085668295264121,0.0019336288838416398,0.00046917250145735775,4.215025725006126,0.12758546009684751,0.8660660416120664,0.0428863029015647,0.35667510819621384,0.03922215175659905,0.0001403999980538988,6.678208017835081e-05,0.3132233250187709,0.027214423930301327,0.6700408748118207,0.04655206893314269,0.00338319998700166,0.00025344458974990285,5.751130599831231,0.11597966101234668,,,,,,,0.058353483187966015,0.0019095746394946023,499160.6,710.2554470048074,,,,,,,,,,,1.4139673534216262,0.0074965700926028075,1.1690745309922397,0.0010247633953361136,1.057792600011453,1.5786986134368763
64.0,CountSketch RP,5,6000.0,0.0,6.0,0.0,64.0,0.0,11.0,0.0,9.0,0.0,2.0,0.0,1.955555555555555e-05,0.0,1.6e-05,0.0,579687.4,983.6802325959408,3321432.0,5516.358944086242,0.09226199999999998,0.00015323219289127527,289.8437,0.491840116297989,360.2,8.408329203831164,289.628464,0.0,0.0277083526369655,0.0,0.0,0.0,0.8199333333333334,0.0017021228575582082,2.1027080889417076e-05,0.00015586689395926016,0.00120942240771526,0.00021656389427454113,4.215025725006126,0.12758546009684751,0.8660660416120664,0.0428863029015647,0.1155607416061684,0.010415759818215273,0.0007210586220025401,0.0005074251664013211,0.32121642502024766,0.023689564097878844,0.43750019976869226,0.031166422922167574,0.00403782518114888,0.0007724263511149272,5.518589991866611,0.14516091751994883,,,,,,,,,,,0.01110433323774484,0.0012582422655924728,0.051440383400767974,0.003692816583460706,0.007848825212568,0.003075886767252029,0.04305052496492858,0.007173153158434656,36.0,0.0,0.8695824336873418,0.011408054459471993,0.34912310873410746,0.0001471324336629273,1.057792600011453,2.417810553162516
128.0,Non-random eigsh,5,6000.0,0.0,6.0,0.0,128.0,0.0,10.707106781186548,0.0,9.292893218813452,0.0,1.4142135623730958,0.0,3.806971299977439e-05,0.0,3.304139811133672e-05,0.0,1193324.8,1554.462029127756,6499302.4,7692.6062423601925,0.18053617777777772,0.00021368350673222996,596.6623999999999,0.7772310145638943,686.4,3.781534080237805,596.9544464626581,0.0,0.0277083526369655,0.0,0.0,0.0,0.8179333333333332,0.002770379035438997,0.00031013570522965333,0.0004459944368922624,0.00160315818264154,0.0006335266123926854,8.590166125027462,0.2622334512677899,1.6856792832026257,0.06937141828047219,1.3263128999853506,0.26997280815350194,0.00029299184679981553,0.0003335326030621128,0.3634872083785012,0.055960481040614025,1.6900960665894673,0.30362034669764076,0.0037746249698102003,0.001151472770749235,11.96593850844074,0.31775897463759323,,,,,,,,,,,,,,,,,,,,,1.0000000000000007,5.20740757162067e-16,0.3718871188066107,7.726673898150713e-05,1.6900960665894673,1.0
128.0,Gaussian RP,5,6000.0,0.0,6.0,0.0,128.0,0.0,10.707106781186548,0.0,9.292893218813452,0.0,1.4142135623730958,0.0,3.806971299977439e-05,0.0,3.304139811133672e-05,0.0,1193324.8,1554.462029127756,6499302.4,7692.6062423601925,0.18053617777777772,0.00021368350673222996,596.6623999999999,0.7772310145638943,686.4,3.781534080237805,596.9544464626581,0.0,0.0277083526369655,0.0,0.0,0.0,0.8204,0.0013260216187277352,-2.708885159586554e-05,9.257962542292562e-05,0.00112779991591126,0.0001339475038185589,8.590166125027462,0.2622334512677899,1.6856792832026257,0.06937141828047219,0.2234418413834646,0.01635726767047055,0.00023757521994410003,0.0001064241792046901,0.4173407749971375,0.046297158022203605,0.6410215667914599,0.052690851822837476,0.0043625920079648,0.0010023037636958652,10.916865599830635,0.2675019341741086,0.14721902480814603,0.008024061866302043,0.00489246656652534,0.0015894029441887638,0.06893834162037818,0.0072938584629690635,,,,,,,,,,,,,,,0.8684729949494224,0.03974682906619107,0.3416456984070592,9.58826875955107e-05,1.6900960665894673,2.6365666213837344
128.0,Random sampling,5,6000.0,0.0,6.0,0.0,128.0,0.0,10.707106781186548,0.0,9.292893218813452,0.0,1.4142135623730958,0.0,3.806971299977439e-05,0.0,3.304139811133672e-05,0.0,1193324.8,1554.462029127756,6499302.4,7692.6062423601925,0.18053617777777772,0.00021368350673222996,596.6623999999999,0.7772310145638943,686.4,3.781534080237805,596.9544464626581,0.0,0.0277083526369655,0.0,0.0,0.0,0.8220333333333333,0.0018686001890898401,5.971908719682177e-05,2.936044041734495e-05,0.00154133294592962,0.0004436216000605593,8.590166125027462,0.2622334512677899,1.6856792832026257,0.06937141828047219,0.7308965000091121,0.045705375596833235,0.0001952003920450583,0.0001301167827027977,0.2991579497698694,0.0252431919021565,1.0302518747979774,0.05004315667980065,0.0037009081803261595,0.0009466476557357863,11.306095058401116,0.3244105122529135,,,,,,,0.1146759666036814,0.009399332537451338,975345.0,1595.2368162752516,,,,,,,,,,,1.4098062664774766,0.0009894150647369675,1.1521074174293715,0.00011092857010141897,1.6900960665894673,1.6404688095528863
