model,n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
4,200,3,Random Projection,0.016771417000000177,0.0012580830000001875,0.01211504200000002,0.00010595799999979505,0.0004452500000002857,0.00027454200000009976,8.262500000011386e-05,0.00010683299999980633,0.0002644999999996678,6.040999999790131e-06,0.015481834000000028,0.016771417000000177,0.016767582999999586,3.834000000590976e-06,0.030144542000000385,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,3,Random Sampling,0.023691665999999945,0.0012580830000001875,0.012083125000000194,,,,,,,,,0.023691665999999945,0.023688708000000336,2.9579999996087736e-06,0.037032874000000326,0.00029191700000019694,0.00030929100000021137,0.009187165999999802,5.179200000027251e-05,0.00014149999999979457,0.013707042000000058,,,,,,,,,,,,,,,,,,,,
4,200,3,Non-random,0.03185966699999998,0.0012580830000001875,0.012109124999999832,,,,,,,,,0.03185966699999998,0.031856499999999954,3.167000000026121e-06,0.045226875,,,,,,,0.017733040999999616,0.014108500000000301,1.4959000000036582e-05,,,,,,,,,,,,,,,,,
4,200,3,CountSketch,0.01670883299999959,0.0012580830000001875,0.011462333000000324,,,,,,,,,0.01670883299999959,0.016946169000000122,0.0,0.0294292490000001,,,,,,,,,,5.26669999998397e-05,0.00026895900000001305,0.00026895900000001305,0.00043691700000003664,0.0005323340000003007,0.0001373340000001555,0.00036883300000001285,0.00034124999999995964,1.6082999999778025e-05,0.014522833000000013,,,,,,,
4,200,3,SIGN Bidirectional,0.016356958000000255,0.0012580830000001875,0.013454625000000053,,,,,,,,,0.016356958000000255,0.016347375000000053,9.583000000201736e-06,0.031069666000000495,,,,,,,,,,,,,,,,,,,,3.741700000015058e-05,0.001434833999999885,0.00037704199999977206,0.0001923750000001334,0.0003338330000000056,5.583000000086713e-06,0.01396629100000002
4,200,4,Random Projection,0.014508291999999923,0.0009437079999998765,0.011615665999999969,3.6750000000029814e-05,0.00041366600000003473,0.0002726250000000263,0.00016204199999991786,0.00045408299999971646,0.0002899580000002011,6.1659999999186255e-06,0.012866874999999833,0.014508291999999923,0.014502164999999678,6.127000000244465e-06,0.027067665999999768,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,4,Random Sampling,0.02399691699999984,0.0009437079999998765,0.010937999999999892,,,,,,,,,0.02399691699999984,0.023993749000000175,3.1679999996647723e-06,0.03587862499999961,0.00023891700000033822,0.0002587080000000519,0.008179750000000041,5.070800000028797e-05,5.129099999967579e-05,0.01521437499999978,,,,,,,,,,,,,,,,,,,,
4,200,4,Non-random,0.030143832999999898,0.0009437079999998765,0.01214729200000031,,,,,,,,,0.030143832999999898,0.030140834000000005,2.9989999998925043e-06,0.043234833000000084,,,,,,,0.017918958999999735,0.012068333000000209,0.00015354200000006202,,,,,,,,,,,,,,,,,
4,200,4,CountSketch,0.015630583000000087,0.0009437079999998765,0.010831749999999918,,,,,,,,,0.015630583000000087,0.015865706000000035,0.0,0.02740604099999988,,,,,,,,,,4.895799999982131e-05,0.0002595409999996967,0.0002595409999996967,0.00034208300000004854,0.0002792500000001752,0.0001029579999998198,0.00010500000000002174,0.00030725000000009217,1.8167000000346434e-05,0.014142958000000316,,,,,,,
4,200,4,SIGN Bidirectional,0.016668291999999862,0.0009437079999998765,0.011983625000000053,,,,,,,,,0.016668291999999862,0.016664375000000398,3.916999999464821e-06,0.029595624999999792,,,,,,,,,,,,,,,,,,,,3.72500000000997e-05,0.0013512920000002815,0.00039366699999998644,8.570800000029521e-05,0.00023995799999987355,5.4999999998806e-06,0.01455099999999998
4,200,5,Random Projection,0.014734666999999924,0.0011938329999998665,0.01050175000000042,3.6791999999952196e-05,0.00037300000000017874,0.0002647909999997644,8.616599999999863e-05,9.900000000007125e-05,0.00025629100000035265,5.7500000001375895e-06,0.013608582999999896,0.014734666999999924,0.014730373000000352,4.293999999571696e-06,0.02643025000000021,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,5,Random Sampling,0.022895584000000024,0.0011938329999998665,0.010882833000000147,,,,,,,,,0.022895584000000024,0.022892956999999825,2.627000000199331e-06,0.03497225000000004,0.0002373329999998397,0.00026658300000015345,0.009996042000000038,4.866600000008603e-05,4.991699999967736e-05,0.01229441600000003,,,,,,,,,,,,,,,,,,,,
4,200,5,Non-random,0.028701959000000166,0.0011938329999998665,0.011353833000000257,,,,,,,,,0.028701959000000166,0.028700166999999333,1.7920000008331272e-06,0.04124962500000029,,,,,,,0.016341124999999845,0.012345791999999634,1.3249999999853657e-05,,,,,,,,,,,,,,,,,
4,200,5,CountSketch,0.015810207999999992,0.0011938329999998665,0.011122708999999897,,,,,,,,,0.015810207999999992,0.016047583999999393,0.0,0.028126749999999756,,,,,,,,,,5.2207999999609456e-05,0.00027195799999990555,0.00027195799999990555,0.00033087499999995273,0.00028129199999993304,0.00010799999999999699,9.725000000004869e-05,0.00025195899999985727,5.999999999950489e-06,0.014376084000000233,,,,,,,
4,200,5,SIGN Bidirectional,0.014400082999999952,0.0011938329999998665,0.010177416999999966,,,,,,,,,0.014400082999999952,0.014395251000000275,4.831999999677095e-06,0.025771332999999785,,,,,,,,,,,,,,,,,,,,5.866699999979019e-05,0.001525125000000127,0.000350207999999963,9.216700000003186e-05,0.00025783400000012335,5.583000000086713e-06,0.012105667000000153
4,200,6,Random Projection,0.013876875000000233,0.0008829579999996007,0.011015540999999907,3.487499999987875e-05,0.0004142499999999494,0.00045858300000034546,0.00010195900000020686,0.00015212500000005846,0.0002159580000000716,1.0624999999819806e-05,0.01248195799999996,0.013876875000000233,0.01387033300000029,6.54199999994276e-06,0.02577537399999974,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,6,Random Sampling,0.02305500000000027,0.0008829579999996007,0.010601209000000278,,,,,,,,,0.02305500000000027,0.02305016699999962,4.833000000648013e-06,0.03453916700000015,0.00023012499999985891,0.0002586249999998458,0.008969458000000152,0.00023012499999985891,0.00023329199999988504,0.01312854200000002,,,,,,,,,,,,,,,,,,,,
4,200,6,Non-random,0.028447749999999772,0.0008829579999996007,0.011471624999999985,,,,,,,,,0.028447749999999772,0.028446165999999717,1.5840000000544308e-06,0.04080233299999936,,,,,,,0.01571216700000022,0.012720415999999624,1.3582999999872669e-05,,,,,,,,,,,,,,,,,
4,200,6,CountSketch,0.016113083000000028,0.0008829579999996007,0.010905750000000047,,,,,,,,,0.016113083000000028,0.016367208000000577,0.0,0.027901790999999676,,,,,,,,,,5.5375000000079666e-05,0.00027795799999985604,0.00027795799999985604,0.00037662500000035237,0.00027354100000032133,9.933300000009027e-05,0.0001020000000000465,0.00024391700000014893,5.583999999725364e-06,0.0146549170000001,,,,,,,
4,200,6,SIGN Bidirectional,0.015444292000000193,0.0008829579999996007,0.010851874999999733,,,,,,,,,0.015444292000000193,0.01543608299999999,8.209000000203304e-06,0.027179124999999527,,,,,,,,,,,,,,,,,,,,3.74999999999126e-05,0.001343832999999961,0.000343416999999846,0.0001764170000000398,0.00029737500000015515,6.4580000000979965e-06,0.013231082999999977
4,200,7,Random Projection,0.013402042000000058,0.0008710000000000662,0.010439540999999775,3.379099999989421e-05,0.0003749170000002522,0.0002650829999999438,0.00012687499999985974,0.00011370899999985085,0.00024095800000001333,5.291999999990082e-06,0.012238041000000255,0.013402042000000058,0.013398666000000059,3.3759999999993795e-06,0.0247125829999999,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,7,Random Sampling,0.022420333000000348,0.0008710000000000662,0.011578291999999824,,,,,,,,,0.022420333000000348,0.022408749000000228,1.1584000000119943e-05,0.03486962500000024,0.0002317080000002747,0.0002620000000002065,0.008162999999999698,0.00015287499999994125,0.00013708299999981577,0.013462083000000291,,,,,,,,,,,,,,,,,,,,
4,200,7,Non-random,0.03321916699999994,0.0008710000000000662,0.011137625000000373,,,,,,,,,0.03321916699999994,0.03321720799999994,1.958999999995825e-06,0.04522779200000038,,,,,,,0.01740308300000004,0.015787875000000007,2.6249999999894413e-05,,,,,,,,,,,,,,,,,
4,200,7,CountSketch,0.014603709000000187,0.0008710000000000662,0.011014916999999791,,,,,,,,,0.014603709000000187,0.014836542999999036,0.0,0.026489626000000044,,,,,,,,,,4.758300000018423e-05,0.0002567919999996171,0.0002567919999996171,0.000347416999999961,0.00044370800000015365,8.695899999988654e-05,9.924999999988415e-05,0.00025091600000015646,6.458999999736648e-06,0.01304066699999984,,,,,,,
4,200,7,SIGN Bidirectional,0.018859332999999978,0.0008710000000000662,0.011042457999999922,,,,,,,,,0.018859332999999978,0.018853124000000054,6.208999999923748e-06,0.030772790999999966,,,,,,,,,,,,,,,,,,,,3.829100000007912e-05,0.0013687500000001407,0.00046720899999996846,0.00010916700000018764,0.00028237499999983484,5.790999999977231e-06,0.016581540999999866
4,200,8,Random Projection,0.015597500000000153,0.0009330830000000567,0.011725541999999756,3.479100000003399e-05,0.0004264170000003453,0.00045387500000027003,0.00012575000000003556,0.0001382919999999288,0.00026741600000024235,6.500000000020378e-06,0.014139083999999968,0.015597500000000153,0.015592125000000845,5.374999999308017e-06,0.028256124999999965,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,8,Random Sampling,0.020818250000000038,0.0009330830000000567,0.011356124999999828,,,,,,,,,0.020818250000000038,0.02081416500000044,4.084999999598438e-06,0.03310745799999992,0.00024583300000013963,0.0003114580000000977,0.0069236660000000505,5.7958000000191134e-05,6.249999999985434e-05,0.013212750000000106,,,,,,,,,,,,,,,,,,,,
4,200,8,Non-random,0.03271604199999967,0.0009330830000000567,0.011983166999999906,,,,,,,,,0.03271604199999967,0.03271279100000024,3.2509999994267957e-06,0.04563229199999963,,,,,,,0.017831416000000377,0.01486608399999989,1.5290999999972854e-05,,,,,,,,,,,,,,,,,
4,200,8,CountSketch,0.015243209000000313,0.0009330830000000567,0.010815833000000552,,,,,,,,,0.015243209000000313,0.015511832000001391,0.0,0.02699212500000092,,,,,,,,,,6.462500000026239e-05,0.00029895800000012684,0.00029895800000012684,0.00033354199999990897,0.00028529200000004806,0.00010558299999985366,0.00013708300000025986,0.0003532500000003047,5.666000000292826e-06,0.013628875000000207,,,,,,,
4,200,8,SIGN Bidirectional,0.015568542000000463,0.0009330830000000567,0.010721375000000144,,,,,,,,,0.015568542000000463,0.01556450000000087,4.041999999593315e-06,0.027223000000000663,,,,,,,,,,,,,,,,,,,,3.7833000000375705e-05,0.0013681249999999423,0.00035600000000002296,0.00010333300000020529,0.0002442920000005344,5.666999999931477e-06,0.013449249999999857
4,200,9,Random Projection,0.01284566700000056,0.0008824159999996084,0.010539249999999889,3.475000000019435e-05,0.00036204199999989584,0.00026083300000045995,8.833399999996772e-05,0.00011304099999964734,0.00024524999999986363,6.332999999969502e-06,0.01173116600000057,0.01284566700000056,0.012841749000000569,3.91799999999165e-06,0.024267333000000058,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,9,Random Sampling,0.022526499999999672,0.0008824159999996084,0.011110291000000494,,,,,,,,,0.022526499999999672,0.022523542000000063,2.9579999996087736e-06,0.034519206999999774,0.0003383330000001905,0.00028933299999955864,0.009461083999999786,4.8792000000297264e-05,4.887500000005929e-05,0.012337125000000171,,,,,,,,,,,,,,,,,,,,
4,200,9,Non-random,0.029925666999999656,0.0008824159999996084,0.010838290999999778,,,,,,,,,0.029925666999999656,0.029921749000000553,3.917999999103472e-06,0.04164637399999904,,,,,,,0.017243083000000325,0.012665000000000148,1.3666000000078782e-05,,,,,,,,,,,,,,,,,
4,200,9,CountSketch,0.013410332999999497,0.0008824159999996084,0.010421292000000193,,,,,,,,,0.013410332999999497,0.013644123999999813,0.0,0.024714040999999298,,,,,,,,,,4.6958000000429934e-05,0.00026216599999973056,0.00026216599999973056,0.0002936250000002971,0.00027062499999974676,8.475000000007782e-05,0.00010137499999984811,0.00024754200000032256,5.9169999993002875e-06,0.01206900000000033,,,,,,,
4,200,9,SIGN Bidirectional,0.017065000000000552,0.0008824159999996084,0.010840417000000713,,,,,,,,,0.017065000000000552,0.017060083999999698,4.916000000854126e-06,0.028787833000000873,,,,,,,,,,,,,,,,,,,,3.845899999976865e-05,0.0013963750000005604,0.00040991699999981535,0.00011083299999992136,0.0002627500000000893,7.29199999938146e-06,0.014834458000000161
4,200,10,Random Projection,0.014503249999999746,0.0011903329999993773,0.011140124999999834,3.574999999944595e-05,0.00037033400000030525,0.00027108300000033836,0.00011645799999993045,0.00010020800000010155,0.00022441600000000506,5.707999999771118e-06,0.013375458999999701,0.014503249999999746,0.014499415999999599,3.834000000146887e-06,0.026833707999998957,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,10,Random Sampling,0.021898333000000214,0.0011903329999993773,0.01028687500000025,,,,,,,,,0.021898333000000214,0.021895375000000605,2.9579999996087736e-06,0.03337554099999984,0.00024454100000070866,0.00026475000000036886,0.008443916000000051,4.9584000000102435e-05,5.041699999974725e-05,0.012842166999999627,,,,,,,,,,,,,,,,,,,,
4,200,10,Non-random,0.02830075000000054,0.0011903329999993773,0.01112066700000014,,,,,,,,,0.02830075000000054,0.028298208999999908,2.5410000006331757e-06,0.04061175000000006,,,,,,,0.015589249999999666,0.012680709000000512,2.824999999972988e-05,,,,,,,,,,,,,,,,,
4,200,10,CountSketch,0.013211082999999846,0.0011903329999993773,0.010498000000000118,,,,,,,,,0.013211082999999846,0.01345633100000132,0.0,0.02489941599999934,,,,,,,,,,5.129200000020262e-05,0.0002687080000001174,0.0002687080000001174,0.00027883400000039416,0.0002739580000001851,8.441599999997607e-05,0.00010545800000016925,0.00027291600000012295,5.999999999950489e-06,0.011846041000000085,,,,,,,
4,200,10,SIGN Bidirectional,0.015326082999999713,0.0011903329999993773,0.010338916000000253,,,,,,,,,0.015326082999999713,0.015322083000000042,3.9999999996709334e-06,0.026855331999999343,,,,,,,,,,,,,,,,,,,,3.737499999978411e-05,0.001306666999999706,0.00038433300000040305,9.845800000007898e-05,0.0002278340000003709,5.458000000402308e-06,0.013261957999999296
4,200,11,Random Projection,0.012759292000000144,0.0008796249999996064,0.010459749999999879,3.4708000000271966e-05,0.0003452079999997082,0.00026170800000002714,9.154199999983348e-05,9.187499999985249e-05,0.00024183399999966326,5.374999999752106e-06,0.011683708999999709,0.012759292000000144,0.012755958999998818,3.333000001326525e-06,0.02409866699999963,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,11,Random Sampling,0.021166874999999585,0.0008796249999996064,0.010792332999999488,,,,,,,,,0.021166874999999585,0.021163957999999816,2.916999999769132e-06,0.03283883299999868,0.00022070799999962532,0.0002690000000002968,0.006349792000000853,4.808299999936594e-05,4.925000000000068e-05,0.014227124999999674,,,,,,,,,,,,,,,,,,,,
4,200,11,Non-random,0.03175424999999965,0.0008796249999996064,0.010977374999999512,,,,,,,,,0.03175424999999965,0.03175058500000105,3.6649999985982618e-06,0.04361124999999877,,,,,,,0.01744279200000065,0.01429345900000012,1.4334000000282288e-05,,,,,,,,,,,,,,,,,
4,200,11,CountSketch,0.01404566699999954,0.0008796249999996064,0.009985667000000475,,,,,,,,,0.01404566699999954,0.01427879000000054,0.0,0.02491095899999962,,,,,,,,,,4.891599999989893e-05,0.00025729100000049243,0.00025729100000049243,0.0003113329999999692,0.00027320799999941414,0.00010291699999953607,0.00010170799999986713,0.00032170900000050295,3.795800000006011e-05,0.012566459000000307,,,,,,,
4,200,11,SIGN Bidirectional,0.01575666699999978,0.0008796249999996064,0.010947583000000094,,,,,,,,,0.01575666699999978,0.015752335000000173,4.331999999607206e-06,0.02758387499999948,,,,,,,,,,,,,,,,,,,,3.579100000017377e-05,0.0013590839999997328,0.0004035000000000011,0.00012933400000036954,0.0002634999999999721,5.666999999931477e-06,0.013555458999999992
4,200,12,Random Projection,0.014641791999999931,0.0011238750000002184,0.010692374999999643,3.845800000057409e-05,0.0003877909999996376,0.00039883399999940394,8.833299999988498e-05,9.858299999976339e-05,0.0002665000000003914,1.412499999986494e-05,0.013342415999999524,0.014641791999999931,0.014635039999999044,6.752000000886937e-06,0.026458041999999793,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,12,Random Sampling,0.02041137500000012,0.0011238750000002184,0.011500791000000454,,,,,,,,,0.02041137500000012,0.02040566599999938,5.709000000742037e-06,0.03303604100000079,0.00023262499999976427,0.0002590409999996268,0.0069928749999998985,0.00011100000000041632,8.96670000001265e-05,0.012720457999999546,,,,,,,,,,,,,,,,,,,,
4,200,12,Non-random,0.029158084000000528,0.0011238750000002184,0.010805915999999804,,,,,,,,,0.029158084000000528,0.02915554099999973,2.5430000007986564e-06,0.04108787500000055,,,,,,,0.016418083999999666,0.012722790999999845,1.466600000021856e-05,,,,,,,,,,,,,,,,,
4,200,12,CountSketch,0.016795458000000707,0.0011238750000002184,0.010572707999999764,,,,,,,,,0.016795458000000707,0.017022292000001826,0.0,0.02849204100000069,,,,,,,,,,4.525000000032975e-05,0.0002474580000004778,0.0002474580000004778,0.00027645800000009046,0.0002667920000005708,9.870899999953053e-05,0.00010133300000081391,0.00023079199999997968,5.666999999931477e-06,0.015502374999999624,,,,,,,
4,200,12,SIGN Bidirectional,0.01724058300000042,0.0011238750000002184,0.011504208999999932,,,,,,,,,0.01724058300000042,0.017234376000000218,6.207000000202356e-06,0.02986866700000057,,,,,,,,,,,,,,,,,,,,3.7541999999390896e-05,0.0017819169999997442,0.0004144580000007281,0.00012608399999969322,0.00024958300000044176,5.50000000032469e-06,0.014619291999999895
4,200,13,Random Projection,0.01681237499999977,0.0010845000000001548,0.010925874999999863,3.683400000031867e-05,0.00035625000000027995,0.0004135830000002727,8.541700000019858e-05,9.758299999962361e-05,0.00024629099999984305,9.9169999998594e-06,0.0155614169999998,0.01681237499999977,0.016807292000000196,5.082999999572735e-06,0.028822749999999786,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,13,Random Sampling,0.02284633399999958,0.0010845000000001548,0.010970207999999815,,,,,,,,,0.02284633399999958,0.02284312500000052,3.2089999990603246e-06,0.03490104199999955,0.0002513750000003867,0.0002680420000000794,0.008157041000000476,4.974999999962648e-05,5.104199999994563e-05,0.014065875000000005,,,,,,,,,,,,,,,,,,,,
4,200,13,Non-random,0.0330109580000002,0.0010845000000001548,0.011525374999999727,,,,,,,,,0.0330109580000002,0.033008750000000475,2.2079999997259847e-06,0.04562083300000008,,,,,,,0.01751820899999945,0.015475750000000232,1.4791000000791144e-05,,,,,,,,,,,,,,,,,
4,200,13,CountSketch,0.017372584000000302,0.0010845000000001548,0.010462333000000434,,,,,,,,,0.017372584000000302,0.017628751000000165,0.0,0.02891941700000089,,,,,,,,,,5.858300000038952e-05,0.0002812090000006151,0.0002812090000006151,0.0002936670000002195,0.00027870799999973883,8.024999999989291e-05,9.258399999989564e-05,0.00024012499999948034,5.832999999455524e-06,0.016016582999999862,,,,,,,
4,200,13,SIGN Bidirectional,0.018028375000000096,0.0010845000000001548,0.011257542000000065,,,,,,,,,0.018028375000000096,0.018023875000001688,4.499999998408555e-06,0.030370417000000316,,,,,,,,,,,,,,,,,,,,3.76250000000411e-05,0.001368583000000534,0.00036300000000011323,9.870800000033597e-05,0.00022720900000017252,5.666999999931477e-06,0.01592308300000056
4,200,14,Random Projection,0.015387125000000168,0.0009619589999996236,0.011363750000000117,3.5124999999247564e-05,0.0004338330000006607,0.00027562500000044565,9.995799999984456e-05,0.00010508299999933968,0.00024925000000042274,5.666999999931477e-06,0.01417804199999928,0.015387125000000168,0.015382582999999173,4.542000000995472e-06,0.02771283399999991,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,14,Random Sampling,0.023881083000000025,0.0009619589999996236,0.010794458999999534,,,,,,,,,0.023881083000000025,0.023876705000001053,4.377999998972371e-06,0.03563750099999918,0.00025058300000058154,0.0002681660000005692,0.009927541000000595,5.341600000008384e-05,5.466599999959243e-05,0.013322332999999631,,,,,,,,,,,,,,,,,,,,
4,200,14,Non-random,0.03126075000000039,0.0009619589999996236,0.01127237499999989,,,,,,,,,0.03126075000000039,0.03125775000000086,2.9999999995311555e-06,0.043495083999999906,,,,,,,0.01759141700000022,0.013651583000000578,1.4750000000063324e-05,,,,,,,,,,,,,,,,,
4,200,14,CountSketch,0.016363124999999812,0.0009619589999996236,0.011797207999999948,,,,,,,,,0.016363124999999812,0.016638375000000316,0.0,0.029122291999999383,,,,,,,,,,7.095800000023189e-05,0.0003036669999998409,0.0003036669999998409,0.0004290420000003792,0.0004365829999999349,0.0001227919999999827,0.00011383299999945251,0.00026641600000054666,7.375000000031662e-06,0.014584042000000075,,,,,,,
4,200,14,SIGN Bidirectional,0.01590308299999954,0.0009619589999996236,0.011421333999999561,,,,,,,,,0.01590308299999954,0.01589683300000022,6.2499999993193e-06,0.028286375999998725,,,,,,,,,,,,,,,,,,,,5.80420000000359e-05,0.0014562500000003809,0.00035133300000023127,8.449999999982083e-05,0.00023974999999953894,5.583000000086713e-06,0.013701375000000127
4,200,15,Random Projection,0.012635416999999372,0.0009644170000004948,0.010578084000000487,3.574999999944595e-05,0.00034012500000013546,0.00028270800000029794,0.00010808299999975901,0.00010841699999986076,0.00027129199999986753,6.2500000002074785e-06,0.011477874999999749,0.012635416999999372,0.012630499999999323,4.917000000048688e-06,0.024177918000000354,,,,,,,,,,,,,,,,,,,,,,,,,,
4,200,15,Random Sampling,0.02333575000000021,0.0009644170000004948,0.010578208000000089,,,,,,,,,0.02333575000000021,0.023331709000002476,4.040999997734218e-06,0.034878375000000794,0.00024058400000015467,0.0003261250000008431,0.009057042000000237,5.5041000000422e-05,5.7750000000744706e-05,0.013595167000000075,,,,,,,,,,,,,,,,,,,,
4,200,15,Non-random,0.029867958000000527,0.0009644170000004948,0.011840249999999664,,,,,,,,,0.029867958000000527,0.029865582999999418,2.375000001109129e-06,0.042672625000000686,,,,,,,0.015904332999999937,0.013946791999999597,1.4457999999883953e-05,,,,,,,,,,,,,,,,,
4,200,15,CountSketch,0.013372541999999932,0.0009644170000004948,0.011012707999999982,,,,,,,,,0.013372541999999932,0.01369254200000114,0.0,0.02534966700000041,,,,,,,,,,5.9042000000175676e-05,0.00034529200000044113,0.00034529200000044113,0.0003603749999996353,0.00027633300000040606,0.00010979199999994194,0.00010754100000021083,0.0002643749999995393,6.875000000405862e-06,0.011817624999999943,,,,,,,
4,200,15,SIGN Bidirectional,0.014626291999999985,0.0009644170000004948,0.011530250000000741,,,,,,,,,0.014626291999999985,0.014619417000000468,6.874999999517684e-06,0.02712095900000122,,,,,,,,,,,,,,,,,,,,3.766699999996348e-05,0.0014061669999998472,0.0003506660000001105,7.650000000047896e-05,0.00034174999999958544,2.695800000029891e-05,0.012379709000000183
