model,n,rep,method,error_P,error_Theta,error_B,time_sec
4,200,9,Random Projection,5.113552707911184,0.4654002713704206,0.4861471794567894,0.016202417000000136
4,200,9,Random Sampling,5.732364267474036,0.7960199004975124,0.49412921541438887,0.027075458000000108
4,200,9,Non-random,5.510187494425233,0.39009497964721845,0.4836955367944047,0.033788958999999785
4,200,9,CountSketch,5.253020887624267,0.48032564450474896,0.48853837351716833,0.015566375000000132
4,200,10,Random Projection,5.580785499659971,0.781094527363184,0.42777732634978866,0.017154875000000125
4,200,10,Random Sampling,6.092773216669513,0.80958842152872,0.4029073690618394,0.025629083000000108
4,200,10,Non-random,5.7953969689417715,0.6449570330167346,0.4073035628194448,0.029757333000000052
4,200,10,CountSketch,5.6657366305086665,0.7514699231117141,0.4235088565268432,0.016363250000000384
4,200,11,Random Projection,6.079097919206664,0.6155585707824514,0.5095168853442231,0.01618112500000013
4,200,11,Random Sampling,7.241329346680053,0.6298055178652193,0.5003220084087099,0.022189625000000213
4,200,11,Non-random,6.466534856573037,0.510854816824966,0.5157206015458435,0.032094292000000024
4,200,11,CountSketch,5.851577313425303,0.5565355042966984,0.518461616705167,0.01591499999999968
4,200,12,Random Projection,6.057508882295425,0.689280868385346,0.5265566424917492,0.01505654199999995
4,200,12,Random Sampling,6.388917366806365,0.7797376752600633,0.5506727093771209,0.021038958000000108
4,200,12,Non-random,6.1228651391692654,0.5244233378561737,0.5249114218180608,0.030196708000000072
4,200,12,CountSketch,5.929689678738123,0.5992763455450022,0.5263566669211018,0.015394875000000141
4,200,13,Random Projection,5.641489399770239,1.1119402985074627,0.45504043917570813,0.015267083000000348
4,200,13,Random Sampling,7.409505010533001,1.2476255088195387,0.49466652901265085,0.025630249999999855
4,200,13,Non-random,6.232415789216464,1.1119402985074627,0.4526576635886009,0.03464791700000003
4,200,13,CountSketch,5.9830819622339275,1.0676164631388512,0.45889696112479017,0.015757584000000158
4,200,14,Random Projection,5.331187016033207,0.8548168249660787,0.5066878868653067,0.01700504200000008
4,200,14,Random Sampling,6.454195604985875,1.0178652193577566,0.5311323964916475,0.026250957999999436
4,200,14,Non-random,5.8429427813459505,0.7496607869742198,0.5023037250769868,0.03235191699999973
4,200,14,CountSketch,5.328513338914931,0.7195838986883762,0.5059472813915145,0.015724291000000612
4,200,15,Random Projection,5.761504644452842,0.4814563545906829,0.5071592216093388,0.014061209000000296
4,200,15,Random Sampling,7.127508997401817,0.9310266847580281,0.4875453164672152,0.024961584000000592
4,200,15,Non-random,5.9589125882502465,0.4812302125734962,0.5012820128847817,0.031126125000000116
4,200,15,CountSketch,5.673950671987539,0.6001809136137495,0.5109929622861913,0.01506649999999965
4,200,16,Random Projection,5.81042047228339,0.8690637720488467,0.4251275135293927,0.015393291999999725
4,200,16,Random Sampling,7.10157320767781,0.9436906377204886,0.4196789651247288,0.02143979199999979
4,200,16,Non-random,5.979790272731611,0.8837630031659882,0.42235356006682273,0.03299816700000058
4,200,16,CountSketch,5.763453694110438,0.8387607417458165,0.42458048030184053,0.015182042000000173
4,200,17,Random Projection,5.929908047649382,1.0208050655811851,0.41756999827928154,0.02134670800000027
4,200,17,Random Sampling,7.34272139350503,1.5463591135232928,0.3982068863246798,0.02602158400000043
4,200,17,Non-random,6.083535400579372,0.9303482587064678,0.4160143422156716,0.0326840000000006
4,200,17,CountSketch,5.916332681352198,0.8995929443690638,0.41452851082408937,0.01599583399999993
4,200,18,Random Projection,5.891672755406634,0.5845771144278606,0.5103674368426931,0.016268084000000016
4,200,18,Random Sampling,5.686503455540847,0.736318407960199,0.543516654031089,0.026107000000000546
4,200,18,Non-random,6.1887436303994665,0.5400271370420624,0.5089526013896959,0.03134191700000066
4,200,18,CountSketch,6.067412342824973,0.525101763907734,0.515908348274973,0.015925874999999756
4,200,19,Random Projection,6.368731495117675,0.7666214382632293,0.5064651871127435,0.017633416999999874
4,200,19,Random Sampling,7.251075613101986,0.9597467209407509,0.4991215759295166,0.02384324999999965
4,200,19,Non-random,6.588792542202729,0.7507914970601538,0.497480111964105,0.034505417000000094
4,200,19,CountSketch,6.3838492662089,0.8710990502035278,0.5022419165616457,0.01759550000000054
4,200,20,Random Projection,5.592749192360498,0.6598824061510629,0.4948784750361561,0.014993500000000104
4,200,20,Random Sampling,6.045365593210698,0.8864767073722297,0.46908637321626484,0.024403290999999605
4,200,20,Non-random,5.732452609949029,0.6302578018995929,0.49285316365537707,0.031145165999999946
4,200,20,CountSketch,5.705987210280417,0.6451831750339213,0.4957148209089971,0.014660249999999486
4,400,1,Random Projection,7.290855924045193,0.11979575805184603,0.5183952531195614,0.01981895800000011
4,400,1,Random Sampling,7.303750707212662,0.2918864324991583,0.5123231968903298,0.033818000000000126
4,400,1,Non-random,8.311668003624408,0.1272584446190102,0.5174067444916022,0.07967120799999972
4,400,1,CountSketch,7.182680978446079,0.1272584446190102,0.5185524965645241,0.020893499999999676
4,400,2,Random Projection,6.834374123825926,0.3373358770059477,0.4266113907774366,0.020168707999999924
4,400,2,Random Sampling,7.56469351666216,0.577432386937493,0.42342364972866936,0.030958207999999487
4,400,2,Non-random,7.998177622553428,0.3147233756031871,0.42705605010477066,0.07772612500000076
4,400,2,CountSketch,7.074988900044863,0.314611154752553,0.43275085196536556,0.024057707999999955
4,400,3,Random Projection,6.756256413358079,0.18768937268544494,0.5172575829518397,0.021450957999999964
4,400,3,Random Sampling,7.6686918857941615,0.38239254853551785,0.5190831730168772,0.030715666999999947
4,400,3,Non-random,7.765209115034195,0.15767029514083716,0.5150639582081437,0.0990385000000007
4,400,3,CountSketch,7.136674186255288,0.16513298170800134,0.516552979693877,0.023658874999999746
4,400,4,Random Projection,8.011477882585105,0.4803613511390416,0.4682297785581708,0.05322995800000019
4,400,4,Random Sampling,8.959030776722756,0.7277522163618,0.47644559452424806,0.04612395799999991
4,400,4,Non-random,8.948791905087578,0.4430479183032207,0.4717528278305937,0.0862142919999993
4,400,4,CountSketch,8.056887247322575,0.4728425541465604,0.48261302336940354,0.02751499999999929
4,400,5,Random Projection,7.0608562538032285,0.2171473459768825,0.4103543463776894,0.020873124999999604
4,400,5,Random Sampling,7.0211732341507025,0.36752328582650656,0.4033366666543598,0.030167124999999295
4,400,5,Non-random,7.668461700189804,0.22472225339468072,0.4096248233462773,0.0798680420000002
4,400,5,CountSketch,6.842944882627415,0.23218493996184492,0.4103245700729372,0.020610167000000068
4,400,6,Random Projection,8.226412948829262,0.6827516552575468,0.4334657660151264,0.02745183299999976
4,400,6,Random Sampling,9.452294020820883,0.7051958253843564,0.4273497438252801,0.04485404099999979
4,400,6,Non-random,9.193010176406062,0.5700258107956457,0.42732467462148666,0.08827599999999958
4,400,6,CountSketch,7.947086328346595,0.6976209179665582,0.43157561733811156,0.02885620800000055
4,400,7,Random Projection,8.33156978037973,0.3598361575580743,0.5309533543747348,0.024115250000000366
4,400,7,Random Sampling,8.874908435346839,0.4725620020199753,0.5314429699765686,0.03386662499999993
4,400,7,Non-random,9.250817076360649,0.3598922679833913,0.5303319899663401,0.08297333299999998
4,400,7,CountSketch,8.773227948403619,0.3674110649758725,0.5298232651690159,0.02074329099999961
4,400,8,Random Projection,7.991592752486607,0.4051172707889126,0.45139703049713764,0.02278887499999982
4,400,8,Random Sampling,8.877694697393157,0.539894512400404,0.4578321810086138,0.03398304200000002
4,400,8,Non-random,9.103003913317703,0.3975984737964314,0.4505634759823573,0.07995041599999997
4,400,8,CountSketch,8.065611742168246,0.4051733812142296,0.45306726018077104,0.023823874999999717
4,400,9,Random Projection,7.41959021498373,0.3746493098417686,0.5272153578246855,0.02165262499999976
4,400,9,Random Sampling,8.593895754318007,0.4871507126024015,0.5312688882086634,0.03176824999999894
4,400,9,Non-random,8.57196194321837,0.39731792166984625,0.5228052204512823,0.08040691599999938
4,400,9,CountSketch,7.939701044375368,0.3821119964089328,0.5302680682630065,0.020061542000000543
4,400,10,Random Projection,7.23113913008067,0.6819099988777915,0.5217214767281217,0.026658666999999525
4,400,10,Random Sampling,8.574600291312624,0.817023903041185,0.5198678287446354,0.040348917000001094
4,400,10,Non-random,8.057055928897448,0.5549321063853664,0.5202713377052717,0.08122949999999918
4,400,10,CountSketch,7.516173914147153,0.5471327572663001,0.5219298560569078,0.021761957999999026
4,400,11,Random Projection,7.619435794055944,0.5921333183705533,0.4902755180196151,0.02179612500000161
4,400,11,Random Sampling,8.245387309291967,0.6446526764672875,0.49143938074405896,0.03412195899999837
4,400,11,Non-random,8.264165006817592,0.509538772303894,0.488161068698282,0.08196433300000017
4,400,11,CountSketch,7.08318278241291,0.5471888676916171,0.4869202948326241,0.024755875000000316
4,400,12,Random Projection,7.662750634012766,0.20985299068566937,0.5176319124575253,0.02262529200000074
4,400,12,Random Sampling,7.952149443359268,0.32998541128941755,0.5141099157187204,0.03130608400000057
4,400,12,Non-random,8.5712429206828,0.20985299068566937,0.5177507902914841,0.0808515829999994
4,400,12,CountSketch,7.348946439907672,0.21737178767815057,0.5173144013610448,0.02377129100000097
4,400,13,Random Projection,7.284935636569867,0.4808102345415778,0.5298550031139043,0.024805332999999763
4,400,13,Random Sampling,10.295167320883435,0.6535742340926944,0.5210202196173512,0.037269874999999786
4,400,13,Non-random,8.405801815142619,0.4056783750420828,0.5293306544773748,0.08608916600000072
4,400,13,CountSketch,7.465128836038503,0.4207159690270452,0.5320843467024943,0.026208083000000215
4,400,14,Random Projection,6.267859297272181,0.20985299068566937,0.5144726101740326,0.02168729200000108
4,400,14,Random Sampling,6.960596068161733,0.2549096622152396,0.5119203880663652,0.027527584000001326
4,400,14,Non-random,7.426312370819919,0.18729659970822576,0.513367658737448,0.08034912499999969
4,400,14,CountSketch,6.235638665127644,0.18729659970822576,0.5150589650279951,0.021887083000001084
4,400,15,Random Projection,7.037854341802814,0.47951969475928624,0.5206941745829102,0.02446529200000036
4,400,15,Random Sampling,8.722677977346223,0.6520592526091348,0.5329638229118373,0.03951783299999967
4,400,15,Non-random,8.535950186299353,0.4119066322522725,0.521346239058664,0.08039704199999953
4,400,15,CountSketch,7.613809581114628,0.46442599034900683,0.5191479545079619,0.02514808399999957
4,400,16,Random Projection,8.331381996492732,0.43491190663225227,0.4165753167662304,0.021899250000000592
4,400,16,Random Sampling,8.801079066442288,0.49478173044551677,0.4184135438197679,0.035248291000000265
4,400,16,Non-random,9.055689179916453,0.41235551565480866,0.4152081498496617,0.08432291599999964
4,400,16,CountSketch,8.258304906682225,0.37481764111771965,0.4202296522228918,0.02257837500000015
4,400,17,Random Projection,7.622993463611589,0.2925036471776456,0.5127955460978866,0.022352249999999074
4,400,17,Random Sampling,8.120294109128086,0.4800807990124565,0.5122286011605623,0.032035833000000125
4,400,17,Non-random,9.185206098239076,0.25502188306587364,0.5139229060035002,0.07592962500000056
4,400,17,CountSketch,7.981270532503022,0.2850409606104814,0.5130820995810953,0.02237745799999935
4,400,18,Random Projection,7.784948111133375,0.6521153630344518,0.5433755169374935,0.022498791000000296
4,400,18,Random Sampling,10.00031639191639,0.8997306699584783,0.5457500851603838,0.0378664999999998
4,400,18,Non-random,8.859258655144545,0.6295589720570082,0.5395088773804897,0.08690054100000033
4,400,18,CountSketch,7.532648757139581,0.6146897093479968,0.5447741627557324,0.02581233399999938
4,400,19,Random Projection,6.876490527812184,0.1727639995511166,0.5250675336128019,0.022947415999999166
4,400,19,Random Sampling,6.771286286240021,0.32992930086410055,0.5193888143005262,0.03194487500000065
4,400,19,Non-random,7.52944201652119,0.1727639995511166,0.5233056295024738,0.07814058299999971
4,400,19,CountSketch,7.019722226983035,0.1575580742902031,0.5203453774680284,0.019265665999999015
4,400,20,Random Projection,6.779117979992484,0.22483447424531477,0.4068453586149907,0.0184781669999996
4,400,20,Random Sampling,7.451203604975585,0.3147233756031871,0.40438141097916236,0.027035666000001513
4,400,20,Non-random,7.678329037137992,0.21737178767815057,0.40676728596488265,0.07979720800000045
4,400,20,CountSketch,6.719525470230608,0.20227808326787117,0.4085767906394101,0.021018624999999957
4,600,1,Random Projection,10.766017807509769,0.51,0.5059297382430598,0.02789987499999924
4,600,1,Random Sampling,10.835605733131715,0.6649999999999999,0.499725978113957,0.06570679200000029
4,600,1,Non-random,11.646841925859341,0.425,0.5080286402220627,0.1819618330000008
4,600,1,CountSketch,10.157964376196688,0.42000000000000004,0.506626034677446,0.031190875000000062
4,600,2,Random Projection,8.636068939059928,0.14,0.4679336858514425,0.02565099999999987
4,600,2,Random Sampling,8.157057552380916,0.32,0.47300733768937486,0.05556791699999941
4,600,2,Non-random,9.607545495444452,0.16,0.46691886342159433,0.17600758300000052
4,600,2,CountSketch,7.676474485784393,0.16,0.4684953324127316,0.02804254199999967
4,600,3,Random Projection,9.92969404184509,0.225,0.5144034160239713,0.031915041999999616
4,600,3,Random Sampling,10.469178802534326,0.405,0.5140288012683494,0.06275158300000072
4,600,3,Non-random,10.896332410277903,0.22999999999999998,0.5146231723909314,0.19312070800000036
4,600,3,CountSketch,9.725835999950794,0.21500000000000002,0.514727486066647,0.03174829199999962
4,600,4,Random Projection,8.945935275680316,0.21000000000000002,0.5288176474349231,0.02636883400000123
4,600,4,Random Sampling,9.966181875776586,0.345,0.5262170777635596,0.05633345899999931
4,600,4,Non-random,10.638129505764725,0.19,0.5259191931616072,0.1818097500000011
4,600,4,CountSketch,8.357469273826691,0.195,0.5282686048628402,0.02620583299999879
4,600,5,Random Projection,8.647566411466991,0.30000000000000004,0.48657295628752173,0.02666683400000025
4,600,5,Random Sampling,10.893586979035293,0.41,0.4890030412312807,0.056829083000000225
4,600,5,Non-random,10.557565506511212,0.265,0.4872548099122735,0.1797142909999998
4,600,5,CountSketch,8.467741645556604,0.26,0.4877177927264572,0.02633695799999991
4,600,6,Random Projection,8.079126222806483,0.07500000000000001,0.4849013723865272,0.023500166999999905
4,600,6,Random Sampling,8.822259868585006,0.155,0.48350055507984835,0.0486167910000006
4,600,6,Non-random,9.725581936739637,0.08499999999999999,0.48343296334041597,0.17949641700000107
4,600,6,CountSketch,8.867934533343064,0.07500000000000001,0.484753359859795,0.02272341599999983
4,600,7,Random Projection,8.286711663775087,0.195,0.4403257416022071,0.024311916000000267
4,600,7,Random Sampling,8.878962671117154,0.39,0.44026027330982515,0.05530883299999978
4,600,7,Non-random,9.597457635707116,0.20500000000000002,0.43963217864255616,0.17759016599999988
4,600,7,CountSketch,8.560666373514886,0.2,0.441196792797798,0.027466666000000473
4,600,8,Random Projection,8.479116192947284,0.135,0.4362185482559683,0.0255450830000008
4,600,8,Random Sampling,9.345512976769506,0.275,0.43890072023019233,0.05031862500000095
4,600,8,Non-random,9.951380467382663,0.14,0.43490175924180335,0.18972733400000052
4,600,8,CountSketch,8.263876924834685,0.13,0.4368712040294075,0.025612666999997202
4,600,9,Random Projection,8.663560791424727,0.235,0.4447280924629014,0.026497916000000288
4,600,9,Random Sampling,9.208197057882554,0.365,0.4447114520475992,0.06106020800000067
4,600,9,Non-random,10.348858962849542,0.195,0.44522475686267476,0.17796358300000037
4,600,9,CountSketch,8.420886142318922,0.195,0.44473939877104285,0.03181683400000068
4,600,10,Random Projection,9.155669789216928,0.6000000000000001,0.4811705934688726,0.03388229200000126
4,600,10,Random Sampling,11.671904283183066,0.75,0.47993588269376536,0.07112783300000203
4,600,10,Non-random,10.986209255350236,0.53,0.48153794233999186,0.1747074590000004
4,600,10,CountSketch,8.898262087828115,0.5700000000000001,0.48594299862901474,0.03796324999999712
4,600,11,Random Projection,8.744457305230032,0.42500000000000004,0.49210684819710176,0.03117316599999853
4,600,11,Random Sampling,10.734201261380115,0.6799999999999999,0.4872943033710256,0.07704291699999999
4,600,11,Non-random,10.615863170596482,0.385,0.48971802691248284,0.176922832999999
4,600,11,CountSketch,8.863084436539888,0.395,0.4928885388363127,0.029453666999998518
4,600,12,Random Projection,8.158940981059965,0.205,0.48563664828941366,0.02435679100000243
4,600,12,Random Sampling,9.45504899310275,0.31,0.48892149274437935,0.06084758300000104
4,600,12,Non-random,10.575319181477717,0.185,0.48541305028096515,0.1762933750000002
4,600,12,CountSketch,8.917029110018131,0.205,0.4859046445621732,0.024981374999999417
4,600,13,Random Projection,8.604281637429882,0.05,0.41806173411674663,0.022682749999997753
4,600,13,Random Sampling,8.63803381488968,0.12,0.4177459817134871,0.04907879100000301
4,600,13,Non-random,9.882200887159186,0.05,0.41634453764938856,0.17656916700000025
4,600,13,CountSketch,8.840506840839344,0.04,0.4193247372845507,0.021960875000001323
4,600,14,Random Projection,9.402607232363277,0.355,0.5417729981237724,0.02804720900000035
4,600,14,Random Sampling,10.078726297950606,0.5650000000000001,0.5466087791801776,0.061043334000000726
4,600,14,Non-random,10.680939509828201,0.37,0.5401545033187686,0.1782623749999992
4,600,14,CountSketch,9.251100897889064,0.385,0.5430324106239665,0.0302529170000021
4,600,15,Random Projection,8.973083790753009,0.42500000000000004,0.45855389293762655,0.0275912500000004
4,600,15,Random Sampling,9.608765246155153,0.445,0.45620396276528746,0.06411129099999968
4,600,15,Non-random,10.268168118920324,0.395,0.4566480989975737,0.18349366700000047
4,600,15,CountSketch,8.45855647471799,0.41000000000000003,0.45969804910335693,0.02806933300000125
4,600,16,Random Projection,9.613251592455217,0.52,0.41500959827924744,0.028289458999999795
4,600,16,Random Sampling,11.389167154941799,0.715,0.4175639653169789,0.06055408399999962
4,600,16,Non-random,11.300131354890175,0.45499999999999996,0.41639961383690377,0.17757283299999926
4,600,16,CountSketch,10.014310749912417,0.54,0.41899504406547433,0.038504292000002494
4,600,17,Random Projection,9.262387941235115,0.24,0.5002696589806783,0.02533829099999707
4,600,17,Random Sampling,10.221647334825237,0.34,0.49776536441340613,0.060787832999999125
4,600,17,Non-random,10.460251972557465,0.22999999999999998,0.4972246534887717,0.18116975000000224
4,600,17,CountSketch,9.107490873659463,0.22499999999999998,0.4982611910265412,0.02702108400000114
4,600,18,Random Projection,10.457290109275784,0.6100000000000001,0.4419148127248444,0.03382570800000195
4,600,18,Random Sampling,12.179946479636007,0.8,0.43804169024062567,0.06989291600000058
4,600,18,Non-random,11.298515583069523,0.62,0.4386844140724056,0.1797841670000011
4,600,18,CountSketch,8.965352011269587,0.71,0.44839709302081227,0.036616625000000624
4,600,19,Random Projection,8.253740849153871,0.27499999999999997,0.4605826621061588,0.025328666000000055
4,600,19,Random Sampling,9.431488636860328,0.41000000000000003,0.4590911479184944,0.054368874999997985
4,600,19,Non-random,9.599153826273126,0.27,0.4597210384584628,0.1778146249999999
4,600,19,CountSketch,8.19494310915003,0.245,0.45858311215234965,0.029340624999999676
4,600,20,Random Projection,9.14653407195593,0.20500000000000002,0.5173772287754113,0.026402583999999507
4,600,20,Random Sampling,10.381514889845821,0.335,0.5206374279253276,0.05344387499999925
4,600,20,Non-random,11.024489528458755,0.19,0.5179589247178685,0.1809831250000009
4,600,20,CountSketch,8.83902939141917,0.185,0.5190205710253907,0.030994875000001088
4,800,1,Random Projection,9.275194207784246,0.1951226380558137,0.49556434563937646,0.02765125000000168
4,800,1,Random Sampling,11.257408174403569,0.28889639829911856,0.4971214449024292,0.06232695799999988
4,800,1,Non-random,11.923281568192,0.18005688378248993,0.4954053779959843,0.2627842499999993
4,800,1,CountSketch,9.037037604033944,0.1650474500858889,0.4955185152423839,0.030688958000002486
4,800,2,Random Projection,10.106061146905198,0.23986933626200332,0.49223007684383024,0.0317029170000005
4,800,2,Random Sampling,11.815380201656591,0.39372307172425447,0.4873281007158044,0.07282975000000036
4,800,2,Non-random,13.052631630203106,0.22111458421334235,0.4927396141618032,0.25474620800000025
4,800,2,CountSketch,10.627628606387825,0.22487398270958295,0.49309233736893027,0.03237908399999867
4,800,3,Random Projection,9.939130726101691,0.13498634226014475,0.5133561872534804,0.030775874999999786
4,800,3,Random Sampling,12.153662929707062,0.28498211821689057,0.5165464188888853,0.0687738340000017
4,800,3,Non-random,12.369897421601927,0.1274957055560249,0.5129830214566495,0.27825024999999926
4,800,3,CountSketch,10.199092304126182,0.13875982090056602,0.5143227274914473,0.031369041000001374
4,800,4,Random Projection,9.002198243447834,0.11996282841936301,0.48116040154261314,0.029335459000002118
4,800,4,Random Sampling,10.908106729258254,0.23626481935175014,0.48403781896538167,0.06831941699999788
4,800,4,Non-random,11.694277272644431,0.12370814677142293,0.4805877057652335,0.2590286249999991
4,800,4,CountSketch,9.487581538855244,0.12373630705978428,0.48198038152213624,0.0318693329999995
4,800,5,Random Projection,10.381452243038215,0.11635831150910986,0.5087654923054855,0.03255133299999713
4,800,5,Random Sampling,11.618307351385166,0.25145729492269997,0.5071463510685225,0.07345562500000113
4,800,5,Non-random,12.478459589867736,0.12386302835741037,0.5090079300201197,0.2478594170000008
4,800,5,CountSketch,10.900928145502817,0.1239052687899524,0.5104587262016888,0.030625791999998597
4,800,6,Random Projection,9.994200488691304,0.10875503365154458,0.4958180495066979,0.03599533299999891
4,800,6,Random Sampling,10.837149564991803,0.26622736616822956,0.49252295374980576,0.07274058399999817
4,800,6,Non-random,12.12642625830737,0.09749091830700346,0.49522430273113477,0.2510431249999989
4,800,6,CountSketch,9.810938032666371,0.10875503365154458,0.4953124776701234,0.029330083000001395
4,800,7,Random Projection,10.24395451056937,0.08624088310664302,0.48129194309725526,0.024901625000001815
4,800,7,Random Sampling,11.932811316539341,0.20993494973388527,0.48084351999739905,0.05919504099999884
4,800,7,Non-random,12.943488640383883,0.09749091830700346,0.4809104091269868,0.27627700000000033
4,800,7,CountSketch,10.84164050625869,0.09374559995494354,0.48218989442272897,0.03172812500000077
4,800,8,Random Projection,10.801609615294133,0.04878769958604376,0.5039042713824868,0.028856583999999685
4,800,8,Random Sampling,10.599210511037178,0.12006138942862775,0.5051321562866691,0.0719808329999978
4,800,8,Non-random,12.093879681775839,0.05254709808228436,0.503346461030784,0.25514020800000026
4,800,8,CountSketch,9.937306770459609,0.04878769958604376,0.5041628273762594,0.03058870800000335
4,800,9,Random Projection,10.407389368179961,0.1875897609191518,0.5300486136260618,0.11890041700000253
4,800,9,Random Sampling,11.330930479558802,0.30746810847343076,0.5327264795941354,0.07840216700000013
4,800,9,Non-random,12.501711183494876,0.16130213173382896,0.5303579693607334,0.25516812500000086
4,800,9,CountSketch,9.997581054550405,0.1838303624229112,0.5311126627695658,0.03914016700000289
4,800,10,Random Projection,9.723240750010788,0.08241108388949903,0.49682182432276545,0.03841316699999808
4,800,10,Random Sampling,10.712764193694895,0.1649629692208048,0.5008662680200991,0.0658660839999996
4,800,10,Non-random,12.213422495469837,0.0936470389456788,0.4967409810130591,0.2643209159999991
4,800,10,CountSketch,10.18519968501289,0.0936470389456788,0.4971744696571271,0.026835957999999493
4,800,11,Random Projection,9.633935296978587,0.17628340514206864,0.46778795399577855,0.03185608399999751
4,800,11,Random Sampling,12.539135461294427,0.3524682492748725,0.46651294296652224,0.06453287500000471
4,800,11,Non-random,13.245318765787733,0.14627861789304722,0.46641767538689255,0.2621205419999981
4,800,11,CountSketch,9.970172941584382,0.20252879389484948,0.46688194164770136,0.030635416000002635
4,800,12,Random Projection,9.722574734979569,0.13125510405226548,0.5277262893776565,0.03409420799999907
4,800,12,Random Sampling,11.95001994394148,0.22124130551096843,0.5301265136796196,0.06792583299999677
4,800,12,Non-random,13.245229908142438,0.11248627185942384,0.5266318486266572,0.25796979200000436
4,800,12,CountSketch,10.944639467942608,0.12370814677142294,0.5271072474687529,0.033592917
4,800,13,Random Projection,10.51684840283937,0.10498155501112331,0.47195394224690784,0.03169237500000577
4,800,13,Random Sampling,11.712013590877634,0.26253836839289235,0.4743014194343296,0.06184991700000353
4,800,13,Non-random,13.20095678694011,0.11624567035566444,0.47135121633381977,0.25490245799999656
4,800,13,CountSketch,10.669399711829035,0.12000506885190504,0.47332803055022094,0.032299041000001694
4,800,14,Random Projection,10.93674499903372,0.34149981695812565,0.40114425763530953,0.03574941699999812
4,800,14,Random Sampling,12.905863212640776,0.4278955816507561,0.3920727524183316,0.07958412499999667
4,800,14,Non-random,13.259713109156143,0.2888823181549379,0.39937197965842564,0.256635916999997
4,800,14,CountSketch,11.445704006014026,0.341485736813945,0.4001546664695384,0.03390445899999861
4,800,15,Random Projection,10.448738387922972,0.2401086987130748,0.40079712545386437,0.0327459159999961
4,800,15,Random Sampling,12.289358040238533,0.38274055926332684,0.39737492924074913,0.0837547499999971
4,800,15,Non-random,12.56695346703415,0.2176086283123539,0.39828521697317854,0.24843974999999574
4,800,15,CountSketch,9.6316012743438,0.21766494888907661,0.3994958351060888,0.03299854200000141
4,800,16,Random Projection,10.857793835984051,0.28872743656895045,0.44403609367732444,0.030652334000002668
4,800,16,Random Sampling,13.261440876992511,0.44248261102193687,0.4406661563399895,0.07586829200000267
4,800,16,Non-random,14.080547186271637,0.2774914815127707,0.4438559601211549,0.25654395899999827
