model,n,method,error_P_mean,error_P_std,error_Theta_mean,error_Theta_std,error_B_mean,error_B_std,time_mean,time_std
4,200,Non-random,5.979029979409752,0.40368263189944026,0.7304726368159205,0.22501482121629598,0.47649763414821633,0.036481581115879055,0.03130248960000008,0.0025375725494417743
4,200,Random Projection,5.67963361923848,0.3855670631559302,0.7703188602442333,0.20768229619703754,0.4804963020168942,0.03472533482574213,0.018694756349999973,0.016680978841252105
4,200,Random Sampling,6.6562908750712255,0.6178346749205904,0.9877996381727725,0.26175375094829373,0.47672489411373065,0.04557564373289643,0.02390436245000005,0.003335969860243
4,200,CountSketch,5.6865647600620175,0.43858244123758183,0.7673337856173676,0.19136646791663672,0.47945515387988324,0.036056212750264584,0.015644993749999992,0.00224303018860605
4,200,SIGN Bidirectional,5.598810292529508,0.4706120360749997,0.7988353686114881,0.22181912243889987,0.4811081533205228,0.03750072334634614,0.016607418750000068,0.0023357230938120623
4,400,Non-random,8.418977733570559,0.60462804907681,0.34792671978453593,0.14968215900510246,0.48804351813361935,0.04682763098033964,0.07220161245000019,0.0019736160258557157
4,400,Random Projection,7.421094660356674,0.5814771232676357,0.37979463584333967,0.17795400412529833,0.48915949138009474,0.04697289282541726,0.02017895635000002,0.004214964752412417
4,400,Random Sampling,8.310544544873947,0.9857471735223032,0.5211620469083156,0.18478833261343264,0.48869950375284904,0.04784987662826431,0.030467974950000132,0.0045106858880791904
4,400,CountSketch,7.489707768513851,0.6045625352173782,0.35914319380540904,0.1640302923041828,0.4902496016886599,0.04597442678868205,0.019513806149999757,0.0022097105851709084
4,400,SIGN Bidirectional,7.365365661543668,0.6326585428133115,0.3967231511614858,0.20033343910620338,0.4886359323709703,0.047182461553350714,0.021062845749999903,0.0019825876117543235
4,600,Non-random,10.483046811755889,0.6118680244572215,0.27875,0.15050681921952552,0.4752870570634752,0.03627363800697742,0.17129879794999966,0.0028919796480966955
4,600,Random Projection,9.010302132332233,0.7343176352373134,0.29675,0.16699570590130064,0.4761143937274198,0.03629994331848808,0.024647081249999835,0.002645169724308169
4,600,Random Sampling,10.01834939549918,1.0675143611282787,0.44000000000000006,0.19311163937773893,0.4759582617508471,0.036336553837146505,0.05288649365000033,0.006203065076883292
4,600,CountSketch,8.842425786928496,0.6087060153712996,0.288,0.17426084501477423,0.4771722198267054,0.03572308040265784,0.02738727285000033,0.005665443030265826
4,600,SIGN Bidirectional,8.839430839676826,0.5375504585158245,0.32575,0.19358307750094492,0.47745221716519487,0.03576790278126185,0.02773623119999975,0.003773139619763488
4,800,Non-random,12.73937682475891,0.5897198812136819,0.1616470952662555,0.07659917539886896,0.48102635362024754,0.03619436386762611,0.2548864125499991,0.00634483944049155
4,800,Random Projection,10.074380988157387,0.623211479243148,0.17291121061079667,0.08802826968150451,0.48176244587275174,0.035666930085742475,0.028826860550000256,0.0045127269491915725
4,800,Random Sampling,11.671410062146425,0.743049788369343,0.2970466897581031,0.09853048516659055,0.48172808253368266,0.0380991684087651,0.06194344789999988,0.005394686338730423
4,800,CountSketch,10.310855059391361,0.6996168444026936,0.1740277660443243,0.08955016751995713,0.4819687977542796,0.0362940440773028,0.03053423540000022,0.0028915439467958604
4,800,SIGN Bidirectional,10.195762740898852,0.6153136768025331,0.1955851707921489,0.09858622233678556,0.48206182970024825,0.03594524804803019,0.035009774949999614,0.00389087583389717
4,1000,Non-random,13.599339465619181,0.7588117931435823,0.06927990865116614,0.04106583069504154,0.47615650830245737,0.03270257846595915,0.3235765123499995,0.008611592021041805
4,1000,Random Projection,10.380616219319606,0.7813226615153882,0.07287856718994443,0.04227896884926757,0.477224845801537,0.032753749751914626,0.031538008199999724,0.00453994918083618
4,1000,Random Sampling,11.942022164734249,0.8950948876041309,0.1525300749851648,0.06530483194351318,0.4774007969701019,0.0328988253897081,0.06940267694999847,0.007044599462658054
4,1000,CountSketch,10.408736386485415,0.8283504459944205,0.0722842603082124,0.04333428919087069,0.47699641212360405,0.032572780179506516,0.032673093999999736,0.0028311930319520283
4,1000,SIGN Bidirectional,10.444875820675094,0.7078493203379105,0.07258231285177394,0.04342913590034299,0.47700047586053695,0.032802663267957444,0.03825504365000043,0.0024782563792009695
4,1200,Non-random,15.347852563886724,0.7550884264457403,0.086625,0.07722691700777855,0.4776530351760496,0.0291442829498231,0.4476277936999978,0.011527442885003843
4,1200,Random Projection,10.968382914023215,0.6254706577493997,0.08987500000000001,0.0904901673925783,0.47824891780360235,0.02902431304118697,0.03145011040000014,0.002869984549204821
4,1200,Random Sampling,13.205514794018637,0.9668693970922564,0.1665,0.09898630952654117,0.47837910232645686,0.029542260625486667,0.07572612294999956,0.007876741296489808
4,1200,CountSketch,11.090047581112843,0.8898328353000966,0.091,0.08567610365114713,0.4784328480028986,0.028836410791095595,0.035498083349999376,0.0036062145545929466
4,1200,SIGN Bidirectional,11.833678459012228,0.8080489140941237,0.09675,0.08732915652259199,0.47834330644483947,0.029293401480800323,0.04017376669999919,0.0021513014278240314
5,200,Non-random,5.603248952972672,0.43786644086556215,0.8952962460425147,0.23406710157460472,0.4898690646704715,0.041810736439530934,0.027440214500000337,0.0018089892329512416
5,200,Random Projection,5.366839568871578,0.4954856918275907,0.8950587969244685,0.20184498036381962,0.4911429186729509,0.04159526727144441,0.014225483299999554,0.00116962761410416
5,200,Random Sampling,6.303615291258717,0.785545270010713,1.1644278606965175,0.32050531703039903,0.4940418702176654,0.04217432462707719,0.021169435399998094,0.0017265861233311999
5,200,CountSketch,5.3344570243619005,0.5378202640932587,0.8941881501582994,0.20126331808300255,0.4916503961825695,0.04069426663942749,0.014243764600002606,0.0010944168896317185
5,200,SIGN Bidirectional,5.287025088863715,0.4760050159702123,1.0018882858435096,0.31198297973580646,0.49264385213748574,0.03940437078718254,0.015569324949998986,0.0012052067784256726
5,400,Non-random,8.234011652158095,0.5552327892621983,0.5453596678262821,0.14485412843234918,0.4995411372290909,0.04449118498735374,0.06962467079999897,0.005201355172202142
5,400,Random Projection,7.453469553647244,0.5652224402509671,0.5723768376164291,0.17742300371597197,0.5017862712660072,0.04306983181662712,0.01928983319999844,0.001664741744618245
5,400,Random Sampling,8.34746699585519,1.0221657957402674,0.7511081809000112,0.23220544922493866,0.5002561896554318,0.043776690522679386,0.03147954785000025,0.005510668008707056
5,400,CountSketch,7.535414113051106,0.5347574846035504,0.5941280439905734,0.20314727290406662,0.5012308445209718,0.043785799167101486,0.02117747294999859,0.003131606285837218
5,400,SIGN Bidirectional,7.297536083478238,0.5548755465447399,0.6158624172371227,0.2073912909931723,0.5017555574990338,0.043368394481357646,0.022735845900000128,0.003633826654782779
5,600,Non-random,9.988884166331596,0.522635681998334,0.37725,0.12791315927530472,0.49976261049592025,0.03361672601489476,0.17113048750000104,0.00773869338246648
5,600,Random Projection,8.536198389773421,0.5754226224399758,0.38725,0.1369448121651469,0.50009869258528,0.03401775485598454,0.02488423530000077,0.0037158949317752147
5,600,Random Sampling,9.388493084085685,0.6833128931217471,0.5435000000000001,0.13215919427561196,0.5004603801863607,0.03427983880187724,0.05266725404999946,0.006574563515840742
5,600,CountSketch,8.656857377396433,0.5052265917624317,0.38975,0.1449634708977984,0.500100136436137,0.03404484490641864,0.02562397504999936,0.003517684511937388
5,600,SIGN Bidirectional,8.49512801884509,0.4820917550057437,0.39075000000000004,0.12914980082304262,0.5008590945996527,0.03318731650394097,0.027816760250001238,0.003011557768152746
5,800,Non-random,11.732974048818736,0.7892445111677806,0.2908429782320971,0.15649677988129812,0.49008007360225825,0.034794658505345875,0.25301266039999815,0.005220799283374118
5,800,Random Projection,9.778560953844924,0.5740476275220935,0.30264636309875814,0.17688468464879095,0.4900782655161836,0.0345228583167714,0.029809045850002748,0.005008631060638656
5,800,Random Sampling,10.707364525636732,1.0421823413905216,0.4295894229956915,0.18292775056124588,0.49070350900241283,0.03500285592412178,0.06168463125000016,0.008063643314581285
5,800,CountSketch,9.85510895412466,0.8899971564428304,0.3003921320154318,0.16534854232779506,0.49046317696151964,0.03472078192338926,0.030111610450003923,0.0031630476720738545
5,800,SIGN Bidirectional,9.829544489878378,0.6399106363637496,0.3191525161217651,0.19189603584169754,0.49003163273456546,0.03426351903651431,0.035039254099999084,0.0036124216299652377
5,1000,Non-random,12.874118418932051,0.8246643626623145,0.16935858013702326,0.08131115201937644,0.48931287388639644,0.03360393402875368,0.32384052080000175,0.00921274014491954
5,1000,Random Projection,9.938488345330722,0.8257074986562812,0.17131008253762744,0.08432309382211459,0.4895414428220771,0.03336769182341953,0.031864277100007145,0.0036086146541848903
5,1000,Random Sampling,11.252877997225694,0.9624709381934035,0.27705220190250135,0.10453608891782085,0.4903162576378543,0.03316874707165859,0.06670545410000131,0.006656953838795616
5,1000,CountSketch,10.255948205505424,0.6156956724383981,0.16725827624031217,0.08091535278433575,0.4896060115714903,0.033327311704971815,0.03444095005000207,0.0026140994173630278
