K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
2,18,Non-random,0.35708941699704155,0.020967959018889815,0.23256425000727177,,,,,,,,,0.35708941699704155,0.35708687503938563,2.5419576559215784e-06,0.6106216260232031,,,,,,,0.2737881670182105,0.0816255829995498,0.0016731250216253102
2,19,Random Projection,0.04608712499612011,0.02319679202628322,0.20985820799251087,6.295801722444594e-05,0.0021242499933578074,0.0001804579806048423,0.0006110839894972742,0.004315833008149639,0.00010704199667088687,1.579101081006229e-05,0.038665665982989594,0.04608712499612011,0.04608308197930455,4.043016815558076e-06,0.2791421250149142,,,,,,,,,
2,19,Random Sampling,0.11806554198847152,0.02319679202628322,0.1796289159974549,,,,,,,,,0.11806554198847152,0.11806016496848315,5.377019988372922e-06,0.32089125001220964,0.005675583000993356,0.011696915986249223,0.015454791020601988,0.0009583749924786389,0.003782874991884455,0.08049162497627549,,,
2,19,Non-random,0.30127745802747086,0.02319679202628322,0.1430557499988936,,,,,,,,,0.30127745802747086,0.30127554197679274,1.9160506781190634e-06,0.46753000005264767,,,,,,,0.23457387497182935,0.06606058400939219,0.0006410829955711961
2,20,Random Projection,0.0736998750071507,0.022890166990691796,0.168810958013637,6.366599700413644e-05,0.010731500020483509,0.00030379201052710414,0.0008025830029509962,0.004424124985234812,0.0001124159898608923,1.5666009858250618e-05,0.05724108300637454,0.0736998750071507,0.07369483102229424,5.043984856456518e-06,0.2654010000114795,,,,,,,,,
2,20,Random Sampling,0.11841274998732843,0.022890166990691796,0.1551308749767486,,,,,,,,,0.11841274998732843,0.1184062070096843,6.542977644130588e-06,0.2964337919547688,0.006534584012115374,0.02026308298809454,0.012839791015721858,0.0013898329925723374,0.006489708001026884,0.0708892080001533,,,
2,20,Non-random,0.4667950829898473,0.022890166990691796,0.17518350001773797,,,,,,,,,0.4667950829898473,0.46679308399325237,1.9989965949207544e-06,0.664868749998277,,,,,,,0.2750292079872452,0.19102791699697264,0.0007359590090345591
3,1,Random Projection,0.052323708019685,0.02474224998150021,0.23177174999727868,6.591601413674653e-05,0.003434541984461248,0.0005235419957898557,0.0009723749826662242,0.0016846249927766621,0.0001474590098951012,2.0625011529773474e-05,0.0454698340035975,0.052323708019685,0.05231891799485311,4.79002483189106e-06,0.3088377079984639,,,,,,,,,
3,1,Random Sampling,0.23796691600000486,0.02474224998150021,0.25372999999672174,,,,,,,,,0.23796691600000486,0.23795987496851012,7.0410314947366714e-06,0.5164391659782268,0.0086426250054501,0.011875291005708277,0.014260332973208278,0.001550292014144361,0.0015114589768927544,0.20011987499310635,,,
3,1,Non-random,0.2820677920244634,0.02474224998150021,0.36858683300670236,,,,,,,,,0.2820677920244634,0.2820651679940056,2.6240304578095675e-06,0.675396875012666,,,,,,,0.22629987497930415,0.054341584007488564,0.0014237090072128922
3,2,Random Projection,0.21813799999654293,0.037311207997845486,0.20784354201168753,7.395801367238164e-05,0.01556295799673535,0.002043540996965021,0.0004710000066552311,0.009493459016084671,0.00013358300202526152,2.2624997654929757e-05,0.19032991700805724,0.21813799999654293,0.21813104103785008,6.958958692848682e-06,0.46329275000607595,,,,,,,,,
3,2,Random Sampling,0.10419279200141318,0.037311207997845486,0.2619739589863457,,,,,,,,,0.10419279200141318,0.10418575096991844,7.0410314947366714e-06,0.40347795898560435,0.00772504199994728,0.01098958301008679,0.025915083999279886,0.0010727919870987535,0.00346270899171941,0.055020540981786326,,,
3,2,Non-random,0.4368443340063095,0.037311207997845486,0.15836062500602566,,,,,,,,,0.4368443340063095,0.4368412919866387,3.042019670829177e-06,0.6325161670101807,,,,,,,0.37330524998833425,0.062409832986304536,0.0011262090119998902
3,3,Random Projection,0.07272575001115911,0.026895916991634294,0.1844726669951342,6.61670055706054e-05,0.009164957999018952,0.00032274998375214636,0.003831000009085983,0.0011229579977225512,5.9874990256503224e-05,8.458999218419194e-06,0.05814633399131708,0.07272575001115911,0.07272250097594224,3.2490352168679237e-06,0.2840943339979276,,,,,,,,,
3,3,Random Sampling,0.1252265420043841,0.026895916991634294,0.1688673330063466,,,,,,,,,0.1252265420043841,0.12521945903426968,7.082970114424825e-06,0.320989792002365,0.014218333002645522,0.015621209022356197,0.013723500014748424,0.0011106249876320362,0.0013985830009914935,0.079147209005896,,,
3,3,Non-random,0.3096807089750655,0.026895916991634294,0.17820812499849126,,,,,,,,,0.3096807089750655,0.309678124031052,2.584944013506174e-06,0.514784750965191,,,,,,,0.25339629099471495,0.05519762501353398,0.0010842080228030682
3,4,Random Projection,0.10737379197962582,0.021324625005945563,0.2220499999821186,7.05840066075325e-05,0.024169915996026248,0.00042733398731797934,0.0027074170066043735,0.0028190420125611126,9.383299038745463e-05,9.584007784724236e-06,0.0770699999993667,0.10737379197962582,0.10736771000665613,6.081972969695926e-06,0.35074841696769,,,,,,,,,
3,4,Random Sampling,0.14100862501072697,0.021324625005945563,0.24013466702308506,,,,,,,,,0.14100862501072697,0.14100095801404677,7.6669966802001e-06,0.4024679170397576,0.007427125005051494,0.010138125013327226,0.023377083998639137,0.0009692499879747629,0.002900082996347919,0.09618929101270624,,,
3,4,Non-random,0.30656591698061675,0.021324625005945563,0.23670045801554807,,,,,,,,,0.30656591698061675,0.30656437497236766,1.5420082490891218e-06,0.5645910000021104,,,,,,,0.2468730419932399,0.05904783299774863,0.0006434999813791364
3,5,Random Projection,0.0809193330060225,0.02399379201233387,0.2204034999886062,6.870899233035743e-05,0.0057884159905370325,0.0007232500065583736,0.0009444999741390347,0.0013173750194255263,0.00010641699191182852,2.0332983694970608e-05,0.07194462500046939,0.0809193330060225,0.08091362495906651,5.708046955987811e-06,0.32531662500696257,,,,,,,,,
3,5,Random Sampling,0.08512025000527501,0.02399379201233387,0.2623256670194678,,,,,,,,,0.08512025000527501,0.08511366703896783,6.58296630717814e-06,0.3714397090370767,0.010170834022574127,0.00923275001696311,0.016775457974290475,0.0009614170121494681,0.003577750001568347,0.044395458011422306,,,
3,5,Non-random,0.4950285830127541,0.02399379201233387,0.3255870419961866,,,,,,,,,0.4950285830127541,0.49502583299181424,2.7500209398567677e-06,0.8446094170212746,,,,,,,0.4335814579972066,0.060232457995880395,0.0012119169987272471
3,6,Random Projection,0.06812574999639764,0.02463962501497008,0.22382804099470377,7.404101779684424e-05,0.008090582996373996,0.0009908329811878502,0.0011866250133607537,0.0014644590264651924,7.220800034701824e-05,9.25001222640276e-06,0.056224916013889015,0.06812574999639764,0.06811291506164707,1.2834934750571847e-05,0.3165934160060715,,,,,,,,,
3,6,Random Sampling,0.10988508301670663,0.02463962501497008,0.13765712498570792,,,,,,,,,0.10988508301670663,0.10987854198901914,6.541027687489986e-06,0.27218183301738463,0.009717624983750284,0.010590541991405189,0.020234166993759573,0.001201291015604511,0.0013945840182714164,0.06674033298622817,,,
3,6,Non-random,0.4596233750053216,0.02463962501497008,0.16626008399180137,,,,,,,,,0.4596233750053216,0.4596217490034178,1.6260019037872553e-06,0.650523084012093,,,,,,,0.35607779101701453,0.1028224999899976,0.0007214579964056611
