group,r,metric,diff_mean_ds_minus_gaussian,diff_std,diff_se,n_pairs
low_deg_1_2,10,F1_macro_true,0.04086335442086566,0.01667095745071478,0.005271819632001295,10
low_deg_1_2,10,total_method_wall_sec,-0.049343980000412554,0.02585059785301304,0.00817467680925798,10
low_deg_1_2,20,ARI_true,0.013906599394499647,0.01013916650094866,0.0032062859718677544,10
low_deg_1_2,20,NMI_true,0.05406972210455171,0.019767999481055083,0.00625119031451606,10
low_deg_1_2,20,F1_macro_true,0.042541845197058344,0.022892635842229475,0.00723928709062522,10
low_deg_1_2,20,total_method_wall_sec,-0.052673520000826105,0.03163263350377436,0.010003117026127948,10
low_deg_1_2,40,ARI_true,0.03748659548237279,0.011256755610247783,0.0035596986792261636,10
low_deg_1_2,40,NMI_true,0.09032671470746535,0.014348187139510778,0.004537295165519017,10
low_deg_1_2,40,F1_macro_true,0.0718622833456827,0.013182038426332936,0.004168526563107378,10
low_deg_1_2,40,total_method_wall_sec,-0.042980879997776354,0.029633030890289062,0.00937078715874406,10
mid_deg_3_8,0,ARI_true,0.022426877599804124,0.018687946950966903,0.005909647715745441,10
mid_deg_3_8,0,NMI_true,0.04676489335622823,0.021910677232121034,0.006928764513029628,10
mid_deg_3_8,0,F1_macro_true,0.00531417713703079,0.02965772687793514,0.009378596715746958,10
mid_deg_3_8,0,total_method_wall_sec,-0.3080506800004514,0.6462507878144536,0.2043624429171862,10
mid_deg_3_8,2,ARI_true,0.024525902842555836,0.01644862608387509,0.0052015122805501085,10
mid_deg_3_8,2,NMI_true,0.05813116255773269,0.02712912389638809,0.008578982243748819,10
mid_deg_3_8,2,F1_macro_true,0.010799249908625672,0.03610483221226697,0.011417350432897952,10
mid_deg_3_8,2,total_method_wall_sec,-0.06866706000582781,0.037311898990485336,0.011799058463607088,10
mid_deg_3_8,5,ARI_true,0.027514089307095035,0.013546964186327512,0.00428392622095246,10
mid_deg_3_8,5,NMI_true,0.06410579976916987,0.01882120940997707,0.005951789005452138,10
