group,r,method,runs,alpha_mean,alpha_std,tau_value_mean,tau_value_std,group_n_mean,group_n_std,ell_mean,ell_std,k_mean,k_std,q_mean,q_std,embedding_wall_sec_mean,embedding_wall_sec_std,clustering_wall_sec_mean,clustering_wall_sec_std,total_method_wall_sec_mean,total_method_wall_sec_std,exact_eigsh_sec_mean,exact_eigsh_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,ARI_true_mean,ARI_true_std,NMI_true_mean,NMI_true_std,F1_macro_true_mean,F1_macro_true_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_test_matrix_entry_std_mean,rp_test_matrix_entry_std_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_small_eigh_sec_mean,rp_small_eigh_sec_std,rp_lift_sec_mean,rp_lift_sec_std,ds_bucket_build_sec_mean,ds_bucket_build_sec_std,ds_draw_and_initial_multiply_sec_mean,ds_draw_and_initial_multiply_sec_std,ds_power_iter_sec_mean,ds_power_iter_sec_std,ds_qr_sec_mean,ds_qr_sec_std,ds_build_core_sec_mean,ds_build_core_sec_std,ds_small_eigh_sec_mean,ds_small_eigh_sec_std,ds_lift_sec_mean,ds_lift_sec_std,ds_num_buckets_mean,ds_num_buckets_std,ds_min_bucket_dim_mean,ds_min_bucket_dim_std,ds_max_bucket_dim_mean,ds_max_bucket_dim_std
all,0,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.01475546001456678,0.0016612449038655146,0.39539451999589803,0.034115149823520374,0.41014998001046477,0.0335819940270121,,,0.01445016999496147,0.0016627633213189283,0.0746438463530546,0.013458042722507349,0.17206378165366448,0.018511444397502068,0.1926374063984333,0.017169510744068008,,,,,,,,,,,,,,,0.000501929980237037,6.115601939407853e-05,0.003737810009624809,0.0003765651667688929,0.005648340017069131,0.0009177370880437068,0.0030727399862371385,0.0004181687047183483,0.0011470800032839178,0.00016773335310578928,0.00010292001534253358,1.6147989075285195e-05,0.00023934998316690325,4.888851221534997e-05,8.0,0.0,1.0,0.0,3.0,0.0
all,0,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.20604512002319098,0.04035107300157579,0.36522262007929385,0.040351073001575775,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6642579213867713,0.012719600506646911,0.6530128414011837,0.0032095946611202424,0.5213317150372463,0.0033922504552514766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,0,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.010716889996547251,0.002195205910836641,0.5237730800057762,0.0572423888207435,0.5344899700023233,0.057009767582422134,,,0.010482379992026836,0.002135817710316296,0.06705462455336673,0.007987574413413686,0.1464803041416179,0.00902703968948256,0.2095977172632014,0.015782239711859408,0.0014911299920640885,0.0002955517611128582,0.23570226039551584,0.0,0.0032610200112685563,0.000273634001705678,0.0037385699921287595,0.001041163028718783,0.0013757299981079995,0.00020726350231939307,0.00034536999883130195,0.0007337945834317341,0.0002705599996261299,6.639704963909815e-05,,,,,,,,,,,,,,,,,,,,
all,2,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,20.0,0.0,18.0,0.0,1.0,0.0,0.018559100001584738,0.003992523059926206,0.4167900400119834,0.044611560502758135,0.4353491400135681,0.047541432360723085,,,0.018235059990547597,0.003977677665857674,0.09029063236386342,0.01614590845050098,0.19766985213653313,0.018314525810744775,0.22566520886241545,0.020174455484174285,,,,,,,,,,,,,,,0.0006081700092181563,0.0002852743447951048,0.004132960003335029,0.0004851236028589841,0.0071616099798120555,0.0017619548165614953,0.004125830007251352,0.001317827435477567,0.0015728999977000057,0.0003244508797062314,0.000126769975759089,2.5550814062236428e-05,0.0005068200174719095,0.0006283499991795679,8.0,0.0,2.0,0.0,3.0,0.0
all,2,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.20040578999323772,0.029397405377704584,0.3595832900493406,0.029397405377704577,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6598702744175555,0.01545264202360854,0.6520547384444306,0.0024472883566524135,0.5241110843498517,0.004562907239484399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,2,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,20.0,0.0,18.0,0.0,1.0,0.0,0.012545939988922328,0.002496857302855674,0.5493802900076844,0.08697427414715733,0.5619262299966067,0.08875428542123207,,,0.0122398599749431,0.0025148200636866255,0.06686407233209371,0.008054199102463902,0.1487567674845977,0.010127260704232512,0.21643796961072762,0.01607260171935535,0.0016547400038689375,0.0003084018578086821,0.223606797749979,0.0,0.0042586699593812226,0.0007902414301728033,0.004512960009742528,0.001544337808369757,0.0013770199846476316,0.00016099899337245074,0.00013285002205520868,3.258278249626973e-05,0.00030361999524757265,6.0787918769110264e-05,,,,,,,,,,,,,,,,,,,,
all,5,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,23.0,0.0,18.0,0.0,1.0,0.0,0.018748339999001475,0.0018137333965989185,0.43579553000163285,0.07476711866330277,0.45454387000063434,0.07493943524119177,,,0.018452670006081463,0.001820258652389778,0.08815922758520671,0.018157203970158277,0.1995607870883771,0.02055556545094703,0.22462048822064618,0.020916048202955888,,,,,,,,,,,,,,,0.0005330700194463133,0.0001585573612664429,0.0037774400087073447,0.0005541798135222833,0.007514119963161647,0.0008528424466712172,0.004415349988266826,0.000394841571004912,0.0017532399971969426,0.00018531881531660754,0.0001563300145789981,5.607305454375507e-05,0.00030312001472339035,7.129541507068487e-05,8.0,0.0,2.0,0.0,4.0,0.0
all,5,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.23472148000728338,0.10810995475478566,0.39389898006338625,0.10810995475478566,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6713713303157233,0.0021470469649126044,0.6529341492359493,0.0016324691255799478,0.5225550270064173,0.0026753442465923187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,5,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,23.0,0.0,18.0,0.0,1.0,0.0,0.01336981002241373,0.0012361757640643074,0.5481716999900528,0.06316146696380778,0.5615415100124664,0.06243840251442586,,,0.01306053000735119,0.001205871578996088,0.06588620742414437,0.008901304192450266,0.1492422650706971,0.010974225938619894,0.2156929570992276,0.017120753307835558,0.0018260900164023043,0.00015381493860048735,0.20851441405707477,0.0,0.004542909981682897,0.0006817355280680509,0.004550979996565729,0.00047232514492481456,0.001639939984306693,0.00024102677044615835,0.0001977700274437666,0.00016170363824152364,0.0003028400009498,3.325776514430398e-05,,,,,,,,,,,,,,,,,,,,
all,10,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,28.0,0.0,18.0,0.0,1.0,0.0,0.025229910004418342,0.0073768783108972,0.524862739967648,0.2156628880726655,0.5500926499720663,0.2228498463801933,,,0.02488530004629865,0.007378266874098538,0.1061004384011132,0.013871312572677244,0.23075756905842834,0.022840572145423572,0.25103686144351056,0.022145577180605548,,,,,,,,,,,,,,,0.0005160400178283453,8.673008590853034e-05,0.004780289984773844,0.0011779113929140592,0.010267920012120157,0.003017378414113721,0.006306690012570471,0.0027681328788772067,0.0023020299850031734,0.0004651244052520527,0.0003814200288616121,0.000142965232266574,0.0003309100051410496,8.533311024637083e-05,8.0,0.0,2.0,0.0,5.0,0.0
all,10,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.23473467996809633,0.05647923739648478,0.3939121800241992,0.05647923739648478,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6699368080866878,0.005159916246051055,0.653265012529805,0.0023895674394818424,0.5225955530285077,0.004803326271511032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,10,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,28.0,0.0,18.0,0.0,1.0,0.0,0.01922483000671491,0.0029172602220694397,0.5912733999663032,0.08324184318967898,0.6104982299730182,0.08382618881828505,,,0.01887215001042932,0.002906709029414392,0.07773990224209826,0.010309933024995258,0.1612806030083035,0.012817835285659147,0.22504998161591364,0.014726127528350457,0.002283670019824058,0.0003828400064275346,0.1889822365046136,0.0,0.005932719993870706,0.0006517479985559423,0.00688143001170829,0.0013528463643535961,0.0026169200078584253,0.0006203604193330586,0.0007968399790115654,0.001053111967971815,0.00036056999815627935,7.304056843170147e-05,,,,,,,,,,,,,,,,,,,,
all,20,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,38.0,0.0,18.0,0.0,1.0,0.0,0.03324053999967873,0.002922342607815142,0.44648551001446324,0.04441002100233902,0.4797260500141419,0.04623823777745168,,,0.03278455000836402,0.0029358161284017393,0.1420076527701098,0.014710836137972548,0.27702667579033974,0.014165014694197125,0.3041244530294842,0.01671849071548206,,,,,,,,,,,,,,,0.0005248500034213066,9.619523577974779e-05,0.004860629991162569,0.0002509963992101976,0.014512920018751175,0.0015086979204229447,0.008829169999808073,0.0008090881482219018,0.0031246499973349275,0.0006717036905467959,0.0004918300081044435,0.0001622607391714647,0.0004404999897815287,0.00023999117533873106,8.0,0.0,2.0,0.0,7.0,0.0
all,20,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.2184074600110762,0.04070506515481803,0.37758496006717907,0.04070506515481804,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6649810742659281,0.012231208101108924,0.6529469640085631,0.0025094383676062854,0.5230775235903632,0.006192791536295915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,20,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,38.0,0.0,18.0,0.0,1.0,0.0,0.023294949997216464,0.0014179241498884778,0.5423495800001547,0.05747974278886282,0.5656445299973711,0.05745790637526599,,,0.022806529991794378,0.001425176173312693,0.082157584237547,0.016636329319086943,0.17200494270085895,0.015109902082817697,0.2346377014454525,0.01629070218961313,0.0029574700049124656,0.00026950909593951504,0.16222142113076254,0.0,0.006998429994564503,0.000691577032262159,0.009170349990017711,0.0007372778231661584,0.002821440016850829,0.0004390778721243185,0.0004824299947358668,0.00012890308686759857,0.0003764099907130003,0.00010859982100424116,,,,,,,,,,,,,,,,,,,,
all,40,Degree-stratified RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,58.0,0.0,18.0,0.0,1.0,0.0,0.05093663000734523,0.005162895621858024,0.3956477400148287,0.04064830740215917,0.446584370022174,0.03940600890181389,,,0.05025255000218749,0.005126603265246995,0.2020335886454169,0.01921658351668115,0.34915392669169376,0.013752515016043914,0.35653564542385147,0.029735640613514688,,,,,,,,,,,,,,,0.000528609985485673,7.756361831842159e-05,0.00558244000421837,0.0006218231819842021,0.02254546998301521,0.002322749501240973,0.01610412000445649,0.0021231441765058932,0.004239800001960248,0.00048703113455422656,0.0008480799966491759,9.030126109598847e-05,0.00040403002640232444,9.435865601559054e-05,8.0,0.0,4.0,0.0,10.0,0.0
all,40,Exact spectral,10,0.5,0.0,0.0,0.0,7624.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.19936955000739545,0.025270384633295947,0.3585470500634983,0.025270384633295947,0.15917750005610287,0.0,0.15917750005610287,0.0,0.6706069158970319,0.00509726789596832,0.6541669618605082,0.001428478258250284,0.5217859767667195,0.0019493552735465802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,40,Gaussian RP,10,0.5,0.0,0.0,0.0,7624.0,0.0,58.0,0.0,18.0,0.0,1.0,0.0,0.03748955002520234,0.004500742704925051,0.5056603299919515,0.06616928529124999,0.5431498800171539,0.06667207394162343,,,0.03685053006047383,0.004519654190662493,0.10222848137729476,0.01473538215861903,0.1965496596904881,0.014558832181817445,0.2625984825357166,0.021768097389906794,0.004560300020966679,0.0005706969244200442,0.13130643285972254,0.0,0.009621040034107863,0.0014004869839934536,0.01676257001236081,0.001845913580485106,0.004567769984714687,0.001144819482961623,0.000904499995522201,0.00015588707216322584,0.0004343500128015876,6.860166233160508e-05,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,0,Degree-stratified RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.01475546001456678,0.0016612449038655146,0.39539451999589803,0.034115149823520374,0.41014998001046477,0.0335819940270121,,,0.01445016999496147,0.0016627633213189283,0.28036845159712814,0.045325327048088004,0.4163916581060456,0.03440059101979589,0.2822545391980325,0.024300522845919565,,,,,,,,,,,,,,,0.000501929980237037,6.115601939407853e-05,0.003737810009624809,0.0003765651667688929,0.005648340017069131,0.0009177370880437068,0.0030727399862371385,0.0004181687047183483,0.0011470800032839178,0.00016773335310578928,0.00010292001534253358,1.6147989075285195e-05,0.00023934998316690325,4.888851221534997e-05,8.0,0.0,1.0,0.0,3.0,0.0
high_deg_9_plus,0,Exact spectral,10,0.5,0.0,0.0,0.0,1835.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.20604512002319098,0.04035107300157579,0.36522262007929385,0.040351073001575775,0.15917750005610287,0.0,0.15917750005610287,0.0,0.8313149734427272,0.012610238135609627,0.8553654438793143,0.003525421643349828,0.6007387882475326,0.006621752853938144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,0,Gaussian RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.010716889996547251,0.002195205910836641,0.5237730800057762,0.0572423888207435,0.5344899700023233,0.057009767582422134,,,0.010482379992026836,0.002135817710316296,0.2545509241518159,0.02539674124745959,0.3946441231894283,0.01925114072882085,0.34461581138167746,0.026918444873197805,0.0014911299920640885,0.0002955517611128582,0.23570226039551584,0.0,0.0032610200112685563,0.000273634001705678,0.0037385699921287595,0.001041163028718783,0.0013757299981079995,0.00020726350231939307,0.00034536999883130195,0.0007337945834317341,0.0002705599996261299,6.639704963909815e-05,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,2,Degree-stratified RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,20.0,0.0,18.0,0.0,1.0,0.0,0.018559100001584738,0.003992523059926206,0.4167900400119834,0.044611560502758135,0.4353491400135681,0.047541432360723085,,,0.018235059990547597,0.003977677665857674,0.3353553478915955,0.06333655240222005,0.46173520966860604,0.04345335578576393,0.3396859511584642,0.03489904398743992,,,,,,,,,,,,,,,0.0006081700092181563,0.0002852743447951048,0.004132960003335029,0.0004851236028589841,0.0071616099798120555,0.0017619548165614953,0.004125830007251352,0.001317827435477567,0.0015728999977000057,0.0003244508797062314,0.000126769975759089,2.5550814062236428e-05,0.0005068200174719095,0.0006283499991795679,8.0,0.0,2.0,0.0,3.0,0.0
high_deg_9_plus,2,Exact spectral,10,0.5,0.0,0.0,0.0,1835.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.20040578999323772,0.029397405377704584,0.3595832900493406,0.029397405377704577,0.15917750005610287,0.0,0.15917750005610287,0.0,0.8265037571094871,0.017878364221646285,0.854687601009313,0.004221899463876639,0.6036441174376364,0.004158449234265988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,2,Gaussian RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,20.0,0.0,18.0,0.0,1.0,0.0,0.012545939988922328,0.002496857302855674,0.5493802900076844,0.08697427414715733,0.5619262299966067,0.08875428542123207,,,0.0122398599749431,0.0025148200636866255,0.255745616680691,0.03006600767735964,0.39846277090925175,0.025944736496289925,0.35135995671834075,0.03251724377621982,0.0016547400038689375,0.0003084018578086821,0.223606797749979,0.0,0.0042586699593812226,0.0007902414301728033,0.004512960009742528,0.001544337808369757,0.0013770199846476316,0.00016099899337245074,0.00013285002205520868,3.258278249626973e-05,0.00030361999524757265,6.0787918769110264e-05,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,5,Degree-stratified RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,23.0,0.0,18.0,0.0,1.0,0.0,0.018748339999001475,0.0018137333965989185,0.43579553000163285,0.07476711866330277,0.45454387000063434,0.07493943524119177,,,0.018452670006081463,0.001820258652389778,0.3076954632908463,0.05583351278115459,0.45444271695408106,0.04461660081095646,0.3335013151391707,0.042134130579091204,,,,,,,,,,,,,,,0.0005330700194463133,0.0001585573612664429,0.0037774400087073447,0.0005541798135222833,0.007514119963161647,0.0008528424466712172,0.004415349988266826,0.000394841571004912,0.0017532399971969426,0.00018531881531660754,0.0001563300145789981,5.607305454375507e-05,0.00030312001472339035,7.129541507068487e-05,8.0,0.0,2.0,0.0,4.0,0.0
high_deg_9_plus,5,Exact spectral,10,0.5,0.0,0.0,0.0,1835.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.15917750005610287,0.0,0.23472148000728338,0.10810995475478566,0.39389898006338625,0.10810995475478566,0.15917750005610287,0.0,0.15917750005610287,0.0,0.8372564322360588,0.0033300374345388802,0.8566638709536184,0.0017741013927720603,0.6061865592954244,0.004762656409084223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,5,Gaussian RP,10,0.5,0.0,0.0,0.0,1835.0,0.0,23.0,0.0,18.0,0.0,1.0,0.0,0.01336981002241373,0.0012361757640643074,0.5481716999900528,0.06316146696380778,0.5615415100124664,0.06243840251442586,,,0.01306053000735119,0.001205871578996088,0.25019761271219315,0.03975510929735641,0.393586813977773,0.031083677222534866,0.3323783603381658,0.04924566757070416,0.0018260900164023043,0.00015381493860048735,0.20851441405707477,0.0,0.004542909981682897,0.0006817355280680509,0.004550979996565729,0.00047232514492481456,0.001639939984306693,0.00024102677044615835,0.0001977700274437666,0.00016170363824152364,0.0003028400009498,3.325776514430398e-05,,,,,,,,,,,,,,,,,,,,
