n,rep,seed,K,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec,cs_hash_seed,cs_sparse_explicit_sketch_sec
2000,3,220260509,3,3,16.0,40488,234828,0.058707,0.5906621000031009,0.0671358000254258,0,0.0,60.732,89.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0160756000550463,,0.0216866999398916,8.230004459619522e-05,0.0851600000169128,0.1069357999367639,1.0510649798698706,0.7380041877290165,0.7647269000299275,0.96875,0.1276976999361068,10.417478561401367,,,,,,,,,,,0.0089046000503003,eigsh,0.0126413999823853,118414.0,82797.0,0.7,164215.0,,,,,,,,,,,,,,
2000,3,220260509,3,3,16.0,40488,234828,0.058707,0.5710118749999822,0.0884089580000022,0,0.0,60.732,89.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0092154170000071,,0.158422833000003,0.000156167,0.0447712909999893,0.2033555410000076,0.9999997703732262,0.6541815474115524,0.8627711239999769,1.225137000000018,0.2150494999999921,12.508796691894531,499.2890625,499.328125,0.0390625,,,,,,,,,,,,,,,0.0003305420000003,163.0,4.0,33.0,0.0,0.0039801249999982,0.0957377910000047,0.0408173329999783,0.013619124999991,0.0037466659999836,eigsh,0.0001487499999939,4158739.0,0.0039801249999982
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.549712200067006,0.0683369999751448,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0158911000471562,eigsh,0.005515499971807,7.98000255599618e-05,0.0833960999734699,0.0889974000165239,0.9999999999999996,0.6559959519284514,0.7070406000129879,0.96875,0.1086636999389156,8.052302360534668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.2933553750044666,0.04022658300527837,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,0.9999999999999998,0.015114915993763134,,0.10213587500038557,0.00024620800104457885,0.09552637500746641,0.19791333300236147,0.9999997652409929,0.6558171712489306,0.5314904160186416,1.458120000000008,0.21492187499825377,13.043417930603027,552.171875,552.171875,0.0,0.0012921250017825514,0.06022120900161099,0.02546950000396464,0.01066866698965896,0.0031008749938337132,eigsh,0.0002810419973684475,,,,,,,,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.549712200067006,0.0683369999751448,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,0.9999999999999998,0.0157989000435918,,0.0191355999559164,0.0001020000781863,0.086142300046049,0.105386700015515,1.0478854717712915,0.7361580118426694,0.7234291001223028,0.984375,0.1260395999997854,10.406686782836914,,,,,,,,,,,0.0083541999338194,eigsh,0.0107049000216647,118010.0,82857.0,0.7,164366.0,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.5796443330000045,0.0891199170000049,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0091247499999838,,0.1520029159999865,0.0001299580000022,0.0450310409999872,0.1971691250000162,0.9999998120650244,0.65580923894765,0.8659281649999855,1.2195480000000316,0.2087627500000053,12.49673843383789,499.328125,499.328125,0.0,,,,,,,,,,,,,,,0.0003462500000068,163.0,4.0,23.0,0.0,0.0041660830000012,0.0951827499999922,0.0349994999999978,0.0133734169999968,0.003792374999989,eigsh,9.46659999954136e-05,1433331240.0,0.0041660830000012
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.5632947999984026,0.0726096999133005,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.018138299928978,eigsh,0.0054736000020056,7.999991066753864e-05,0.0836869999766349,0.089246799936518,1.0,0.6567490486554729,0.7251450998010114,0.765625,0.1108541999710723,8.085760116577148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.30652533398824744,0.04023112500726711,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.010153916999115609,,0.09882595800445415,0.0002022499975282699,0.11653070799366105,0.21556295800837688,0.9999997994297405,0.6565983815988898,0.562315374991158,1.5636069999999904,0.22736145900853444,13.054190635681152,552.171875,552.1875,0.015625,0.0013230419863248244,0.061074124998413026,0.018156833000830375,0.014233333000447601,0.003358500005560927,eigsh,0.0001932079903781414,,,,,,,,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.5632947999984026,0.0726096999133005,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,0.9999999999999998,0.0166091000428423,,0.0190989000257104,0.0001130000455304,0.0839657000033184,0.1031846000114455,1.051600371899907,0.742366216889247,0.7390820999862626,1.0625,0.1246423999546095,10.41562271118164,,,,,,,,,,,0.0079501000000163,eigsh,0.0110704000107944,118498.0,82727.0,0.7,164065.0,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.5692690000000198,0.0870638749999841,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0089567910000027,,0.1534567499999752,0.0001258329999984,0.0541036250000104,0.2076912910000032,0.9999998407304492,0.6565439158624351,0.8640190829999881,1.2181150000000116,0.2191255420000004,12.52102279663086,499.35546875,499.35546875,0.0,,,,,,,,,,,,,,,0.0003167920000066,163.0,5.0,22.0,0.0,0.0040330419999747,0.0948075000000017,0.036958750000025,0.0134624169999995,0.0037404579999815,eigsh,9.733300001357748e-05,2731340753.0,0.0040330419999747
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.5452888000290841,0.0672551000025123,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,1.0,0.0160708000184968,eigsh,0.0051569000352174,7.82000133767724e-05,0.0825166999129578,0.0877575000049546,0.9999999999999998,0.6517968920154446,0.7002956999931484,0.578125,0.1077066999860107,7.989680290222168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.3232829999906244,0.04351524999947287,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.011212458004592918,,0.11095204199955333,0.00027120800223201513,0.1059691670088796,0.21719633300381247,0.9999998317964953,0.6515987934198214,0.5839906670007622,1.55920100000003,0.2301513749989681,13.022345542907715,552.1875,552.1875,0.0,0.001403667003614828,0.06211841700132936,0.029091542004607618,0.015445915996679105,0.0015178750036284328,eigsh,0.0002210829989053309,,,,,,,,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.5452888000290841,0.0672551000025123,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0168607999803498,,0.0204928999301046,8.720008190721273e-05,0.0843659999081865,0.1049528999719768,1.0569474322753052,0.7347252196829541,0.7174899999517947,1.015625,0.1266354999970644,10.320782661437988,,,,,,,,,,,0.0079921999713405,eigsh,0.0124192999210208,117098.0,82156.0,0.7,162910.0,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.5658282500000098,0.0909245830000031,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0092944170000066,,0.1586753750000014,0.0001275420000013,0.0420657500000061,0.2008738330000028,0.9999998206206988,0.6516401643038411,0.8576215000000218,1.186386999999968,0.2126992499999858,12.46506118774414,499.37890625,499.37890625,0.0,,,,,,,,,,,,,,,0.0003847090000022,163.0,4.0,24.0,0.0,0.0044684160000088,0.0963432920000002,0.0392811660000234,0.0141629580000142,0.0038094169999851,eigsh,0.0001696249999838,4158453344.0,0.0044684160000088
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.551001200103201,0.0685956999659538,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0168588000815361,eigsh,0.0057028000010177,7.990002632141113e-05,0.0843609999865293,0.090149600058794,0.9999999999999996,0.6575089237566981,0.7097406000830233,1.0,0.1108352999435737,8.063014030456543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.29468908299168106,0.044307290998403914,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.01325433400052134,,0.11082229200110305,0.000589457995374687,0.1252709580003284,0.23668845898646396,0.9999997983252051,0.6573454600212748,0.5756790819868911,1.7939130000000318,0.2518518329889048,13.046591758728027,552.203125,552.203125,0.0,0.0013449159887386486,0.061074750003172085,0.02511624999169726,0.01889558299444616,0.0030010829941602424,eigsh,0.0002770409919321537,,,,,,,,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.551001200103201,0.0685956999659538,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0005,0.998498874063205,0.9965853313238792,0.015998899936676,,0.0197375999996438,0.0001020999625325,0.0853676999686285,0.1052139999810606,1.0542714149522097,0.7407282833806291,0.7248042999999598,1.0,0.1259894000831991,10.370896339416504,,,,,,,,,,,0.0083446999778971,eigsh,0.011256199912168,118166.0,82282.0,0.7,163148.0,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.5784474169999783,0.0861609579999935,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0092614579999974,,0.1595512080000105,0.0001346669999975,0.0396396249999781,0.1993308330000047,0.9999998010509384,0.6573702199738047,0.8639338749999581,1.115982999999915,0.2109382089999769,12.501579284667969,499.37890625,499.3828125,0.00390625,,,,,,,,,,,,,,,0.0003234579999968,163.0,3.0,23.0,0.0,0.0040161670000031,0.0966514579999966,0.0399500000000045,0.0139232500000048,0.0044909169999982,eigsh,0.0001413749999983,3829177339.0,0.0040161670000031
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.53622190002352,0.0674336999654769,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,1.0,0.0164824000094085,eigsh,0.0058225999819114,9.590003173798324e-05,0.0822779999580234,0.0882031000219285,1.0000000000000002,0.65800087942432,0.6918520999606699,0.765625,0.1080965999281033,7.992770195007324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.2906476250063861,0.03927174999262206,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.00931233400478959,,0.10360516600485425,0.0004778750007972121,0.12382399999478366,0.22791108299861662,0.9999998162518331,0.6578744367368937,0.5578264159994433,1.6607529999999997,0.23958933301037177,13.023177146911621,552.21875,552.21875,0.0,0.001367124990792945,0.060680666007101536,0.028408165992004797,0.010465791987371631,0.0020973749924451113,eigsh,0.00022625000565312803,,,,,,,,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.53622190002352,0.0674336999654769,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0196431999793276,,0.0187127999961376,8.289993274956942e-05,0.0957328000804409,0.1145371999591589,1.0529921829360671,0.7440520195050317,0.7181840999983251,1.09375,0.1393821999663487,10.31073760986328,,,,,,,,,,,0.0079486999893561,eigsh,0.0106907999143004,117143.0,81978.0,0.7,162576.0,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.5679400839999857,0.0920147500000041,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0130352500000014,,0.1496358329999907,0.0001311670000063,0.0479763339999976,0.1977499170000101,0.9999997765286456,0.6578431137020719,0.8576981679999847,1.1532020000000784,0.2132923750000088,12.473037719726562,499.3828125,499.4140625,0.03125,,,,,,,,,,,,,,,0.0003587500000037,163.0,4.0,25.0,0.0,0.0041630000000054,0.0938498750000178,0.0335682080000196,0.0135005410000133,0.0040558339999847,eigsh,9.329200000252058e-05,1861684268.0,0.0041630000000054
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.573163399938494,0.0673764999955892,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0176507999422028,eigsh,0.0051611000671982,9.699992369860412e-05,0.0832944000139832,0.0885592000558972,1.0000000000000002,0.6556030817911352,0.7290923999389634,0.703125,0.1102106000762432,7.961871147155762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.2979315419943305,0.038904000000911765,0,0.0,59.883,92.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0070359170058509335,,0.1045401659939671,0.00044358400919009,0.09932649999973364,0.20431637499132194,0.9999997846941119,0.6554002608796825,0.5411457919981331,1.450928000000033,0.21397412499936763,13.013075828552246,552.21875,552.21875,0.0,0.0013820419990224764,0.059971584007143974,0.0269127500068862,0.01206233398988843,0.0029725420026807114,eigsh,0.0003705420094775036,,,,,,,,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.573163399938494,0.0673764999955892,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0005,0.998499999625,0.9965856736581904,0.0173516999930143,,0.0188133000629022,0.0001144999405369,0.0858382999431341,0.1047733000013977,1.0565718724701123,0.7428805075029352,0.7453059998806566,0.8125,0.1268637999892234,10.267573356628418,,,,,,,,,,,0.0077282999409362,eigsh,0.010962100001052,116693.0,81623.0,0.7,161834.0,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.555939957999982,0.0876727090000031,0,0.0,59.883,92.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0088704169999971,,0.1518386250000105,0.0001253329999997,0.0425508749999892,0.1945188329999894,0.9999998140591152,0.6554307585751149,0.8381274999999846,1.2088599999999587,0.2057155839999893,12.447608947753906,499.4140625,499.4140625,0.0,,,,,,,,,,,,,,,0.0003174999999941,163.0,5.0,27.0,0.0,0.0039247499999817,0.0932965840000008,0.0370179159999963,0.0134235829999909,0.0037234580000244,eigsh,9.595800000283816e-05,3078630681.0,0.0039247499999817
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.5523186000064015,0.0687153999460861,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0166797001147642,eigsh,0.0056549999862909,9.55999130383134e-05,0.0859113000333309,0.0916691999882459,0.9999999999999998,0.6564039369118698,0.7126958998851478,0.4375,0.1119997999630868,8.046552658081055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.28781116601021495,0.04026237499783747,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.268631039999995,0.11077788894447224,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,0.9999999999999998,0.01432441599899903,,0.09692620800342411,0.00022320800053421408,0.10693608400470112,0.20408920900081284,0.9999997729352574,0.6562399292947392,0.5321590410167119,1.5147949999999923,0.22029891599959228,13.04141902923584,552.21875,552.21875,0.0,0.0014003749965922907,0.05998645799991209,0.022099582987721078,0.009878208002191968,0.0021970000088913366,eigsh,0.00033079099375754595,,,,,,,,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.5523186000064015,0.0687153999460861,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0162965999916195,,0.0193727000150829,0.0001138999359682,0.0854993000393733,0.1049928000429645,1.0582894296761691,0.7427244088063061,0.7260198999429122,0.765625,0.1262074999976903,10.369135856628418,,,,,,,,,,,0.0081844999222084,eigsh,0.0110292000463232,117927.0,82393.0,0.7,163363.0,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.5660036250000076,0.0907618749999983,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.268631039999995,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0092069579999929,,0.1608039999999846,0.0003427910000084,0.0428536670000028,0.2040076250000027,0.9999998457250784,0.6562671591975496,0.8607659580000018,1.2139180000000351,0.2157155840000086,12.498294830322266,499.4140625,499.421875,0.0078125,,,,,,,,,,,,,,,0.0003474579999931,163.0,3.0,19.0,0.0,0.0039993339999853,0.0965678749999767,0.0421274999999923,0.013505082999984,0.0039694159999896,eigsh,0.0001749580000023,3771478782.0,0.0039993339999853
