K,method,reps,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std,non_random_spectral_sec_mean,spectral_speedup_vs_non_random
6,Random sampling,5,6000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,1.6e-05,0.0,1.7777777777777777e-06,0.0,78341.4,458.1247646656981,472463.2,2653.6422516985913,0.013123977777777721,7.371228476941264e-05,39.1707,0.22906238233284568,65.8,4.324349662087931,39.07379377777777,0.0,0.0277083526369655,0.0,0.0,0.0,0.8036,0.0045316786195747465,0.0021187168670658797,0.000467518647843454,0.00429729109496998,0.0007830077180999902,0.5057522665942088,0.014322631624985566,0.0930859167827293,0.006260062255083505,0.06703077480196946,0.010808435412578499,0.00017549979966132034,0.00014300505796372798,0.27624139180406926,0.039835869090606116,0.34344989140518006,0.034692041082210884,0.00459237520117306,0.0012628071151075863,0.9422858497826383,0.05074144614167642,,,,,,,0.0095919084269553,0.0020938161018662685,71963.0,710.1003450217441,,,,,,,,,,,1.4375844200389107,0.0033278230682625928,1.2798478507738849,0.0004552719519352951,0.09954983359202736,0.2898525697147037
6,CountSketch RP,5,6000.0,0.0,6.0,0.0,16.0,0.0,36.0,0.0,4.0,0.0,32.0,0.0,1.6e-05,0.0,1.7777777777777777e-06,0.0,78341.4,458.1247646656981,472463.2,2653.6422516985913,0.013123977777777721,7.371228476941264e-05,39.1707,0.22906238233284568,65.8,4.324349662087931,39.07379377777777,0.0,0.0277083526369655,0.0,0.0,0.0,0.8036,0.009826692672964267,0.00305194571278816,0.0018928035287134914,0.0053917345985525405,0.0025187787391593368,0.5057522665942088,0.014322631624985566,0.0930859167827293,0.006260062255083505,0.033347983425483056,0.006155376779005196,0.00022759141866112,0.00013466186834998903,0.44132622522301973,0.022987876319928276,0.4749028752092272,0.024120935239550775,0.0034877415979280594,0.00041894097232819666,1.0737399834441022,0.030692064771789075,,,,,,,,,,,0.00489727458916598,0.00043879051159759116,0.0089102164143696,0.0017201631143159064,0.012140824995003598,0.004782424418870915,0.00601995862089094,0.0014763601576829192,36.0,0.0,0.8055308524316505,0.05810158885848558,0.41812607140324964,0.0008155442365731101,0.09954983359202736,0.20962145901552787
8,Non-random eigsh,5,6000.0,0.0,8.0,0.0,28.444444444444446,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.8444444444444444e-05,0.0,3.1604938271604935e-06,0.0,127960.2,309.79945125839197,764949.2,1762.5768635722068,0.02124858888888884,4.896046843255899e-05,63.98009999999999,0.1548997256291931,100.2,5.93295878967653,63.94313955555556,0.0,0.0155703398604669,0.0,0.0,0.0,0.30589999999999995,0.008595541479937898,0.4244118603370886,0.012817725365867593,0.4235158405352767,0.011715349995109632,0.8194477665703743,0.053754509678059836,0.1535720915999263,0.011642772128966562,0.08411547499708825,0.009188094732385733,9.202482178807242e-05,1.0257543973182683e-05,0.18875739157665516,0.06207941869583182,0.272966150031425,0.05912914208928694,0.00382906661834564,0.0009435299233082794,1.2459847495658323,0.06301142195038409,,,,,,,,,,,,,,,,,,,,,0.9999999999999998,3.040470972244059e-16,0.4556996885567832,0.0004481680517490837,0.272966150031425,1.0
8,Gaussian RP,5,6000.0,0.0,8.0,0.0,28.444444444444446,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.8444444444444444e-05,0.0,3.1604938271604935e-06,0.0,127960.2,309.79945125839197,764949.2,1762.5768635722068,0.02124858888888884,4.896046843255899e-05,63.98009999999999,0.1548997256291931,100.2,5.93295878967653,63.94313955555556,0.0,0.0155703398604669,0.0,0.0,0.0,0.8514333333333333,0.004348690735280114,0.00111543930796766,0.0004445799897769708,0.0038015123137486798,0.0006767001250940209,0.8194477665703743,0.053754509678059836,0.1535720915999263,0.011642772128966562,0.053927566553466,0.0115122273225233,0.00029843319207424,0.00010627733608655817,0.5735162084223703,0.007237783994054239,0.6277436416130513,0.017741133372281632,0.0033180747646837996,0.0002492043107785635,1.6007620663382114,0.07417795928527428,0.02307660856749858,0.005186347423780075,0.01740705836564296,0.008391554261480581,0.010797841614112218,0.0023184206346887736,,,,,,,,,,,,,,,0.850492690951613,0.018927135206184408,0.3900164087161563,0.00039272198640265905,0.272966150031425,0.43483698111224295
8,Random sampling,5,6000.0,0.0,8.0,0.0,28.444444444444446,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.8444444444444444e-05,0.0,3.1604938271604935e-06,0.0,127960.2,309.79945125839197,764949.2,1762.5768635722068,0.02124858888888884,4.896046843255899e-05,63.98009999999999,0.1548997256291931,100.2,5.93295878967653,63.94313955555556,0.0,0.0155703398604669,0.0,0.0,0.0,0.8524666666666667,0.0023523038352503372,0.00102905466799708,0.00036895063156700854,0.004337165455641739,0.000668289286633467,0.8194477665703743,0.053754509678059836,0.1535720915999263,0.011642772128966562,0.10801866655237971,0.016361520560599894,9.481681045144242e-05,1.5681655078807735e-05,0.4197960917837918,0.032026090639098365,0.5279112918069586,0.03664539480188576,0.00357436637859788,0.0003961920300654923,1.5009294333169236,0.05922043760299161,,,,,,,0.013538974965922459,0.000782320997301777,115610.0,391.63758757300025,,,,,,,,,,,1.4254064593430043,0.002727395752401647,1.2374821766260395,0.00038635550587421704,0.272966150031425,0.5170682163230571
8,CountSketch RP,5,6000.0,0.0,8.0,0.0,28.444444444444446,0.0,36.0,0.0,4.0,0.0,32.0,0.0,2.8444444444444444e-05,0.0,3.1604938271604935e-06,0.0,127960.2,309.79945125839197,764949.2,1762.5768635722068,0.02124858888888884,4.896046843255899e-05,63.98009999999999,0.1548997256291931,100.2,5.93295878967653,63.94313955555556,0.0,0.0155703398604669,0.0,0.0,0.0,0.8543333333333333,0.0016158932858054466,0.00062694592274218,0.00023484617097842373,0.0030936094357721803,0.0004343391867803733,0.8194477665703743,0.053754509678059836,0.1535720915999263,0.011642772128966562,0.04779770004097368,0.006010932174117679,0.00034522479400032,0.00013521852982918803,0.4895758331986144,0.04658293157700822,0.5377200666349381,0.046091982159963844,0.00354391662403934,0.0002219231916524139,1.5107386162038892,0.08005166309837958,,,,,,,,,,,0.00547838299535208,0.00039357804922912805,0.01236464162357146,0.0006738547198976066,0.01287608335260298,0.003487649341817316,0.01539923320524388,0.003247232566699086,38.0,0.0,0.8473793831539224,0.032865151197012214,0.39032729022472423,0.00016778524738908659,0.272966150031425,0.5076361604647788
10,Non-random eigsh,5,6000.0,0.0,10.0,0.0,44.44444444444445,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4.444444444444445e-05,0.0,4.9382716049382725e-06,0.0,191988.6,768.7790970103161,1138933.2,4481.7837074093495,0.03163703333333328,0.00012449399187246685,95.9943,0.3843895485051507,133.6,1.949358868961793,95.92004444444446,0.0,0.0099550325187575,0.0,0.0,0.0,0.7074666666666667,0.03463608426674894,0.06857610514710252,0.01283292126676475,0.10293825664539172,0.014442285596310828,1.211408625007607,0.02590520770303704,0.23478568319696932,0.0130806828250149,0.25891356680076566,0.02485406180065213,0.00022877482697365148,0.00028427201119752177,0.5973163913935423,0.03037129369919668,0.8564602585975081,0.052876099088665286,0.0035625167656689405,0.00044116694972700233,2.302653041225858,0.0909911653498994,,,,,,,,,,,,,,,,,,,,,0.9999999999999998,4.2998752849492583e-16,0.43132150182083456,0.00023977994431814928,0.8564602585975081,1.0
10,Gaussian RP,5,6000.0,0.0,10.0,0.0,44.44444444444445,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4.444444444444445e-05,0.0,4.9382716049382725e-06,0.0,191988.6,768.7790970103161,1138933.2,4481.7837074093495,0.03163703333333328,0.00012449399187246685,95.9943,0.3843895485051507,133.6,1.949358868961793,95.92004444444446,0.0,0.0099550325187575,0.0,0.0,0.0,0.8773666666666667,0.002401966786707212,0.00095880882262254,0.00023745320548562864,0.00480986828256046,0.00047010152447579266,1.211408625007607,0.02590520770303704,0.23478568319696932,0.0130806828250149,0.060390741820447125,0.013278697412870744,0.0010632667690515,0.001241875768804501,0.621971541387029,0.04647752816483201,0.6834270834224299,0.043606651068309715,0.00372846659738566,0.0005514381238248158,2.129619858181104,0.07093792800650753,0.027903566812165038,0.004244254253757138,0.01263639177195722,0.00791952722367985,0.01700362476985896,0.005021675564147886,,,,,,,,,,,,,,,0.8649821802050743,0.020194889519737663,0.37351125519380507,0.0002557147037954736,0.8564602585975081,1.2531845450264743
10,Random sampling,5,6000.0,0.0,10.0,0.0,44.44444444444445,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4.444444444444445e-05,0.0,4.9382716049382725e-06,0.0,191988.6,768.7790970103161,1138933.2,4481.7837074093495,0.03163703333333328,0.00012449399187246685,95.9943,0.3843895485051507,133.6,1.949358868961793,95.92004444444446,0.0,0.0099550325187575,0.0,0.0,0.0,0.8812666666666666,0.0017503967804154848,0.00038693904925816,0.00016148425167184514,0.0041803088562917205,0.00021764062978239093,1.211408625007607,0.02590520770303704,0.23478568319696932,0.0130806828250149,0.21131507521495219,0.04456222186659252,0.00015725840348748465,4.6219478690989034e-05,0.4650893336161971,0.04703315008175401,0.6765639165882021,0.04615694643235602,0.00391973361838604,0.000826173379150562,2.122755975439213,0.06269016370710233,,,,,,,0.01940930818673218,0.0013598222505826468,171794.2,844.31789037068,,,,,,,,,,,1.4218767359975781,0.007698842264446272,1.211877715569405,0.0016468478355966534,0.8564602585975081,1.2658970388437103
10,CountSketch RP,5,6000.0,0.0,10.0,0.0,44.44444444444445,0.0,36.0,0.0,4.0,0.0,32.0,0.0,4.444444444444445e-05,0.0,4.9382716049382725e-06,0.0,191988.6,768.7790970103161,1138933.2,4481.7837074093495,0.03163703333333328,0.00012449399187246685,95.9943,0.3843895485051507,133.6,1.949358868961793,95.92004444444446,0.0,0.0099550325187575,0.0,0.0,0.0,0.8785999999999999,0.0028857889350709367,0.00063212852171148,0.00031823227060295633,0.0041739963159791805,0.0006308033624289445,1.211408625007607,0.02590520770303704,0.23478568319696932,0.0130806828250149,0.055218391353264396,0.004587453235451261,0.00036850841715926,0.00014116723651760716,0.49616005837451665,0.010999589880298437,0.5517480165930465,0.010750160108355512,0.00432719178497786,0.0012680342901627934,1.9979412663495169,0.04180416861251218,,,,,,,,,,,0.0070744420401751395,0.0006715488343519215,0.01812699998263264,0.0009572362952076331,0.013155050203204122,0.001355748622523325,0.01490800837054842,0.0029610656565644865,40.0,0.0,0.8602583867779966,0.024353717847663024,0.3731784827264404,0.00027252133391763927,0.8564602585975081,1.552267036474385
