experiment,K,rep,seed,n,m,rho_n,a_in,b_out,signal_gap,p_in,p_out,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,sampling_mode,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,method_wall_sec,algorithm_total_wall_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
K_compensated_reference_signal,6,2,2026650707,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,79067,476602,0.013238944444444444,0.5098052920075133,0.0898939169710502,sparse,0,0.0,39.5335,73.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Random sampling,random_sampling,0.8066666666666666,0.0024847898434633637,0.0048322656124409925,0.0035496250493451953,0.05723254196345806,8.162506856024265e-05,0.288914917036891,0.3462308750022203,1.4427240025240993,1.280364965196065,0.349532833090052,0.9459282930474728,,,,,,,0.007842292077839375,241301.0,72994.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,6,2,2026650707,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,79067,476602,0.013238944444444444,0.5098052920075133,0.0898939169710502,sparse,0,0.0,39.5335,73.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.8035,0.003040570057195652,0.005420880761564422,0.003989499993622303,0.028734375024214387,0.0002203750191256404,0.4195788750657812,0.44853466702625155,0.870670552727887,0.41749583753837755,0.45192012493498623,1.0482328340876848,,,,,,,,,,,0.00020495906937867403,36.0,133.0,196.0,0.0,0.0052925830241292715,0.00769754103384912,0.007490625022910535,0.007356166956014931,0.00046791695058345795,6.824999582022429e-05
K_compensated_reference_signal,6,3,2026650708,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,77861,469576,0.013043777777777777,0.49289779097307473,0.08727912500035018,sparse,0,0.0,38.9305,62.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Non-random eigsh,non_random,0.12749999999999995,0.7172043769086651,0.6733614479135426,0.0045824580593034625,0.024139708024449646,9.108299855142832e-05,0.08458833303302526,0.10882100008893758,1.0000000000000002,0.5028319703870893,0.11189691594336182,0.6889960400294513,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,3,2026650708,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,77861,469576,0.013043777777777777,0.49289779097307473,0.08727912500035018,sparse,0,0.0,38.9305,62.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7989999999999999,0.0034859453650570105,0.006007914361402262,0.0042370419250801206,0.03001758293248713,0.0002751669380813837,0.4369367089821026,0.4672312500188127,0.8676774512963027,0.41980108387918896,0.47192495805211365,1.047406374826096,0.0013720419956371188,0.010247749974951148,0.010587750002741814,0.00588045793119818,0.0010390409734100103,0.00032133294735103846,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,3,2026650708,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,77861,469576,0.013043777777777777,0.49289779097307473,0.08727912500035018,sparse,0,0.0,38.9305,62.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Random sampling,random_sampling,0.7958333333333334,0.002635785866889588,0.005182617170737818,0.006278041983023286,0.08128766703885049,0.0002527909819036722,0.24698883399832994,0.32853133301250637,1.4372532399654403,1.2793329948703516,0.33331562497187406,0.908706207992509,,,,,,,0.010715707903727889,237788.0,71637.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,6,3,2026650708,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,77861,469576,0.013043777777777777,0.49289779097307473,0.08727912500035018,sparse,0,0.0,38.9305,62.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.817,0.0007344463751233462,0.002166889976215131,0.003227457986213267,0.032964957994408906,0.0004617499653249979,0.46053704200312495,0.4939651250606403,0.7444707540837497,0.41939726578322883,0.5000370410270989,1.0741406659362838,,,,,,,,,,,0.00019008293747901917,36.0,145.0,196.0,0.0,0.005426666000857949,0.008638958097435534,0.009687041980214417,0.006953334086574614,0.0007066249381750822,0.0005273750284686685
K_compensated_reference_signal,6,4,2026650709,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78090,471050,0.013084722222222222,0.48959887493401766,0.0890335839940235,sparse,0,0.0,39.045,63.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Non-random eigsh,non_random,0.12150000000000005,0.729910944784606,0.6877754363748176,0.002898167003877461,0.02294533303938806,7.212499622255564e-05,0.06691533408593386,0.08993429190013558,0.9999999999999994,0.5032894576804208,0.09330162510741502,0.6685652510495856,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,4,2026650709,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78090,471050,0.013084722222222222,0.48959887493401766,0.0890335839940235,sparse,0,0.0,39.045,63.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.8049999999999999,0.00234510772774096,0.004405513416678889,0.0032765830401331186,0.027798667084425688,0.00023862509988248348,0.5518346249591559,0.5798730830429122,0.7865041960063061,0.41974570652668514,0.5838944170391187,1.1585043760715052,0.000856833066791296,0.016616999986581504,0.0035557920346036553,0.005590916960500181,0.0008849999867379665,0.00023320806212723255,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,4,2026650709,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78090,471050,0.013084722222222222,0.48959887493401766,0.0890335839940235,sparse,0,0.0,39.045,63.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Random sampling,random_sampling,0.8066666666666666,0.0014969659209050326,0.0034155864661587257,0.005585124948993325,0.06407841597683728,7.624994032084942e-05,0.23413016693666577,0.29828733298927546,1.4347645759795953,1.2802580939195258,0.30261891696136445,0.8769172917818651,,,,,,,0.009103125077672303,238525.0,71355.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,6,4,2026650709,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78090,471050,0.013084722222222222,0.48959887493401766,0.0890335839940235,sparse,0,0.0,39.045,63.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.7986666666666666,0.0039751885672852285,0.0069902235299856815,0.0038992499466985464,0.04402462497819215,0.00014783302322030067,0.4370939170476049,0.48126795899588615,0.8123468769328002,0.418399955038718,0.48781820805743337,1.0598988339770585,,,,,,,,,,,0.0002239580499008298,36.0,136.0,194.0,0.0,0.004594582947902381,0.011897874996066093,0.01975624996703118,0.00636670901440084,0.00046591705176979303,9.062502067536116e-05
K_compensated_reference_signal,6,5,2026650710,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78247,471956,0.01310988888888889,0.523999541066587,0.1019840829540044,sparse,0,0.0,39.1235,65.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Non-random eigsh,non_random,0.11333333333333329,0.746509828658035,0.7024751177372301,0.004390791989862919,0.0250463749980554,8.979195263236761e-05,0.07255066698417068,0.09768837504088879,1.0000000000000002,0.505273013240604,0.10112262505572289,0.7236704579554498,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,5,2026650710,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78247,471956,0.01310988888888889,0.523999541066587,0.1019840829540044,sparse,0,0.0,39.1235,65.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.8066666666666666,0.00366207607282905,0.006354282687822864,0.003708041040226817,0.03219266596715897,0.000391624984331429,0.4511784160276875,0.48376449989154935,0.8308998434363485,0.41872928264379,0.5055825000163168,1.1097463309997693,0.0014106659218668938,0.01498866593465209,0.006819042027927935,0.007156374980695546,0.0009485420305281878,0.00014749995898455381,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,5,2026650710,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78247,471956,0.01310988888888889,0.523999541066587,0.1019840829540044,sparse,0,0.0,39.1235,65.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Random sampling,random_sampling,0.8053333333333333,0.0021495578732137334,0.0045075546274355,0.0035228750202804804,0.07517070800531656,0.0003922500181943178,0.275291083031334,0.35085679101757705,1.4346097451380864,1.2797886169879993,0.3547987909987569,0.9768376650754362,,,,,,,0.012634375016205013,238978.0,71428.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,6,5,2026650710,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78247,471956,0.01310988888888889,0.523999541066587,0.1019840829540044,sparse,0,0.0,39.1235,65.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.808,0.0018680172334170533,0.003829639571290986,0.003162750042974949,0.03049004205968231,0.00013883307110518217,0.4695193750085309,0.5001489999704063,0.7479973078655917,0.4179459916934688,0.5030378750525415,1.1261318741599098,,,,,,,,,,,0.00023233296815305948,36.0,147.0,190.0,0.0,0.004742083023302257,0.008501124917529523,0.010194625006988645,0.0058340830728411674,0.0004071660805493593,8.091703057289124e-05
K_compensated_reference_signal,8,1,2026850706,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127541,762520,0.021181111111111112,0.8666478749364614,0.17170449998229742,sparse,0,0.0,63.7705,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Non-random eigsh,non_random,0.3148333333333333,0.40974862286642116,0.40870203613345224,0.005503667052835226,0.09633749991189688,8.658308070152998e-05,0.14708525000605732,0.24351095804013312,0.9999999999999994,0.45617460209485594,0.24991758400574327,1.2818617079174146,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,1,2026850706,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127541,762520,0.021181111111111112,0.8666478749364614,0.17170449998229742,sparse,0,0.0,63.7705,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Gaussian RP,gaussian_random_projection,0.8551666666666666,0.0008136326343368516,0.0033494768282274975,0.00323066592682153,0.07425416598562151,0.0003778330283239484,0.5833099170122296,0.6579435830935836,0.8478600906610753,0.39039174110351926,0.6676770830526948,1.696294290944934,0.0011128750629723072,0.025151958921924233,0.02966300002299249,0.013407291029579937,0.0010440410114824772,0.0034320419654250145,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,1,2026850706,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127541,762520,0.021181111111111112,0.8666478749364614,0.17170449998229742,sparse,0,0.0,63.7705,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Random sampling,random_sampling,0.8551666666666666,0.0006556458542431871,0.0038683888722177272,0.0042243750067427754,0.1226680000545457,9.125005453824997e-05,0.37169491697568446,0.49445587501395494,1.4243954555672262,1.2374559427911742,0.5008964580483735,1.5328065420035273,,,,,,,0.014439874910749495,384260.0,115313.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,8,1,2026850706,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127541,762520,0.021181111111111112,0.8666478749364614,0.17170449998229742,sparse,0,0.0,63.7705,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,CountSketch RP,countsketch_random_projection,0.8543333333333334,0.0005667804042464372,0.003041797409759891,0.0036825420102104545,0.051110625034198165,0.00031954096630215645,0.4495594999752939,0.500991583103314,0.8290006023364226,0.39033775095011086,0.5074143339879811,1.539342040894553,,,,,,,,,,,0.0002257500309497118,38.0,132.0,187.0,0.0,0.005169540992937982,0.012199165998026729,0.015641249949112535,0.016203499981202185,0.0007746249902993441,0.0004111670423299074
K_compensated_reference_signal,8,2,2026850707,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127956,765020,0.021250555555555557,0.884641082957387,0.14484654203988612,sparse,0,0.0,63.978,107.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Non-random eigsh,non_random,0.31399999999999995,0.41358427166501677,0.41476638083061956,0.003487749956548214,0.09103450004477054,8.62079905346036e-05,0.16014074999839067,0.25126279203686863,0.9999999999999999,0.45528717603071706,0.25689774996135384,1.280749083030969,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,2,2026850707,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127956,765020,0.021250555555555557,0.884641082957387,0.14484654203988612,sparse,0,0.0,63.978,107.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Gaussian RP,gaussian_random_projection,0.8555,0.0006597913597393935,0.0030893268347907525,0.0031021249014884233,0.04824920790269971,0.00018312502652406693,0.5785697500687093,0.6270035000052303,0.8608796360403582,0.3897906164152874,0.6331442499067634,1.6564897079952061,0.00093345798086375,0.023599999956786633,0.011795624974183738,0.011160125024616718,0.0004944999236613512,0.00011370808351784945,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,2,2026850707,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127956,765020,0.021250555555555557,0.884641082957387,0.14484654203988612,sparse,0,0.0,63.978,107.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Random sampling,random_sampling,0.8501666666666666,0.0015418856559007092,0.005159855583549908,0.0031596249900758266,0.10543733392842114,9.458395652472973e-05,0.4338551670080051,0.5393890000414103,1.4225629012387973,1.2368938087361747,0.5467225830070674,1.568874709890224,,,,,,,0.014084875001572073,385510.0,115657.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,8,2,2026850707,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127956,765020,0.021250555555555557,0.884641082957387,0.14484654203988612,sparse,0,0.0,63.978,107.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,CountSketch RP,countsketch_random_projection,0.855,0.00039231858909755997,0.0025937223192972004,0.0038003750378265977,0.04648600006476045,0.00046987493988126516,0.5629057079786435,0.6098624999867752,0.8644313446576113,0.39055786229319284,0.6164775830693543,1.6393492079805583,,,,,,,,,,,0.00026920903474092484,38.0,131.0,181.0,0.0,0.005289457971230149,0.013426459045149386,0.009620124939829111,0.016722416039556265,0.0005541660357266665,0.00017441704403609037
K_compensated_reference_signal,8,3,2026850708,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127871,764402,0.02123338888888889,0.7616712499875575,0.14597750001121312,sparse,0,0.0,63.9355,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Non-random eigsh,non_random,0.30533333333333335,0.42513963833680096,0.4249536863671511,0.003276415984146297,0.07762391702271998,0.00011020794045180082,0.279988499940373,0.35772370907943696,1.0,0.4558168690227912,0.3625126660335809,1.2653713749023154,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,3,2026850708,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127871,764402,0.02123338888888889,0.7616712499875575,0.14597750001121312,sparse,0,0.0,63.9355,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Gaussian RP,gaussian_random_projection,0.8448333333333333,0.0017813972189925633,0.004770574877108561,0.003089125035330653,0.04748324991669506,0.00018229195848107338,0.5668065829668194,0.6144733330002055,0.8393439900564849,0.3894537140698349,0.6196985420538113,1.5221208748407662,0.0009370840853080153,0.01816154201515019,0.018355624983087182,0.009328832966275513,0.0005032919580116868,7.1333022788167e-05,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,3,2026850708,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127871,764402,0.02123338888888889,0.7616712499875575,0.14597750001121312,sparse,0,0.0,63.9355,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Random sampling,random_sampling,0.8538333333333333,0.0007424749621602408,0.003736535609986869,0.0034000000450760126,0.0899661659495905,0.00012137496378272772,0.41621195897459984,0.5063014590414241,1.4250788470638276,1.237590357950889,0.5135587089462206,1.4139482498867437,,,,,,,0.013555457931943238,385201.0,115325.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,8,3,2026850708,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,127871,764402,0.02123338888888889,0.7616712499875575,0.14597750001121312,sparse,0,0.0,63.9355,94.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,CountSketch RP,countsketch_random_projection,0.856,0.0009507199152567259,0.0037264695739059315,0.003302666009403765,0.05579004099126905,0.00046079198364168406,0.4910715409787372,0.5473235840909183,0.8934015540427319,0.39039917335042407,0.5545117079745978,1.4549711239524186,,,,,,,,,,,0.00020679202862083912,38.0,127.0,193.0,0.0,0.006067291018553078,0.012537666945718229,0.01609691698104143,0.019712083041667938,0.0005116669926792383,0.00017416698392480612
K_compensated_reference_signal,8,4,2026850709,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128402,767402,0.021316722222222223,0.7809468749910593,0.14642187498975545,sparse,0,0.0,64.201,104.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Non-random eigsh,non_random,0.29500000000000004,0.43977626784268453,0.4363337403322136,0.0033160829916596413,0.07476679200772196,8.737505413591862e-05,0.13182370795402676,0.20667883299756795,1.0000000000000002,0.456044554545776,0.21219670795835555,1.1340466249966994,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,4,2026850709,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128402,767402,0.021316722222222223,0.7809468749910593,0.14642187498975545,sparse,0,0.0,64.201,104.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Gaussian RP,gaussian_random_projection,0.8515,0.001309877583964921,0.004183716133878435,0.003588833031244576,0.04764274996705353,0.00035816594026982784,0.5672160830581561,0.6152185419341549,0.8278170130166126,0.39033043845097254,0.6213570410618559,1.5425857489462942,0.0009001250145956874,0.018063416937366128,0.019537124899215996,0.0076723749516531825,0.0004599589155986905,0.0006654999451711774,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,4,2026850709,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128402,767402,0.021316722222222223,0.7809468749910593,0.14642187498975545,sparse,0,0.0,64.201,104.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Random sampling,random_sampling,0.8533333333333333,0.0009459284364288999,0.003961183505359633,0.0035205408930778503,0.12691266590263695,8.525000885128975e-05,0.459472915972583,0.5864719999954104,1.4299259387796794,1.2379702094292442,0.5927620420698076,1.513839581864886,,,,,,,0.012441541999578476,386701.0,116264.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,8,4,2026850709,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128402,767402,0.021316722222222223,0.7809468749910593,0.14642187498975545,sparse,0,0.0,64.201,104.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,CountSketch RP,countsketch_random_projection,0.8516666666666667,0.000780817268240342,0.0032746423326132095,0.003322125063277781,0.039799584075808525,0.0003393749939277768,0.4955509169958532,0.535691290977411,0.8080752006827964,0.390221867945193,0.5410550829255953,1.4630586260464042,,,,,,,,,,,0.0005952500505372882,38.0,132.0,197.0,0.0,0.0051705410005524755,0.012002833071164787,0.00865562492981553,0.011709499987773597,0.001152458949945867,0.00017883407417684793
K_compensated_reference_signal,8,5,2026850710,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128031,765402,0.021261166666666668,0.8033317499794066,0.15891004097647965,sparse,0,0.0,64.0155,102.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Non-random eigsh,non_random,0.30033333333333334,0.43381050097452,0.43282335901294694,0.003561417106539011,0.0808146659983322,8.975004311650991e-05,0.2247487499844283,0.30565445800311863,0.9999999999999997,0.45517524108977614,0.31122066697571427,1.2678949569817632,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,5,2026850710,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128031,765402,0.021261166666666668,0.8033317499794066,0.15891004097647965,sparse,0,0.0,64.0155,102.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Gaussian RP,gaussian_random_projection,0.8501666666666666,0.0010124977428048645,0.0036144668947384884,0.003579624928534031,0.0520084589952603,0.00039075000677257776,0.571678709005937,0.6240792500320822,0.8765627249835336,0.39011553354116757,0.6294067499693483,1.586319708963856,0.0009620840428397059,0.03040612500626594,0.007683916948735714,0.012420584098435938,0.0004349169321358204,6.895896513015032e-05,,,,,,,,,,,,,,,
K_compensated_reference_signal,8,5,2026850710,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128031,765402,0.021261166666666668,0.8033317499794066,0.15891004097647965,sparse,0,0.0,64.0155,102.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,Random sampling,random_sampling,0.8498333333333333,0.0012593384312526944,0.004959863707094793,0.003567290958017111,0.09510916692670435,8.162506856024265e-05,0.4177454999880865,0.5129381249425933,1.4250691540654905,1.2375005642227153,0.5189938329858705,1.4751780829392374,,,,,,,0.013173124985769391,385701.0,115491.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,8,5,2026850710,6000,3,28.444444444444443,36.0,4.0,32.0,2.8444444444444444e-05,3.1604938271604935e-06,128031,765402,0.021261166666666668,0.8033317499794066,0.15891004097647965,sparse,0,0.0,64.0155,102.0,127886.2791111111,21.31437985185185,63.943139555555554,0.015570339860466909,CountSketch RP,countsketch_random_projection,0.8546666666666667,0.0004440934368700014,0.002831415543284859,0.0036118749994784594,0.045802250038832426,0.00013654108624905348,0.4487915000645444,0.49473137501627207,0.8419882140500501,0.39011979658470064,0.5004799169255421,1.456972082145512,,,,,,,,,,,0.0005062079289928079,38.0,131.0,183.0,0.0,0.00569508399348706,0.011657083057798445,0.014366499963216484,0.01264866697601974,0.00043999997433274984,7.195794023573399e-05
K_compensated_reference_signal,10,1,2027050706,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191616,1137062,0.031585055555555554,1.2550614590290934,0.2571891250554472,sparse,0,0.0,95.808,132.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,Non-random eigsh,non_random,0.7264999999999999,0.06168755429559168,0.09596664261204502,0.004186584032140672,0.29634487500879914,9.970809333026409e-05,0.650784624973312,0.9472308749100193,0.9999999999999991,0.4313641206904806,0.9553626250708476,2.459479792159982,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,10,1,2027050706,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191616,1137062,0.031585055555555554,1.2550614590290934,0.2571891250554472,sparse,0,0.0,95.808,132.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,Gaussian RP,gaussian_random_projection,0.8733333333333333,0.0013009256808027836,0.005491419970901776,0.003316582995466888,0.0693449170794338,0.0002970000496134162,0.6695132909808308,0.7391564579447731,0.8503380824636178,0.3732711065913429,0.7476024579955265,2.2514057921944186,0.0009877500124275684,0.02574987499974668,0.020904208067804575,0.01956149993930012,0.0005324999801814556,0.0010519589995965362,,,,,,,,,,,,,,,
K_compensated_reference_signal,10,1,2027050706,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191616,1137062,0.031585055555555554,1.2550614590290934,0.2571891250554472,sparse,0,0.0,95.808,132.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,Random sampling,random_sampling,0.8826666666666667,0.00021108726806029637,0.004320482992347668,0.002969709108583629,0.2007453750120476,0.00012670806609094143,0.46170366706792265,0.6625779999885708,1.4109844311715378,1.209654726639605,0.6715354160405695,2.174826334230602,,,,,,,0.01875529100652784,571531.0,170970.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,10,1,2027050706,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191616,1137062,0.031585055555555554,1.2550614590290934,0.2571891250554472,sparse,0,0.0,95.808,132.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,CountSketch RP,countsketch_random_projection,0.8816666666666667,0.00040648217078347233,0.0037098441071516256,0.0038644589949399233,0.047943790908902884,0.0005995420506224036,0.5092008330393583,0.5577450830023736,0.8773837445319617,0.37304505426259005,0.5650783749297261,2.069994750083424,,,,,,,,,,,0.0001691670622676611,40.0,129.0,178.0,0.0,0.007040541968308389,0.01758641703054309,0.011875292053446174,0.010304042021743953,0.000549082993529737,0.00010179099626839161
K_compensated_reference_signal,10,2,2027050707,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191570,1136428,0.03156744444444445,1.19214187504258,0.22598449990618974,sparse,0,0.0,95.785,135.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,Non-random eigsh,non_random,0.7381666666666666,0.05742624871575479,0.08849587532523466,0.0033577498979866505,0.23936416709329933,0.0007372499676421285,0.5797524580266327,0.8198555420385674,0.9999999999999999,0.4314597663042193,0.8271622910397127,2.237980250036344,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,10,2,2027050707,6000,3,44.44444444444445,36.0,4.0,32.0,4.444444444444445e-05,4.9382716049382725e-06,191570,1136428,0.03156744444444445,1.19214187504258,0.22598449990618974,sparse,0,0.0,95.785,135.0,191840.08888888892,31.97334814814815,95.92004444444446,0.009955032518757572,Gaussian RP,gaussian_random_projection,0.8795,0.0006670597746345616,0.004221806762686577,0.0030574999982491136,0.04658933402970433,0.00015279196668416262,0.6395835420116782,0.6863266670843586,0.8743002358009193,0.3737765723192018,0.6930765840224922,2.1044520429568365,0.0009568750392645597,0.027213916997425258,0.005373374908231199,0.011926249950192869,0.0004887920804321766,0.00013066700194031,,,,,,,,,,,,,,,
