experiment,K,rep,seed,n,m,rho_n,a_in,b_out,signal_gap,p_in,p_out,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,sampling_mode,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,method_wall_sec,algorithm_total_wall_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
K_compensated_reference_signal,4,3,2026450708,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42647,260736,0.007242666666666666,0.3075715840095654,0.05152312503196299,sparse,0,0.0,21.3235,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Gaussian RP,gaussian_random_projection,0.6791666666666667,0.013591764582963958,0.015605133238564864,0.003958625020459294,0.03138437494635582,0.0013105410616844893,0.32091333298012614,0.35361033398658037,0.7477961280401842,0.46929832244006836,0.3552810000255704,0.7127029580296949,0.0008129589259624481,0.008357833023183048,0.010619792039506137,0.010348375071771443,0.0008475000504404306,0.00013641698751598597,,,,,,,,,,,,,,,
K_compensated_reference_signal,4,3,2026450708,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42647,260736,0.007242666666666666,0.3075715840095654,0.05152312503196299,sparse,0,0.0,21.3235,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Random sampling,random_sampling,0.6759999999999999,0.014971615605715782,0.019428109177187444,0.005352374981157482,0.03415704204235226,5.970802158117294e-05,0.11250112496782094,0.1467195829609409,1.4561551642085127,1.3510231074468373,0.14858529099728912,0.5058125840732828,,,,,,,0.0043981249909847975,133368.0,39803.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,4,3,2026450708,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42647,260736,0.007242666666666666,0.3075715840095654,0.05152312503196299,sparse,0,0.0,21.3235,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,CountSketch RP,countsketch_random_projection,0.6518333333333333,0.022243229373339165,0.02340037966955925,0.004427874926477671,0.02377341699320823,0.00013566704001277685,0.33246316597796977,0.35637387493625283,0.7745749868110962,0.4689384854103046,0.3599788339342922,0.7154669590527192,,,,,,,,,,,0.00017487502191215754,34.0,141.0,206.0,0.0,0.0028684589779004455,0.003648167010396719,0.006658833008259535,0.008758749929256737,0.0008482079720124602,0.0001319999573752284
K_compensated_reference_signal,4,4,2026450709,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42258,258304,0.007175111111111111,0.2603313750587404,0.04430050007067621,sparse,0,0.0,21.129,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Non-random eigsh,non_random,0.04049999999999998,0.8948919659098973,0.846393477918488,0.005732874968089163,0.010217707953415811,6.420793943107128e-05,0.04764262505341321,0.05792587494943291,1.0000000000000002,0.6080359419665748,0.05976520897820592,0.3625564160756767,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,4,4,2026450709,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42258,258304,0.007175111111111111,0.2603313750587404,0.04430050007067621,sparse,0,0.0,21.129,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Gaussian RP,gaussian_random_projection,0.667,0.01856023295637839,0.020066948559344495,0.0037756249075755477,0.02213241590652615,0.00013104197569191456,0.2756453329930082,0.2979100000811741,0.8146210784182788,0.47140974269210106,0.30165250005666167,0.6025406660046428,0.001295791007578373,0.009097834001295269,0.007995042018592358,0.0027299580397084355,0.0004200420808047056,0.0003120830515399575,,,,,,,,,,,,,,,
K_compensated_reference_signal,4,4,2026450709,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42258,258304,0.007175111111111111,0.2603313750587404,0.04430050007067621,sparse,0,0.0,21.129,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Random sampling,random_sampling,0.7106666666666667,0.013617137223901348,0.013689873967297289,0.0028896669391542673,0.029126666951924562,6.004201713949442e-05,0.146957749966532,0.1761460000416264,1.4595152427656413,1.3568503713977604,0.17853441706392914,0.48077633406501263,,,,,,,0.005126749980263412,132152.0,39513.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,4,4,2026450709,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42258,258304,0.007175111111111111,0.2603313750587404,0.04430050007067621,sparse,0,0.0,21.129,41.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,CountSketch RP,countsketch_random_projection,0.6823333333333333,0.016062246836734205,0.01751662136586791,0.003198833088390529,0.020599041017703712,0.0003047500504180789,0.37446437508333474,0.39536950003821403,0.7912116541122775,0.4709479911369267,0.3969295830465853,0.7000000412808731,,,,,,,,,,,0.00018958398140966892,34.0,151.0,199.0,0.0,0.002617958001792431,0.0067885840544477105,0.004948583082295954,0.005069167003966868,0.0004279169952496886,0.00018750003073364496
K_compensated_reference_signal,4,5,2026450710,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42590,260310,0.007230833333333333,0.2606989169726148,0.05296825000550598,sparse,0,0.0,21.295,38.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Non-random eigsh,non_random,0.03733333333333333,0.9029078102363792,0.8565820577675162,0.0040278329979628325,0.01096170803066343,6.524997297674417e-05,0.04531141696497798,0.05633941595442593,1.0000000000000002,0.6063582187710744,0.0590039580129087,0.37000554194673896,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,4,5,2026450710,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42590,260310,0.007230833333333333,0.2606989169726148,0.05296825000550598,sparse,0,0.0,21.295,38.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Gaussian RP,gaussian_random_projection,0.698,0.01191844606709165,0.014146811648897003,0.003183708991855383,0.03183533309493214,0.0001450419658794999,0.32024274999275804,0.3522241669707,0.8248155808661508,0.467955304346366,0.35600441601127386,0.6658902920316905,0.0010647079907357693,0.010009040939621627,0.01578570797573775,0.0037486660294234753,0.0006453749956563115,0.00013733399100601673,,,,,,,,,,,,,,,
K_compensated_reference_signal,4,5,2026450710,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42590,260310,0.007230833333333333,0.2606989169726148,0.05296825000550598,sparse,0,0.0,21.295,38.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,Random sampling,random_sampling,0.723,0.0022102795007866464,0.003848780976811508,0.004674666095525026,0.02592258295044303,6.283295806497335e-05,0.17245554202236235,0.19844216702040285,1.462812136406744,1.3629578728021023,0.20003866706974804,0.5121081249089912,,,,,,,0.004467791062779725,133155.0,40062.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,4,5,2026450710,6000,3,7.111111111111111,36.0,4.0,32.0,7.111111111111111e-06,7.901234567901234e-07,42590,260310,0.007230833333333333,0.2606989169726148,0.05296825000550598,sparse,0,0.0,21.295,38.0,42624.01422222222,7.10400237037037,21.31200711111111,0.06240625521614945,CountSketch RP,countsketch_random_projection,0.6599999999999999,0.01875072245312352,0.01978643006302274,0.005316165974363685,0.020598790957592428,0.0006791669875383377,0.38813820795621723,0.40946724999230355,0.8045381474360903,0.4696190747147442,0.41116724989842623,0.7230833328794688,,,,,,,,,,,0.00022608297877013683,34.0,157.0,226.0,0.0,0.0026511659380048513,0.0044491669395938516,0.008732957998290658,0.0035439589992165565,0.00042695796582847834,0.00013091601431369781
K_compensated_reference_signal,6,1,2026650706,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78442,473132,0.013142555555555555,0.5124598339898512,0.09723887499421835,sparse,0,0.0,39.221,66.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Non-random eigsh,non_random,0.09733333333333338,0.7801676983693053,0.7359938701474149,0.003754166071303189,0.027388500049710274,7.624994032084942e-05,0.07167212502099574,0.09913791692815721,0.9999999999999988,0.5054698608407783,0.10233091691043228,0.7088355839950964,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,1,2026650706,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78442,473132,0.013142555555555555,0.5124598339898512,0.09723887499421835,sparse,0,0.0,39.221,66.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7876666666666666,0.005817237068959204,0.009107977109427755,0.00466258404776454,0.031988500035367906,0.00026458408683538437,0.4456165420124307,0.4778709999518469,0.8279790315227199,0.4184938037198621,0.4815343329682946,1.0875683351187035,0.0008657919242978096,0.01518350001424551,0.006474792025983334,0.007502040942199528,0.000934625044465065,0.0008584159659221768,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,1,2026650706,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78442,473132,0.013142555555555555,0.5124598339898512,0.09723887499421835,sparse,0,0.0,39.221,66.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Random sampling,random_sampling,0.8035,0.0018264848308579564,0.0035484315980770283,0.004026209004223347,0.05738454102538526,7.458298932760954e-05,0.3358819580171257,0.39334312500432134,1.438570536587332,1.2794945828954833,0.3972412080038339,1.0030397910159081,,,,,,,0.007664042059332132,239566.0,72401.0,0.3,,,,,,,,,,,
K_compensated_reference_signal,6,1,2026650706,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,78442,473132,0.013142555555555555,0.5124598339898512,0.09723887499421835,sparse,0,0.0,39.221,66.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.7908333333333333,0.005641506330919713,0.008551039153706747,0.0031597500201314688,0.030525917070917785,0.00016916601452976465,0.41990191699005663,0.45059762499295175,0.8521687705482237,0.4173913069624551,0.45419583295006305,1.0602957090595737,,,,,,,,,,,0.00034008303191512823,36.0,134.0,197.0,0.0,0.004430457949638367,0.007815583026967943,0.013575582997873425,0.0035894999746233225,0.00044766697101294994,9.429105557501316e-05
K_compensated_reference_signal,6,2,2026650707,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,79067,476602,0.013238944444444444,0.5098052920075133,0.0898939169710502,sparse,0,0.0,39.5335,73.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Non-random eigsh,non_random,0.1156666666666667,0.7415573076689924,0.6977250213020305,0.005513582960702479,0.02848595893010497,0.00016562500968575478,0.0735142920166254,0.10216758400201797,1.0000000000000007,0.5035214304682925,0.1058911249274388,0.7018650849349797,,,,,,,,,,,,,,,,,,,,,
K_compensated_reference_signal,6,2,2026650707,6000,3,16.0,36.0,4.0,32.0,1.6e-05,1.7777777777777777e-06,79067,476602,0.013238944444444444,0.5098052920075133,0.0898939169710502,sparse,0,0.0,39.5335,73.0,78147.58755555555,13.024597925925926,39.07379377777777,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7908333333333333,0.003928618252955391,0.006602923250643974,0.004418375086970627,0.036255958024412394,0.0005405000410974026,0.4408041249262169,0.4776028749765828,0.8337240107300142,0.4176766764936748,0.48266520793549716,1.0772997919702902,0.001492709037847817,0.015055083087645471,0.007463042042218149,0.010131250019185245,0.0009522499749436975,0.00043416605331003666,,,,,,,,,,,,,,,
