dataset,rep,method_i,method_j,ari
email_eu,18,Random Projection,SIGN Bidirectional,0.806539602980542
email_eu,18,Random Sampling (p=0.7),Random Sampling (p=0.8),0.746507616929699
email_eu,18,Random Sampling (p=0.7),CountSketch,0.777333879461728
email_eu,18,Random Sampling (p=0.7),SIGN Bidirectional,0.769151692498626
email_eu,18,Random Sampling (p=0.8),CountSketch,0.78990805504608
email_eu,18,Random Sampling (p=0.8),SIGN Bidirectional,0.772115614844895
email_eu,18,CountSketch,SIGN Bidirectional,0.850755391873313
email_eu,19,Non-random,Random Projection,0.709661670043048
email_eu,19,Non-random,Random Sampling (p=0.7),0.725467252818331
email_eu,19,Non-random,Random Sampling (p=0.8),0.76965947219731
email_eu,19,Non-random,CountSketch,0.755470164057656
email_eu,19,Non-random,SIGN Bidirectional,0.748232283825874
email_eu,19,Random Projection,Random Sampling (p=0.7),0.729367090760048
email_eu,19,Random Projection,Random Sampling (p=0.8),0.742012505329443
email_eu,19,Random Projection,CountSketch,0.795397877039269
email_eu,19,Random Projection,SIGN Bidirectional,0.828935002285112
email_eu,19,Random Sampling (p=0.7),Random Sampling (p=0.8),0.760552947538014
email_eu,19,Random Sampling (p=0.7),CountSketch,0.722394903966875
email_eu,19,Random Sampling (p=0.7),SIGN Bidirectional,0.777479126076775
email_eu,19,Random Sampling (p=0.8),CountSketch,0.768405046115554
email_eu,19,Random Sampling (p=0.8),SIGN Bidirectional,0.759040267202222
email_eu,19,CountSketch,SIGN Bidirectional,0.838950311709767
email_eu,20,Non-random,Random Projection,0.760202718951932
email_eu,20,Non-random,Random Sampling (p=0.7),0.64471437217678
email_eu,20,Non-random,Random Sampling (p=0.8),0.728363015788159
email_eu,20,Non-random,CountSketch,0.746126923057336
email_eu,20,Non-random,SIGN Bidirectional,0.744299270722555
email_eu,20,Random Projection,Random Sampling (p=0.7),0.681670541437904
email_eu,20,Random Projection,Random Sampling (p=0.8),0.753553767896325
email_eu,20,Random Projection,CountSketch,0.821154999290485
email_eu,20,Random Projection,SIGN Bidirectional,0.855015506091855
email_eu,20,Random Sampling (p=0.7),Random Sampling (p=0.8),0.678523665614594
email_eu,20,Random Sampling (p=0.7),CountSketch,0.69786264931904
email_eu,20,Random Sampling (p=0.7),SIGN Bidirectional,0.697305902741551
email_eu,20,Random Sampling (p=0.8),CountSketch,0.726655673911296
email_eu,20,Random Sampling (p=0.8),SIGN Bidirectional,0.747569278040385
email_eu,20,CountSketch,SIGN Bidirectional,0.809676146841028
