n,K,rho_n,rep,seed,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,zhou_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
5000,6,8.0,7,26260452,3,32749,0.5102,0.16107845209876523,0.17244868714610243,1.1136624579085037,0.07217325002420694,0.41928641695994884,0.015881541999988258,0,0.0,19.6494,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,200650,0.02834149997215718,8.337502367794514e-05,0.39085649990011007,1.6051170828286558,1.152e-05,1.28e-06,sparse,5.7736830000000054,1.7279540420277044,17.048081398010254,293.390625,293.4375,0.046875
5000,6,8.0,8,26260453,3,32829,0.4794,0.1836898660048171,0.19005183493415215,1.2207904580282047,0.0697560419794172,0.4468388750683516,0.015033709001727402,0,0.0,19.6974,42.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,201092,0.03399029199499637,9.275006595999002e-05,0.41275174997281283,1.7373812920413911,1.152e-05,1.28e-06,sparse,5.975558000000007,1.8538230420090258,17.084571838378906,293.4375,293.46875,0.03125
5000,6,8.0,9,26260454,3,32859,0.5408,0.14501440126914628,0.15619488588374136,1.20283945905976,0.07369504205416888,0.5053371249232441,0.017003374989144504,0,0.0,19.7154,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,201214,0.03225699998438358,9.062490426003933e-05,0.47298508300445974,1.7818672090070322,1.152e-05,1.28e-06,sparse,6.143003999999991,1.9084406669717282,17.094698905944824,293.46875,294.125,0.65625
5000,6,8.0,10,26260455,3,32444,0.493,0.17747305391207469,0.19091705123554173,1.1573670420330018,0.06884066702332348,0.5131258339388296,0.01564091700129211,0,0.0,19.4664,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,198764,0.03671312506776303,9.066704660654068e-05,0.47631795902270824,1.739329460193403,1.152e-05,1.28e-06,sparse,6.262350999999995,1.852473875042051,16.892404556274414,294.125,294.796875,0.671875
5000,8,8.0,1,28260452,3,29899,0.8456,0.0037271381566210187,0.008604316072736871,0.9927023750497028,0.06592683307826519,0.6595692499540746,0.016636500018648803,0,0.0,17.9394,37.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,183726,0.05001999996602535,9.154202416539192e-05,0.6094540829071775,1.7181948330253363,1.152e-05,1.28e-06,sparse,7.021321,1.832625166978687,15.710854530334473,294.796875,295.328125,0.53125
5000,8,8.0,2,28260453,3,29963,0.839,0.004493254808354087,0.009821146895484065,1.090492874966003,0.06326320802327245,0.7255428329808637,0.015288915950804949,0,0.0,17.9778,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184060,0.047150665894150734,0.00035158300306648016,0.6780365830054507,1.8792949148919433,1.152e-05,1.28e-06,sparse,7.293693000000019,1.9881174160400406,15.74460220336914,295.328125,295.34375,0.015625
5000,8,8.0,3,28260454,3,29889,0.8438,0.004564989586199325,0.010375938070382642,1.1430708749685436,0.06679287494625896,0.6781305409967899,0.01657437498215586,0,0.0,17.9334,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,183614,0.05253508302848786,0.00011012505274266005,0.6254810830578208,1.887990041053854,1.152e-05,1.28e-06,sparse,7.3946450000000254,2.0026687500067055,15.700395584106445,295.34375,295.421875,0.078125
5000,8,8.0,4,28260455,3,30073,0.838,0.003807312669080283,0.009018867604089756,1.1416358340065926,0.06437583302613348,0.7530870840419084,0.014868417056277394,0,0.0,18.0438,37.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184692,0.05360941693652421,0.00011145800817757845,0.6993624160531908,1.9590949580306187,1.152e-05,1.28e-06,sparse,7.796389000000033,2.0646197920432314,15.793906211853027,295.421875,295.484375,0.0625
5000,8,8.0,5,28260456,3,30013,0.8504,0.001559288358593311,0.004959950054580922,1.13605145807378,0.06757266691420227,0.7730002499883994,0.015690291998907924,0,0.0,18.0078,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184434,0.05071574996691197,0.0001739590661600232,0.7221057090209797,1.976619543042034,1.152e-05,1.28e-06,sparse,8.05332100000004,2.096692208084278,15.770813941955566,295.484375,295.546875,0.0625
5000,8,8.0,6,28260457,3,29759,0.8494,0.0019524671637398776,0.005696353071840514,1.0678667080355808,0.06284495792351663,0.7376325830118731,0.01581466698553413,0,0.0,17.8554,34.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,182834,0.055971583002246916,9.087496437132359e-05,0.6815654159290716,1.8683395398547873,1.152e-05,1.28e-06,sparse,7.5579139999999825,1.9741535419598222,15.639963150024414,295.546875,295.5625,0.015625
5000,8,8.0,7,28260458,3,30080,0.8432,0.0031794837371568563,0.007696128789159104,1.016400249907747,0.06757391698192805,0.7513882090570405,0.015786958974786103,0,0.0,18.048,35.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184764,0.05190979200415313,0.00011487503070384264,0.6993593749357387,1.8353582088602707,1.152e-05,1.28e-06,sparse,7.407114999999976,1.9507026670034975,15.79768180847168,295.5625,295.625,0.0625
5000,8,8.0,8,28260459,3,30001,0.842,0.0033653101404606304,0.007889356901305695,1.109221208957024,0.06409758306108415,0.6733412499306723,0.01493320893496275,0,0.0,18.0006,35.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184318,0.04815262497868389,0.00010954204481095076,0.6250752080231905,1.8466561670647934,1.152e-05,1.28e-06,sparse,7.235253999999998,1.9515507090836763,15.762367248535156,295.625,297.03125,1.40625
