n,rep,seed,K,m_values,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_laplacian_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,hypergraph_degree_mean,hypergraph_degree_max,zhou_laplacian_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,p_in_m2,p_out_m2,num_edges_m2,sampling_m2,p_in_m3,p_out_m3,num_edges_m3,sampling_m3,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
4000,5,4020272430,3,"2,3",25058,0.00625,0.9813259515388421,0.9625185859584586,1.2437260000006063,0.07621649999782676,0.04869840000174008,0.025249599995731842,0,13.79525,27.0,74210,0.011791900004027411,9.73999995039776e-05,0.03680270000040764,1.368634500002372,0.006,0.00075,19993,sparse,2.25e-06,2.5e-07,5065,sparse,2.09375,1.498229299999366,7.631003379821777,213.91796875,213.9921875,0.07421875
4000,6,4020272431,3,"2,3",24846,0.00575,0.9828192062830743,0.9651056322266889,1.2443123999983072,0.0856675000031828,0.05538160000287462,0.02912839999771677,0,13.695,29.0,73906,0.013323799998033792,8.70000003487803e-05,0.041964399999415036,1.3853550999992876,0.006,0.00075,19758,sparse,2.25e-06,2.5e-07,5088,sparse,2.078125,1.5184081999977934,7.575445175170898,213.9921875,214.08984375,0.09765625
4000,7,4020272432,3,"2,3",25231,0.00575,0.9828267441385102,0.965326788708011,1.2746604000058142,0.07722869999997783,0.04933189999428578,0.03115539999998873,0,13.87975,27.0,74540,0.011707599995133933,7.990000449353829e-05,0.037539400000241585,1.401216000005661,0.006,0.00075,20174,sparse,2.25e-06,2.5e-07,5057,sparse,2.140625,1.5383622000008472,7.673620223999023,214.08984375,214.29296875,0.203125
4000,8,4020272433,3,"2,3",25090,0.009,0.9731705714652155,0.9478397789949446,1.266586500001722,0.07542519999697106,0.04799029999412596,0.023722099998849444,0,13.80375,29.0,74176,0.011740399997506756,8.659999730298296e-05,0.03615669999999227,1.389995399993495,0.006,0.00075,20055,sparse,2.25e-06,2.5e-07,5035,sparse,2.015625,1.5385023999988334,7.635085105895996,214.29296875,214.13671875,-0.15625
4000,9,4020272434,3,"2,3",24921,0.00525,0.9843096567931218,0.9673506976930736,1.2469225000022561,0.07937200000014855,0.054838200005178805,0.024078000002191402,0,13.7275,30.0,73924,0.011777999992773402,8.320000051753595e-05,0.042971399998350535,1.3811270999940461,0.006,0.00075,19853,sparse,2.25e-06,2.5e-07,5068,sparse,2.078125,1.513999499999045,7.59489631652832,214.13671875,214.078125,-0.05859375
4000,10,4020272435,3,"2,3",25091,0.00425,0.9872831298082765,0.9727767326140948,1.2483632000003126,0.07611159999942174,0.04812449999735691,0.025401699997019023,0,13.804,27.0,74130,0.011735000000044238,9.929999941959977e-05,0.036284199995861854,1.37259329999506,0.006,0.00075,20057,sparse,2.25e-06,2.5e-07,5034,sparse,2.125,1.4986214000018663,7.635477066040039,214.078125,213.9453125,-0.1328125
5000,1,5020275426,3,"2,3",31388,0.0058,0.9826763540099365,0.9642986222181283,1.5338161999970907,0.10406649999640649,0.06094019999727607,0.026543300002231263,0,13.8074,30.0,92654,0.014972799996030517,9.500000305706635e-05,0.04586559999734163,1.6988160999899264,0.0048,0.0006,25127,sparse,1.44e-06,1.6e-07,6261,sparse,2.5625,1.8550958999985596,9.57085132598877,214.015625,212.51171875,-1.50390625
5000,2,5020275427,3,"2,3",31344,0.005,0.9850565940847918,0.9692144657777563,1.6132854000024963,0.09396460000425577,0.0512352000005194,0.029178099997807294,0,13.7842,29.0,92472,0.013180000001739245,9.090000094147399e-05,0.037958399996568915,1.7584793000060017,0.0048,0.0006,25111,sparse,1.44e-06,1.6e-07,6233,sparse,2.46875,1.9228156000026502,9.554239273071289,212.51171875,212.80859375,0.296875
5000,3,5020275428,3,"2,3",31366,0.004,0.9880317338979057,0.9743495395970665,1.5706948000006378,0.09468049999850336,0.06683800000610063,0.04690810000465717,0,13.8232,31.0,93100,0.0139844000004814,0.00010450000263517722,0.05274179999832995,1.7322060000005877,0.0048,0.0006,24982,sparse,1.44e-06,1.6e-07,6384,sparse,2.5,1.9143034000007901,9.575972557067871,212.80859375,212.76171875,-0.046875
5000,4,5020275429,3,"2,3",31155,0.0058,0.9826693947083686,0.9644527138007579,1.5283183999999892,0.09264189999521477,0.05699599999934435,0.029390100004093256,0,13.717,32.0,92248,0.013097400005790405,0.00010230000043520704,0.04379029999836348,1.677950299999793,0.0048,0.0006,24880,sparse,1.44e-06,1.6e-07,6275,sparse,2.515625,1.8234369999991031,9.508923530578613,212.76171875,212.72265625,-0.0390625
5000,5,5020275430,3,"2,3",31311,0.0066,0.9803008797826176,0.9603960579959541,1.5667198000010103,0.09244089999992866,0.05103860000235727,0.03260320000117645,0,13.7732,29.0,92436,0.013339799996174406,0.00010540000221226364,0.03758730000117794,1.7101932000005036,0.0048,0.0006,25067,sparse,1.44e-06,1.6e-07,6244,sparse,2.5,1.8777811000036309,9.547735214233398,212.72265625,212.46484375,-0.2578125
5000,6,5020275431,3,"2,3",31303,0.008,0.97613833163255,0.9527903260717572,1.546362200002477,0.09855509999761125,0.05280560000392143,0.03431830000045011,0,13.7776,30.0,92588,0.01411999999982072,9.339999814983457e-05,0.03858399999444373,1.6977146999925026,0.0048,0.0006,25021,sparse,1.44e-06,1.6e-07,6282,sparse,2.453125,1.8548459000012372,9.54757022857666,212.46484375,212.79296875,0.328125
5000,7,5020275432,3,"2,3",31294,0.0052,0.9844560363282269,0.9676906078671188,1.5667345999972895,0.09409540000342531,0.0500471000050311,0.029785099999571685,0,13.809,31.0,93248,0.013759800000116229,8.64000030560419e-05,0.036195800006680656,1.7108720000105677,0.0048,0.0006,24837,sparse,1.44e-06,1.6e-07,6457,sparse,2.484375,1.8817135999997845,9.567899703979492,212.79296875,212.75390625,-0.0390625
5000,8,5020275433,3,"2,3",31477,0.0052,0.98445675661477,0.9674729664570326,1.5689131999970414,0.09868890000507236,0.052479700003459584,0.03456739999819547,0,13.8428,28.0,92840,0.013349500004551373,0.0001478000049246475,0.038973900002019946,1.7200733000136097,0.0048,0.0006,25217,sparse,1.44e-06,1.6e-07,6260,sparse,2.484375,1.8824687999949674,9.59023666381836,212.75390625,212.8203125,0.06640625
5000,9,5020275434,3,"2,3",31294,0.0074,0.9779239284574116,0.9561156636424053,1.5573146999959135,0.09446409999509342,0.04973240000254009,0.036125800004811026,0,13.7968,29.0,93010,0.0128543000028003,9.919999865815043e-05,0.036772300001757685,1.701504599994223,0.0048,0.0006,24898,sparse,1.44e-06,1.6e-07,6396,sparse,2.421875,1.8641922999959206,9.56047534942627,212.8203125,212.82421875,0.00390625
5000,10,5020275435,3,"2,3",31246,0.0042,0.987436756832333,0.9730249115308806,1.5955048999967403,0.09563500000513159,0.052143000000796746,0.03199609999865061,0,13.764,36.0,92612,0.013251700002001598,0.00010629999451339245,0.038778499998443294,1.7432763999968302,0.0048,0.0006,24918,sparse,1.44e-06,1.6e-07,6328,sparse,2.484375,1.9023830000005546,9.541277885437012,212.82421875,212.83203125,0.0078125
6000,1,6020278426,3,"2,3",37330,0.006666666666666667,0.9800887413168848,0.960037010810837,1.8035773999945377,0.12116729999979725,0.06013530000200262,0.03845010000077309,0,13.685666666666666,28.0,110326,0.015454599997610785,0.00010620000102790073,0.04456880000361707,1.9848742999965907,0.004,0.0005,29876,sparse,1e-06,1.1111111111111111e-07,7454,sparse,2.75,2.183062999996764,11.40263557434082,212.88671875,216.04296875,3.15625
6000,2,6020278427,3,"2,3",37538,0.007333333333333333,0.9781195027244769,0.9563075387412855,1.9422143999981927,0.12077639999915846,0.05414860000018962,0.034364700004516635,0,13.771833333333333,29.0,111136,0.015159099995798897,9.99000039882958e-05,0.03888439999718685,2.117134199994325,0.004,0.0005,29983,sparse,1e-06,1.1111111111111111e-07,7555,sparse,2.859375,2.306065699995088,11.4697265625,216.046875,216.11328125,0.06640625
6000,3,6020278428,3,"2,3",37814,0.005666666666666667,0.9830692354124817,0.9648162778253542,1.9185933000044315,0.11928310000075726,0.056575700000394136,0.037723299996287096,0,13.898166666666667,31.0,112498,0.014966599999752361,9.280000085709617e-05,0.04151060000003781,2.094446400005836,0.004,0.0005,30053,sparse,1e-06,1.1111111111111111e-07,7761,sparse,2.859375,2.283300399998552,11.570123672485352,216.11328125,216.171875,0.05859375
6000,4,6020278429,3,"2,3",37417,0.006,0.9820787272100234,0.9634669595548512,1.8538460000054329,0.11688600000343286,0.05659389999345876,0.03584520000003977,0,13.709166666666667,30.0,110366,0.014660700006061234,9.270000009564683e-05,0.04183500000362983,2.0273204000186524,0.004,0.0005,29996,sparse,1e-06,1.1111111111111111e-07,7421,sparse,2.765625,2.211713900003815,11.423094749450684,216.171875,216.1015625,-0.0703125
6000,5,6020278430,3,"2,3",37440,0.005666666666666667,0.9830625891280262,0.9656357525481959,1.8587069000059273,0.1254599000021699,0.06527320000168402,0.039958900000783615,0,13.694166666666666,29.0,109868,0.014959899999666959,0.00010650000331224874,0.05020109999895794,2.0494343000100343,0.004,0.0005,30155,sparse,1e-06,1.1111111111111111e-07,7285,sparse,2.875,2.269159999996191,11.41418743133545,216.1015625,215.21484375,-0.88671875
6000,6,6020278431,3,"2,3",37598,0.007,0.979109671719612,0.9582066262646677,1.95066190000216,0.11837160000141012,0.05707799999800045,0.031052600003022235,0,13.778166666666667,31.0,110954,0.015095499999006279,0.00017810000281315297,0.041798099999141414,2.126105200004531,0.004,0.0005,30125,sparse,1e-06,1.1111111111111111e-07,7473,sparse,2.9375,2.314691600004153,11.47339153289795,215.21484375,216.13671875,0.921875
6000,7,6020278432,3,"2,3",37550,0.006,0.9820774095218515,0.9630732760857571,1.880386600001657,0.11799449999671197,0.05502699999487959,0.030227399998693727,0,13.780666666666667,31.0,111258,0.014714199998707045,0.00011169999925186858,0.04019539999717381,2.0534023999935016,0.004,0.0005,29966,sparse,1e-06,1.1111111111111111e-07,7584,sparse,2.9375,2.2416296000010334,11.478769302368164,216.13671875,216.14453125,0.0078125
6000,8,6020278433,3,"2,3",37542,0.007166666666666667,0.9786100018386793,0.9569648962905528,1.8792293000005884,0.13517960000172025,0.05841939999663737,0.03630249999696389,0,13.756333333333334,27.0,110734,0.014782500002183951,9.409999620402232e-05,0.043535299999348354,2.072820800000045,0.004,0.0005,30088,sparse,1e-06,1.1111111111111111e-07,7454,sparse,2.875,2.287166200003412,11.460947036743164,216.14453125,216.3046875,0.16015625
6000,9,6020278434,3,"2,3",37651,0.005666666666666667,0.983066874452417,0.9647749226004437,1.8671825999990688,0.11742970000341302,0.06404799999290844,0.050502899997809436,0,13.811333333333334,31.0,111374,0.015258799998264294,0.00010189999738940969,0.04867859999649227,2.0486515999946278,0.004,0.0005,30085,sparse,1e-06,1.1111111111111111e-07,7566,sparse,2.8125,2.2553171000035945,11.502132415771484,216.3046875,215.47265625,-0.83203125
6000,10,6020278435,3,"2,3",37335,0.008666666666666666,0.9741615441425975,0.9495041414754009,1.8554310999970767,0.12703749999491265,0.06416199999512173,0.036462100004428066,0,13.687833333333334,29.0,110338,0.016034799999033567,0.00010659999679774046,0.04801479999878211,2.0466247999866027,0.004,0.0005,29878,sparse,1e-06,1.1111111111111111e-07,7457,sparse,2.9375,2.2329285999949207,11.404666900634766,215.47265625,215.40234375,-0.0703125
7000,1,7020281426,3,"2,3",43140,0.007714285714285714,0.9769851045052166,0.9544552131047854,2.050788900000043,0.13179569999920204,0.05954270000074757,0.04331760000059148,0,13.569,31.0,127944,0.01660039999842411,0.00011199999426025897,0.04282490000332473,2.2421218999952544,0.0034285714285714284,0.00042857142857142855,34437,sparse,7.346938775510204e-07,8.16326530612245e-08,8703,sparse,2.96875,2.4737605999980588,13.208880424499512,215.45703125,212.98046875,-2.4765625
