n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
6000,Random sampling,10,120756.4,300.67671823553184,720154.8,1858.5648465654601,0.020004299999999982,5.162680129348052e-05,60.37820000000001,0.15033835911776539,91.8,3.259175083088084,60.38579377777778,0.0,0.1109999938302488,0.0,0.0,0.0,1.666666666666e-05,5.270462766945191e-05,0.9999499958312501,0.00015812706575292365,0.9998695186822989,0.00041261815603547145,2.134999949974008,0.07387403091957388,0.3288929200032725,0.022318504064897514,0.0420409699901938,0.0044230704837953235,0.00020760996267193003,4.803870427737321e-05,0.05487418000120664,0.005401999741617778,0.09713224002625788,0.009515736014133242,0.0414224899373948,0.003839584015168178,2.561015629931353,0.07120967137506966,0.9265625,0.1258758378820177,0.1522686700103804,0.011741324818822473,31.82329034805298,0.0923297333183378,,,,,0.02238869997672732,0.0017248973713383773,0.019358560000546234,0.00297008560451669,,,,,,,,,,,1.055431877666486,0.0025645255541804136,0.7435884275363123,0.0018170509121636562
6000,CountSketch random projection,10,120756.4,300.67671823553184,720154.8,1858.5648465654601,0.020004299999999982,5.162680129348052e-05,60.37820000000001,0.15033835911776539,91.8,3.259175083088084,60.38579377777778,0.0,0.1109999938302488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.134999949974008,0.07387403091957388,0.3288929200032725,0.022318504064897514,0.4485553399892524,0.03386046982357505,0.00033237000461664,4.5943142001335526e-05,0.05172646008431906,0.002026816180568044,0.5006238600471988,0.03487480099862697,0.04077149997465307,0.001069958579485396,2.9645070400554685,0.08114296326365389,1.4015625,0.1605400634706697,0.5555346000008285,0.03554246342979064,36.97011928558349,0.035286230277471645,,,,,,,,,0.02041239994578058,0.002675794809356277,0.32328364001587034,0.029076821084236898,0.04708602000027891,0.0018601600702825164,0.0525479799835011,0.009766015367476897,163.0,0.0,0.9999991063215414,7.3616644997775e-08,0.6569073692587357,0.0007792422900530192
8000,Non-random,10,160962.6,388.75933715117696,963494.2,2238.265489167907,0.015054596875000001,3.4972898268248477e-05,60.360974999999996,0.14578475143169117,91.6,3.272783388968955,60.40045611000001,0.0,0.1110277847230903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.8249902700539677,0.08761207269139228,0.4742691799998283,0.06621599010317049,0.02068965004291379,0.003592456875934705,0.00010935999453065006,1.4966950326567878e-05,0.057371790031902445,0.002897340984731534,0.0781787800136953,0.005298950656139348,0.05289998003281647,0.002770236234803841,3.377430250123143,0.13260580205426964,1.103125,0.13424978015707223,0.14879484002012755,0.00514186900752802,33.14258785247803,0.07684474717144396,,,,,,,,,,,,,,,,,,,1.0,2.590520390792032e-16,0.6579921893650311,0.0012149066733724292
8000,Gaussian random projection,10,160962.6,388.75933715117696,963494.2,2238.265489167907,0.015054596875000001,3.4972898268248477e-05,60.360974999999996,0.14578475143169117,91.6,3.272783388968955,60.40045611000001,0.0,0.1110277847230903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.8249902700539677,0.08761207269139228,0.4742691799998283,0.06621599010317049,0.6987933600088582,0.12312187881184561,0.00044533994514491,7.960330632766705e-05,0.06117000002413986,0.005957080680737949,0.760418689972721,0.1214338107560701,0.052560600009746807,0.0023436596993010707,4.059668150031939,0.2075517542162152,1.9484375,0.2707381643688849,0.8295900400029496,0.12122083502783403,51.2604040145874,0.025688670340197027,,,0.5489494800334797,0.11199770102488714,,,,,,,,,,,,,,,0.9999987147500005,1.4745404137294692e-07,0.6570330122595622,0.0012677814080279191
8000,Random sampling,10,160962.6,388.75933715117696,963494.2,2238.265489167907,0.015054596875000001,3.4972898268248477e-05,60.360974999999996,0.14578475143169117,91.6,3.272783388968955,60.40045611000001,0.0,0.1110277847230903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.8249902700539677,0.08761207269139228,0.4742691799998283,0.06621599010317049,0.057227240013889916,0.0046283250404842435,0.00020479999948288,2.6892711829192872e-05,0.06050960000138726,0.0025880276892410537,0.11795149000827217,0.0060537768201410136,0.05278446997981513,0.0025940862667912664,3.4172010900685565,0.13456618297791892,1.10625,0.1300624182417384,0.18844134998507794,0.0076878944172635065,42.550009059906,0.0883317504411669,,,,,0.030300360010005477,0.002131783532889457,0.02660253003705288,0.0031184439385577353,,,,,,,,,,,1.0554795997382118,0.0010396510261857566,0.744747462785394,0.0017020382635041494
8000,CountSketch random projection,10,160962.6,388.75933715117696,963494.2,2238.265489167907,0.015054596875000001,3.4972898268248477e-05,60.360974999999996,0.14578475143169117,91.6,3.272783388968955,60.40045611000001,0.0,0.1110277847230903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.8249902700539677,0.08761207269139228,0.4742691799998283,0.06621599010317049,0.6520784400170669,0.1604803181429785,0.00039849001914259,6.0409446071208587e-05,0.0585098599782213,0.0032161709352449366,0.7109967999858782,0.16232047974251104,0.052924650092609174,0.002835358538479506,4.010246240068227,0.24295196796334007,1.8546875,0.2192516569207631,0.7817505599930883,0.16186944216954444,49.21421747207641,0.039516409024752244,,,,,,,,,0.025281580002047062,0.0015287015009640616,0.47919993998948485,0.1443400952470242,0.06333688003942364,0.008695904194634394,0.07833989998325701,0.023073242509518165,163.0,0.0,0.9999987859431062,1.1191009716310069e-07,0.65708511974439,0.0012610166277905257
10000,Non-random,10,201358.1,504.89018608010423,1207722.2,3018.0709733205663,0.012077222,3.0180709733205243e-05,60.40743,0.15146705582402983,91.1,1.28668393770792,60.40925191065601,0.0,0.1110444488897779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.468457810021937,0.07284778791588196,0.5837300400016829,0.024661748958750732,0.025512450002133803,0.0014574605154184122,0.00012926999479525,2.260446659584859e-05,0.06282208999618884,0.003081872001988504,0.08847200998570764,0.00326217632925715,0.06342049997765567,0.0022251724561074587,4.140651660016738,0.08054033298279607,1.278125,0.11043631900582146,0.17437224003951993,0.0046959137602087505,41.54274959564209,0.10361724380449308,,,,,,,,,,,,,,,,,,,1.0,1.3343220141622404e-16,0.6582265881490073,0.0009069487497455485
10000,Gaussian random projection,10,201358.1,504.89018608010423,1207722.2,3018.0709733205663,0.012077222,3.0180709733205243e-05,60.40743,0.15146705582402983,91.1,1.28668393770792,60.40925191065601,0.0,0.1110444488897779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.468457810021937,0.07284778791588196,0.5837300400016829,0.024661748958750732,0.9924084999598562,0.13053766471284728,0.00054904001299288,9.456699256015884e-05,0.0652763599529862,0.004398878637605196,1.058245040033944,0.13232675052443996,0.06498902998864649,0.002505068575118717,5.110421749949455,0.1412119816529512,2.41875,0.20289784306941808,1.144979179999791,0.13315423187468325,64.01168193817139,0.03452589043861365,,,0.7673713400494308,0.10628597389893657,,,,,,,,,,,,,,,0.9999985529846418,1.9733876063890694e-07,0.6570556843797766,0.0008900633639957307
10000,Random sampling,10,201358.1,504.89018608010423,1207722.2,3018.0709733205663,0.012077222,3.0180709733205243e-05,60.40743,0.15146705582402983,91.1,1.28668393770792,60.40925191065601,0.0,0.1110444488897779,0.0,0.0,0.0,4e-05,5.163977794943222e-05,0.9998799924995512,0.00015492901743096885,0.9996682454443855,0.00042829328965934393,3.468457810021937,0.07284778791588196,0.5837300400016829,0.024661748958750732,0.06942729000002142,0.0023999747551842914,0.00022539994679386002,2.940210664678529e-05,0.06411853004246947,0.002629096326422253,0.13378157003317023,0.004137406928816036,0.06381418006494637,0.0016980192948271033,4.185959070012904,0.08041190549514197,1.3796875,0.10495793221439828,0.2198274900205433,0.005194513552623971,53.33542060852051,0.14453256425938021,,,,,0.03745944001711901,0.0018108027765090114,0.031539919995702756,0.0016394909764846,,,,,,,,,,,1.0551366331412821,0.0015673177409926194,0.7437601137184029,0.0014888168890321656
10000,CountSketch random projection,10,201358.1,504.89018608010423,1207722.2,3018.0709733205663,0.012077222,3.0180709733205243e-05,60.40743,0.15146705582402983,91.1,1.28668393770792,60.40925191065601,0.0,0.1110444488897779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.468457810021937,0.07284778791588196,0.5837300400016829,0.024661748958750732,0.9510525500169024,0.14777849642545746,0.00048148001078510995,4.927100251139452e-05,0.06366918003186581,0.0036262418647127906,1.015214950009249,0.1488810368641075,0.06465518998447801,0.0021898482138603946,5.067391060083173,0.1452847064100107,2.3796875,0.21221002478218495,1.1021090700291096,0.14947486864251402,61.474417495727536,0.05375373192579046,,,,,,,,,0.03426395000424232,0.003728350010344347,0.7044227599864825,0.12260973889684071,0.07451122000347818,0.0038701200879816184,0.13095048000104723,0.032145711226938684,163.0,0.0,0.999998415616975,2.2349480232867179e-07,0.6570178353457975,0.000945672347057842
