n,rep,seed,K,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_hash_seed,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec
4000,1,420260507,3,3,16.0,80641,477428,0.02983925,1.3682023000437766,0.1968392999842763,0,0.0,60.48075,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.00025,0.9992500938204384,0.998135104513984,0.0297925001941621,,0.0300207999534904,9.329989552497864e-05,0.0457106998655945,0.0758324000053107,1.0550171418496257,0.7403131428064131,1.640866399742663,0.640625,0.1159769999794662,21.16444301605225,,,,,,,,,,,0.016907500103116,eigsh,0.0129313999786973,240714.0,169118.0,0.7,335474.0,,,,,,,,,,,,,,
4000,1,420260507,3,3,16.0,80641,477428,0.02983925,1.3682023000437766,0.1968392999842763,0,0.0,60.48075,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0311269999947398,,0.4110520998947322,0.0002965999301522,0.0532560001593083,0.4646152998320758,0.9999994981564788,0.6539275235203117,2.0296463000122458,1.359375,0.5066445998381823,24.742032051086422,,,,,,,,,,,,,,,,,,0.000375100178644,1761059175.0,163.0,11.0,41.0,0.0,0.0122523000463843,0.0122523000463843,0.2368250000290572,0.1261249000672251,0.0309097000863403,0.0034996001049876,eigsh,0.0004369998350739
4000,2,420260508,3,3,16.0,81039,479760,0.029985,1.5200642999261618,0.2153038000687956,0,0.0,60.77925,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.029504699865356,eigsh,0.0097628999501466,8.709984831511974e-05,0.0495579000562429,0.05941650015302,1.0,0.657602133095144,1.7947759998496622,0.859375,0.0979384998790919,16.504323959350586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,2,420260508,3,3,16.0,81039,479760,0.029985,1.5200642999261618,0.2153038000687956,0,0.0,60.77925,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0290181001182645,,0.303089499939233,0.0002242000773549,0.0452609001658856,0.3485836000181734,0.999999427637609,0.6572061579267612,2.083942700177431,0.9375,0.3895624000579119,25.81188488006592,,,,0.0056111998856067,0.2283522998914122,0.0371979000046849,0.0278074999805539,0.0031981999054551,eigsh,0.0003077997826039,,,,,,,,,,,,,,,,,,,,,
4000,2,420260508,3,3,16.0,81039,479760,0.029985,1.5200642999261618,0.2153038000687956,0,0.0,60.77925,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.00025,0.9992498125001876,0.9981350190626131,0.0292791998945176,,0.0294573998544365,0.0001286000479012,0.0479331999085843,0.0775276001077145,1.0561593989935822,0.7419812097638941,1.81288729980588,0.859375,0.1172671001404523,21.257957458496094,,,,,,,,,,,0.0164344999939203,eigsh,0.0128460000269114,241880.0,169814.0,0.7,336848.0,,,,,,,,,,,,,,
4000,2,420260508,3,3,16.0,81039,479760,0.029985,1.5200642999261618,0.2153038000687956,0,0.0,60.77925,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0319930000696331,,0.2806738000363111,0.0002557998523116,0.0463819000869989,0.3273217999376356,0.9999995143185728,0.6571769912523197,2.062679599970579,1.25,0.3697247998788953,24.7852144241333,,,,,,,,,,,,,,,,,,0.000375400064513,1127214649.0,163.0,13.0,34.0,0.0,0.0122501000296324,0.0122501000296324,0.1990661998279392,0.0354086000006645,0.0297703999094665,0.0029523998964577,eigsh,0.0002451001200824
4000,3,420260509,3,3,16.0,80636,477362,0.029835125,1.5931506999768317,0.1871013999916613,0,0.0,60.477,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.03025189996697,eigsh,0.0103134999517351,8.610007353127003e-05,0.0490754998754709,0.0594824000727385,1.0,0.6583414122415976,1.8397271998692304,0.765625,0.0977264998946338,16.422045707702637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,3,420260509,3,3,16.0,80636,477362,0.029835125,1.5931506999768317,0.1871013999916613,0,0.0,60.477,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0295998000074177,,0.2961111001204699,0.0001723000314086,0.0561714000068604,0.3524622002150863,0.9999994569765692,0.6579074758625525,2.132706900127232,1.078125,0.3928373001981526,25.78439235687256,,,,0.0054339999333024,0.2153689998667687,0.0347899999469518,0.0343560001347214,0.0047621000558137,eigsh,0.0008219999726861,,,,,,,,,,,,,,,,,,,,,
4000,3,420260509,3,3,16.0,80636,477362,0.029835125,1.5931506999768317,0.1871013999916613,0,0.0,60.477,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0295559000223875,,0.0293675998691469,8.599995635449886e-05,0.0460580000653862,0.0755193999502807,1.0557510375674597,0.7445414412177954,1.8557636998593807,0.78125,0.1162225999869406,21.134258270263672,,,,,,,,,,,0.0159197999164462,eigsh,0.0133106000721454,240681.0,168716.0,0.7,334636.0,,,,,,,,,,,,,,
4000,3,420260509,3,3,16.0,80636,477362,0.029835125,1.5931506999768317,0.1871013999916613,0,0.0,60.477,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0309940001461654,,0.2688045999966562,0.0001801999751478,0.0473831000272184,0.316376999951899,0.9999995513815848,0.6579419317687402,2.0966199999675155,1.25,0.3584994999691844,24.73453426361084,,,,,,,,,,,,,,,,,,0.0004022000357508,3211862945.0,163.0,13.0,42.0,0.0,0.0145523000974208,0.0145523000974208,0.1908116999547928,0.0332166000735014,0.0261925000231713,0.0028204000554978,eigsh,0.0002699999604374
4000,4,420260510,3,3,16.0,80523,476544,0.029784,1.590535999974236,0.2108127998653799,0,0.0,60.39225,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.028799699852243,eigsh,0.0102758000139147,9.729992598295212e-05,0.0466326000168919,0.0570137000177055,1.0,0.6559576271707065,1.8583544997964052,0.609375,0.0937188998796045,16.393961906433105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,4,420260510,3,3,16.0,80523,476544,0.029784,1.590535999974236,0.2108127998653799,0,0.0,60.39225,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0329958000220358,,0.3084340998902917,0.0002666001673787,0.0513456999324262,0.3600547998212278,0.999999558102687,0.6555465345750736,2.1613951998297125,1.078125,0.4035438999999314,25.774832725524902,,,,0.0065439001191407,0.2245587999932468,0.0420539998449385,0.0295365001074969,0.0044079998042434,eigsh,0.0005743999499827,,,,,,,,,,,,,,,,,,,,,
4000,4,420260510,3,3,16.0,80523,476544,0.029784,1.590535999974236,0.2108127998653799,0,0.0,60.39225,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.00025,0.9992498123593164,0.9981350193168856,0.0294025999028235,,0.0287953000515699,0.0001729999203234,0.0517323999665677,0.0807086999993771,1.0568454753222662,0.7402268597357305,1.882049499778077,0.515625,0.1190768000669777,21.09392738342285,,,,,,,,,,,0.0150761001277714,eigsh,0.0135190000291913,240272.0,168371.0,0.7,333934.0,,,,,,,,,,,,,,
4000,4,420260510,3,3,16.0,80523,476544,0.029784,1.590535999974236,0.2108127998653799,0,0.0,60.39225,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0312552999239414,,0.2802770000416785,0.0003209998831152,0.0501008999999612,0.3307091000024229,0.999999546012144,0.6555140497231055,2.132047699764371,1.125,0.3733614000957459,24.726258277893063,,,,,,,,,,,,,,,,,,0.0002947000321,3474826686.0,163.0,10.0,37.0,0.0,0.0128915000241249,0.0128915000241249,0.1978890001773834,0.0377020998857915,0.0258138000499457,0.0044747998472303,eigsh,0.0004577999934554
4000,5,420260511,3,3,16.0,80407,476380,0.02977375,1.4965204999316484,0.2629378999117762,0,0.0,60.30525,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0301496000029146,eigsh,0.00992720015347,9.390013292431831e-05,0.0491461001802235,0.0591742000542581,0.9999999999999998,0.6557524755718638,1.8186256003100425,0.71875,0.0980865000747144,16.388331413269043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,5,420260511,3,3,16.0,80407,476380,0.02977375,1.4965204999316484,0.2629378999117762,0,0.0,60.30525,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0290250000543892,,0.3009043999481946,0.0002347999252378,0.0466414999682456,0.3477898000273853,0.9999994441206292,0.6553940166507379,2.1072390996851027,1.203125,0.388539400184527,25.77290630340576,,,,0.0056155000347644,0.2246653998736292,0.0371314999647438,0.0289237999822944,0.0037056999281048,eigsh,0.0002536999527364,,,,,,,,,,,,,,,,,,,,,
4000,5,420260511,3,3,16.0,80407,476380,0.02977375,1.4965204999316484,0.2629378999117762,0,0.0,60.30525,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0309923999011516,,0.0293632999528199,0.0001159999519586,0.051907799905166,0.0813961999956518,1.0568479840645504,0.742849320394724,1.8408454996533687,0.703125,0.1233296000864356,21.099696159362797,,,,,,,,,,,0.0162750000599771,eigsh,0.0129220001399517,240190.0,168498.0,0.7,334193.0,,,,,,,,,,,,,,
4000,5,420260511,3,3,16.0,80407,476380,0.02977375,1.4965204999316484,0.2629378999117762,0,0.0,60.30525,91.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0287865998689085,,0.2765763998031616,0.000256499974057,0.0456528000067919,0.3224961999803781,0.9999993097486422,0.6553378590536829,2.081944099627435,0.921875,0.3613242001738399,24.73019123077393,,,,,,,,,,,,,,,,,,0.0002917000092566,3504379091.0,163.0,13.0,35.0,0.0,0.0108819000888615,0.0108819000888615,0.1972586000338196,0.039167599985376,0.0251335999928414,0.0029692999087274,eigsh,0.0002697999589145
4000,6,420260512,3,3,16.0,80741,478044,0.02987775,1.412573000183329,0.2248640998732298,0,0.0,60.55575,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0328305000439286,eigsh,0.0106466000434011,0.0001052999868988,0.0477307999972254,0.0584895999636501,0.9999999999999996,0.6580662599743009,1.6959198000840845,0.734375,0.1019036001525819,16.445460319519043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,6,420260512,3,3,16.0,80741,478044,0.02987775,1.412573000183329,0.2248640998732298,0,0.0,60.55575,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0320622001308947,,0.3347285999916494,0.0002802999224513,0.0508275001775473,0.3858473999425769,0.9999995820277884,0.6576491413295847,2.023273500148207,1.25,0.430206400109455,25.79214763641357,,,,0.005719400011003,0.2512577001471072,0.0413494000677019,0.0309200999327003,0.0040595999453216,eigsh,0.0005323998630046,,,,,,,,,,,,,,,,,,,,,
4000,6,420260512,3,3,16.0,80741,478044,0.02987775,1.412573000183329,0.2248640998732298,0,0.0,60.55575,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0294224000535905,,0.0299374000169336,9.539979510009287e-05,0.0456930000800639,0.0757327999453991,1.0544487323410237,0.7447588400089157,1.7131628999486566,1.0625,0.1162872998975217,21.151114463806152,,,,,,,,,,,0.0160842000041157,eigsh,0.0136726000346243,241022.0,168762.0,0.7,334740.0,,,,,,,,,,,,,,
4000,6,420260512,3,3,16.0,80741,478044,0.02987775,1.412573000183329,0.2248640998732298,0,0.0,60.55575,89.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0290659999009221,,0.272630900144577,0.0002975999377667,0.0461925000417977,0.3191297999583184,0.9999995090966444,0.6576945144744792,1.9565581001807004,1.171875,0.3583852001465857,24.76290607452393,,,,,,,,,,,,,,,,,,0.0004082999657839,2250338475.0,163.0,13.0,36.0,0.0,0.0114591000601649,0.0114591000601649,0.1949340000282973,0.0352274000179022,0.0257132998667657,0.0035681000445038,eigsh,0.0005471999756991
4000,7,420260513,3,3,16.0,80050,474194,0.029637125,1.468008500058204,0.2278458999935537,0,0.0,60.0375,90.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0302153001539409,eigsh,0.0106059999670833,8.63000750541687e-05,0.0470696000847965,0.0577694999519735,1.0,0.6601805643742992,1.7536163001786915,0.59375,0.0963421000633388,16.313281059265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,7,420260513,3,3,16.0,80050,474194,0.029637125,1.468008500058204,0.2278458999935537,0,0.0,60.0375,90.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0325007999781519,,0.3071971000172198,0.0002681000623852,0.0580407998058944,0.3655161999631673,0.9999995637564332,0.6597673966718764,2.061360399937257,1.046875,0.4093227998819202,25.74804401397705,,,,0.0055114000570029,0.2324485999997705,0.0370832998305559,0.0278129000216722,0.0033992999233305,eigsh,0.0002669000532478,,,,,,,,,,,,,,,,,,,,,
4000,7,420260513,3,3,16.0,80050,474194,0.029637125,1.468008500058204,0.2278458999935537,0,0.0,60.0375,90.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0382565001491457,,0.0327992001548409,8.719996549189091e-05,0.0543475998565554,0.0872434000484645,1.0523286883935925,0.7442358222423312,1.783088400028646,0.953125,0.1370237998198717,20.962549209594727,,,,,,,,,,,0.0163640999235212,eigsh,0.0162641999777406,239097.0,167130.0,0.7,331488.0,,,,,,,,,,,,,,
4000,7,420260513,3,3,16.0,80050,474194,0.029637125,1.468008500058204,0.2278458999935537,0,0.0,60.0375,90.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0300313001498579,,0.2953218999318778,0.0002949000336229,0.0510384999215602,0.3466641998384148,0.9999995067350452,0.6598323378862215,2.042509699938819,1.078125,0.385732099879533,24.690564155578613,,,,,,,,,,,,,,,,,,0.0003901000600308,634151346.0,163.0,14.0,38.0,0.0,0.0123144998215138,0.0123144998215138,0.2062953000422567,0.0382660999894142,0.0322824001777917,0.0045683998614549,eigsh,0.0004517999477684
4000,8,420260514,3,3,16.0,80572,476968,0.0298105,1.4480574999470264,0.1981940001714974,0,0.0,60.429,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0289255999960005,eigsh,0.0122497000265866,8.830009028315544e-05,0.0491758999414742,0.0615216998849064,1.0,0.6556074116915003,1.7077654001768678,0.65625,0.1001538999844342,16.40851879119873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,8,420260514,3,3,16.0,80572,476968,0.0298105,1.4480574999470264,0.1981940001714974,0,0.0,60.429,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0290196998976171,,0.2960069000255316,0.0002619000151753,0.0472833001986146,0.3435607000719756,0.999999497692801,0.6551328242375297,1.9898036003578452,1.140625,0.3811277998611331,25.77958583831787,,,,0.0057658997830003,0.2195133999921381,0.0354061000980436,0.0301139000803232,0.0041000999044626,eigsh,0.0002649999223649,,,,,,,,,,,,,,,,,,,,,
4000,8,420260514,3,3,16.0,80572,476968,0.0298105,1.4480574999470264,0.1981940001714974,0,0.0,60.429,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0285992999561131,,0.0289859999902546,8.050003089010715e-05,0.0450477001722902,0.0741205001249909,1.056225754744654,0.7405698083036255,1.7203657003119588,0.78125,0.1141613000072538,21.120161056518555,,,,,,,,,,,0.0167770001571625,eigsh,0.0120697000529617,240484.0,168623.0,0.7,334453.0,,,,,,,,,,,,,,
4000,8,420260514,3,3,16.0,80572,476968,0.0298105,1.4480574999470264,0.1981940001714974,0,0.0,60.429,92.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0281883999705314,,0.2881050000432879,0.0002500999253243,0.0518706000875681,0.3402384000364691,0.9999994530208236,0.6551151546317745,1.986477200174704,1.15625,0.3788419000338763,24.732529640197757,,,,,,,,,,,,,,,,,,0.0003667999990284,2029088568.0,163.0,14.0,40.0,0.0,0.0128848000895231,0.0128848000895231,0.2036802999209612,0.0363816001918166,0.0304476998280733,0.003201600164175,eigsh,0.0004363998305052
4000,9,420260515,3,3,16.0,80429,476392,0.0297745,1.4975421999115497,0.1867291000671684,0,0.0,60.32175,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0289346000645309,eigsh,0.0107125998474657,8.87999776750803e-05,0.0445101000368595,0.0553192999213933,0.9999999999999998,0.6572052061705769,1.7395827998407185,0.625,0.0945911000017076,16.38874340057373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,9,420260515,3,3,16.0,80429,476392,0.0297745,1.4975421999115497,0.1867291000671684,0,0.0,60.32175,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0298182999249547,,0.2956092001404613,0.0002340001519769,0.0429953001439571,0.3388480001594871,0.9999995259017664,0.6568482652618847,2.0231098004151136,1.09375,0.3803252000361681,25.773390769958496,,,,0.0067513000685721,0.2190389998722821,0.0361760999076068,0.0289258998818695,0.0036613000556826,eigsh,0.0004551000893115,,,,,,,,,,,,,,,,,,,,,
4000,9,420260515,3,3,16.0,80429,476392,0.0297745,1.4975421999115497,0.1867291000671684,0,0.0,60.32175,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0286286000628024,,0.0270701001863926,8.939998224377632e-05,0.0425559999421238,0.0697227001655846,1.0509411252230143,0.7392069487341371,1.7539868000894785,0.875,0.1090637999586761,21.0601110458374,,,,,,,,,,,0.0137422000989317,eigsh,0.0131584999617189,240196.0,167908.0,0.7,333060.0,,,,,,,,,,,,,,
4000,9,420260515,3,3,16.0,80429,476392,0.0297745,1.4975421999115497,0.1867291000671684,0,0.0,60.32175,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.028842199826613,,0.2658095001243055,0.0002407000865787,0.0449046997819095,0.3109639999456703,0.9999995309011174,0.6567962646772928,1.995226199971512,1.296875,0.3521509999409318,24.72425937652588,,,,,,,,,,,,,,,,,,0.0004056000616401,3993617747.0,163.0,13.0,37.0,0.0,0.0110007999464869,0.0110007999464869,0.1869187999982386,0.0351297999732196,0.0280950998421758,0.0032957999501377,eigsh,0.0003557000309228
4000,10,420260516,3,3,16.0,80466,476392,0.0297745,1.5726534000132233,0.1826001999434083,0,0.0,60.3495,95.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0327401999384164,eigsh,0.0099145001731812,0.0001093000173568,0.0474570000078529,0.0574884000234305,1.0000000000000002,0.6586918531543672,1.8127344001550227,0.5,0.0988125000149011,16.38874340057373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,10,420260516,3,3,16.0,80466,476392,0.0297745,1.5726534000132233,0.1826001999434083,0,0.0,60.3495,95.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0303978000301867,,0.2835305000189692,0.0002752000000327,0.0481316000223159,0.3319459999911487,0.9999994717029532,0.658322471172211,2.0871908999979496,1.078125,0.372844599885866,25.77299404144287,,,,0.0053509999997913,0.2127135000191629,0.0341314000543206,0.0257763999979943,0.0043945000506937,eigsh,0.0003906998317688,,,,,,,,,,,,,,,,,,,,,
4000,10,420260516,3,3,16.0,80466,476392,0.0297745,1.5726534000132233,0.1826001999434083,0,0.0,60.3495,95.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Random sampling,random_sampling,0.00025,0.9992498125001876,0.9981350190626131,0.0294141999911516,,0.0291042998433113,9.270012378692628e-05,0.0456944999750703,0.0748990001156926,1.0555608685288225,0.7449455713204501,1.8301450998988005,0.96875,0.1149063999764621,21.065448760986328,,,,,,,,,,,0.0154919000342488,eigsh,0.0134169999510049,240196.0,168005.0,0.7,333201.0,,,,,,,,,,,,,,
4000,10,420260516,3,3,16.0,80466,476392,0.0297745,1.5726534000132233,0.1826001999434083,0,0.0,60.3495,95.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0274720001034438,,0.2683762998785823,0.0002307998947799,0.0434580999426543,0.3120750999078154,0.9999994254961584,0.658319701226083,2.0673187996726483,1.015625,0.3496227001305669,24.72298526763916,,,,,,,,,,,,,,,,,,0.0004165999125689,3728445448.0,163.0,12.0,42.0,0.0,0.0108703000005334,0.0108703000005334,0.1921160998754203,0.0335707999765872,0.0266382000409066,0.00373540003784,eigsh,0.0004626000300049
6000,1,620260507,3,3,16.0,121170,722618,0.0200727222222222,2.150813699932769,0.3015491999685764,0,0.0,60.585,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0423342001158744,eigsh,0.0159071001689881,9.039998985826968e-05,0.0568640998098999,0.0728702000342309,0.9999999999999998,0.6572448155786532,2.525224499870092,0.78125,0.1301752999424934,24.85750102996826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,1,620260507,3,3,16.0,121170,722618,0.0200727222222222,2.150813699932769,0.3015491999685764,0,0.0,60.585,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0401123000774532,,0.4637827000115067,0.0003131998237222,0.0552660999819636,0.5193712001200765,0.9999992182872044,0.6565804728334593,2.971724899718538,1.359375,0.5721338998991996,38.54748439788818,,,,0.0095051999669522,0.357621300034225,0.0469219000078737,0.0452739999163895,0.0028546000830829,eigsh,0.0005303998477756,,,,,,,,,,,,,,,,,,,,,
6000,1,620260507,3,3,16.0,121170,722618,0.0200727222222222,2.150813699932769,0.3015491999685764,0,0.0,60.585,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,Random sampling,random_sampling,0.0001666666666666,0.9994999583125016,0.9986951868229892,0.0421164999715983,,0.0409717001020908,0.0001610000617802,0.0537501999642699,0.0948926999699324,1.059630493241322,0.7452425650315628,2.5472458000294864,0.78125,0.1512559000402689,31.947656631469727,,,,,,,,,,,0.0228158999234437,eigsh,0.0178982999641448,364309.0,255278.0,0.7,506292.0,,,,,,,,,,,,,,
6000,1,620260507,3,3,16.0,121170,722618,0.0200727222222222,2.150813699932769,0.3015491999685764,0,0.0,60.585,88.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.040987699991092,,0.4167321000713855,0.0003158000763505,0.0514083001762628,0.4684647000394761,0.9999990082053788,0.6565180268709887,2.9208191002253443,1.203125,0.5230409000068903,37.01933765411377,,,,,,,,,,,,,,,,,,0.0003400999121367,3654371627.0,163.0,21.0,51.0,0.0,0.0187411999795585,0.0187411999795585,0.3063303998205811,0.0472921999171376,0.0389543999917805,0.0035942001268267,eigsh,0.0006838999688625
6000,2,620260508,3,3,16.0,120991,721826,0.0200507222222222,2.249390299897641,0.3105230999644846,0,0.0,60.4955,90.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0390292999800294,eigsh,0.0175568999256938,8.770008571445942e-05,0.0511227000970393,0.0687746000476181,1.0000000000000002,0.6580923962727063,2.628680699970573,0.953125,0.1202325001358985,24.830309867858887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,2,620260508,3,3,16.0,120991,721826,0.0200507222222222,2.249390299897641,0.3105230999644846,0,0.0,60.4955,90.0,120771.58755555555,20.128597925925927,60.38579377777778,0.1109999938302488,1.6e-05,1.7777777777777775e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0394270999822765,,0.4677158000413328,0.0002918001264333,0.0567567001562565,0.5247756000608206,0.999999162396218,0.6574056686978182,3.0846777001861483,1.4375,0.5771788998972625,38.53832149505615,,,,0.008110900176689,0.3598650000058114,0.0479425999801605,0.0472293000202626,0.003117199987173,eigsh,0.0004974000621587,,,,,,,,,,,,,,,,,,,,,
