n,rep,seed,K,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_hash_seed,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec
2000,3,220260509,3,3,16.0,40488,234828,0.058707,0.6937853000126779,0.1512158000841736,0,0.0,60.732,89.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0174634999129921,,0.0200175000354647,9.709992446005344e-05,0.0899463000241667,0.1100679000373929,1.0510649798698706,0.7380041877290165,0.9550620000809432,0.921875,0.1327196999918669,10.417478561401367,,,,,,,,,,,0.0086815999820828,eigsh,0.0112195999827235,118414.0,82797.0,0.7,164215.0,,,,,,,,,,,,,,
2000,3,220260509,3,3,16.0,40488,234828,0.058707,0.6937853000126779,0.1512158000841736,0,0.0,60.732,89.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,0.9999999999999998,0.0171240998897701,,0.1400007999036461,0.0001611001789569,0.088078600121662,0.2282479000277817,0.9999997703732266,0.6541815474115532,1.0732416003011167,1.0,0.2506888001225889,12.505719184875488,,,,,,,,,,,,,,,,,,0.0003588001709431,4158739.0,163.0,4.0,33.0,0.0,0.0067076000850647,0.0067076000850647,0.0912103001028299,0.0225738000590354,0.015744199976325,0.0029533000197261,eigsh,0.0002029000315815
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.6307204000186175,0.1345074998680502,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0185005001258105,eigsh,0.0077947999816387,0.0001942999660968,0.2277416998986154,0.2357416998129338,0.9999999999999996,0.6559959519284514,1.0009586997330189,0.859375,0.2594803001265973,8.052302360534668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.6307204000186175,0.1345074998680502,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,0.9999999999999998,0.0170811999123543,,0.15201329998672,0.0001555001363158,0.0959493000991642,0.2481263999361544,0.9999997652409944,0.6558171712489306,1.013346000108868,1.09375,0.270729900104925,13.04330348968506,,,,0.0032195001840591,0.108330899849534,0.0247977999970316,0.0123411999084055,0.0028584001120179,eigsh,0.0001733000390231,,,,,,,,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.6307204000186175,0.1345074998680502,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,0.9999999999999998,0.0174038000404834,,0.0207969001494348,0.0001305998302996,0.0921379001811146,0.1130739001091569,1.0478854717712915,0.7361580118426694,0.8782933000475168,1.125,0.1354608000256121,10.406686782836914,,,,,,,,,,,0.0087871998548507,eigsh,0.0118213000241667,118010.0,82857.0,0.7,164366.0,,,,,,,,,,,,,,
2000,4,220260510,3,3,16.0,40353,234020,0.058505,0.6307204000186175,0.1345074998680502,0,0.0,60.5295,88.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,0.9999999999999998,0.0190735999494791,,0.1528360000811517,0.0002093000803142,0.0949247998651117,0.2479799999855458,0.999999812065024,0.6558092389476498,1.0131979999132454,1.203125,0.2723030000925064,12.49330997467041,,,,,,,,,,,,,,,,,,0.0003357999958097,1433331240.0,163.0,4.0,23.0,0.0,0.0078696000855416,0.0078696000855416,0.1009545000270009,0.0246580000966787,0.0140863999258726,0.0043549998663365,eigsh,0.000218299916014
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.7564441999420524,0.1515936001669615,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0198568000923842,eigsh,0.0106685999780893,0.0001302999444305,0.1272287000901997,0.1380364000797271,1.0,0.6567490486554729,1.0460654001217335,0.984375,0.1639227999839931,8.085810661315918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.7564441999420524,0.1515936001669615,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0168534000404179,,0.1482787998393178,0.000155699905008,0.0923145997803658,0.240757199935615,0.9999997994297408,0.6565983815988895,1.1487868996337056,1.296875,0.2628466000314802,13.054472923278809,,,,0.0032252999953925,0.1072549000382423,0.0217762000393122,0.0125176000874489,0.0030601001344621,eigsh,0.0001564999110996,,,,,,,,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.7564441999420524,0.1515936001669615,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,0.9999999999999998,0.0190914999693632,,0.0212258000392466,0.0001143999397754,0.0953361999709159,0.1166844998952001,1.051600371899907,0.742366216889247,1.024714200058952,0.9375,0.1409535999409854,10.41562271118164,,,,,,,,,,,0.0092200001236051,eigsh,0.0118407001718878,118498.0,82727.0,0.7,164065.0,,,,,,,,,,,,,,
2000,5,220260511,3,3,16.0,40581,234996,0.058749,0.7564441999420524,0.1515936001669615,0,0.0,60.8715,96.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,0.9999999999999998,0.0178245001006871,,0.1462570999283343,0.0002007000148296,0.0955356999766081,0.2420027998741716,0.9999998407304482,0.6565439158624348,1.150031300028786,1.1875,0.2653188998810947,12.517842292785645,,,,,,,,,,,,,,,,,,0.0004251999780535,2731340753.0,163.0,5.0,22.0,0.0,0.0080683000851422,0.0080683000851422,0.0975653000641614,0.02252610004507,0.0129732000641524,0.0041483999229967,eigsh,0.0002173001412302
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.6341363000683486,0.1222218999173492,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,1.0,0.0187941999174654,eigsh,0.0084852001164108,0.0001900000497698,0.2005557999946177,0.2092410000041127,0.9999999999999998,0.6517968920154446,0.9655892001464964,0.875,0.2345600000116974,7.989680290222168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.6341363000683486,0.1222218999173492,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0178984000813215,,0.1464141001924872,0.0001670001074671,0.0887782999780029,0.2353660999797284,0.9999998317964968,0.6515987934198217,0.9917176002636552,0.828125,0.2587451001163572,13.022181510925291,,,,0.0031596000771969,0.1024827999062836,0.0241823999676853,0.0129535000305622,0.0031183999963104,eigsh,0.0002045999281108,,,,,,,,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.6341363000683486,0.1222218999173492,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.017311800038442,,0.0206648998428136,0.0001129999291151,0.0914762001484632,0.1122611998580396,1.0569474322753052,0.7347252196829541,0.8686122999060899,1.09375,0.134540099883452,10.320782661437988,,,,,,,,,,,0.009453099919483,eigsh,0.0110399001277983,117098.0,82156.0,0.7,162910.0,,,,,,,,,,,,,,
2000,6,220260512,3,3,16.0,40055,232196,0.058049,0.6341363000683486,0.1222218999173492,0,0.0,60.0825,90.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0193202998489141,,0.1449215998873114,0.0001676001120358,0.095087100053206,0.2401856000069528,0.9999998206206988,0.6516401643038411,0.9965345000382512,1.03125,0.2646262999624014,12.461681365966797,,,,,,,,,,,,,,,,,,0.0003437001723796,4158453344.0,163.0,4.0,24.0,0.0,0.0077100000344216,0.0077100000344216,0.097675000084564,0.0230361002031713,0.012689399998635,0.003000000026077,eigsh,0.0002045000437647
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.8209776000585407,0.1452035000547766,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0179163999855518,eigsh,0.0073146999347954,0.0001130001619458,0.0891752999741584,0.0966105998959392,0.9999999999999996,0.6575089237566981,1.062784100184217,0.625,0.1186871000099927,8.063014030456543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.8209776000585407,0.1452035000547766,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0175487999804317,,0.1490505998954177,0.0002429999876767,0.0913220001384615,0.2406257998663932,0.999999798325204,0.6573454600212741,1.2067967001348734,1.015625,0.2631428001914173,13.046725273132324,,,,0.0030997998546808,0.1062559001147747,0.0230507999658584,0.0127380001358687,0.0032362998463213,eigsh,0.0002451001200824,,,,,,,,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.8209776000585407,0.1452035000547766,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0005,0.998498874063205,0.9965853313238792,0.0173575999215245,,0.0183988001663237,0.0001447000540792,0.0945828999392688,0.1131339999847114,1.0542714149522097,0.7407282833806291,1.0793075002729893,1.03125,0.1359205998014658,10.37094020843506,,,,,,,,,,,0.0087514000479131,eigsh,0.0094690001569688,118166.0,82282.0,0.7,163148.0,,,,,,,,,,,,,,
2000,7,220260513,3,3,16.0,40443,234332,0.058583,0.8209776000585407,0.1452035000547766,0,0.0,60.6645,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0196853000670671,,0.1449158999603241,0.0001552000176161,0.0962167999241501,0.2412960999645292,0.9999998010509384,0.6573702199738051,1.2074690000154078,1.140625,0.2667590000201016,12.498150825500488,,,,,,,,,,,,,,,,,,0.000395500101149,3829177339.0,163.0,3.0,23.0,0.0,0.007620400050655,0.007620400050655,0.0940530998632311,0.0265980998519808,0.0129015001002699,0.0029060000088065,eigsh,0.0001871001441031
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.6536418001633137,0.1336604999378323,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,1.0,0.0184606001712381,eigsh,0.0088921999558806,0.000118900090456,0.1814963999204337,0.1905165999196469,1.0000000000000002,0.65800087942432,0.9778098000679164,0.71875,0.2144575000274926,7.992770195007324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.6536418001633137,0.1336604999378323,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0182819999754428,,0.1413708999752998,0.000184399774298,0.0896040999796241,0.231168899917975,0.9999998162518332,0.6578744367368926,1.0184616998303682,0.96875,0.2550309000071138,13.023316383361816,,,,0.0033233999274671,0.0972766999620944,0.0239757001399993,0.013242800021544,0.0030366000719368,eigsh,0.0001711000222712,,,,,,,,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.6536418001633137,0.1336604999378323,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0199760999530553,,0.0210953999776393,0.0002055999357253,0.1002526001539081,0.1215625999029725,1.0529921829360671,0.7440520195050317,0.9088559001684188,0.6875,0.1465700999833643,10.31073760986328,,,,,,,,,,,0.0088313999585807,eigsh,0.01204129983671,117143.0,81978.0,0.7,162576.0,,,,,,,,,,,,,,
2000,8,220260514,3,3,16.0,40037,232286,0.0580715,0.6536418001633137,0.1336604999378323,0,0.0,60.0555,91.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.0203152999747544,,0.1478470000438392,0.0002091999631375,0.0988911997992545,0.2469585998915135,0.9999997765286456,0.6578431137020714,1.0342496999073774,1.140625,0.2724184000398963,12.46975803375244,,,,,,,,,,,,,,,,,,0.0004035998135805,1861684268.0,163.0,4.0,25.0,0.0,0.0082735999021679,0.0082735999021679,0.0985361998900771,0.0233390000648796,0.0131477999966591,0.0036521998699754,eigsh,0.0001738001592457
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.6637105001136661,0.1249319999478757,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0186254000291228,eigsh,0.0073098998982459,0.0001387000083923,0.1933873000089079,0.2008450999855995,1.0000000000000002,0.6556030817911352,0.989478399977088,1.078125,0.2243591998703777,7.961871147155762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.6637105001136661,0.1249319999478757,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0187631999142467,,0.1597920998465269,0.0002284999936819,0.0938966998364776,0.2539270000997931,0.9999997846941108,0.6554002608796827,1.0425597997382283,1.171875,0.2782000999432057,13.012911796569824,,,,0.0033026998862624,0.1124434999655932,0.0241652000695467,0.0143131997901946,0.0048922998830676,eigsh,0.0002452998887747,,,,,,,,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.6637105001136661,0.1249319999478757,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0005,0.998499999625,0.9965856736581904,0.0192606998607516,,0.0204952999483793,0.0001290999352931,0.0965124999638646,0.1171448999084532,1.0565718724701123,0.7428805075029352,0.9057793999090792,1.125,0.1414896000642329,10.267573356628418,,,,,,,,,,,0.0085991998203098,eigsh,0.0117397999856621,116693.0,81623.0,0.7,161834.0,,,,,,,,,,,,,,
2000,9,220260515,3,3,16.0,39922,231386,0.0578465,0.6637105001136661,0.1249319999478757,0,0.0,59.883,92.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,0.9999999999999998,0.0175913998391479,,0.1396765999961644,0.0002098002005368,0.0929318000562489,0.2328275002073496,0.999999814059114,0.6554307585751149,1.021460700314492,1.171875,0.2551479001995176,12.444427490234377,,,,,,,,,,,,,,,,,,0.0003603999502956,3078630681.0,163.0,5.0,27.0,0.0,0.0074558001942932,0.0074558001942932,0.0920163001865148,0.023631399963051,0.0125535000115633,0.0031843001488596,eigsh,0.0002105999737977
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.683186799986288,0.1152119000907987,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Non-random,non_random,0.0,1.0,0.9999999999999998,0.0262529000174254,eigsh,0.0062569000292569,0.0001252999063581,0.2258085000794381,0.2321993000805378,0.9999999999999998,0.6564039369118698,1.0305894000921398,1.15625,0.264726199908182,8.046603202819824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.683186799986288,0.1152119000907987,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,0.9999999999999998,0.0193231999874115,,0.163751000072807,0.0002164999023079,0.1004755001049488,0.2644529000390321,0.9999997729352584,0.6562399292947391,1.0628417001571506,0.921875,0.2893705000169575,13.041403770446776,,,,0.0037223999388515,0.1165636999066919,0.0251468999776989,0.0139591000042855,0.0038095999043434,eigsh,0.0002514000516384,,,,,,,,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.683186799986288,0.1152119000907987,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0195264997892081,,0.0197719999123364,0.0001121000386774,0.1028466999996453,0.1227374000009149,1.0582894296761691,0.7427244088063061,0.921129500027746,0.703125,0.1476125998888164,10.369135856628418,,,,,,,,,,,0.0085814001504331,eigsh,0.0111151000019162,117927.0,82393.0,0.7,163363.0,,,,,,,,,,,,,,
2000,10,220260516,3,3,16.0,40337,233854,0.0584635,0.683186799986288,0.1152119000907987,0,0.0,60.5055,87.0,40179.08736,20.08954368,60.26863104,0.1107778889444722,0.000144,1.6e-05,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,0.9999999999999998,0.0173247000202536,,0.1371915000490844,0.000159400049597,0.0925749000161886,0.2299349999520927,0.9999998457250784,0.6562671591975491,1.0283245001919568,1.0,0.2524862999562174,12.495015144348145,,,,,,,,,,,,,,,,,,0.0003403997980058,3771478782.0,163.0,3.0,19.0,0.0,0.0067404001019895,0.0067404001019895,0.0923009000252932,0.0221136999316513,0.0123852000106126,0.0028842000756412,eigsh,0.0001743000466376
4000,1,420260507,3,3,16.0,80641,477428,0.02983925,1.3682023000437766,0.1968392999842763,0,0.0,60.48075,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0290382001549005,eigsh,0.0115107002202421,9.09001100808382e-05,0.0493038999848067,0.0609127997886389,1.0,0.654375034755885,1.625947100343183,0.765625,0.0978108998388052,16.424311637878418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,1,420260507,3,3,16.0,80641,477428,0.02983925,1.3682023000437766,0.1968392999842763,0,0.0,60.48075,93.0,80475.321472,20.118830368,60.356491104,0.110944472236118,3.6e-05,4e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0308040000963956,,0.2906703001353889,0.000236100051552,0.0466191999148577,0.3375834000762552,0.99999943013558,0.6539690207303618,1.902567200129852,0.96875,0.3786089001223445,25.784899711608887,,,,0.0053529001306742,0.2246393000241369,0.0323634999804198,0.0240716999396681,0.0031367000192403,eigsh,0.0003291999455541,,,,,,,,,,,,,,,,,,,,,
