K,method,rep,seed,n,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
5,Gaussian random projection,8,20760435,5000,3,8.0,35527,0.292,0.40344656590605066,0.37616536073586465,0.959210291999625,0.0659910829999717,0.48446895799133927,0.01955479200114496,0,0.0,21.3162,43.0,35158.419200000004,7.03168384,21.095051520000002,0.03990401921920999,0.00332137499935925,0.06225658299808856,0.05275124999752734,0.025946875000954606,0.0029654999962076545,eigsh,0.0004131250025238842,0.1485694169969065,0.0005989159981254488,0.3352947499952279,0.9999923823367892,0.5429911221794411,1.5096644579898566,1.152e-05,1.28e-06,sparse,6.536617000000007,1.746329749992583,38.925320625305176,548.21875,548.3125,0.09375
5,Gaussian random projection,9,20760436,5000,3,8.0,35068,0.3094,0.37698986890661984,0.35168873322084093,0.9503924579912564,0.06991283300158102,0.5029542919946834,0.015132916989387013,0,0.0,21.0408,37.0,35158.419200000004,7.03168384,21.095051520000002,0.03990401921920999,0.0034159579954575747,0.06629920900741126,0.0613043750054203,0.024375541994231753,0.002959625009680167,eigsh,0.004325834001065232,0.1638119999988703,0.00041879199852701277,0.33871741700568236,0.9999907894485895,0.5412422194193418,1.523253499995917,1.152e-05,1.28e-06,sparse,6.477304000000004,1.7725205830065534,38.761656761169434,548.3125,548.3125,0.0
5,Gaussian random projection,10,20760437,5000,3,8.0,35110,0.2732,0.4335751075730606,0.40190239572892067,0.9613616249989718,0.06626649999816436,0.44640354099101387,0.015263584005879238,0,0.0,21.066,38.0,35158.419200000004,7.03168384,21.095051520000002,0.03990401921920999,0.003331625004648231,0.06090233400755096,0.05054579200805165,0.016847834005602635,0.004457874994841404,eigsh,0.0003302910045022145,0.13757183399866335,0.0002459999959683046,0.30857924999145325,0.9999924345105449,0.5487024537382997,1.474025208983221,1.152e-05,1.28e-06,sparse,6.398102000000023,1.699354875003337,38.776164054870605,548.3125,550.078125,1.765625
6,Gaussian random projection,1,20860428,5000,3,8.0,32535,0.6854,0.048780702724997155,0.06165653872827659,0.8884352919994853,0.06305866700131446,0.757415708998451,0.014044416006072424,0,0.0,19.521,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.0033615830034250394,0.05202004199963994,0.0459130829985952,0.00998470799822826,0.007026625011349097,eigsh,0.0005661670002155006,0.11957429100584704,0.00015141699986997992,0.6376854589907452,0.999991397510142,0.5389905664423147,1.708905125997262,1.152e-05,1.28e-06,sparse,8.389788999999979,1.9353670419950504,38.047677993774414,550.078125,562.84375,12.765625
6,Gaussian random projection,2,20860429,5000,3,8.0,32554,0.6656,0.050989440437426654,0.06286875605658424,0.8988564580067759,0.06324529100675136,0.816605415995582,0.012304624993703328,0,0.0,19.5324,36.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.0033210840047104284,0.05266770800517406,0.056386834010481834,0.015946459010592662,0.003053583001019433,eigsh,0.0005061669944552705,0.13230491599824745,0.00022395799169316888,0.6840729169925908,0.9999918687789424,0.5399503134862266,1.7787035399960587,1.152e-05,1.28e-06,sparse,8.842714999999998,1.997930625002482,38.05711364746094,562.84375,562.84375,0.0
6,Gaussian random projection,3,20860430,5000,3,8.0,32627,0.715,0.03282981376700798,0.04374284924867301,0.887695374985924,0.0649707499978831,0.7717552079993766,0.016229291999479756,0,0.0,19.5762,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.003372624996700324,0.052691208009491675,0.04905116600275505,0.01959737499419134,0.006970875008846633,eigsh,0.0008693340059835464,0.13470195801346563,0.0004898750048596412,0.6365579590055859,0.9999910744617839,0.5398832032368569,1.7244159170077182,1.152e-05,1.28e-06,sparse,8.45218600000004,1.95693229099561,38.0828161239624,562.84375,562.859375,0.015625
6,Gaussian random projection,4,20860431,5000,3,8.0,32441,0.7322,0.03068594095218683,0.04087048872363815,0.9201606659917161,0.06350299999758136,0.7356634589959867,0.014409832991077565,0,0.0,19.4646,40.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.003624584001954645,0.05409858300117776,0.05982554200454615,0.015322292005294003,0.005788250011391938,eigsh,0.0004415420116856694,0.13961662499059457,0.0005750420095864683,0.5954670000064652,0.999990381801078,0.5404220999033467,1.7193223329959437,1.152e-05,1.28e-06,sparse,8.23032999999998,1.9370037500048056,38.01636028289795,562.859375,563.046875,0.1875
6,Gaussian random projection,5,20860432,5000,3,8.0,32165,0.7242,0.03535435958633701,0.04620111639825187,0.8732231670001056,0.06267691700486466,0.7751653749874095,0.01374833298905287,0,0.0,19.299,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.003550875000655651,0.055105041989008896,0.0517279170016991,0.008313208003528416,0.00355466699693352,eigsh,0.0009781669941730797,0.12387104200024623,0.00012829199840780348,0.6511618340009591,0.9999879521542749,0.5412222563538387,1.7110612520045834,1.152e-05,1.28e-06,sparse,8.476908999999978,1.9377340000064578,37.9175443649292,563.046875,569.421875,6.375
6,Gaussian random projection,6,20860433,5000,3,8.0,32483,0.7296,0.03138341217730472,0.0423277052374504,0.8982798749930225,0.06314395899244118,0.783288040998741,0.01392979099182412,0,0.0,19.4898,40.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.0035692080127773806,0.05733033399155829,0.04950029100291431,0.01817441599268932,0.008867041993653402,eigsh,0.0008027089934330434,0.13883341698965523,0.00014295899018179625,0.6443071660032729,0.9999891679350901,0.5397121091491552,1.7447073759685736,1.152e-05,1.28e-06,sparse,8.596452999999997,1.964747999998508,38.02711582183838,569.421875,569.421875,0.0
6,Gaussian random projection,7,20860434,5000,3,8.0,32718,0.7482,0.026163295806202927,0.0368211095720213,0.889030541991815,0.06328708300134167,0.7463211249996675,0.012398875012877397,0,0.0,19.6308,40.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.003468750001047738,0.05577762499160599,0.04911516699939966,0.02234399999724701,0.0035477079945849255,eigsh,0.00026737499865703285,0.13501245800580364,0.00041687500197440386,0.6108871249889489,0.9999906313824611,0.5391168917116983,1.6986340829898836,1.152e-05,1.28e-06,sparse,8.164941999999996,1.9279996249970281,38.115904808044434,569.421875,569.421875,0.0
6,Gaussian random projection,8,20860435,5000,3,8.0,32437,0.6798,0.04399398376977414,0.05680098230521552,0.903297292010393,0.0743299590103561,0.7875819579930976,0.01300775000709109,0,0.0,19.4622,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,0.003555957999196835,0.05821366699819919,0.06131637499493081,0.011041999998269603,0.004649374997825362,eigsh,0.0003204160020686686,0.14240804201108404,0.0009988749952754006,0.6441696250112727,0.9999891781494338,0.5395489139813421,1.7652037930383813,1.152e-05,1.28e-06,sparse,8.268166000000008,1.9846387919969857,38.01550006866455,569.421875,569.515625,0.09375
