group,r,method,runs,alpha_mean,alpha_std,tau_value_mean,tau_value_std,group_n_mean,group_n_std,ell_mean,ell_std,k_mean,k_std,q_mean,q_std,embedding_wall_sec_mean,embedding_wall_sec_std,clustering_wall_sec_mean,clustering_wall_sec_std,total_method_wall_sec_mean,total_method_wall_sec_std,exact_eigsh_sec_mean,exact_eigsh_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,ARI_true_mean,ARI_true_std,NMI_true_mean,NMI_true_std,F1_macro_true_mean,F1_macro_true_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_test_matrix_entry_std_mean,rp_test_matrix_entry_std_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_small_eigh_sec_mean,rp_small_eigh_sec_std,rp_lift_sec_mean,rp_lift_sec_std,ds_bucket_build_sec_mean,ds_bucket_build_sec_std,ds_draw_and_initial_multiply_sec_mean,ds_draw_and_initial_multiply_sec_std,ds_power_iter_sec_mean,ds_power_iter_sec_std,ds_qr_sec_mean,ds_qr_sec_std,ds_build_core_sec_mean,ds_build_core_sec_std,ds_small_eigh_sec_mean,ds_small_eigh_sec_std,ds_lift_sec_mean,ds_lift_sec_std,ds_num_buckets_mean,ds_num_buckets_std,ds_min_bucket_dim_mean,ds_min_bucket_dim_std,ds_max_bucket_dim_mean,ds_max_bucket_dim_std
high_deg_9_plus,2,Degree-stratified RP,10,0.5,0.0,0.0,0.0,147.0,0.0,9.0,0.0,7.0,0.0,1.0,0.0,0.003098849987145513,0.0006529252527489295,0.09259508001850918,0.027277891949632323,0.0956939300056547,0.02723774511659427,,,0.0030280600185506046,0.0006195908082002724,0.1904374586007954,0.052130703483914666,0.3005677165643751,0.049770614701471205,0.4059810610273128,0.05560606227005041,,,,,,,,,,,,,,,0.0002805000287480652,5.667278281936586e-05,0.0013528999988920987,0.00024989347661734455,0.0007653799839317799,0.000289386218074958,0.00038235001266002656,7.903082013695047e-05,0.00014613999519497156,3.3213071293351e-05,6.0649996157735586e-05,1.0423841037946479e-05,4.0140002965927124e-05,5.52271136576904e-06,8.0,0.0,1.0,0.0,2.0,0.0
high_deg_9_plus,2,Exact spectral,10,0.5,0.0,0.0,0.0,147.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0715158999664709,0.0,0.05571824997896328,0.018595329873022606,0.1272341499454342,0.01859532987302261,0.0715158999664709,0.0,0.0715158999664709,0.0,0.32014579561347867,0.0014309655447493671,0.5176458183913247,0.0031921390360514397,0.29787051229365197,0.03626956523987653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,2,Gaussian RP,10,0.5,0.0,0.0,0.0,147.0,0.0,9.0,0.0,7.0,0.0,1.0,0.0,0.0015020800055935979,0.00036849584288867665,0.13474944999907165,0.03304345927719246,0.13625153000466525,0.03320297939325469,,,0.0014854899840429426,0.00036675511974339285,0.0409067724764897,0.021051167412896876,0.13147677827316612,0.025939509166263582,0.2871363257398749,0.03781156245410067,0.0002177499933168292,1.3417768649053564e-05,0.3333333333333333,0.0,0.00040864999173209073,0.00020916066483704543,0.0005844900151714683,0.00024803815421040916,0.00015372000634670258,3.2690474370731925e-05,7.32199870981276e-05,1.1036703861046615e-05,4.765999037772417e-05,8.064343468947351e-06,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,5,Degree-stratified RP,10,0.5,0.0,0.0,0.0,147.0,0.0,12.0,0.0,7.0,0.0,1.0,0.0,0.0032949499902315436,0.0006507449474990052,0.11219376999652013,0.05553333500550167,0.11548871998675167,0.055942021941235286,,,0.003236160008236766,0.0006398261061492875,0.18131810071552917,0.05213021566217045,0.30596771361918657,0.0604767919857346,0.42041808470437625,0.05793859595866591,,,,,,,,,,,,,,,0.00024496003752574327,3.6617727500383406e-05,0.0012542399810627103,0.0002517554645847997,0.0008864299859851598,0.00022042576595338511,0.0005715400096960366,0.00012667517742832022,0.0001588899875059724,2.6376079099276828e-05,7.097002817317844e-05,2.0239261585134278e-05,4.912997828796506e-05,1.0365225561437827e-05,8.0,0.0,1.0,0.0,2.0,0.0
high_deg_9_plus,5,Exact spectral,10,0.5,0.0,0.0,0.0,147.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0715158999664709,0.0,0.051094969967380166,0.018057093451280426,0.12261086993385106,0.018057093451280426,0.0715158999664709,0.0,0.0715158999664709,0.0,0.3199060866667352,0.0014831009279991484,0.5163960065448944,0.005308085808066047,0.2968624708923273,0.035903008956223774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,5,Gaussian RP,10,0.5,0.0,0.0,0.0,147.0,0.0,12.0,0.0,7.0,0.0,1.0,0.0,0.0015235500293783843,0.00027173492717437676,0.13931595996255056,0.043438182592565336,0.14083950999192893,0.04359966216824004,,,0.0015089800232090055,0.00027023995020598694,0.04711444758974912,0.02054217147928439,0.14275190131838,0.0293991988987842,0.2847264157257667,0.02827488530502792,0.0002623900305479765,2.7306850850752832e-05,0.2886751345948129,0.0,0.0003285799757577479,9.39687877726701e-05,0.0006251199985854328,0.00015146299753063998,0.00017097003292292355,2.6681390385384647e-05,7.080998038873076e-05,9.638508791316905e-06,5.111000500619411e-05,9.827559441672447e-06,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,10,Degree-stratified RP,10,0.5,0.0,0.0,0.0,147.0,0.0,17.0,0.0,7.0,0.0,1.0,0.0,0.004107989999465644,0.00045677003036284045,0.08980944000650197,0.021071686145188468,0.09391743000596761,0.021122392048652325,,,0.004049659997690469,0.0004492417945105972,0.19390612844818073,0.02648836464305786,0.31233730122572817,0.03288853891346793,0.408891131908568,0.035417253437079,,,,,,,,,,,,,,,0.000242130015976727,4.291177757270344e-05,0.0013365599792450667,0.0001605070820374521,0.0012014999985694886,0.0001414964842863074,0.0008925999864004552,0.0002302692841628379,0.0002335800207220018,3.0180676005141116e-05,8.472999325022101e-05,1.2228836708075194e-05,5.8560003526508805e-05,9.319193630869044e-06,8.0,0.0,1.0,0.0,3.0,0.0
high_deg_9_plus,10,Exact spectral,10,0.5,0.0,0.0,0.0,147.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0715158999664709,0.0,0.04638102997560054,0.010215976018375482,0.11789692994207143,0.010215976018375482,0.0715158999664709,0.0,0.0715158999664709,0.0,0.31876743989817485,0.002306255969877035,0.5206618741164186,0.005222114584287563,0.3315326658138239,0.05929442967944474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,10,Gaussian RP,10,0.5,0.0,0.0,0.0,147.0,0.0,17.0,0.0,7.0,0.0,1.0,0.0,0.002368599991314113,0.00033965055106758657,0.1369235600112006,0.056407613745506756,0.1392921600025147,0.05670082864242045,,,0.002352189982775599,0.00033833064457860503,0.04679003286308074,0.01758642309662703,0.14823502350131945,0.01986293557211808,0.2798535651468842,0.019449998839097832,0.00037296999944373964,2.1351788225451614e-05,0.242535625036333,0.0,0.000489830004516989,4.401964107620326e-05,0.0010467099724337458,0.00028671635613828917,0.0002648600027896464,3.4869765433259494e-05,0.00010530001018196344,2.7670976019626432e-05,7.251999340951443e-05,2.9104023581350835e-05,,,,,,,,,,,,,,,,,,,,
high_deg_9_plus,20,Degree-stratified RP,10,0.5,0.0,0.0,0.0,147.0,0.0,27.0,0.0,7.0,0.0,1.0,0.0,0.0075905799749307334,0.001066976873267368,0.11150985000422224,0.02712258978071012,0.11910042997915297,0.027229164136061097,,,0.007512930012308061,0.0010552706637467464,0.22904294885471116,0.027774028310880303,0.35292233965454267,0.03651292913362929,0.44400541993040593,0.043569198145017744,,,,,,,,,,,,,,,0.0002645899774506688,3.661277191159887e-05,0.0015975800226442516,0.00019748816883097424,0.0026308200205676256,0.0004865667460284163,0.0019524999894201755,0.0004083330416296857,0.0005786399939097464,0.00033077461947240674,0.00039966000476852057,0.00027749126809302677,8.914000354707242e-05,1.559523794921088e-05,8.0,0.0,2.0,0.0,6.0,0.0
