n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
200,15,Non-random,0.024840000085532665,0.0005904999561607838,0.001910800114274025,,,,,,,,,0.024840000085532665,0.02483800007030368,2.00001522898674e-06,0.027341300155967474,,,,,,,0.004423199919983745,0.02039419999346137,2.0600156858563423e-05
200,16,Random Projection,0.022683499846607447,0.0004952999297529459,0.0015372999478131533,2.329982817173004e-05,0.00016840011812746525,6.260001100599766e-05,4.160008393228054e-05,3.6400044336915016e-05,5.100015550851822e-05,4.600035026669502e-06,0.022293100133538246,0.022683499846607447,0.022681000409647822,2.4994369596242905e-06,0.024716099724173546,,,,,,,,,
200,16,Random Sampling,0.02632049983367324,0.0004952999297529459,0.0017536000814288855,,,,,,,,,0.02632049983367324,0.02631739992648363,3.0999071896076202e-06,0.02856939984485507,0.00022369995713233948,0.0003100000321865082,0.0035713999532163143,3.9400067180395126e-05,6.54000323265791e-05,0.022107499884441495,,,
200,16,Non-random,0.025722599821165204,0.0004952999297529459,0.0017617999110370874,,,,,,,,,0.025722599821165204,0.025721099926158786,1.4998950064182281e-06,0.027979699661955237,,,,,,,0.004231899976730347,0.021466400008648634,2.2799940779805183e-05
200,17,Random Projection,0.02197970007546246,0.0004763000179082155,0.0018541000317782164,2.300017513334751e-05,0.00016959989443421364,6.120000034570694e-05,4.120008088648319e-05,3.0700117349624634e-05,5.010003224015236e-05,4.599802196025848e-06,0.02159709995612502,0.02197970007546246,0.021977500058710575,2.200016751885414e-06,0.024310100125148892,,,,,,,,,
200,17,Random Sampling,0.025969000067561865,0.0004763000179082155,0.001457700040191412,,,,,,,,,0.025969000067561865,0.025965499691665173,3.500375896692276e-06,0.027903000125661492,0.00022140005603432655,0.0003155998419970274,0.0029768000822514296,4.429998807609081e-05,7.279985584318638e-05,0.022334599867463112,,,
200,17,Non-random,0.0241843000985682,0.0004763000179082155,0.0019459999166429043,,,,,,,,,0.0241843000985682,0.02418309962376952,1.2004747986793518e-06,0.02660660003311932,,,,,,,0.0046138998586684465,0.019549799850210547,1.9399914890527725e-05
200,18,Random Projection,0.023797899950295687,0.000591200077906251,0.0016683000139892101,2.659996971487999e-05,0.0002266999799758196,7.509998977184296e-05,5.3799943998456e-05,4.6800123527646065e-05,6.310013122856617e-05,6.200047209858894e-06,0.02329659997485578,0.023797899950295687,0.02379490016028285,2.9997900128364563e-06,0.026057400042191148,,,,,,,,,
200,18,Random Sampling,0.02793559990823269,0.000591200077906251,0.001687800046056509,,,,,,,,,0.02793559990823269,0.027932099997997284,3.4999102354049683e-06,0.03021460003219545,0.0001838000025600195,0.0003529000096023083,0.0030396999791264534,4.640012048184872e-05,7.770000956952572e-05,0.02423159987665713,,,
200,18,Non-random,0.026869500055909157,0.000591200077906251,0.0023708001244813204,,,,,,,,,0.026869500055909157,0.0268671999219805,2.300133928656578e-06,0.029831500258296728,,,,,,,0.004703800193965435,0.022138699889183044,2.469983883202076e-05
