n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
400,3,Non-random,0.1172419001813978,0.0030513000674545765,0.017083500046283007,,,,,,,,,0.1172419001813978,0.11724009993486106,1.80024653673172e-06,0.13737670029513538,,,,,,,0.09048120002262294,0.026491499971598387,0.00026739994063973427
400,4,Random Projection,0.030161899980157614,0.0030596000142395496,0.015144999837502837,5.0900038331747055e-05,0.0004825000651180744,0.0001262999139726162,0.00011979998089373112,0.00033179996535182,7.650000043213367e-05,9.699957445263863e-06,0.028960099909454584,0.030161899980157614,0.03015759983099997,4.300149157643318e-06,0.0483664998319,,,,,,,,,
400,4,Random Sampling,0.03420709981583059,0.0030596000142395496,0.01580170006491244,,,,,,,,,0.03420709981583059,0.034203199902549386,3.899913281202316e-06,0.053068399894982576,0.0004437000025063753,0.0020001998636871576,0.003341499948874116,0.0003158000763505697,0.0007563999388366938,0.027345600072294474,,,
400,4,Non-random,0.11636699992232025,0.0030596000142395496,0.01678199996240437,,,,,,,,,0.11636699992232025,0.11636479990556836,2.200016751885414e-06,0.13620859989896417,,,,,,,0.08957640011794865,0.026402699993923306,0.0003856997936964035
400,5,Random Projection,0.028743800008669496,0.0030395998619496822,0.0159124000929296,4.91999089717865e-05,0.0004338999278843403,9.520002640783787e-05,0.00010799989104270935,0.0003166000824421644,6.240000948309898e-05,7.200054824352264e-06,0.02766739996150136,0.028743800008669496,0.02873989986255765,3.90014611184597e-06,0.04769579996354878,,,,,,,,,
400,5,Random Sampling,0.036282800137996674,0.0030395998619496822,0.01658349996432662,,,,,,,,,0.036282800137996674,0.03627870022319257,4.09991480410099e-06,0.055905899964272976,0.0006951000541448593,0.0019718999974429607,0.0034361002035439014,0.0003144999500364065,0.0007406999357044697,0.029120400082319975,,,
400,5,Non-random,0.29640310001559556,0.0030395998619496822,0.021519300062209368,,,,,,,,,0.29640310001559556,0.29640080011449754,2.299901098012924e-06,0.3209619999397546,,,,,,,0.26533380011096597,0.03074820013716817,0.0003187998663634062
400,6,Random Projection,0.036066999891772866,0.004406199790537357,0.02012889995239675,6.270012818276882e-05,0.0009139000903815031,0.00015460001304745674,0.00019040005281567574,0.00034460006281733513,9.549991227686405e-05,9.09995287656784e-06,0.03429020009934902,0.036066999891772866,0.03606100031174719,5.999580025672913e-06,0.060602099634706974,,,,,,,,,
400,6,Random Sampling,0.040665899869054556,0.004406199790537357,0.015551199903711677,,,,,,,,,0.040665899869054556,0.04066080041229725,5.099456757307053e-06,0.06062329956330359,0.0008037001825869083,0.0021108000073581934,0.003928600111976266,0.00035820016637444496,0.0012161999475210905,0.032243299996480346,,,
400,6,Non-random,0.12231400003656745,0.004406199790537357,0.016733699943870306,,,,,,,,,0.12231400003656745,0.12231259979307652,1.400243490934372e-06,0.1434538997709751,,,,,,,0.09459110000170767,0.027456099865958095,0.00026539992541074753
400,7,Random Projection,0.02794439997524023,0.003232299815863371,0.0198208000510931,5.079992115497589e-05,0.00044189998880028725,0.00012250011786818504,0.00011459994129836559,0.0003419998101890087,8.390005677938461e-05,1.019984483718872e-05,0.02677399991080165,0.02794439997524023,0.027939899591729045,4.500383511185646e-06,0.0509974998421967,,,,,,,,,
400,7,Random Sampling,0.044054599944502115,0.003232299815863371,0.016748500056564808,,,,,,,,,0.044054599944502115,0.04404810001142323,6.4999330788850784e-06,0.0640353998169303,0.001080299960449338,0.0025950998533517122,0.0042426001746207476,0.00038049998693168163,0.001206299988552928,0.03454330004751682,,,
400,7,Non-random,0.11350600002333522,0.003232299815863371,0.018455900019034743,,,,,,,,,0.11350600002333522,0.11350359977222979,2.400251105427742e-06,0.13519419985823333,,,,,,,0.0832007999997586,0.029928299831226468,0.0003744999412447214
400,8,Random Projection,0.03275389992631972,0.0025583000387996435,0.016913200030103326,4.970002919435501e-05,0.0005090001504868269,0.00011669984087347984,0.0001284999307245016,0.0003090000245720148,6.429990753531456e-05,7.400056347250938e-06,0.0315656999591738,0.03275389992631972,0.03275029989890754,3.600027412176132e-06,0.05222539999522269,,,,,,,,,
400,8,Random Sampling,0.04109090007841587,0.0025583000387996435,0.01782379997894168,,,,,,,,,0.04109090007841587,0.0410865000449121,4.400033503770828e-06,0.06147300009615719,0.0006963999476283789,0.0018137001898139715,0.004478199873119593,0.0003994000144302845,0.0009690001606941223,0.03272979985922575,,,
400,8,Non-random,0.11861049989238381,0.0025583000387996435,0.01809159992262721,,,,,,,,,0.11861049989238381,0.11860879976302385,1.700129359960556e-06,0.13926039985381067,,,,,,,0.0887790999840945,0.029518199851736426,0.0003114999271929264
400,9,Random Projection,0.03345480002462864,0.0029910998418927193,0.01685360004194081,5.039991810917854e-05,0.0005129000637680292,0.00011199992150068283,0.00012900005094707012,0.00033299997448921204,6.609992124140263e-05,7.3998235166072845e-06,0.03223980008624494,0.03345480002462864,0.03345059975981712,4.200264811515808e-06,0.05329949990846217,,,,,,,,,
400,9,Random Sampling,0.038657099939882755,0.0029910998418927193,0.016110299853608012,,,,,,,,,0.038657099939882755,0.03865299979224801,4.100147634744644e-06,0.05775849963538349,0.0006842999719083309,0.0019206998404115438,0.003655799897387624,0.00031429994851350784,0.0007217000238597393,0.031356200110167265,,,
400,9,Non-random,0.12198999989777803,0.0029910998418927193,0.017315899953246117,,,,,,,,,0.12198999989777803,0.12198749999515712,2.499902620911598e-06,0.14229699969291687,,,,,,,0.08993460005149245,0.03173759998753667,0.0003152999561280012
