n,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
200,8,Random Projection,7.995175031584065,0.8412483039348712,0.022056120760904296,0.02135749999433756,0.0008154998067766428,0.0021283000241965055,2.3099826648831367e-05,0.00016939989291131496,7.230020128190517e-05,4.3800100684165955e-05,4.309997893869877e-05,5.259993486106396e-05,4.899920895695686e-06,0.020945699885487556,0.02135749999433756,0.021354899741709232,2.600252628326416e-06,0.024301299825310707,,,,,,,,,
200,8,Random Sampling,10.945660171777739,0.992311171415649,0.02867854724553659,0.028677399968728423,0.0008154998067766428,0.001623199786990881,,,,,,,,,0.028677399968728423,0.028673799708485603,3.600260242819786e-06,0.031116099562495947,0.00029699993319809437,0.001136499922722578,0.002319099847227335,3.0800001695752144e-05,6.960006430745125e-05,0.024820799939334393,,,
200,8,Non-random,9.34210020297781,0.4208502939846223,0.022924446997989067,0.03147249994799495,0.0008154998067766428,0.002306499984115362,,,,,,,,,0.03147249994799495,0.031470500165596604,1.9997823983430862e-06,0.03459449973888695,,,,,,,0.005045800004154444,0.026397900190204382,2.6799971237778664e-05
200,9,Random Projection,8.791084373560105,1.0963364993215738,0.03568532199246674,0.03222170006483793,0.0007416000589728355,0.002172900130972266,2.8199981898069382e-05,0.0002661999315023422,0.0001887998078018427,7.400009781122208e-05,5.779997445642948e-05,8.130003698170185e-05,7.800059393048286e-06,0.03151339991018176,0.03222170006483793,0.03221749980002642,4.200264811515808e-06,0.035136200254783034,,,,,,,,,
200,9,Random Sampling,11.369809836823492,1.0345997286295794,0.041681834551079655,0.035079700173810124,0.0007416000589728355,0.002604300156235695,,,,,,,,,0.035079700173810124,0.035075400257483125,4.299916326999664e-06,0.038425600389018655,0.0002749999985098839,0.0003496999852359295,0.003908999962732196,5.770009011030197e-05,9.680003859102726e-05,0.030387200182303786,,,
200,9,Non-random,9.85334550530695,0.6463138851198553,0.03742603550295856,0.030348100000992417,0.0007416000589728355,0.004219800001010299,,,,,,,,,0.030348100000992417,0.030345599865540862,2.500135451555252e-06,0.03530950006097555,,,,,,,0.0047386998776346445,0.02556059998460114,4.630000330507755e-05
200,10,Random Projection,8.144010732313438,0.6908638625056536,0.03483733236751563,0.028057199902832508,0.0006774000357836485,0.003486800007522106,3.829994238913059e-05,0.000286600086838007,0.00010190019384026527,6.909994408488274e-05,5.039991810917854e-05,8.789985440671444e-05,2.319994382560253e-05,0.027395199984312057,0.028057199902832508,0.02805259986780584,4.600035026669502e-06,0.03222139994613826,,,,,,,,,
200,10,Random Sampling,10.426324957914575,1.00565355042967,0.035063114400143786,0.03286050003953278,0.0006774000357836485,0.0018335001077502966,,,,,,,,,0.03286050003953278,0.03285669977776706,3.80026176571846e-06,0.035371400183066726,0.0002983000595122576,0.0003293999470770359,0.0026918998919427395,3.3499905839562416e-05,8.319993503391743e-05,0.02942040003836155,,,
200,10,Non-random,9.443637604722236,0.5723654454997739,0.03992756903576278,0.03395560011267662,0.0006774000357836485,0.0022165998816490173,,,,,,,,,0.03395560011267662,0.033953600097447634,2.00001522898674e-06,0.036849600030109286,,,,,,,0.005733000114560127,0.02819940005429089,2.119992859661579e-05
200,11,Random Projection,8.466183387184758,1.6924468566259612,0.05783158664254345,0.02613789984025061,0.0006830999627709389,0.0017355999443680048,2.9100105166435242e-05,0.00019029993563890457,8.479994721710682e-05,4.900014027953148e-05,5.349982529878616e-05,7.839989848434925e-05,6.8999361246824265e-06,0.025642500026151538,0.02613789984025061,0.026134499814361334,3.400025889277458e-06,0.028556599747389555,,,,,,,,,
