dataset,rep,method,eval_mode,F1,NMI,ARI,time_rand_sec,time_post_sec,time_total_sec
statisticians_coauthor,1,Random Projection,relative_to_non_random,1,0.999999999999999,1,NaN,0.0103515833333333,0.0103654166666667
statisticians_coauthor,1,Random Sampling (p=0.7),relative_to_non_random,0.923331574775497,0.794344490477592,0.878018167904933,2.7e-05,0.012722125,0.012766125
statisticians_coauthor,1,Random Sampling (p=0.8),relative_to_non_random,0.932885705759475,0.848597406548831,0.893787678384185,2.22916666666667e-05,0.012579375,0.0126170416666667
statisticians_coauthor,1,CountSketch,relative_to_non_random,1,0.999999999999999,1,NaN,0.0109096666666667,0.0109271666666667
statisticians_coauthor,1,SIGN Bidirectional,relative_to_non_random,0.966367578884403,0.900399359207161,0.939167483622434,NaN,0.0190837916666667,0.019100375
statisticians_coauthor,2,Random Projection,relative_to_non_random,1,0.999999999999999,1,NaN,0.012764875,0.0127795833333333
statisticians_coauthor,2,Random Sampling (p=0.7),relative_to_non_random,0.661001671492022,0.321189253703751,0.307829352414343,2.77916666666667e-05,0.010242875,0.0102848333333333
statisticians_coauthor,2,Random Sampling (p=0.8),relative_to_non_random,0.990916269329181,0.967180099849393,0.984097931583565,2.775e-05,0.0103716666666667,0.0104096666666667
statisticians_coauthor,2,CountSketch,relative_to_non_random,1,0.999999999999999,1,NaN,0.0110785416666667,0.0110906666666667
statisticians_coauthor,2,SIGN Bidirectional,relative_to_non_random,0.89588043302135,0.775170315343665,0.838211443947647,NaN,0.0144601666666667,0.014480875
statisticians_coauthor,3,Random Projection,relative_to_non_random,0.904165335037818,0.80715606075409,0.853653536986216,NaN,0.0120557916666667,0.0120659166666667
statisticians_coauthor,3,Random Sampling (p=0.7),relative_to_non_random,0.944146426265336,0.882060188477676,0.921234395069536,2.6875e-05,0.01191075,0.0119525
statisticians_coauthor,3,Random Sampling (p=0.8),relative_to_non_random,0.944146426265336,0.882060188477676,0.921234395069536,2.625e-05,0.0108365416666667,0.010876375
statisticians_coauthor,3,CountSketch,relative_to_non_random,0.734556495618443,0.408142395772822,0.386968766043909,NaN,0.0112716666666667,0.0112856666666667
statisticians_coauthor,3,SIGN Bidirectional,relative_to_non_random,0.89588043302135,0.791389980392285,0.8382317061944,NaN,0.0179935416666667,0.018010375
statisticians_coauthor,4,Random Projection,relative_to_non_random,1,0.999999999999999,1,NaN,0.0129557916666667,0.0129693333333333
statisticians_coauthor,4,Random Sampling (p=0.7),relative_to_non_random,0.345188383648166,0.42790668737922,0.40142971635615,2.35833333333333e-05,0.0104847083333333,0.0105255
statisticians_coauthor,4,Random Sampling (p=0.8),relative_to_non_random,0.982306663519786,0.942143270109956,0.968672346037863,2.91666666666667e-05,0.0149199166666667,0.0149720833333333
statisticians_coauthor,4,CountSketch,relative_to_non_random,1,0.999999999999999,1,NaN,0.00941104166666667,0.00942354166666667
